,UNC45A (55898)
ACH-000004,-0.540691439214
ACH-000007,-0.585408179574
ACH-000009,-1.00086657963
ACH-000011,-0.5345540411590001
ACH-000012,-0.551535180576
ACH-000013,-0.7330536296369999
ACH-000014,-0.667305649525
ACH-000015,-0.43979591263800005
ACH-000017,-0.69916670577
ACH-000018,-0.41161395628499997
ACH-000019,-0.341940663085
ACH-000021,-0.402133071752
ACH-000022,-0.592758902281
ACH-000025,-0.826740698397
ACH-000028,-0.45595241781999996
ACH-000030,-0.952059781195
ACH-000035,-0.32508312141600004
ACH-000036,-0.546950082678
ACH-000037,-0.5007766025720001
ACH-000039,-0.4305945773899999
ACH-000040,-0.486857269577
ACH-000041,-0.45325335942100003
ACH-000042,-0.423812768146
ACH-000045,-0.682466814529
ACH-000047,-0.351405960471
ACH-000052,-0.9609068816700002
ACH-000053,-0.41648858613300005
ACH-000054,-0.304129801739
ACH-000055,-0.616890045164
ACH-000060,-0.8267909377220001
ACH-000067,-0.561613249732
ACH-000070,-0.627818616578
ACH-000075,0.0180246172384
ACH-000078,-0.484931832147
ACH-000082,-0.127388717068
ACH-000085,-0.56857068693
ACH-000086,-0.500254411101
ACH-000087,-0.805916335072
ACH-000092,-0.36909079910400006
ACH-000095,-0.507635290075
ACH-000097,-0.5366450916219999
ACH-000098,-0.465079778239
ACH-000099,-0.413810558013
ACH-000108,-0.47167549761999994
ACH-000113,-0.44597251395599996
ACH-000115,-0.73579422057
ACH-000116,-0.764760956067
ACH-000118,-0.68433080182
ACH-000120,-0.434606269432
ACH-000123,-0.550385651216
ACH-000127,-0.437802574577
ACH-000128,-0.55366671685
ACH-000132,-0.47181928741800006
ACH-000133,-0.6536964267
ACH-000137,-0.32392923086
ACH-000138,-0.6100257524989999
ACH-000142,-0.75073881273
ACH-000143,-0.661052300224
ACH-000146,-0.22817808168900003
ACH-000148,-0.506708238416
ACH-000150,-0.822360492369
ACH-000152,-0.6084606430349999
ACH-000153,-0.42242337950900005
ACH-000159,-0.277435873774
ACH-000160,-0.293894238384
ACH-000163,-0.640703063891
ACH-000167,-0.317794745486
ACH-000168,-0.7219083729219999
ACH-000169,-0.473520636693
ACH-000178,-0.644699639449
ACH-000182,-0.0418982456006
ACH-000183,-0.6758051892270001
ACH-000188,-0.573666491466
ACH-000189,-0.479088355421
ACH-000190,-0.579727015306
ACH-000198,-0.384143244
ACH-000204,-0.461211580884
ACH-000206,-0.36929745752099996
ACH-000207,-0.614228672301
ACH-000211,-0.448123011542
ACH-000215,-0.504009693552
ACH-000221,-0.491920432319
ACH-000222,-0.40559382632299995
ACH-000223,-0.537238753574
ACH-000226,-0.608223900945
ACH-000227,-0.730661965253
ACH-000228,-0.745003258546
ACH-000231,-0.7762630120370001
ACH-000232,-0.506631189618
ACH-000233,-0.7924563876090001
ACH-000234,-0.495675291527
ACH-000235,-0.559465129129
ACH-000237,-0.40515738647200006
ACH-000238,-0.662858032176
ACH-000243,-0.810101817861
ACH-000244,-0.440109704859
ACH-000246,-0.276514474813
ACH-000248,-0.7874347804199999
ACH-000250,-0.36611721355300003
ACH-000251,-0.183794005996
ACH-000253,-0.279352834562
ACH-000255,-0.8022976551279999
ACH-000256,-0.48796385151999994
ACH-000257,-1.03096867436
ACH-000258,-0.7396657139399999
ACH-000259,-0.7028830596950001
ACH-000260,-0.7329870970129999
ACH-000261,-0.75232080082
ACH-000262,-0.490271159675
ACH-000263,-0.694305796401
ACH-000264,-0.194590645684
ACH-000265,-0.7818604428039999
ACH-000266,-0.469003136092
ACH-000272,-0.35634728605599997
ACH-000273,-0.669419181734
ACH-000274,-0.371587408456
ACH-000277,-0.35899902066399997
ACH-000278,-0.396026268963
ACH-000279,-0.514762974961
ACH-000280,-0.285195479717
ACH-000281,-0.604506648029
ACH-000288,-0.769021318166
ACH-000291,-0.6782998221100001
ACH-000293,-0.412170633491
ACH-000294,-0.793477586105
ACH-000295,-0.242736458834
ACH-000296,-0.355584386504
ACH-000302,-0.327125732784
ACH-000304,-0.704256406249
