,STRIP2 (57464)
ACH-000004,0.212702107522
ACH-000007,0.0490426159306
ACH-000009,-0.021689659737200002
ACH-000011,-0.112103642785
ACH-000012,-0.0343112378006
ACH-000013,0.0197273935653
ACH-000014,-0.421774214834
ACH-000015,-0.143204907302
ACH-000017,-0.146393235307
ACH-000018,0.0773697629112
ACH-000019,-0.09291683419260001
ACH-000021,-0.296590044359
ACH-000022,-0.128822595267
ACH-000025,-0.041814059979800006
ACH-000028,-0.130827669022
ACH-000030,0.0408317281055
ACH-000035,-0.143951599588
ACH-000036,-0.197538456654
ACH-000037,0.06317112688860001
ACH-000039,-0.105209117753
ACH-000040,0.00961914838934
ACH-000041,-0.0389497447324
ACH-000042,-0.264156933598
ACH-000045,-0.040842245856699995
ACH-000047,-0.167585713442
ACH-000052,0.00505445320269
ACH-000053,-0.0773894832768
ACH-000054,0.08746464790969999
ACH-000055,-0.25681294458
ACH-000060,-0.135356802821
ACH-000067,-0.0356746836072
ACH-000070,-0.0402285992927
ACH-000075,0.146849281798
ACH-000078,0.034205882738
ACH-000082,-0.146804675636
ACH-000085,-0.17907550521600002
ACH-000086,-0.08731460909189999
ACH-000087,-0.323487650528
ACH-000092,-0.0407442067033
ACH-000095,0.00552965067639
ACH-000097,0.11710833926799999
ACH-000098,-0.266627783264
ACH-000099,0.0435287807584
ACH-000108,-0.00053584276354
ACH-000113,0.0249009958391
ACH-000115,-0.03555294019019999
ACH-000116,0.049319545143800006
ACH-000118,-0.0080886365101
ACH-000120,-0.115760294197
ACH-000123,-0.107309087841
ACH-000127,-0.05707217038930001
ACH-000128,-0.0518208057273
ACH-000132,-0.006247977757189999
ACH-000133,-0.041612076669400005
ACH-000137,-0.17127026508
ACH-000138,-0.0690234118001
ACH-000142,-0.06692090911719999
ACH-000143,0.16339189097999998
ACH-000146,-0.241113730777
ACH-000148,-0.09005559419810001
ACH-000150,-0.142467976847
ACH-000152,-0.0953499318018
ACH-000153,-0.17605579313099998
ACH-000159,-0.221270029683
ACH-000160,-0.148078935666
ACH-000163,-0.0488555999968
ACH-000167,-0.402346112141
ACH-000168,-0.00116200334476
ACH-000169,0.024023855339900004
ACH-000178,-0.11985934625499998
ACH-000182,-0.0222613968578
ACH-000183,-0.197148228763
ACH-000188,-0.0622825046813
ACH-000189,0.099389733348
ACH-000190,-0.0426009550184
ACH-000198,-0.054062841210000004
ACH-000204,-0.21824292577100002
ACH-000206,0.324154126875
ACH-000207,0.261304459966
ACH-000211,-0.174763452785
ACH-000215,-0.0622374511759
ACH-000221,-0.07969889664919999
ACH-000222,-0.109194422431
ACH-000223,0.08506092101910001
ACH-000226,0.09297237577789999
ACH-000227,-0.0676867325839
ACH-000228,0.140819921287
ACH-000231,0.0286975972078
ACH-000232,-0.128971744757
ACH-000233,0.00894723944575
ACH-000234,-0.0992064032832
ACH-000235,-0.09650378930549999
ACH-000237,0.0782542622926
ACH-000238,-0.0042808352367
ACH-000243,0.031347120038099995
ACH-000244,-0.193870120821
ACH-000246,-0.07134284129530001
ACH-000248,0.0455787377877
ACH-000250,-0.0939556862842
ACH-000251,0.0514679105585
ACH-000253,-0.05611914985619999
ACH-000255,-0.0556184403178
ACH-000256,0.155737979603
ACH-000257,-0.152383043429
ACH-000258,-0.013985477091
ACH-000259,-0.1803193666
ACH-000260,-0.22997206436
ACH-000261,-0.011538007002
ACH-000262,0.105379116868
ACH-000263,-0.189561059763
ACH-000264,0.0540684457749
ACH-000265,0.128310781928
ACH-000266,-0.0715261345323
ACH-000272,-0.344638758029
ACH-000273,-0.30278740361699996
ACH-000274,-0.176733384112
ACH-000277,-0.11553886812000001
ACH-000278,-0.159966125087
ACH-000279,-0.133836639649
ACH-000280,0.06530538492219999
ACH-000281,0.130474517623
ACH-000288,-0.10480517201799999
ACH-000291,-0.0727187814346
ACH-000293,-0.009368063104770001
ACH-000294,-0.164095028871
ACH-000295,-0.173819249555
ACH-000296,0.0073355782247999995
ACH-000302,0.0350179738484
ACH-000304,-0.0788388400632
ACH-000307,-0.00199096272494
ACH-000308,-0.015904197822399997
ACH-000310,-0.057138040318599995
ACH-000311,0.038729208185300006
ACH-000312,-0.148493559229
ACH-000315,-0.140043200649
ACH-000316,-0.152625181149
ACH-000317,-0.355170853962
ACH-000318,0.170510788842
ACH-000319,-0.0510649617481
ACH-000320,-0.0276000529378
ACH-000322,0.027563050316699998
ACH-000323,0.08865099174089999
ACH-000324,0.0331153764951
ACH-000329,-0.106307445627
ACH-000330,0.0677867901777
ACH-000331,0.0070078348200800005
ACH-000332,0.00927393140307
ACH-000334,-0.14668088479900002
ACH-000335,0.17845265722399997
ACH-000336,0.139604207123
ACH-000337,0.169096675352
ACH-000339,-0.12404133617
ACH-000341,0.122132446522
ACH-000348,-0.169510692358
ACH-000350,-0.031219907576500002
ACH-000352,0.034525696784
ACH-000356,0.101511990406
ACH-000361,-0.547337564092
ACH-000362,-0.024470858478000002
ACH-000363,0.011980079351
ACH-000364,-0.174115686793
ACH-000365,-0.0142976711806
ACH-000366,-0.15672454765000002
ACH-000368,0.0617864189532
ACH-000374,-0.20203565580699998
ACH-000375,-0.0983386006772
ACH-000376,-0.049276104475099995
ACH-000381,-0.220647744608
ACH-000383,-0.131145527968
ACH-000387,-0.08165306579710001
ACH-000389,0.05466831752259999
ACH-000390,-0.255046722804
ACH-000393,-0.207616816456
ACH-000395,-0.137511308557
ACH-000397,-0.111001026544
ACH-000401,-0.014168408595100001
ACH-000402,0.09728915094900001
ACH-000403,-0.179970172798
ACH-000404,0.513766941543
ACH-000406,-0.0536536962907
ACH-000407,-0.05132137162809999
ACH-000408,0.233457653018
ACH-000410,-0.244378357488
ACH-000411,-0.0919240271648
ACH-000414,-0.0126016179679
ACH-000415,-0.116808889713
ACH-000416,-0.103577000659
ACH-000420,-0.14439039173499998
ACH-000421,0.0220595661295
ACH-000424,-0.28562819151200003
ACH-000425,-0.0138198001807
ACH-000426,0.144349031308
ACH-000427,-0.263354413306
ACH-000433,-0.11698626918199999
ACH-000436,-0.10789565394600001
ACH-000444,0.005491160643310001
ACH-000445,-0.20353019735
ACH-000448,0.0411929759739
ACH-000450,-0.21409847326200002
ACH-000452,0.0356009927788
ACH-000454,-0.09509444661189999
ACH-000458,-0.0025781072628499996
ACH-000459,-0.0836333584814
ACH-000460,-0.177657915667
ACH-000461,-0.152068836925
ACH-000463,-0.09298508067960001
ACH-000464,-0.108977367697
ACH-000466,-0.131030025684
ACH-000467,0.0802110800962
ACH-000468,-0.185401275906
ACH-000469,-0.09518940585310001
ACH-000470,-0.0315666043634
ACH-000471,0.0546784590593
ACH-000472,0.016089826302200003
ACH-000473,-0.10182208431199999
ACH-000475,-0.0736766837402
ACH-000476,-0.200807844536
