,TUFT1 (7286)
ACH-000004,-0.0106621090411
ACH-000007,0.0900374898346
ACH-000009,-0.225227795599
ACH-000011,0.17076541426199998
ACH-000012,0.042305309356899995
ACH-000013,-0.0420399128345
ACH-000014,0.0667525342015
ACH-000015,-0.019097614451
ACH-000017,0.0753007375052
ACH-000018,-0.174329043476
ACH-000019,-0.35697821815999997
ACH-000021,-0.049980808365900006
ACH-000022,-0.081126384941
ACH-000025,-0.18806222024799998
ACH-000028,-0.06867874136680001
ACH-000030,0.015996411416
ACH-000035,0.0679136619129
ACH-000036,0.0331241743308
ACH-000037,0.195796487742
ACH-000039,-0.191960917727
ACH-000040,-0.0850256646582
ACH-000041,-0.290196305268
ACH-000042,0.044946662186699994
ACH-000045,-0.00482003613844
ACH-000047,0.06716158183130001
ACH-000052,-0.246780808603
ACH-000053,-0.07637674912999999
ACH-000054,-0.113531329419
ACH-000055,0.10829022848200001
ACH-000060,0.224084011528
ACH-000067,0.024989530319500002
ACH-000070,0.13357555231499998
ACH-000075,0.11264785675899999
ACH-000078,-0.146953303922
ACH-000082,-0.121062234026
ACH-000085,0.0535353948895
ACH-000086,-0.217657255858
ACH-000087,0.285667998189
ACH-000092,0.0687695792286
ACH-000095,-0.0549010045316
ACH-000097,-2.88285406897e-05
ACH-000098,-0.104919589373
ACH-000099,-0.06549589594449999
ACH-000108,0.0859382143719
ACH-000113,0.018644010479
ACH-000115,0.0989278154335
ACH-000116,-0.0743686781767
ACH-000118,-0.0822568342787
ACH-000120,-0.108873267501
ACH-000123,-0.027772131628
ACH-000127,-0.0974799221418
ACH-000128,0.0260797579652
ACH-000132,0.142336300069
ACH-000133,-0.24117073344099998
ACH-000137,0.127669842012
ACH-000138,-0.0377519989589
ACH-000142,0.219973775749
ACH-000143,0.156144424709
ACH-000146,-0.0294688292595
ACH-000148,-0.028910196268700002
ACH-000150,0.0335992283434
ACH-000152,0.0830134622666
ACH-000153,-0.102651131776
ACH-000159,-0.145428836779
ACH-000160,0.193604010722
ACH-000163,-0.29300298433
ACH-000167,-0.12137350944
ACH-000168,0.247433146545
ACH-000169,0.0243368073508
ACH-000178,-0.0318255463038
ACH-000182,-0.070288842547
ACH-000183,0.0226230734822
ACH-000188,-0.0637138733964
ACH-000189,0.059952268134199994
ACH-000190,0.367707788345
ACH-000198,-0.061665001993000006
ACH-000204,-0.6961085173109999
ACH-000206,-0.0258664965014
ACH-000207,-0.0781369795709
ACH-000211,0.0248717254617
ACH-000215,-0.0337162890612
ACH-000221,0.0870731750566
ACH-000222,-0.011653039979100001
ACH-000223,-0.0207894352832
ACH-000226,-0.0763050436184
