,MCM3AP (8888)
ACH-000004,-1.1783739580500001
ACH-000007,-0.7905332056479999
ACH-000009,-0.9917588761839999
ACH-000011,-0.814936294213
ACH-000012,-1.08326520155
ACH-000013,-0.8050371358859999
ACH-000014,-0.8203465073
ACH-000015,-1.0518909276700001
ACH-000017,-1.31549092316
ACH-000018,-1.1787688887899999
ACH-000019,-1.01943175785
ACH-000021,-0.631462923741
ACH-000022,-1.25098774526
ACH-000025,-0.681568382281
ACH-000028,-0.799666189113
ACH-000030,-1.12599239962
ACH-000035,-0.9712172283660001
ACH-000036,-1.13462570702
ACH-000037,-1.18532339485
ACH-000039,-0.922188444525
ACH-000040,-0.9226552018269999
ACH-000041,-0.962968145
ACH-000042,-0.934702484116
ACH-000045,-1.12160945621
ACH-000047,-1.14856683909
ACH-000052,-0.6700505293119999
ACH-000053,-0.9486713412100001
ACH-000054,-0.863283996575
ACH-000055,-1.1873462333700002
ACH-000060,-1.18133229
ACH-000067,-0.924422239474
ACH-000070,-0.8985599572390001
ACH-000075,-0.982336628416
ACH-000078,-1.08356571183
ACH-000082,-1.11671869258
ACH-000085,-1.07856639179
ACH-000086,-1.04279957008
ACH-000087,-0.9440488532100001
ACH-000092,-0.98644418499
ACH-000095,-1.07210836716
ACH-000097,-1.13611473812
ACH-000098,-0.782676498214
ACH-000099,-1.1099730586
ACH-000108,-0.981761156577
ACH-000113,-1.16824753548
ACH-000115,-0.875005512645
ACH-000116,-1.0191098216399999
ACH-000118,-0.883146951613
ACH-000120,-1.02451494846
ACH-000123,-1.08118750079
ACH-000127,-1.18352574874
ACH-000128,-1.15448295535
ACH-000132,-1.20824701329
ACH-000133,-0.9479836651019999
ACH-000137,-1.04863297854
ACH-000138,-0.865044058063
ACH-000142,-1.0409727662700001
ACH-000143,-0.978204600155
ACH-000146,-1.18526251649
ACH-000148,-0.794210687344
ACH-000150,-0.9673733697269999
ACH-000152,-1.1075385550399999
ACH-000153,-0.8801589969660001
ACH-000159,-1.00751845676
ACH-000160,-0.964138822687
ACH-000163,-1.0526610388600002
ACH-000167,-0.851231567076
ACH-000168,-1.08272037893
ACH-000169,-1.07315431155
ACH-000178,-0.9328500425599999
ACH-000182,-1.15430374308
ACH-000183,-1.07825270765
ACH-000188,-0.927464292925
ACH-000189,-1.07682041497
ACH-000190,-0.8134213045290001
ACH-000198,-1.132382882
ACH-000204,-1.11660219527
ACH-000206,-1.10421419844
ACH-000207,-1.22381333691
ACH-000211,-0.9619675815019999
ACH-000215,-0.960074231472
ACH-000221,-1.31520684044
ACH-000222,-0.947053594735
ACH-000223,-1.18285576396
ACH-000226,-0.995237942428
ACH-000227,-0.918955841786
ACH-000228,-0.949755558161
ACH-000231,-1.11485642446
ACH-000232,-0.961750363243
ACH-000233,-0.9613892974510001
ACH-000234,-1.08441100857
ACH-000235,-1.15568787872
ACH-000237,-1.20398873771
ACH-000238,-1.1028474727
ACH-000243,-0.882195456997
ACH-000244,-0.8801610495000001
ACH-000246,-0.852822911652
ACH-000248,-1.13831248687
ACH-000250,-1.09421379621
ACH-000251,-0.8219937571539999
ACH-000253,-1.1732377537
ACH-000255,-0.7550697342199999
ACH-000256,-0.7336591249809999
ACH-000257,-0.9095310090459999
ACH-000258,-1.3902717974899998
ACH-000259,-0.909119829539
ACH-000260,-1.0733811015899999
ACH-000261,-1.1287755790799998
ACH-000262,-0.814223286275
ACH-000263,-1.07576670739
ACH-000264,-1.30793028068
ACH-000265,-0.796637896558
ACH-000266,-1.19530120022
ACH-000272,-0.842122155024
ACH-000273,-0.999791719444
ACH-000274,-1.0635452397299998
ACH-000277,-1.07782712205
ACH-000278,-1.27616043602
ACH-000279,-0.873216324963
ACH-000280,-0.776687228002
ACH-000281,-1.0067437881999999
ACH-000288,-0.657064123965
ACH-000291,-1.03968387091
ACH-000293,-1.0222171226
ACH-000294,-1.12494735253
ACH-000295,-1.19917757766
ACH-000296,-1.1090979612799998
ACH-000302,-1.18723204241
ACH-000304,-1.0354259872799998
ACH-000307,-1.0329013783499998
ACH-000308,-1.01289199357
ACH-000310,-1.0875010846700002
ACH-000311,-0.815482632781
ACH-000312,-1.06916992173
ACH-000315,-0.982861790753
ACH-000316,-0.739356117818
ACH-000317,-0.632109826053
ACH-000318,-1.14683936531
ACH-000319,-0.947724508338
ACH-000320,-0.812292205323
ACH-000322,-1.22537637984
ACH-000323,-0.646837483615
ACH-000324,-1.08852438283
ACH-000329,-1.07479610627
ACH-000330,-1.17916319128
ACH-000331,-1.0293661874
ACH-000332,-0.8998492433949999
ACH-000334,-0.602652758173
ACH-000335,-0.674831300272
ACH-000336,-1.0790345752200001
ACH-000337,-1.10659001346
ACH-000339,-1.10590068657
ACH-000341,-1.13347858541
ACH-000348,-1.11863170332
ACH-000350,-1.2734487781100001
ACH-000352,-0.9513944992769999
ACH-000356,-1.097572781
ACH-000361,-0.720849055263
ACH-000362,-1.14630476044
ACH-000363,-0.94193340329
ACH-000364,-0.892445016507
ACH-000365,-0.9218216222010001
ACH-000366,-1.06828745154
ACH-000368,-0.839700575104
ACH-000374,-0.99732883064
ACH-000375,-1.19621187235
ACH-000376,-0.889694719548
ACH-000381,-1.43066322379
ACH-000383,-1.20598177575
ACH-000387,-1.05658790148
ACH-000389,-0.724162239813
ACH-000390,-1.10259850904
ACH-000393,-1.0619836272399998
ACH-000395,-1.05980295651
ACH-000397,-1.07857485914
ACH-000401,-1.1367115145
ACH-000402,-0.8903670716140001
ACH-000403,-1.37751965033
ACH-000404,-0.7646098103300001
ACH-000406,-1.15715580654
ACH-000407,-0.8865030199089999
ACH-000408,-0.548162676832
ACH-000410,-0.8704612061220001
ACH-000411,-0.793229682032
ACH-000414,-0.735758437044
ACH-000415,-1.170375291
ACH-000416,-0.8138133785609999
ACH-000420,-1.29505550314
ACH-000421,-1.1277095723000001
ACH-000424,-0.895367722292
ACH-000425,-0.8192786903039999
ACH-000426,-0.878910163645
ACH-000427,-1.11048900007
ACH-000433,-0.87032831562
ACH-000436,-1.00683249377
ACH-000444,-1.12654317378
ACH-000445,-0.537525012273
ACH-000448,-0.908120001279
ACH-000450,-0.804337925847
ACH-000452,-1.1022813399
ACH-000454,-0.6959020033390001
ACH-000458,-0.993225328018
ACH-000459,-1.26654296268
ACH-000460,-0.879302930413
ACH-000461,-1.38889088206
ACH-000463,-1.09691265034
ACH-000464,-1.23440581942
ACH-000466,-0.731538632066
ACH-000467,-1.00479673331
ACH-000468,-0.912646947854
ACH-000469,-0.9950639712989999
ACH-000470,-1.0794369980399998
ACH-000471,-1.03532244751
ACH-000472,-1.14265797303
ACH-000473,-0.8859477257430001
ACH-000475,-1.02896677468
ACH-000476,-1.10079769963
ACH-000477,-0.502077989666
ACH-000480,-0.8325699191789999
ACH-000481,-1.32359943957
ACH-000483,-1.10099479733
ACH-000484,-1.50214196213
ACH-000485,-1.13451435378
ACH-000486,-0.846189323641
ACH-000487,-0.767658704255
ACH-000488,-0.940655243004
ACH-000490,-1.0907344646100001
ACH-000491,-1.3761434814700002
ACH-000495,-1.00386944343
ACH-000496,-1.06771608164
ACH-000499,-0.932258992008
ACH-000500,-1.05755891635
ACH-000502,-1.11335161002
ACH-000503,-0.9523510894830001
ACH-000505,-1.03198353637
ACH-000507,-1.19776485836
ACH-000510,-0.6340225837300001
ACH-000511,-1.1945164652299998
ACH-000512,-1.18676831256
ACH-000516,-1.14763303045
ACH-000517,-1.03420232815
ACH-000518,-0.9081084378550001
ACH-000520,-1.13946602884
ACH-000521,-1.1164283025900001
ACH-000522,-1.20456151285
ACH-000524,-0.8845148877519999
ACH-000527,-1.0893706324899999
ACH-000528,-0.9948827370819999
ACH-000537,-1.2351121171500001
ACH-000541,-1.0280801845899998
ACH-000542,-0.8403472916329999
ACH-000544,-0.980699025562
ACH-000545,-0.9800890716799999
ACH-000547,-0.7642813014380001
ACH-000548,-1.10419944379
ACH-000549,-0.998611728996
ACH-000550,-1.0042162304200002
ACH-000552,-1.13447683453
ACH-000556,-0.919303564472
ACH-000557,-1.28005653614
ACH-000570,-1.01749896096
ACH-000571,-1.18759687598
ACH-000573,-1.23430434441
ACH-000576,-0.873849873794
ACH-000580,-0.754585733304
ACH-000584,-0.934617726511
ACH-000585,-1.03803752196
ACH-000588,-0.861958740941
ACH-000589,-1.19654953656
ACH-000591,-0.735099903108
ACH-000593,-0.817213228503
ACH-000600,-0.7949845351479999
ACH-000601,-0.9698307931360001
ACH-000604,-0.811689913476
ACH-000605,-1.1302377602200002
ACH-000606,-1.08156613597
ACH-000608,-0.7981710554029999
ACH-000614,-0.599158365625
ACH-000616,-1.03025910409
ACH-000618,-1.12066820445
ACH-000619,-1.115406161
ACH-000620,-1.16174602307
ACH-000621,-0.876267351563
ACH-000622,-1.19138482155
ACH-000623,-0.8228907575839999
ACH-000624,-1.08630547858
ACH-000627,-0.735073482098
ACH-000630,-1.01633924564
ACH-000632,-1.24203224935
ACH-000633,-0.9004374753640001
ACH-000637,-1.49389771933
ACH-000638,-0.839517393732
ACH-000646,-1.04578693026
ACH-000647,-1.1640842375
ACH-000648,-1.19102834657
ACH-000649,-0.730503145752
ACH-000651,-0.9616576132870001
ACH-000652,-1.27346645521
ACH-000653,-0.910086324402
ACH-000657,-0.966978795206
ACH-000658,-1.10437392427
ACH-000661,-0.901963536784
ACH-000662,-0.939604268194
ACH-000663,-0.7020643321960001
ACH-000665,-0.899017160367
ACH-000671,-1.20408290102
ACH-000673,-0.9830053794570001
ACH-000676,-1.12079778702
ACH-000677,-0.793064620766
ACH-000681,-0.9338298499169999
ACH-000682,-0.895774138554
ACH-000683,-1.05106851921
ACH-000684,-1.0142209275299998
ACH-000688,-1.40625059873
ACH-000693,-1.07627958035
ACH-000694,-0.9443453112219999
ACH-000695,-1.06596373903
ACH-000696,-0.983211427113
ACH-000697,-0.949826358354
ACH-000699,-0.823665664448
ACH-000701,-0.839369270149
ACH-000706,-1.0951606438600001
ACH-000711,-0.954897894635
ACH-000713,-0.715603910335
ACH-000714,-0.871979543422
ACH-000718,-1.1322267720899999
ACH-000720,-1.20883127745
ACH-000721,-0.93493249721
ACH-000724,-1.14855921894
ACH-000725,-0.823113474762
ACH-000732,-0.9898799826960001
ACH-000734,-1.0292363372
ACH-000735,-1.1170549062000001
ACH-000736,-1.01536834433
ACH-000738,-1.0934284856
ACH-000746,-0.938979292459
ACH-000747,-0.971133076462
ACH-000748,-0.7760632845569999
ACH-000753,-0.9191230756309999
ACH-000756,-0.811601951183
ACH-000757,-0.936033897698
ACH-000758,-1.01622965176
ACH-000760,-0.8752134829070001
ACH-000763,-0.549862159261
ACH-000764,-0.9525218787819999
ACH-000765,-0.6853084938930001
ACH-000766,-1.0054084046
ACH-000767,-1.12563376778
ACH-000768,-0.919519961119
ACH-000769,-0.848328814598
ACH-000770,-1.15849456685
ACH-000771,-0.8696687867
ACH-000773,-1.12391758937
ACH-000776,-0.986572081166
ACH-000777,-0.749680951911
ACH-000778,-0.9315562390469999
ACH-000781,-0.817279089666
ACH-000782,-0.866216267605
ACH-000783,-1.48679389763
ACH-000784,-0.81510144059
ACH-000785,-1.5865820802500001
ACH-000787,-1.0308173281100002
ACH-000788,-1.01499816693
ACH-000791,-0.947233294197
ACH-000792,-0.889377923557
ACH-000794,-0.9748594248010001
ACH-000796,-1.17114822778
ACH-000799,-0.976623416962
ACH-000800,-0.924771921053
ACH-000802,-1.07240263695
ACH-000804,-0.896094082673
ACH-000805,-1.0286583703799999
ACH-000809,-1.0055094950799999
ACH-000810,-0.8672960834479999
ACH-000811,-1.11876596186
ACH-000817,-0.679274652247
ACH-000819,-0.935519227561
ACH-000820,-1.13714670241
ACH-000821,-0.9686776130779999
ACH-000822,-1.34715495397
ACH-000823,-0.8633836745029999
ACH-000824,-1.07990745891
ACH-000827,-0.982937796997
ACH-000829,-1.16237470463
ACH-000831,-0.9126362812119999
ACH-000832,-0.785985619385
ACH-000833,-0.655286024797
ACH-000834,-1.05884234911
ACH-000835,-0.999897347421
ACH-000836,-1.21328942642
ACH-000837,-0.8815916110459999
ACH-000838,-1.01187784273
ACH-000839,-1.26274645415
ACH-000840,-0.9877087547210001
ACH-000841,-0.8943349433040001
ACH-000843,-0.9079193319869999
ACH-000846,-1.09548370014
ACH-000847,-1.02822551224
ACH-000848,-0.8730538687989999
ACH-000849,-0.9421616642049999
ACH-000851,-1.0485683523
ACH-000855,-0.854334831934
ACH-000856,-1.0445691069
ACH-000858,-1.11553116889
ACH-000859,-1.1516296411700002
ACH-000861,-0.712002990026
ACH-000862,-0.972439498956
ACH-000865,-0.797314216556
ACH-000866,-0.957956834127
ACH-000867,-0.991820694943
ACH-000869,-1.27927382179
ACH-000872,-0.6809675467569999
ACH-000873,-1.03461810203
ACH-000876,-1.2291044449700002
ACH-000878,-0.730699277237
ACH-000880,-1.30553000215
ACH-000881,-0.728855770403
ACH-000882,-1.0369754598799998
ACH-000884,-0.91420201545
ACH-000885,-1.034471996
ACH-000887,-1.0815437723899999
ACH-000888,-1.09507327249
ACH-000889,-1.1888443553599999
ACH-000890,-0.818491640901
ACH-000896,-0.915892859629
ACH-000898,-0.88362698722
ACH-000900,-0.903437124159
ACH-000901,-0.831433104259
ACH-000905,-0.9728858507960001
ACH-000906,-0.848414169225
ACH-000907,-1.05484378747
ACH-000910,-1.00155514355
ACH-000911,-0.871182971957
ACH-000912,-0.926190970413
ACH-000913,-1.1215873245
ACH-000915,-0.78163203964
ACH-000916,-1.40615425295
ACH-000917,-1.12508891831
ACH-000921,-1.17822340748
ACH-000924,-1.01569961473
ACH-000926,-1.17981046923
ACH-000928,-1.09281992788
ACH-000929,-1.18959779541
ACH-000932,-1.19054577461
ACH-000935,-0.782765511123
ACH-000936,-0.9973587321870001
ACH-000937,-0.966978056921
ACH-000938,-0.9838977706
ACH-000939,-1.42726765145
ACH-000941,-0.867878130999
ACH-000943,-0.945987332827
ACH-000946,-0.961947008851
ACH-000947,-0.9615871915019999
ACH-000948,-1.14797364985
ACH-000950,-0.819998351776
ACH-000953,-1.13188250642
ACH-000957,-0.7412857951890001
ACH-000958,-0.783576282503
ACH-000960,-0.914625501908
ACH-000963,-1.47508503768
ACH-000968,-1.06457758311
ACH-000969,-1.12307282377
ACH-000973,-1.14737143137
ACH-000974,-0.934588070735
ACH-000975,-0.9329918852060001
ACH-000976,-0.6852201003380001
ACH-000978,-0.747350794136
ACH-000980,-1.0338477902299998
ACH-000984,-1.21796531747
ACH-000986,-0.9266585097390001
ACH-000988,-0.948116542852
ACH-000993,-1.09934754803
ACH-000994,-1.01280423625
ACH-000996,-1.1876099986700002
ACH-001001,-1.07499179527
ACH-001020,-1.23708438885
ACH-001028,-0.867753375431
ACH-001031,-0.959250107247
ACH-001038,-1.08543584834
ACH-001048,-1.07370567695
ACH-001050,-0.913400001572
ACH-001053,-0.817615760676
ACH-001054,-0.9841366352779999
ACH-001061,-0.779092858743
ACH-001067,-1.05419931412
ACH-001075,-0.9714425515530001
ACH-001096,-1.18953863531
ACH-001128,-1.5284743707
ACH-001134,-1.3196812099
ACH-001151,-1.11720936579
ACH-001163,-0.854536246381
ACH-001164,-1.16713042138
ACH-001173,-0.9292905853799999
ACH-001183,-0.957699816917
ACH-001184,-1.16212826326
ACH-001190,-0.998062180466
ACH-001192,-1.16469839827
ACH-001193,-0.785733598664
ACH-001196,-1.0101685445100002
ACH-001197,-1.08494066595
ACH-001205,-0.823603304878
ACH-001211,-1.2916458045399999
ACH-001212,-1.36740597522
ACH-001228,-1.20320356926
ACH-001232,-0.668279154233
ACH-001239,-0.815513098266
ACH-001274,-0.9829446593629999
ACH-001275,-1.11556808571
ACH-001277,-1.06398455146
ACH-001278,-0.977120792557
ACH-001280,-0.911608077023
ACH-001283,-1.01445327827
ACH-001289,-1.0527936738299999
ACH-001295,-1.0211137020999999
ACH-001300,-0.9881921503409999
ACH-001301,-0.950732257928
ACH-001302,-0.961715427589
ACH-001303,-1.3185350245999998
ACH-001306,-0.8624773646189999
ACH-001318,-0.976107229312
ACH-001322,-0.9605104385529999
ACH-001328,-0.955159449744
ACH-001332,-0.981083839322
ACH-001333,-1.11021070994
ACH-001336,-0.9846680182850001
ACH-001340,-1.1788539816799999
ACH-001346,-0.92250692543
ACH-001353,-1.1212224656
ACH-001354,-1.06237714047
ACH-001367,-0.74356268928
ACH-001368,-0.96598653485
ACH-001374,-0.898677969052
ACH-001375,-0.940777847993
ACH-001377,-0.9579165931899999
ACH-001380,-1.1776189796799998
ACH-001391,-1.15874652121
ACH-001407,-0.804590774999
ACH-001408,-0.817676877664
ACH-001413,-1.0309075217
ACH-001430,-1.09690995146
ACH-001431,-0.875709245566
ACH-001450,-0.6941883990180001
ACH-001496,-1.2114585058
ACH-001500,-0.832759239861
ACH-001521,-1.24670678885
ACH-001523,-0.9387933180850001
ACH-001532,-1.0041865261299998
ACH-001536,-0.950004117856
ACH-001550,-1.0886060648
ACH-001552,-0.545664460129
ACH-001554,-0.885265379878
ACH-001645,-1.21018496128
ACH-001654,-0.644612596602
ACH-001715,-1.34012550837
ACH-001735,-1.0688677469499999
ACH-001736,-0.940851413221
ACH-001737,-1.4282778533000002
ACH-001740,-1.00456393387
ACH-001745,-0.829263011118
ACH-001750,-0.772458800007
ACH-001765,-1.02871814095
ACH-001956,-1.0017142234
ACH-001957,-0.812287475249
