,COMP (1311)
ACH-000004,0.121373235867
ACH-000007,-0.110465217339
ACH-000009,0.310946036209
ACH-000011,0.0376051100463
ACH-000012,0.0644495765637
ACH-000013,0.0033048946100999997
ACH-000014,0.153840962862
ACH-000015,-0.047714878819500005
ACH-000017,0.049377529916900004
ACH-000018,-0.0688978060222
ACH-000019,-0.032413265433499996
ACH-000021,0.00575972488344
ACH-000022,-0.0472007115922
ACH-000025,0.12818330712
ACH-000028,-0.137634763162
ACH-000030,-0.10689894276699999
ACH-000035,0.137089587023
ACH-000036,-0.101602398028
ACH-000037,0.110290632433
ACH-000039,0.05216389818659999
ACH-000040,0.161785856265
ACH-000041,0.036296875133800005
ACH-000042,-0.10614449246200001
ACH-000045,0.0523112585269
ACH-000047,-0.0199821964433
ACH-000052,-0.196649311376
ACH-000053,0.102822368562
ACH-000054,-0.0971687098145
ACH-000055,0.041800917495800005
ACH-000060,-0.11317638163899998
ACH-000067,0.019342662958799998
ACH-000070,-0.023208477546
ACH-000075,0.054416429171199994
ACH-000078,0.014702981148000002
ACH-000082,-0.0164129457694
ACH-000085,0.15705283125
ACH-000086,-0.0752604389041
ACH-000087,0.129764251433
ACH-000092,-0.030793306205799998
ACH-000095,0.0821069122375
ACH-000097,0.0509483007044
ACH-000098,-0.0715380357728
ACH-000099,0.253728448612
ACH-000108,-0.08423906408630001
ACH-000113,0.100795802633
ACH-000115,-0.224797816791
ACH-000116,-0.0755485957696
ACH-000118,0.0230973613473
ACH-000120,-0.21640782590399998
ACH-000123,-0.00483084332539
ACH-000127,0.0261986104928
ACH-000128,-0.281420732939
ACH-000132,0.0464884899048
ACH-000133,0.0848217628495
ACH-000137,0.0612716981054
ACH-000138,-0.0561768459073
ACH-000142,-0.025627917541099995
ACH-000143,0.33405141438
ACH-000146,-0.029231351723000003
ACH-000148,0.23086438046100002
ACH-000150,0.041557490021
ACH-000152,0.214988683537
ACH-000153,-0.186295512033
ACH-000159,0.04952931476149999
ACH-000160,-0.11158664782
ACH-000163,-0.0126265214712
ACH-000167,0.312407366026
ACH-000168,-0.133211201047
ACH-000169,0.0904337035284
ACH-000178,-0.022850225109799997
ACH-000182,0.0436434447627
ACH-000183,0.046707855909
ACH-000188,0.04229218393999999
ACH-000189,0.237680333399
ACH-000190,0.00397569488354
ACH-000198,0.12812443763599998
ACH-000204,0.0800275300628
ACH-000206,-0.0872289146847
ACH-000207,0.00661585047788
ACH-000211,0.109605535375
ACH-000215,0.073335588133
ACH-000221,-0.07791423206560001
ACH-000222,-0.0893366252602
ACH-000223,0.0840700234797
ACH-000226,0.0714373039833
ACH-000227,0.0866038738507
ACH-000228,-0.0293992917165
ACH-000231,0.000363414155721
ACH-000232,-0.0340140025894
ACH-000233,0.044609147846300004
ACH-000234,-0.048041075070900004
ACH-000235,-0.0404746660155
ACH-000237,-0.005003868685100001
ACH-000238,0.229794256456
ACH-000243,-0.167218910947
ACH-000244,0.229539859393
ACH-000246,0.0607439681992
ACH-000248,-0.043902167795599994
ACH-000250,-0.121500705328
ACH-000251,0.00336672104679
ACH-000253,-0.138190256758
ACH-000255,0.0402480731557
ACH-000256,0.228347195525
ACH-000257,0.017920937153700002
ACH-000258,0.0938007068135
ACH-000259,0.014271082830700001
ACH-000260,-0.0171492592765
ACH-000261,0.051747601717400005
ACH-000262,-0.0715120336369
ACH-000263,-0.0399398807816
ACH-000264,0.0964925398832
ACH-000265,0.11308666845200001
ACH-000266,0.0117368944802
ACH-000272,0.0960099932405
ACH-000273,-0.116966508244
ACH-000274,0.176043224017
ACH-000277,0.16167631106
ACH-000278,0.024451372678400002
ACH-000279,0.122732453796
ACH-000280,0.0240409400935
ACH-000281,0.139300930613
ACH-000288,-0.0269230564274
ACH-000291,-0.0887019740519
ACH-000293,-0.03924246604019999
ACH-000294,0.195756348497
ACH-000295,-0.216954109249
ACH-000296,-0.0459854848558
ACH-000302,-0.0893440787155
ACH-000304,-0.12861074403
ACH-000307,0.0943536427185
ACH-000308,-0.00870941504093
ACH-000310,0.120034688091
ACH-000311,-0.161679031843
ACH-000312,-0.0601327799147
ACH-000315,-0.25106942148
ACH-000316,0.019522787878499998
ACH-000317,0.269909606422
ACH-000318,-0.186533084901
ACH-000319,0.17529571741799999
ACH-000320,-0.306045552176
ACH-000322,0.147636837485
ACH-000323,-0.006962158730620001
ACH-000324,0.10660735596000001
ACH-000329,0.0470131446461
ACH-000330,0.17329179918200002
ACH-000331,0.148412529063
ACH-000332,0.0739341333768
ACH-000334,0.0600776414229
ACH-000335,0.0459365956425
ACH-000336,-0.139840196705
ACH-000337,-0.60455410444
ACH-000339,0.0517329541147
ACH-000341,-0.041915610862
ACH-000348,-0.0690027422935
ACH-000350,0.12348312540100001
ACH-000352,0.03802959356
ACH-000356,-0.0279127292831
ACH-000361,0.079396216866
ACH-000362,-0.16604466937100001
ACH-000363,0.18877149345
ACH-000364,0.10509122273
ACH-000365,0.0844289199312
ACH-000366,-0.06989506528589999
ACH-000368,0.0444903897447
ACH-000374,0.0408471263081
ACH-000375,0.11009260703299999
ACH-000376,0.145074224638
ACH-000381,-0.127153535175
ACH-000383,-0.11508273771500001
ACH-000387,-0.013904099884200001
ACH-000389,-0.0042774483125899996
ACH-000390,0.09398471942469999
ACH-000393,-0.021233631718200002
ACH-000395,-0.106252663164
ACH-000397,0.0914103350499
ACH-000401,0.008893610943850001
ACH-000402,-0.0669370542971
ACH-000403,0.056450311316099996
ACH-000404,0.309544813677
ACH-000406,0.039037951475699995
