,SCN3B (55800)
ACH-000004,-0.259833243289
ACH-000007,-0.0311175717063
ACH-000009,-0.315315501723
ACH-000011,-0.18656746862799997
ACH-000012,-0.146623912108
ACH-000013,-0.0342176866713
ACH-000014,-0.268460935573
ACH-000015,-0.108509657213
ACH-000017,-0.111490758987
ACH-000018,-0.23251190768000002
ACH-000019,-0.0684478212422
ACH-000021,-0.118858983487
ACH-000022,0.034733034522599994
ACH-000025,0.0412202348338
ACH-000028,-0.23485770049899998
ACH-000030,-0.0525095882492
ACH-000035,-0.176962383596
ACH-000036,-0.19785940008900002
ACH-000037,-0.24115323596000002
ACH-000039,-0.0129402020552
ACH-000040,-0.254376098954
ACH-000041,-0.39850403590000005
ACH-000042,0.0008931382184439999
ACH-000045,-0.340835996144
ACH-000047,-0.0686625752078
ACH-000052,-0.224924548227
ACH-000053,-0.30042823376999994
ACH-000054,-0.291123792614
ACH-000055,-0.327238092375
ACH-000060,-0.129579229187
ACH-000067,-0.00992227489535
ACH-000070,-0.000832832283835
ACH-000075,-0.0300139237398
ACH-000078,-0.14013395865800002
ACH-000082,-0.00210690990957
ACH-000085,-0.185529643881
ACH-000086,-0.30376791403000003
ACH-000087,-0.172000163903
ACH-000092,-0.00234449422242
ACH-000095,-0.196620419192
ACH-000097,-0.118309670731
ACH-000098,-0.0700300459678
ACH-000099,-0.05787054137130001
ACH-000108,-0.16181385367999998
ACH-000113,-0.153131474648
ACH-000115,-0.0845409280452
ACH-000116,-0.139484713499
ACH-000118,-0.178098290695
ACH-000120,-0.262887852533
ACH-000123,-0.0312203333298
ACH-000127,-0.104279428332
ACH-000128,-0.324469155056
ACH-000132,-0.258657939743
ACH-000133,-0.044337326965899995
ACH-000137,0.0213222431899
ACH-000138,-0.35335327467
ACH-000142,-0.321734916783
ACH-000143,-0.00463505152172
ACH-000146,-0.34092105171099996
ACH-000148,-0.171217540485
ACH-000150,-0.33254858463799997
ACH-000152,-0.04829612003819999
ACH-000153,-0.508073555141
ACH-000159,-0.20591149755
ACH-000160,-0.222842871745
ACH-000163,-0.0666501455635
ACH-000167,-0.265121975178
ACH-000168,-0.293143196987
ACH-000169,-0.135607095667
ACH-000178,-0.156242225016
ACH-000182,-0.11990686816
ACH-000183,0.17303425136599998
ACH-000188,-0.137395924574
ACH-000189,-0.178909382078
ACH-000190,-0.225653636648
ACH-000198,-0.20312801309999998
ACH-000204,-0.0498859880915
ACH-000206,-0.148883679854
ACH-000207,-0.048266090261399996
ACH-000211,-0.0820196971786
ACH-000215,-0.27215970212900004
ACH-000221,-0.24681632953000002
ACH-000222,0.012868829609499999
ACH-000223,-0.134547316505
ACH-000226,-0.20775810910700002
ACH-000227,-0.25198443639400003
ACH-000228,-0.0506119587665
ACH-000231,-0.19105952151
ACH-000232,-0.038916950832300005
ACH-000233,-0.07512299656100001
ACH-000234,-0.0303614875506
ACH-000235,-0.114137189345
ACH-000237,-0.0898747721204
ACH-000238,-0.36165235675499996
ACH-000243,-0.08006914013889999
ACH-000244,-0.4032251699
ACH-000246,-0.0794973072348
ACH-000248,-0.07425770582
ACH-000250,-0.0774337023598
ACH-000251,-0.363688916638
ACH-000253,-0.14214698489299998
ACH-000255,-0.122627233757
ACH-000256,-0.261195126109
ACH-000257,-0.0487010561905
ACH-000258,-0.341909271283
ACH-000259,-0.14268731726199999
ACH-000260,-0.19719263850699997
ACH-000261,-0.0444870704011
ACH-000262,-0.106506246533
ACH-000263,0.15792578733100002
ACH-000264,-0.105060462887
ACH-000265,0.0030243784164899995
ACH-000266,-0.142710450553
ACH-000272,-0.122902891034
ACH-000273,-0.138129782234
ACH-000274,-0.296383046968
ACH-000277,-0.0346064833548
ACH-000278,-0.07172516625230001
ACH-000279,-0.230067836717
ACH-000280,-0.105393884419
ACH-000281,-0.354339944855
ACH-000288,-0.309935163083
ACH-000291,-0.14521717758
ACH-000293,-0.389121651075
ACH-000294,-0.29449083286
ACH-000295,-0.31929674795
ACH-000296,0.056054285664300006
ACH-000302,0.0626780966609
ACH-000304,-0.10870992980999998
ACH-000307,-0.0382297240645
ACH-000308,-0.135311357332
ACH-000310,-0.524665556049
ACH-000311,-0.372192405454
ACH-000312,-0.179805200372
ACH-000315,-0.267997260784
ACH-000316,-0.46445205034599996
ACH-000317,-0.24131254884
ACH-000318,-0.182617892956
ACH-000319,0.0323977908147
ACH-000320,-0.325285709345
ACH-000322,-0.191740167023
ACH-000323,-0.295408867494
ACH-000324,-0.13393960917
ACH-000329,-0.09328049989739999
ACH-000330,-0.09168981482789999
ACH-000331,-0.118026965876
ACH-000332,-0.242485280287
ACH-000334,-0.26845508037
ACH-000335,-0.0146635689966
ACH-000336,-0.0190037180658
ACH-000337,-0.0963597947796
ACH-000339,-0.148453002178
ACH-000341,-0.0493539917151
ACH-000348,-0.048554417877199996
ACH-000350,-0.548529006005
ACH-000352,-0.049497933129699995
ACH-000356,-0.0187066004233
ACH-000361,-0.10845074170399999
ACH-000362,-0.314265202979
ACH-000363,-0.0941027965061
ACH-000364,-0.160592457778
ACH-000365,-0.15974334483
ACH-000366,-0.10924494207299999
ACH-000368,-0.116007492336
ACH-000374,-0.33355379539700003
ACH-000375,-0.11631956059200001
ACH-000376,-0.08485775243860001
ACH-000381,-0.271350002123
ACH-000383,-0.133258020045
ACH-000387,-0.176728899982
ACH-000389,-0.253774978602
ACH-000390,-0.0942325848122
ACH-000393,-0.143846420126
ACH-000395,0.0536165311379
ACH-000397,-0.0469060105827
ACH-000401,0.101731263346
ACH-000402,0.11461444207699999
ACH-000403,-0.07731379779139999
ACH-000404,0.0245573033848
ACH-000406,-0.190720633479
ACH-000407,-0.17087832261100003
ACH-000408,-0.0187109200876
ACH-000410,-0.142746573144
ACH-000411,-0.0321200399617
ACH-000414,-0.0463567362944
ACH-000415,-0.0961463901823
ACH-000416,-0.101730523782
ACH-000420,-0.253427530685
ACH-000421,-0.0941761166278
ACH-000424,-0.22133077732099998
ACH-000425,-0.17878707281300002
ACH-000426,-0.10061237760500001
ACH-000427,0.11632695436200001
ACH-000433,0.0921631185502
ACH-000436,-0.193293710123
ACH-000444,-0.146880479112
ACH-000445,-0.158488041283
ACH-000448,-0.0751394053137
ACH-000450,-0.19041809484000002
ACH-000452,-0.19882765725499998
ACH-000454,0.006480865658979999
ACH-000458,-0.0860184217536
ACH-000459,-0.0756224216461
ACH-000460,-0.123470043515
