,NTRK2 (4915)
ACH-000004,0.284430691423
ACH-000007,0.171411832778
ACH-000009,0.119970034105
ACH-000011,0.17560872354600002
ACH-000012,0.231106330466
ACH-000013,0.14785574520300002
ACH-000014,0.190820684731
ACH-000015,-0.029712288994900003
ACH-000017,0.19761882817200002
ACH-000018,0.073367575317
ACH-000019,0.213694780434
ACH-000021,0.09148796257639999
ACH-000022,0.249523522434
ACH-000025,0.360896864772
ACH-000028,0.240764036553
ACH-000030,0.22715553164900001
ACH-000035,0.134300729167
ACH-000036,0.153159867727
ACH-000037,0.047001564797599996
ACH-000039,0.308945291954
ACH-000040,0.264880870834
ACH-000041,0.158250416161
ACH-000042,0.0237558315491
ACH-000045,0.181117833566
ACH-000047,0.122103150353
ACH-000052,0.12411926488500001
ACH-000053,0.216860981488
ACH-000054,0.0349617107911
ACH-000055,0.0740038834166
ACH-000060,0.0481229410265
ACH-000067,0.141118939576
ACH-000070,0.167968991538
ACH-000075,0.103785721527
ACH-000078,0.0251990263718
ACH-000082,0.035577216071800005
ACH-000085,0.204620791415
ACH-000086,0.047987211171
ACH-000087,0.058624735597599995
ACH-000092,0.25085357839600003
ACH-000095,0.356463488244
ACH-000097,0.135953854475
ACH-000098,0.170237058761
ACH-000099,0.193871271052
ACH-000108,0.056109548867100005
ACH-000113,0.207741741347
ACH-000115,0.0979324174571
ACH-000116,0.32193698071800003
ACH-000118,-0.0178243014145
ACH-000120,0.0926162737885
ACH-000123,0.294572810388
ACH-000127,0.164950990338
ACH-000128,0.193239111157
ACH-000132,0.150559495347
ACH-000133,0.11120392627999999
ACH-000137,0.164256729113
ACH-000138,0.0631332762027
ACH-000142,0.19764982934300002
ACH-000143,0.0359291785424
ACH-000146,0.0125830626308
ACH-000148,0.149795162742
ACH-000150,0.30765811879099997
ACH-000152,0.138121974753
ACH-000153,0.18534811642700003
ACH-000159,-0.00269325461387
ACH-000160,-0.00364645337434
ACH-000163,-0.0184696502081
ACH-000167,0.03941468660169999
ACH-000168,0.248942755253
ACH-000169,0.125755767455
ACH-000178,0.0273940711905
ACH-000182,0.0218984925206
ACH-000183,-0.0397226746892
ACH-000188,0.016933688444499998
ACH-000189,0.18423075232799999
ACH-000190,-0.0153083237045
ACH-000198,0.109268121743
ACH-000204,-0.00990871653752
ACH-000206,0.22124213893000003
ACH-000207,0.45977245808899997
ACH-000211,0.240327182502
ACH-000215,0.135344344325
ACH-000221,0.058345759835900006
ACH-000222,-0.28147160435400004
ACH-000223,0.11726671829600001
ACH-000226,0.122855588981
ACH-000227,0.21797635205600002
ACH-000228,0.19294518277800002
ACH-000231,0.17009638079300002
ACH-000232,-0.031862594616900004
ACH-000233,0.48285193521799996
ACH-000234,0.23329977271299998
ACH-000235,0.054036042443900006
ACH-000237,0.19005470102400002
ACH-000238,0.402374964306
ACH-000243,0.06570983458639999
ACH-000244,0.18882634078699997
ACH-000246,0.027173370959
ACH-000248,0.0319307264162
ACH-000250,0.143205277148
ACH-000251,-0.0529992019438
ACH-000253,0.178815578585
ACH-000255,0.08809600962169999
ACH-000256,0.14634465669500002
ACH-000257,0.07651365892749999
ACH-000258,0.41659408083899996
ACH-000259,0.0695102830259
ACH-000260,0.176195623211
ACH-000261,0.0822658549114
ACH-000262,0.18355684346099999
ACH-000263,0.0814602493256
ACH-000264,0.05884375060100001
ACH-000265,0.15305416869799998
ACH-000266,0.0935580344673
ACH-000272,0.150046789728
ACH-000273,0.0269480684394
ACH-000274,0.165415066511
ACH-000277,0.09613742484519999
ACH-000278,0.389624764269
ACH-000279,0.165954254793
ACH-000280,0.197419781442
ACH-000281,0.15255190131100002
ACH-000288,0.221757382775
ACH-000291,0.0800683916278
ACH-000293,0.041733339687
ACH-000294,0.0672278626509
ACH-000295,0.207737304445
ACH-000296,0.307090225161
ACH-000302,0.0738774244883
ACH-000304,0.129432559594
ACH-000307,0.295755945573
ACH-000308,0.16451844422599998
ACH-000310,0.0977210513413
ACH-000311,-0.0751517272303
ACH-000312,0.0312823227107
ACH-000315,0.116991183798
ACH-000316,0.230767051572
ACH-000317,0.10482434432900001
ACH-000318,0.189867851803
ACH-000319,0.102995546927
ACH-000320,-0.046255058310699995
ACH-000322,0.0716177927517
ACH-000323,0.284726064285
ACH-000324,0.185708827835
ACH-000329,0.152754759066
ACH-000330,-0.0639669563163
ACH-000331,0.0548351034186
ACH-000332,0.171326224511
ACH-000334,0.18040783679699998
ACH-000335,0.316864886864
ACH-000336,0.12932476753799999
ACH-000337,0.103846709891
ACH-000339,0.18876066313200002
ACH-000341,0.195614773124
ACH-000348,0.09895020684219999
ACH-000350,0.204550844797
ACH-000352,0.211238268822
ACH-000356,0.351850816975
ACH-000361,0.199255789298
ACH-000362,0.255682779349
ACH-000363,0.0068861950003200004
ACH-000364,0.223501764624
ACH-000365,0.214374065259
ACH-000366,0.252555163327
ACH-000368,0.14619122095999998
ACH-000374,0.13301045994000002
ACH-000375,-0.0493809589233
ACH-000376,0.20827548655699998
ACH-000381,0.263969784586
ACH-000383,0.05878499868980001
ACH-000387,0.19057974530000002
ACH-000389,0.19744509360800003
ACH-000390,0.130197410737
ACH-000393,0.148021295576
ACH-000395,-0.14867139405500002
ACH-000397,0.210739129478
ACH-000401,0.0652952523076
ACH-000402,0.130323475529
ACH-000403,0.271861529714
ACH-000404,0.543180717431
ACH-000406,0.146193552316
ACH-000407,0.177124731545
ACH-000408,0.14810105313400002
ACH-000410,0.108945600605
ACH-000411,0.22702026732299999
ACH-000414,-0.0117565322611
ACH-000415,0.123850512722
ACH-000416,0.0179471239444
ACH-000420,0.21041959084800002
ACH-000421,0.195679204395
ACH-000424,0.43976393308399997
ACH-000425,0.23106555690699998
ACH-000426,0.169992741571
ACH-000427,0.214882920481
ACH-000433,0.22069991327
ACH-000436,0.321306595644
ACH-000444,0.188544303564
ACH-000445,0.0416293841336
ACH-000448,0.0871105485393
ACH-000450,0.425364892752
ACH-000452,0.156139079196
ACH-000454,0.00968717946818
ACH-000458,0.120191853124
ACH-000459,0.18392339701699997
ACH-000460,0.0995075947934
ACH-000461,0.308174163037
ACH-000463,0.0617769403541
ACH-000464,0.183824648992
ACH-000466,0.00298230967245
ACH-000467,0.035949769373
ACH-000468,0.276608200937
ACH-000469,0.029007486852099997
