,ACVR2B (93)
ACH-000004,0.14815017468699998
ACH-000007,-0.307321409608
ACH-000009,0.18702830515000002
ACH-000011,0.19045699056499998
ACH-000012,0.200562903999
ACH-000013,0.162326277242
ACH-000014,0.346626561834
ACH-000015,0.106372169264
ACH-000017,0.22564802032200001
ACH-000018,0.145971436628
ACH-000019,0.198014639411
ACH-000021,0.26155183585299996
ACH-000022,0.227425077577
ACH-000025,0.200478404848
ACH-000028,0.340128605814
ACH-000030,0.0619356801733
ACH-000035,0.145784740887
ACH-000036,0.172146680685
ACH-000037,0.045697052979100004
ACH-000039,0.189687367955
ACH-000040,0.11356043863700001
ACH-000041,0.20486667954999999
ACH-000042,0.182442914484
ACH-000045,0.360266308788
ACH-000047,0.124902647191
ACH-000052,0.140700720177
ACH-000053,0.192778799488
ACH-000054,0.0507513410191
ACH-000055,-0.43822628577
ACH-000060,0.162824957952
ACH-000067,-0.010586363707000002
ACH-000070,-0.0681756377869
ACH-000075,0.471591394714
ACH-000078,-0.151748649535
ACH-000082,0.391699988164
ACH-000085,0.24992465347800003
ACH-000086,0.107995050264
ACH-000087,0.426622635696
ACH-000092,0.155976217098
ACH-000095,-0.00600968200393
ACH-000097,0.181634348039
ACH-000098,0.156368292608
ACH-000099,0.0689576180841
ACH-000108,0.160448942631
ACH-000113,0.0777335771995
ACH-000115,0.023895878037200002
ACH-000116,0.160105849701
ACH-000118,0.28626705547
ACH-000120,0.398918898398
ACH-000123,-0.024216608568099998
ACH-000127,0.172637174634
ACH-000128,0.153303767831
ACH-000132,0.226338810431
ACH-000133,0.19725495835700002
ACH-000137,0.175344076465
ACH-000138,0.22038412517499997
ACH-000142,-0.00993928230609
ACH-000143,0.251535035053
ACH-000146,0.152574401052
ACH-000148,0.312073145004
ACH-000150,0.30082726143399996
ACH-000152,0.25648708840100004
ACH-000153,0.12890460753900002
ACH-000159,0.22048493981199999
ACH-000160,0.23822539870999998
ACH-000163,0.164725357192
ACH-000167,0.291706634065
ACH-000168,0.088556141686
ACH-000169,0.274178996936
ACH-000178,0.22309954643399998
ACH-000182,0.018127501411299998
ACH-000183,0.0709676160773
ACH-000188,0.0836428232773
ACH-000189,0.226630988198
ACH-000190,0.232707822017
ACH-000198,0.161522664605
ACH-000204,0.211682633474
ACH-000206,0.262362886709
ACH-000207,0.157888439367
ACH-000211,0.025504072105799996
ACH-000215,0.11647874468800001
ACH-000221,0.0720738299593
ACH-000222,0.0937517286761
ACH-000223,0.241322747904
ACH-000226,0.154701807417
ACH-000227,-0.0192558756741
ACH-000228,-0.126349578298
ACH-000231,0.0656649557587
ACH-000232,0.313571368089
ACH-000233,0.16779022637000002
ACH-000234,0.222384227274
ACH-000235,0.187598981746
ACH-000237,0.116871976982
ACH-000238,0.08699215977219998
ACH-000243,0.235381455213
ACH-000244,0.274208602683
ACH-000246,0.133788046799
ACH-000248,0.129954576648
ACH-000250,0.182621809188
ACH-000251,0.20198423192200002
ACH-000253,0.0167008504748
ACH-000255,0.15710370078
ACH-000256,0.243279947793
ACH-000257,0.05666453771819999
ACH-000258,0.363547975036
ACH-000259,0.11586700704500001
ACH-000260,0.235662311739
ACH-000261,0.132638372364
ACH-000262,0.192692235451
ACH-000263,-0.11423171373299999
ACH-000264,0.1822797637
ACH-000265,0.116092919246
ACH-000266,0.154391401529
ACH-000272,0.044728535833
ACH-000273,0.10151510284700001
ACH-000274,0.023741607024099998
ACH-000277,0.22646829734
ACH-000278,0.113101587502
ACH-000279,0.144474539337
ACH-000280,0.0682526981271
ACH-000281,0.0623269423204
ACH-000288,0.22116339235500002
ACH-000291,0.285051195428
ACH-000293,0.31154890867
ACH-000294,0.225002998283
ACH-000295,0.467179165763
ACH-000296,0.0362948603527
ACH-000302,0.0794430177674
ACH-000304,-0.019130049436
ACH-000307,0.0869206843698
ACH-000308,0.258251704186
ACH-000310,0.0798784610766
ACH-000311,0.265723225033
ACH-000312,0.24745464759
ACH-000315,0.0563550311006
ACH-000316,0.16638868429099998
ACH-000317,0.13974165936799998
ACH-000318,0.18414597772900002
ACH-000319,0.120442080969
ACH-000320,0.21581869052799998
ACH-000322,0.353693153938
ACH-000323,-0.012305013308600002
ACH-000324,0.149374788883
ACH-000329,0.16904426514499998
ACH-000330,0.257304369048
ACH-000331,0.06537670599430001
ACH-000332,0.224080309153
ACH-000334,0.295490923887
ACH-000335,0.237435389518
ACH-000336,0.0159680135409
ACH-000337,-0.0035336550063099995
ACH-000339,0.162652256686
ACH-000341,0.29880015866099996
ACH-000348,0.169787298814
ACH-000350,0.22003101794500002
ACH-000352,0.288670356958
ACH-000356,0.174645370495
ACH-000361,0.20814879788600002
ACH-000362,0.12454725210999999
ACH-000363,0.12724985901
ACH-000364,0.268844384005
ACH-000365,0.150953151981
ACH-000366,0.0232603517911
ACH-000368,0.037515215352199996
ACH-000374,0.10470926600500001
ACH-000375,0.22905592418600002
ACH-000376,0.11274970972899999
ACH-000381,0.286281742354
ACH-000383,0.187363639016
ACH-000387,0.165112808185
ACH-000389,0.142072381401
ACH-000390,0.237936640192
ACH-000393,0.0986432146051
ACH-000395,0.09186552463860001
ACH-000397,0.263819032301
ACH-000401,-0.0528525163759
ACH-000402,0.147619185063
ACH-000403,0.10368582351
ACH-000404,0.413255668545
ACH-000406,0.129020644559
ACH-000407,0.24559510121599998
ACH-000408,0.161911945816
ACH-000410,0.0917907612922
ACH-000411,0.20570024264800002
ACH-000414,0.285192285122
ACH-000415,0.159636152985
ACH-000416,0.19302804317800001
ACH-000420,0.173665390769
ACH-000421,0.114176972424
ACH-000424,0.158774944744
ACH-000425,0.327791845904
ACH-000426,0.253851508334
ACH-000427,-0.0149876111594
ACH-000433,0.120992705309
ACH-000436,0.342129257887
ACH-000444,0.205347582678
ACH-000445,0.35602465709299996
ACH-000448,0.167271152733
ACH-000450,-0.0573399637851
ACH-000452,0.135923112767
ACH-000454,0.000936383293368
ACH-000458,0.208318218822
ACH-000459,0.15638002049799998
ACH-000460,0.24077871421799998
