,NF2 (4771)
ACH-000004,-0.26792839323600004
ACH-000007,0.6733533910799999
ACH-000009,0.8199552639030001
ACH-000011,-0.135384745611
ACH-000012,-0.440207502175
ACH-000013,-0.246519282971
ACH-000014,0.11566444297700001
ACH-000015,0.66131938462
ACH-000017,0.0481314979688
ACH-000018,0.8740550387430001
ACH-000019,0.010130803530799998
ACH-000021,-0.18662122907200002
ACH-000022,-0.220238157495
ACH-000025,-0.0216411482596
ACH-000028,-0.0346907775065
ACH-000030,0.127116316796
ACH-000035,0.684672432977
ACH-000036,1.55023451757
ACH-000037,-0.331895593332
ACH-000039,-0.328484310101
ACH-000040,0.942828442679
ACH-000041,0.0231482835001
ACH-000042,0.702295186197
ACH-000045,0.406759930954
ACH-000047,-0.30903041894600003
ACH-000052,0.059441695811400005
ACH-000053,-0.08844843869860002
ACH-000054,0.305107264474
ACH-000055,-0.731004925672
ACH-000060,0.674194176882
ACH-000067,0.319803121935
ACH-000070,0.19794749544
ACH-000075,0.222015134695
ACH-000078,0.181265536994
ACH-000082,0.489131035819
ACH-000085,-0.477255417919
ACH-000086,0.103417000504
ACH-000087,0.13369344188500001
ACH-000092,0.6763312370739999
ACH-000095,0.536187017886
ACH-000097,0.107713388259
ACH-000098,1.31311834705
ACH-000099,0.221119625283
ACH-000108,0.17950609115200003
ACH-000113,0.37324405224299995
ACH-000115,-0.31550702741500003
ACH-000116,-0.532099468644
ACH-000118,0.0117973748795
ACH-000120,-0.283725219688
ACH-000123,0.189621067582
ACH-000127,0.5858982155879999
ACH-000128,0.10505245207000001
ACH-000132,1.07768235877
ACH-000133,0.450762403579
ACH-000137,0.259411096204
ACH-000138,-0.204044191195
ACH-000142,1.01850808657
ACH-000143,0.0550835155759
ACH-000146,-0.13363700760299999
ACH-000148,-0.24704828324
ACH-000150,0.14988709013499998
ACH-000152,0.604861754221
ACH-000153,-0.318265090838
ACH-000159,0.0841106035496
ACH-000160,0.0851129763892
ACH-000163,-0.232103628743
ACH-000167,0.612270635808
ACH-000168,0.04707129390380001
ACH-000169,-0.16858529385499998
ACH-000178,0.60820519606
ACH-000182,-0.116825628025
ACH-000183,0.0368090713782
ACH-000188,0.284774209928
ACH-000189,-0.315357574164
ACH-000190,0.27668262950100003
ACH-000198,0.317827190757
ACH-000204,0.0259601554141
ACH-000206,0.5174099572990001
ACH-000207,-0.0713344275729
ACH-000211,0.20809594097
ACH-000215,0.147486833992
ACH-000221,-0.174003392459
ACH-000222,0.12794376807
ACH-000223,0.0300138607583
ACH-000226,0.325992633865
ACH-000227,-0.308471058946
ACH-000228,0.456520408937
ACH-000231,0.0564098716049
ACH-000232,1.04885784155
ACH-000233,0.246601601864
ACH-000234,0.557713670677
ACH-000235,0.450368622812
ACH-000237,0.07609923039630001
ACH-000238,0.014907536556200002
ACH-000243,-0.913366850769
ACH-000244,2.31901328225
ACH-000246,0.5541971379249999
ACH-000248,0.626080061637
ACH-000250,-0.041530403831099995
ACH-000251,0.8007261103919999
ACH-000253,-0.20321503103799998
ACH-000255,0.164224351154
ACH-000256,0.11719344035
ACH-000257,0.127930511548
ACH-000258,0.102919532971
ACH-000259,0.163691055542
ACH-000260,0.0289044708658
ACH-000261,-0.171681929437
ACH-000262,1.45807759107
ACH-000263,0.427151954114
ACH-000264,-0.19493938162500002
ACH-000265,-0.205964021954
ACH-000266,0.79828751046
ACH-000272,0.35989482299099995
ACH-000273,0.958849414967
ACH-000274,0.680998607103
ACH-000277,-0.25273285372
ACH-000278,-0.0548210946081
ACH-000279,0.208705525508
ACH-000280,0.18341070153099998
ACH-000281,0.674768764534
ACH-000288,0.169033003165
ACH-000291,0.103829486469
ACH-000293,-0.40131341496399997
ACH-000294,0.254222593525
ACH-000295,-0.0922466459516
ACH-000296,0.339478007544
ACH-000302,0.499290580514
ACH-000304,0.163769371375
ACH-000307,0.232540309088
ACH-000308,0.0764300299224
ACH-000310,-0.0213166300049
ACH-000311,1.05577236578
ACH-000312,0.0366462794836
ACH-000315,0.21626665626400002
ACH-000316,0.816609162473
ACH-000317,0.24684312069800002
ACH-000318,0.466018885644
ACH-000319,-0.0148875077621
ACH-000320,0.017606135160299997
ACH-000322,-0.404878659677
ACH-000323,0.120047450451
ACH-000324,0.6760204384399999
ACH-000329,0.20814395536
ACH-000330,-0.686954066708
ACH-000331,0.793683116725
ACH-000332,-0.491243590026
ACH-000334,-0.353216685747
ACH-000335,-0.20571458837
ACH-000336,0.102037796937
ACH-000337,0.44089125080799996
ACH-000339,0.028748872780299996
ACH-000341,-0.562007526637
ACH-000348,0.527392161631
ACH-000350,-0.45719329513499996
ACH-000352,-1.11133405251
ACH-000356,0.07478598667280001
ACH-000361,0.329384684136
ACH-000362,0.282564061036
ACH-000363,-0.19548109235599997
ACH-000364,1.08353392398
ACH-000365,0.315461014861
