,CLEC1B (51266)
ACH-000004,0.129610793483
ACH-000007,0.0460425099468
ACH-000009,-0.0102750860531
ACH-000011,0.0750769931127
ACH-000012,0.31629845305599996
ACH-000013,0.155633270545
ACH-000014,0.38427141042400004
ACH-000015,0.15220241583799998
ACH-000017,0.0871307538711
ACH-000018,0.182795103436
ACH-000019,0.0612774010723
ACH-000021,0.267980058561
ACH-000022,0.146233870939
ACH-000025,0.270356321671
ACH-000028,0.200938806444
ACH-000030,0.182968838806
ACH-000035,0.24319161531599998
ACH-000036,0.147520444677
ACH-000037,0.09309090792060001
ACH-000039,0.42189931957800003
ACH-000040,0.115382074467
ACH-000041,0.118281664717
ACH-000042,0.246075739473
ACH-000045,0.221424741162
ACH-000047,0.132062905853
ACH-000052,0.134150167194
ACH-000053,0.18837031693700002
ACH-000054,0.135226495128
ACH-000055,0.20118909673500002
ACH-000060,0.303304553827
ACH-000067,0.187513467743
ACH-000070,0.07020259956939999
ACH-000075,0.143196942519
ACH-000078,0.227345099662
ACH-000082,0.237226395636
ACH-000085,0.20439782333
ACH-000086,0.303507965241
ACH-000087,0.221920536028
ACH-000092,0.21669981679000003
ACH-000095,0.23722819005800003
ACH-000097,0.294299198775
ACH-000098,0.266731226455
ACH-000099,0.163423870617
ACH-000108,0.35824306252800003
ACH-000113,0.08911766603889999
ACH-000115,0.17142464644299998
ACH-000116,0.274667090174
ACH-000118,0.197641301026
ACH-000120,0.0920891301427
ACH-000123,0.167809773595
ACH-000127,0.153851547746
ACH-000128,0.167879119455
ACH-000132,0.220717557761
ACH-000133,0.223308750099
ACH-000137,0.166571868255
ACH-000138,0.13193207734200002
ACH-000142,0.110395521899
ACH-000143,0.217552687009
ACH-000146,0.158132027154
ACH-000148,0.144801603027
ACH-000150,0.11179818569599999
ACH-000152,0.33540348313
ACH-000153,0.206545558663
ACH-000159,0.290858994458
ACH-000160,0.163717426107
ACH-000163,0.30077900133499996
ACH-000167,0.0535926359645
ACH-000168,0.317119364864
ACH-000169,0.158552469288
ACH-000178,0.21444129149399999
ACH-000182,0.027414403615599995
ACH-000183,0.158130783519
ACH-000188,0.270691524927
ACH-000189,0.364740991259
ACH-000190,0.300230693216
ACH-000198,0.20679507278
ACH-000204,0.269726273716
ACH-000206,0.15102361424799998
ACH-000207,-0.00344130880901
ACH-000211,0.11395342287900001
ACH-000215,0.13432994396700002
ACH-000221,0.162598298995
ACH-000222,0.29384383544
ACH-000223,0.11033516653599999
ACH-000226,0.25443966951499997
ACH-000227,0.217437229511
ACH-000228,0.0458353042435
ACH-000231,0.19738014014199998
ACH-000232,0.17553861071899998
ACH-000233,0.051609972092199995
ACH-000234,0.117601063573
ACH-000235,0.24691691733000004
ACH-000237,0.229504058072
ACH-000238,0.17278804095800002
ACH-000243,0.314836911947
ACH-000244,0.334972684173
ACH-000246,0.0820385393931
ACH-000248,0.24930054662700002
ACH-000250,0.21213163999600002
ACH-000251,0.227705873569
ACH-000253,0.162350626434
ACH-000255,0.011291911554100002
ACH-000256,0.020541917093200003
ACH-000257,0.324792424137
ACH-000258,0.397124949347
ACH-000259,0.150958021421
ACH-000260,0.213358718046
ACH-000261,0.113192312556
ACH-000262,0.101750013938
ACH-000263,0.09840797840469999
ACH-000264,0.0824862771832
ACH-000265,0.25143048196
ACH-000266,0.239273599833
ACH-000272,0.12039296720899999
ACH-000273,0.315696006516
ACH-000274,0.15189465501399999
ACH-000277,0.112963712078
ACH-000278,0.188295579666
ACH-000279,0.1001069161
ACH-000280,0.24906528613499998
ACH-000281,0.323404593551
ACH-000288,0.115948690114
ACH-000291,0.262804256482
ACH-000293,0.37433536516500004
ACH-000294,0.270687176388
ACH-000295,0.491501385035
ACH-000296,0.46038272330200003
ACH-000302,0.110182460496
ACH-000304,0.22817675245000002
ACH-000307,0.165632667297
ACH-000308,0.195535020506
ACH-000310,0.340053964323
