,DYRK4 (8798)
ACH-000004,-0.0712867334689
ACH-000007,0.060528267581500005
ACH-000009,-0.166709764082
ACH-000011,-0.0584115935319
ACH-000012,0.176354212364
ACH-000013,0.0408458849193
ACH-000014,-0.0151115152509
ACH-000015,-0.10867594700699999
ACH-000017,-0.122681193577
ACH-000018,-0.0357600243988
ACH-000019,0.09457664215530001
ACH-000021,0.0535568863807
ACH-000022,-0.061976543242499994
ACH-000025,0.103615545723
ACH-000028,0.16828492568599998
ACH-000030,-0.0263209523153
ACH-000035,0.022380067607
ACH-000036,0.09663583365839999
ACH-000037,0.028574993356400003
ACH-000039,-0.0694964796783
ACH-000040,-0.0711694012926
ACH-000041,-0.216591029622
ACH-000042,0.033900847179
ACH-000045,0.006807258025709999
ACH-000047,0.00914151308783
ACH-000052,-0.0332665833175
ACH-000053,0.100362033265
ACH-000054,0.0523502151016
ACH-000055,-0.046596369824
ACH-000060,-0.048435209945599994
ACH-000067,0.0201336784058
ACH-000070,-0.0242639752502
ACH-000075,0.0340011077398
ACH-000078,0.0587716210427
ACH-000082,0.042570738751300005
ACH-000085,-0.04517982953480001
ACH-000086,-0.0318832118547
ACH-000087,-0.0744064391446
ACH-000092,-0.023300023762500004
ACH-000095,0.0435784555242
ACH-000097,0.0539254781896
ACH-000098,0.008055547173529999
ACH-000099,0.026985002610299996
ACH-000108,-0.103488053255
ACH-000113,0.00838822900749
ACH-000115,0.129530237555
ACH-000116,-0.0290507734946
ACH-000118,-0.013552912927700002
ACH-000120,0.0040058592553
ACH-000123,-0.0522225523196
ACH-000127,-0.0461220798581
ACH-000128,0.09390048961370001
ACH-000132,-0.039114334667400004
ACH-000133,-0.042325566767499996
ACH-000137,0.147313522946
ACH-000138,-0.161694511252
ACH-000142,0.00043486597661200003
ACH-000143,0.242027403632
ACH-000146,0.07089810945719999
ACH-000148,-0.07281793781389999
ACH-000150,-0.102371042621
ACH-000152,0.0477657147308
ACH-000153,0.297631872333
ACH-000159,0.00811499200209
ACH-000160,-0.141348749143
ACH-000163,-0.11902661378599999
ACH-000167,-0.09265042294739999
ACH-000168,0.0357442152556
ACH-000169,-0.110252817621
ACH-000178,-0.0889755539143
ACH-000182,-0.12247766027899999
ACH-000183,-0.046982755034600004
ACH-000188,0.012467104495
ACH-000189,-0.232705357311
ACH-000190,-0.0501939041624
ACH-000198,0.0456783984637
ACH-000204,0.10613388106100001
ACH-000206,-0.050633640053199994
ACH-000207,0.132250394518
ACH-000211,0.04848627745299999
ACH-000215,-0.12096550454800001
ACH-000221,-0.000814766003464
ACH-000222,0.15974362247999999
ACH-000223,-0.0663739020427
ACH-000226,0.0651439887414
ACH-000227,-0.271732997517
ACH-000228,-0.0470657299592
ACH-000231,-0.0467941609874
ACH-000232,-0.0830008574653
ACH-000233,-0.0276300828251
ACH-000234,0.124787106566
ACH-000235,-0.00139635914998
ACH-000237,-0.0992561166736
ACH-000238,0.043203856785
ACH-000243,0.0650995143853
ACH-000244,-0.0669796842102
ACH-000246,-0.052253454344699996
ACH-000248,0.053881535231
ACH-000250,-0.0110413473493
ACH-000251,-0.033831375639
ACH-000253,-0.139936821775
ACH-000255,-0.10145512409
ACH-000256,-0.0178286862314
ACH-000257,0.250336167517
ACH-000258,0.041304389433199994
ACH-000259,0.0770139962037
ACH-000260,-0.0061668920415
ACH-000261,-0.0516510127541
ACH-000262,-0.051995926461699996
ACH-000263,0.150459700782
ACH-000264,-0.058602410642
ACH-000265,0.0840735176574
ACH-000266,0.000939762612379
ACH-000272,-0.0790176481528
ACH-000273,0.12898348848400001
ACH-000274,-0.040894467678699996
ACH-000277,0.00213753981184
ACH-000278,-0.0415411985844
ACH-000279,-0.0914643345974
ACH-000280,0.070374635859
ACH-000281,-0.284276284072
ACH-000288,-0.025309537506
ACH-000291,-0.0455935415158
ACH-000293,0.21412300681
ACH-000294,-0.0508802923689
