,DCD (117159)
ACH-000004,0.0410537304378
ACH-000007,0.119696684347
ACH-000009,0.120166285695
ACH-000011,-0.050388031995099995
ACH-000012,0.041891337094900005
ACH-000013,-0.0597816684033
ACH-000014,-0.193638580739
ACH-000015,-0.177323952133
ACH-000017,0.0583115615143
ACH-000018,0.10108640105799999
ACH-000019,-0.162878135647
ACH-000021,0.0672969652655
ACH-000022,-0.0864136188648
ACH-000025,-0.112501688946
ACH-000028,-0.0376624660567
ACH-000030,-0.0872310997319
ACH-000035,-0.06987676050319999
ACH-000036,-0.07340537240299999
ACH-000037,-0.311302376966
ACH-000039,0.0593526564009
ACH-000040,-0.042740751464800004
ACH-000041,-0.229032847685
ACH-000042,0.10351226510099999
ACH-000045,0.0195151659103
ACH-000047,-0.144335206318
ACH-000052,-0.44664225345299996
ACH-000053,0.0442760489348
ACH-000054,-0.00931339539347
ACH-000055,-0.0756985028922
ACH-000060,0.00453066439588
ACH-000067,-0.0548106702346
ACH-000070,-0.18902112172000002
ACH-000075,-0.07190309980739999
ACH-000078,0.14725756740999998
ACH-000082,-0.18400054170400001
ACH-000085,-0.23836278905799999
ACH-000086,0.0693801648943
ACH-000087,-0.272901898081
ACH-000092,0.0279877303052
ACH-000095,0.0311468763355
ACH-000097,-0.150875745094
ACH-000098,0.018376760353400003
ACH-000099,0.085382074465
ACH-000108,0.15253892964500002
ACH-000113,0.027424265910200002
ACH-000115,-0.190820081847
ACH-000116,0.047013941404
ACH-000118,0.027582750161099998
ACH-000120,0.0885247925937
ACH-000123,-0.09992965001250001
ACH-000127,-0.0610569525535
ACH-000128,-0.174543176366
ACH-000132,0.13610065150800002
ACH-000133,-0.046113988883300004
ACH-000137,0.00780309049535
ACH-000138,-0.0025084709748000003
ACH-000142,0.116511127186
ACH-000143,-0.10010520680299999
ACH-000146,-0.15596030382
ACH-000148,-0.0501959064974
ACH-000150,-0.109065203641
ACH-000152,-0.144626585421
ACH-000153,-0.257680921793
ACH-000159,-0.08602514789889999
ACH-000160,-0.00318298489698
ACH-000163,0.0130461426174
ACH-000167,-0.202583293486
ACH-000168,0.013099355373500002
ACH-000169,-0.0522771102834
ACH-000178,-0.08017717576410001
ACH-000182,-0.0842618450483
ACH-000183,-0.0631721309023
ACH-000188,0.0655784675052
ACH-000189,0.0315031288107
ACH-000190,-0.19582717437199998
ACH-000198,-0.0646154536026
ACH-000204,-0.06063870528419999
ACH-000206,0.06027816440909999
ACH-000207,0.159108024144
ACH-000211,-0.0073092917055
ACH-000215,-0.21133588245
ACH-000221,-0.0675101899959
ACH-000222,0.131007848219
ACH-000223,-0.0478037682338
ACH-000226,-0.176207821193
ACH-000227,0.00658600774354
ACH-000228,-0.115232351107
ACH-000231,-0.0683145078256
ACH-000232,0.0289483208044
ACH-000233,-0.08795985209010002
ACH-000234,-0.0293073459754
ACH-000235,0.00541829572213
ACH-000237,-0.0390675642419
ACH-000238,-0.0897568660146
ACH-000243,-0.038827764369
ACH-000244,-0.169838619567
ACH-000246,-0.162577005044
ACH-000248,-0.04964626033
ACH-000250,0.0342960597321
ACH-000251,-0.23938058319699998
ACH-000253,-0.144774834401
ACH-000255,-0.110908940743
ACH-000256,0.069818110187
ACH-000257,0.101826952169
ACH-000258,-0.0820863836266
ACH-000259,-0.0175216048775
ACH-000260,-0.0591914704182
ACH-000261,-0.109458587149
ACH-000262,0.16294859702
ACH-000263,-0.033970302223
ACH-000264,-0.0563157895921
ACH-000265,-0.0389818810737
ACH-000266,-0.0964081007072
ACH-000272,0.130764472092
ACH-000273,-0.0288359621529
ACH-000274,-0.10969885601299999
ACH-000277,-0.12106238502599999
ACH-000278,-0.0671368727075
ACH-000279,-0.0422772210271
ACH-000280,-0.0274245529296
ACH-000281,-0.0734133710979
ACH-000288,-0.12395059824000002
ACH-000291,-0.18982308894400002
ACH-000293,0.11931477036499999
ACH-000294,0.125850017181
ACH-000295,-0.07539314092939998
ACH-000296,-0.08609469398769999
ACH-000302,-0.0270721302728
ACH-000304,-0.266805445636
ACH-000307,-0.0437575981497
ACH-000308,-0.0340603025315
ACH-000310,0.292251565596
ACH-000311,0.185970047319
ACH-000312,-0.0131294561507
ACH-000315,-0.242563710284
ACH-000316,-0.0916356753957
ACH-000317,0.121272267138
ACH-000318,-0.0203938030998
ACH-000319,-0.11373178861300001
ACH-000320,0.08416938689589999
ACH-000322,-0.153175706777
ACH-000323,0.0854419914472
ACH-000324,0.0655704366115
ACH-000329,-0.0706241341103
ACH-000330,0.146201806361
ACH-000331,-0.13944961432800002
ACH-000332,0.00963943039711
ACH-000334,-0.258853728284
ACH-000335,-0.218896535407
ACH-000336,0.375578047387
ACH-000337,0.0848152587012
ACH-000339,0.0307773667852
ACH-000341,0.109657075542
ACH-000348,-0.0971725607846
ACH-000350,-0.00548204035682
ACH-000352,-0.0810768602929
ACH-000356,-0.10558375602499999
ACH-000361,0.0503647829304
ACH-000362,0.137266945161
ACH-000363,0.00696346625538
ACH-000364,-0.0707642701469
ACH-000365,-0.08421256083630001
ACH-000366,-0.046312893600399994
ACH-000368,0.00380067248736
ACH-000374,-0.047814634298700004
ACH-000375,0.00913460223895
ACH-000376,-0.0487528131589
ACH-000381,0.059072285768499995
ACH-000383,0.0465535352465
ACH-000387,-0.0690034690526
ACH-000389,-0.115807460825
ACH-000390,-0.0631617499368
ACH-000393,0.102892064231
ACH-000395,0.155616515028
ACH-000397,0.00735035663294
ACH-000401,0.215769387304
ACH-000402,-0.16348053958699998
ACH-000403,0.037356956210699996
