,VMP1 (81671)
ACH-000004,-0.9916524584849999
ACH-000007,-0.742654470369
ACH-000009,-1.06431278154
ACH-000011,-0.8588569612360001
ACH-000012,-0.992861295564
ACH-000013,-0.832212155757
ACH-000014,-1.1700667322299998
ACH-000015,-0.974799845572
ACH-000017,-1.23164686244
ACH-000018,-0.990164016993
ACH-000019,-0.8427760516159999
ACH-000021,-0.49295195903000005
ACH-000022,-1.01639552906
ACH-000025,-0.723589580433
ACH-000028,-0.8853927575470001
ACH-000030,-0.900390423976
ACH-000035,-1.00843786588
ACH-000036,-1.00284237509
ACH-000037,-1.5112563398899999
ACH-000039,-0.885899079915
ACH-000040,-1.01996283805
ACH-000041,-0.991779096252
ACH-000042,-0.656210245983
ACH-000045,-0.867496424761
ACH-000047,-1.14350727637
ACH-000052,-1.1506133302700001
ACH-000053,-0.9381447887369999
ACH-000054,-0.9497733194600001
ACH-000055,-0.892987798079
ACH-000060,-0.656985302623
ACH-000067,-0.784208697813
ACH-000070,-1.01347518462
ACH-000075,-1.04517769027
ACH-000078,-1.09900996414
ACH-000082,-0.887495006872
ACH-000085,-0.588564648541
ACH-000086,-1.12451731811
ACH-000087,-0.852357098044
ACH-000092,-1.11340975188
ACH-000095,-0.994125560248
ACH-000097,-0.9344757535029999
ACH-000098,-0.8807743919069999
ACH-000099,-0.6515104592750001
ACH-000108,-0.854139832683
ACH-000113,-0.886249084351
ACH-000115,-1.49894048123
ACH-000116,-0.886637797789
ACH-000118,-1.10642707826
ACH-000120,-0.902452380545
ACH-000123,-1.25024764499
ACH-000127,-1.02418726684
ACH-000128,-0.9212978184999999
ACH-000132,-0.962811518398
ACH-000133,-1.08043008808
ACH-000137,-0.878121452455
ACH-000138,-0.8044438103039999
ACH-000142,-0.6908105441750001
ACH-000143,-1.18068862808
ACH-000146,-0.44910599009499996
ACH-000148,-1.1073878163600002
ACH-000150,-1.08002586564
ACH-000152,-1.37614288352
ACH-000153,-1.0675497490799999
ACH-000159,-0.756967588898
ACH-000160,-0.951166124367
ACH-000163,-0.9500273160449999
ACH-000167,-1.08805445268
ACH-000168,-0.652591853028
ACH-000169,-1.01132651093
ACH-000178,-0.7739690138230001
ACH-000182,-0.559118527844
ACH-000183,-0.869517304381
ACH-000188,-0.733344390237
ACH-000189,-0.73938464648
ACH-000190,-1.1639451513899999
ACH-000198,-0.904708806567
ACH-000204,-0.7799866223819999
ACH-000206,-0.7274172679620001
ACH-000207,-0.9717540231820001
ACH-000211,-0.899197506392
ACH-000215,-0.920033406425
ACH-000221,-0.800895171127
ACH-000222,-0.9045618120810001
ACH-000223,-0.8823698543970001
ACH-000226,-0.749945876012
ACH-000227,-1.07652251006
ACH-000228,-0.867184930686
ACH-000231,-0.897834991534
ACH-000232,-0.9090967368790001
ACH-000233,-0.9302685892039999
ACH-000234,-0.9809053360240001
ACH-000235,-0.46277045181800003
ACH-000237,-0.9445447423119999
ACH-000238,-0.7700369318860001
ACH-000243,-1.1564677025499999
ACH-000244,-1.02480322838
ACH-000246,-0.900333096657
ACH-000248,-1.01880968685
ACH-000250,-0.844362554799
ACH-000251,-0.874852276259
ACH-000253,-0.894139000995
ACH-000255,-0.906917500548
ACH-000256,-1.10096280713
ACH-000257,-1.15371526156
ACH-000258,-0.6963959342139999
ACH-000259,-0.811474862589
ACH-000260,-0.901429566063
ACH-000261,-1.32166474549
ACH-000262,-0.820285409537
ACH-000263,-0.633700397946
ACH-000264,-0.986672344323
ACH-000265,-1.0877015038200002
ACH-000266,-0.645044005738
ACH-000272,-1.21866575485
ACH-000273,-0.8725197347660001
ACH-000274,-1.27926655854
ACH-000277,-0.9563656153219999
ACH-000278,-0.731004637895
ACH-000279,-0.97085393824
ACH-000280,-0.8420709374140001
ACH-000281,-0.724023261878
ACH-000288,-1.23781092701
ACH-000291,-0.646822284306
ACH-000293,-1.11175313427
ACH-000294,-0.678693939208
ACH-000295,-1.1011581427700001
ACH-000296,-0.692941792343
ACH-000302,-0.672257545517
ACH-000304,-0.41353220575000005
ACH-000307,-0.647618490689
ACH-000308,-0.826329626529
ACH-000310,-0.909901140774
ACH-000311,-1.1407292259200001
ACH-000312,-1.0
ACH-000315,-0.7784444558879999
ACH-000316,-0.934558607233
ACH-000317,-0.8118981754819999
ACH-000318,-0.945972694735
ACH-000319,-1.1825214776100001
ACH-000320,-1.2357300427700002
ACH-000322,-0.9785655774850001
ACH-000323,-1.0122941161
ACH-000324,-0.878704460163
ACH-000329,-0.912054390354
ACH-000330,-0.8825167304610001
ACH-000331,-0.970831850692
ACH-000332,-0.9621166306000001
ACH-000334,-1.12814068802
ACH-000335,-0.9515283661799998
ACH-000336,-0.796744258218
ACH-000337,-0.716637114905
ACH-000339,-0.885751412865
ACH-000341,-0.937972475905
ACH-000348,-1.12816618277
ACH-000350,-0.8113114479269999
ACH-000352,-0.732145597578
ACH-000356,-0.852748789388
ACH-000361,-0.994194903811
ACH-000362,-0.852969437164
ACH-000363,-1.13131667995
ACH-000364,-0.626217209273
ACH-000365,-0.981943479648
ACH-000366,-0.9629062832799999
ACH-000368,-0.9008776467499999
ACH-000374,-1.13204997236
ACH-000375,-1.0296696985299998
ACH-000376,-0.8174933725660001
ACH-000381,-0.9256706488709999
ACH-000383,-0.615436409771
ACH-000387,-1.14573981393
ACH-000389,-0.896262823477
ACH-000390,-0.7001621699580001
ACH-000393,-0.878459008747
ACH-000395,-1.0419515388200002
ACH-000397,-0.681739889502
ACH-000401,-1.01017166301
ACH-000402,-1.01400981113
ACH-000403,-0.6122619632140001
ACH-000404,-1.1065825437799999
ACH-000406,-0.790293398417
ACH-000407,-0.896174513482
ACH-000408,-0.8925590591339999
ACH-000410,-0.787284336217
ACH-000411,-1.03658247745
ACH-000414,-1.08804226144
ACH-000415,-0.9059500143510001
ACH-000416,-0.961274013487
ACH-000420,-0.816616954018
ACH-000421,-0.9630106953659999
ACH-000424,-0.9637065447480001
ACH-000425,-1.3638972221799999
ACH-000426,-0.551851061431
ACH-000427,-0.856302548604
ACH-000433,-0.807709062199
ACH-000436,-0.754523284306
ACH-000444,-0.9353654910349999
ACH-000445,-1.4118726621700002
ACH-000448,-0.7593101531569999
ACH-000450,-0.833054439937
ACH-000452,-0.7478646254369999
ACH-000454,-0.415158683028
ACH-000458,-1.06393648614
ACH-000459,-0.43256767883
ACH-000460,-0.945681171686
ACH-000461,-0.7794561220659999
ACH-000463,-0.669565345958
ACH-000464,-0.6855210651010001
ACH-000466,-1.01077098562
ACH-000467,-1.23130195327
ACH-000468,-0.7824976492479999
ACH-000469,-1.03526701544
ACH-000470,-1.3302719887
ACH-000471,-1.07783019984
ACH-000472,-1.14926900727
ACH-000473,-1.04138905851
ACH-000475,-1.16268468096
ACH-000476,-0.555780471176
ACH-000477,-0.9103661559080001
ACH-000480,-0.8827594514799999
ACH-000481,-0.685076993443
ACH-000483,-0.745524340794
ACH-000484,-0.941169165455
ACH-000485,-0.431821560471
ACH-000486,-1.06449420699
ACH-000487,-0.884271868781
ACH-000488,-1.02049471083
ACH-000490,-0.55532625595
ACH-000491,-1.07653027816
ACH-000495,-1.1102241179899999
ACH-000496,-1.30091618448
ACH-000499,-0.751979403598
ACH-000500,-0.4737474287100001
ACH-000502,-0.461847665682
ACH-000503,-1.06921809667
ACH-000505,-0.965659484536
ACH-000507,-1.05257520799
ACH-000510,-0.8751747643359999
ACH-000511,-1.09263600844
ACH-000512,-0.8368267045350001
ACH-000516,-1.2907244613
ACH-000517,-0.46880768984399995
ACH-000518,-0.82859935439
ACH-000520,-0.8582858293179999
ACH-000521,-1.31133904639
ACH-000522,-0.93440523396
ACH-000524,-1.33353216627
ACH-000527,-1.08419532965
ACH-000528,-1.15766678798
ACH-000537,-1.02378441523
ACH-000541,-1.0368615017899998
ACH-000542,-0.9704394570010001
ACH-000544,-1.11543279878
ACH-000545,-0.8458449996999999
ACH-000547,-1.18908777175
ACH-000548,-0.974230815224
ACH-000549,-1.1276526660700001
ACH-000550,-0.7493930849770001
ACH-000552,-1.10976303641
ACH-000556,-0.8417379721960001
ACH-000557,-0.644382967469
ACH-000570,-0.78079233779
ACH-000571,-0.956833224798
ACH-000573,-1.19982213776
ACH-000576,-0.869877138547
ACH-000580,-0.844189641251
ACH-000584,-1.09092782036
ACH-000585,-1.06895725411
ACH-000588,-0.867305852448
ACH-000589,-0.877949307535
ACH-000591,-0.8203403113269999
ACH-000593,-0.931325146357
ACH-000600,-0.903377543287
ACH-000601,-1.0404934896100002
ACH-000604,-1.2214588689
ACH-000605,-0.9753888470440001
ACH-000606,-0.880882251486
ACH-000608,-1.1125533099
ACH-000614,-1.0453766632100001
ACH-000616,-1.0528706569
ACH-000618,-0.6785854571459999
ACH-000619,-0.890829460551
ACH-000620,-1.0268718402299999
ACH-000621,-0.6853848159970001
ACH-000622,-0.9691919119619999
ACH-000623,-0.880712216875
ACH-000624,-0.458873130793
ACH-000627,-0.971841145724
ACH-000630,-0.950134395223
ACH-000632,-0.898005706429
ACH-000633,-1.1536717712200002
ACH-000637,-0.695402645695
ACH-000638,-1.2210606994700002
ACH-000646,-1.17316836676
ACH-000647,-0.8105875277240001
ACH-000648,-0.650230668724
ACH-000649,-0.95144506396
ACH-000651,-0.8348233463179999
ACH-000652,-0.896240514332
ACH-000653,-0.8811760376629999
ACH-000657,-0.929948833179
ACH-000658,-1.02292157656
ACH-000661,-1.04324672042
ACH-000662,-1.31199817888
ACH-000663,-1.0666364965100001
ACH-000665,-0.500278922955
ACH-000671,-0.905283829431
ACH-000673,-0.682604895327
ACH-000676,-1.28513497745
ACH-000677,-0.478375885497
ACH-000681,-0.8498965918699999
ACH-000682,-0.831699079205
ACH-000683,-1.06901649461
ACH-000684,-0.8085642848960001
ACH-000688,-1.52207070851
ACH-000693,-1.0725352058600002
ACH-000694,-0.952407423567
ACH-000695,-1.1354669640700001
ACH-000696,-0.8615363989920001
ACH-000697,-0.85482137625
ACH-000699,-1.00678376466
ACH-000701,-1.06651967578
ACH-000706,-1.04409101454
ACH-000711,-0.8320144615520001
ACH-000713,-0.848875630406
ACH-000714,-0.782735617078
ACH-000718,-0.868230906992
ACH-000720,-0.8524446332760001
ACH-000721,-0.718159151719
ACH-000724,-0.7761053069239999
ACH-000725,-0.885512019327
ACH-000732,-0.9587664121449999
ACH-000734,-0.890632529801
ACH-000735,-0.653378082786
ACH-000736,-0.983204786499
ACH-000738,-0.5438239339850001
ACH-000746,-0.928291961813
ACH-000747,-0.82831538757
ACH-000748,-0.584562107025
ACH-000753,-0.9408641149160001
ACH-000756,-0.7377255300300001
ACH-000757,-1.0653894049600001
ACH-000758,-0.933149799727
ACH-000760,-0.841837600624
ACH-000763,-0.885267380982
ACH-000764,-0.6233664044389999
ACH-000765,-0.938212383246
ACH-000766,-0.854578054694
