,RAD17 (5884)
ACH-000004,-0.96461600251
ACH-000007,-0.9692920606799998
ACH-000009,-0.5950454069919999
ACH-000011,-0.88201187229
ACH-000012,-0.882552639736
ACH-000013,-1.02456000432
ACH-000014,-1.07476851253
ACH-000015,-0.8457191642899999
ACH-000017,-1.05394294097
ACH-000018,-0.501424946382
ACH-000019,-0.8494148146520001
ACH-000021,-1.00527471714
ACH-000022,-0.915636804437
ACH-000025,-0.917741341576
ACH-000028,-0.963145744087
ACH-000030,-0.85463061008
ACH-000035,-1.03144613894
ACH-000036,-0.7300528193100001
ACH-000037,-0.865278813222
ACH-000039,-1.5381675930399998
ACH-000040,-0.6670660969919999
ACH-000041,-0.9385250361249999
ACH-000042,-0.674378085369
ACH-000045,-0.83501546745
ACH-000047,-1.04909577953
ACH-000052,-1.1111450355399999
ACH-000053,-0.9761064383720001
ACH-000054,-0.823420777104
ACH-000055,-0.768099318786
ACH-000060,-0.698935325773
ACH-000067,-0.373768516634
ACH-000070,-0.836375763798
ACH-000075,-0.766334686587
ACH-000078,-0.706364744857
ACH-000082,-0.688027427103
ACH-000085,-0.6487095829
ACH-000086,-0.9446579995730001
ACH-000087,-1.0406424212999998
ACH-000092,-0.546191554824
ACH-000095,-0.640599107763
ACH-000097,-0.766409084858
ACH-000098,-0.41425615635799995
ACH-000099,-0.8817849299930001
ACH-000108,-0.685039596788
ACH-000113,-0.795051980634
ACH-000115,-0.858265721822
ACH-000116,-1.1971141196500001
ACH-000118,-0.9028618911570001
ACH-000120,-0.9280122433660001
ACH-000123,-0.904988251731
ACH-000127,-1.15006947284
ACH-000128,-0.7287255225589999
ACH-000132,-1.3280761335299998
ACH-000133,-0.990812343514
ACH-000137,-1.14465598309
ACH-000138,-0.957374558495
ACH-000142,-0.815655738769
ACH-000143,-0.921878421883
ACH-000146,-1.02432057646
ACH-000148,-1.0076063103100001
ACH-000150,-0.781629366759
ACH-000152,-0.635849469944
ACH-000153,-0.613812475459
ACH-000159,-0.753496277217
ACH-000160,-0.891412859068
ACH-000163,-0.7695197227410001
ACH-000167,-0.916923559989
ACH-000168,-0.9038291823540001
ACH-000169,-0.854535793716
ACH-000178,-1.1528731863600001
ACH-000182,-0.659903498555
ACH-000183,-0.828952735414
ACH-000188,-0.993294040703
ACH-000189,-1.0829497698200001
ACH-000190,-0.913669465564
ACH-000198,-1.07089934957
ACH-000204,-1.2637612184
ACH-000206,-0.9899262995010001
ACH-000207,-0.673602558777
ACH-000211,-1.04629318938
ACH-000215,-1.0340023889899999
ACH-000221,-0.903741194735
ACH-000222,-0.880625397879
ACH-000223,-1.28116598172
ACH-000226,-1.0409029719399998
ACH-000227,-1.45688327336
ACH-000228,-1.04224941699
ACH-000231,-1.0178698095799998
ACH-000232,-0.9868829038060001
ACH-000233,-0.772035682963
ACH-000234,-0.845100520029
ACH-000235,-0.8630265596150001
ACH-000237,-1.03271496399
ACH-000238,-1.1074118203399999
ACH-000243,-0.960255803068
ACH-000244,-0.800193211416
ACH-000246,-1.15337449747
ACH-000248,-1.07207188107
ACH-000250,-1.0710177088400001
ACH-000251,-0.8955573599079999
ACH-000253,-0.785674027551
ACH-000255,-1.08302674926
ACH-000256,-1.19082543975
ACH-000257,-0.851887625335
ACH-000258,-1.04480704006
ACH-000259,-0.9092451794769999
ACH-000260,-0.8778549283499999
ACH-000261,-0.836017813134
ACH-000262,-1.0701364932200002
ACH-000263,-0.9483771840549999
ACH-000264,-0.718707804534
ACH-000265,-0.88764943081
ACH-000266,-0.714053133161
ACH-000272,-1.1252822522600001
ACH-000273,-1.00912938736
ACH-000274,-0.7269255023829999
ACH-000277,-0.678141479603
ACH-000278,-1.01455013115
ACH-000279,-1.21712519796
ACH-000280,-0.640579985322
ACH-000281,-0.482072651659
ACH-000288,-0.811276602462
ACH-000291,-1.1431936755399998
ACH-000293,-1.17016053179
ACH-000294,-0.930602153117
ACH-000295,-0.750884958309
ACH-000296,-0.9924861995640001
ACH-000302,-1.23099975974
ACH-000304,-1.1217553388200001
ACH-000307,-0.30386820188700003
ACH-000308,-0.926188906693
ACH-000310,-1.06447057732
ACH-000311,-0.9581504426019999
ACH-000312,-0.891830653747
ACH-000315,-0.883834279286
ACH-000316,-0.844252380174
ACH-000317,-1.10964570529
ACH-000318,-1.05478088857
ACH-000319,-1.04625443691
ACH-000320,-1.19577913761
ACH-000322,-0.7136917248319999
ACH-000323,-0.904054573753
ACH-000324,-1.10159803121
ACH-000329,-0.8312077512899999
ACH-000330,-0.726551435973
ACH-000331,-0.765801549097
ACH-000332,-0.5584400589999999
ACH-000334,-1.3100901157200002
ACH-000335,-1.30643334252
ACH-000336,-0.6876761990420001
ACH-000337,-0.990210692111
ACH-000339,-1.20846255079
ACH-000341,-0.804235810032
ACH-000348,-0.904261802564
ACH-000350,-0.664043537017
ACH-000352,-0.707415915086
ACH-000356,-0.7392224297159999
ACH-000361,-0.854369737996
ACH-000362,-0.7913431734340001
ACH-000363,-0.5113977988189999
ACH-000364,-0.729270107623
ACH-000365,-0.784937595272
ACH-000366,-0.563551746853
ACH-000368,-0.591301334838
ACH-000374,-1.23889906688
ACH-000375,-0.775916081653
ACH-000376,-0.613781554176
ACH-000381,-0.849692495503
ACH-000383,-1.15796402881
ACH-000387,-0.962511535079
ACH-000389,-0.970271650663
ACH-000390,-1.10284172428
ACH-000393,-1.12397227921
ACH-000395,-0.8966353199349999
ACH-000397,-1.14832206249
ACH-000401,-0.793094394876
ACH-000402,-0.640549587605
ACH-000403,-0.574667646791
ACH-000404,-0.969463693216
ACH-000406,-0.7635394471410001
ACH-000407,-1.0421257993200002
ACH-000408,-1.09895270013
ACH-000410,-0.632158907188
ACH-000411,-1.0801335316
ACH-000414,-1.03849508509
ACH-000415,-0.8764316475130001
ACH-000416,-1.06646397526
ACH-000420,-0.7420806049009999
ACH-000421,-0.728101116092
ACH-000424,-0.8800311297650001
ACH-000425,-1.19690836486
ACH-000426,-0.826397605641
ACH-000427,-0.993301045176
ACH-000433,-0.919127844854
ACH-000436,-0.9495508563989999
ACH-000444,-0.934335849848
ACH-000445,-0.5933623726380001
ACH-000448,-1.30681161693
ACH-000450,-0.892882921828
ACH-000452,-0.589861891109
ACH-000454,-0.850681446445
ACH-000458,-0.724982796206
ACH-000459,-0.5412439088300001
ACH-000460,-0.995628114678
ACH-000461,-0.946203236449
ACH-000463,-1.10850518691
ACH-000464,-0.945341858331
ACH-000466,-0.820945801074
ACH-000467,-1.14657615345
ACH-000468,-0.36440213834799995
ACH-000469,-1.00342128286
ACH-000470,-1.01506306916
ACH-000471,-0.857445296671
ACH-000472,-1.10595616954
ACH-000473,-0.826216460748
ACH-000475,-1.1739099014899999
ACH-000476,-0.632818907934
ACH-000477,-0.818041725001
ACH-000480,-0.854074114918
ACH-000481,-0.6982367882170001
ACH-000483,-1.18904816131
ACH-000484,-0.67051220775
ACH-000485,-1.1431832363299999
ACH-000486,-1.01229406441
ACH-000487,-0.689954211679
ACH-000488,-0.788844488552
ACH-000490,-0.769641040776
ACH-000491,-0.948867198161
ACH-000495,-1.46285995044
ACH-000496,-1.0276461910899999
ACH-000499,-0.835314582105
ACH-000500,-0.654559578797
ACH-000502,-1.02753328618
ACH-000503,-0.9091391782610001
ACH-000505,-0.646448254768
ACH-000507,-0.861097519533
ACH-000510,-0.616229852738
ACH-000511,-0.6188600118990001
ACH-000512,-1.09294999264
ACH-000516,-0.451656635897
ACH-000517,-0.46287367650600003
ACH-000518,-0.519332431881
ACH-000520,-1.0763069725799999
ACH-000521,-0.796467715164
ACH-000522,-1.0951098367399998
ACH-000524,-1.13611997763
ACH-000527,-0.817860919649
ACH-000528,-1.0256090619
ACH-000537,-0.8072413637739999
ACH-000541,-0.569354008977
ACH-000542,-0.978618713582
ACH-000544,-0.763870383504
ACH-000545,-0.842261178199
ACH-000547,-0.908779903972
ACH-000548,-1.2153159768700001
ACH-000549,-0.947149630229
ACH-000550,-0.7302722234460001
ACH-000552,-0.662062013569
ACH-000556,-0.611078122804
ACH-000557,-1.1200744924700001
ACH-000570,-0.865987850017
ACH-000571,-0.789534198766
ACH-000573,-1.0073649872
ACH-000576,-0.763611958934
ACH-000580,-1.3772859967299997
ACH-000584,-1.2774175203799998
ACH-000585,-1.04610803179
ACH-000588,-0.710694179197
ACH-000589,-1.1131595828799998
ACH-000591,-0.8747715172499999
ACH-000593,-1.20216239778
ACH-000600,-1.28548220998
ACH-000601,-0.929979420086
ACH-000604,-0.5856471040169999
ACH-000605,-0.723696333532
ACH-000606,-0.800776700095
ACH-000608,-0.625419536773
ACH-000614,-1.1579202392799999
ACH-000616,-1.38999656025
ACH-000618,-0.7947213555589999
ACH-000619,-0.7207240505689999
ACH-000620,-1.07227344355
ACH-000621,-1.01050306171
ACH-000622,-0.950777877203
ACH-000623,-0.673453523229
ACH-000624,-1.18813403123
ACH-000627,-0.7290191744600001
ACH-000630,-0.903017881934
ACH-000632,-1.2080903329200001
ACH-000633,-0.422068108355
ACH-000637,-1.07329041156
ACH-000638,-1.10287070769
ACH-000646,-0.771619997412
ACH-000647,-0.991713571264
ACH-000648,-0.872763915176
ACH-000649,-1.09454018277
ACH-000651,-0.5643861952929999
ACH-000652,-0.584054867754
ACH-000653,-0.788174910542
ACH-000657,-0.720910815502
ACH-000658,-0.786797663364
ACH-000661,-1.00749578707
ACH-000662,-0.9044055358230001
ACH-000663,-0.865382981135
ACH-000665,-1.25649219108
ACH-000671,-0.560923263817
ACH-000673,-0.847995950689
ACH-000676,-1.28269951515
ACH-000677,-0.749112176613
ACH-000681,-0.768245447562
ACH-000682,-0.9257813006550001
ACH-000683,-0.759890319498
ACH-000684,-1.2562407235200002
ACH-000688,-0.542768028881
ACH-000693,-1.03278251437
ACH-000694,-0.717848902659
ACH-000695,-0.6425032337300001
ACH-000696,-0.944799061601
ACH-000697,-0.786682704506
ACH-000699,-1.19787284115
ACH-000701,-0.7733899887350001
ACH-000706,-1.01570485115
ACH-000711,-1.1115660983700002
ACH-000713,-1.25481308699
ACH-000714,-0.877068048934
ACH-000718,-0.818969493944
ACH-000720,-1.05721755017
ACH-000721,-0.8990132815449999
ACH-000724,-0.770427574831
ACH-000725,-0.803571673892
ACH-000732,-0.8044146032070001
ACH-000734,-1.08603654925
ACH-000735,-0.787453151117
ACH-000736,-0.904816139368
ACH-000738,-0.793936938508
ACH-000746,-0.872565743774
ACH-000747,-1.1081488807700002
ACH-000748,-0.712531188591
ACH-000753,-0.7474696474079999
ACH-000756,-1.3730116208200003
ACH-000757,-1.07265464235
ACH-000758,-0.8895414157520001
ACH-000760,-0.7686769070999999
ACH-000763,-0.9419692187109999
ACH-000764,-1.0088717905
ACH-000765,-0.615909550942
ACH-000766,-0.9414846804070001
ACH-000767,-0.666318559831
ACH-000768,-1.21368318251
ACH-000769,-1.05760468235
ACH-000770,-0.980296845219
