,MOCS3 (27304)
ACH-000004,-0.89854582955
ACH-000007,-0.71355027314
ACH-000009,-0.996671282601
ACH-000011,-1.3696896725299998
ACH-000012,-0.8655591024789999
ACH-000013,-0.684004723871
ACH-000014,-1.31183594576
ACH-000015,-0.719199509407
ACH-000017,-0.8372556300470001
ACH-000018,-0.962622271909
ACH-000019,-0.9427405789830001
ACH-000021,-1.0305015465799998
ACH-000022,-0.891492312536
ACH-000025,-1.1426975157400001
ACH-000028,-0.9810377271899999
ACH-000030,-1.14261227339
ACH-000035,-0.666947358408
ACH-000036,-1.12175431972
ACH-000037,-0.47044645996600004
ACH-000039,-0.7822202246250001
ACH-000040,-1.18044501073
ACH-000041,-1.00621541854
ACH-000042,-0.921954194104
ACH-000045,-0.912191554857
ACH-000047,-0.764244296708
ACH-000052,-1.03503526048
ACH-000053,-0.9882390026189999
ACH-000054,-1.03968458669
ACH-000055,-0.9428785534340001
ACH-000060,-1.1059515326
ACH-000067,-0.81959323861
ACH-000070,-1.16079260677
ACH-000075,-0.8530145795909999
ACH-000078,-0.8223920436100001
ACH-000082,-0.8023365133399999
ACH-000085,-0.76596362212
ACH-000086,-1.1762505339700002
ACH-000087,-1.2500361963
ACH-000092,-0.856563851596
ACH-000095,-1.05906266415
ACH-000097,-0.8347524977840001
ACH-000098,-1.10225776595
ACH-000099,-0.895956212577
ACH-000108,-1.01483208031
ACH-000113,-0.9652402534669999
ACH-000115,-0.9253886190880001
ACH-000116,-0.970107966355
ACH-000118,-0.784627304804
ACH-000120,-0.909991634074
ACH-000123,-1.01105341147
ACH-000127,-1.00413484826
ACH-000128,-0.844297864473
ACH-000132,-0.870246724665
ACH-000133,-0.8968966973579999
ACH-000137,-0.802988804377
ACH-000138,-0.977680741645
ACH-000142,-1.0874448971500001
ACH-000143,-0.795102272806
ACH-000146,-0.725775864061
ACH-000148,-0.9323071719149999
ACH-000150,-0.985871230676
ACH-000152,-0.644194307506
ACH-000153,-1.0011670553299998
ACH-000159,-0.834687107409
ACH-000160,-0.697127617842
ACH-000163,-0.9861904783550001
ACH-000167,-1.0554187023200001
ACH-000168,-1.13913151802
ACH-000169,-0.912634410221
ACH-000178,-0.870306482775
ACH-000182,-0.5647371907109999
ACH-000183,-1.04326320912
ACH-000188,-0.6995357963269999
ACH-000189,-1.18677654701
ACH-000190,-1.25431082771
ACH-000198,-0.9519641272480001
ACH-000204,-0.737672308562
ACH-000206,-0.757478292585
ACH-000207,-0.945928170316
ACH-000211,-1.02930595789
ACH-000215,-0.98692056916
ACH-000221,-0.777659849064
ACH-000222,-1.07540293065
ACH-000223,-0.690140380335
ACH-000226,-0.8110584725059999
ACH-000227,-0.896838661042
ACH-000228,-0.8245581225480001
ACH-000231,-0.9245267191150001
ACH-000232,-0.829670989818
ACH-000233,-0.93628168286
ACH-000234,-1.1859362683499999
ACH-000235,-0.7502950923
ACH-000237,-0.6642271279699999
ACH-000238,-0.9479538166299999
ACH-000243,-1.0240002236499999
ACH-000244,-0.892349159226
ACH-000246,-0.960676836806
ACH-000248,-1.2946303840200002
ACH-000250,-0.911804005697
ACH-000251,-0.541909918823
ACH-000253,-0.9832002480519999
ACH-000255,-0.940489361433
ACH-000256,-0.9296058661769999
ACH-000257,-0.9436183209219999
ACH-000258,-0.7081127673600001
ACH-000259,-0.9374689018000001
ACH-000260,-1.25706793373
ACH-000261,-1.02581543243
ACH-000262,-0.750318932406
ACH-000263,-0.587054216038
ACH-000264,-1.1128139248200002
ACH-000265,-0.8487073380750001
ACH-000266,-0.7729770313140001
ACH-000272,-0.961121784608
ACH-000273,-0.8977974011740001
ACH-000274,-1.10416542069
ACH-000277,-1.08835265705
ACH-000278,-0.6714990219050001
