,DHDH (27294)
ACH-000004,-0.12300487882000001
ACH-000007,0.14291676911499998
ACH-000009,-0.1274182938
ACH-000011,0.093714689658
ACH-000012,-0.109052918341
ACH-000013,-0.203486782139
ACH-000014,-0.15802380810699998
ACH-000015,-0.22424211581999998
ACH-000017,0.0383523592452
ACH-000018,-0.14708537019999998
ACH-000019,-0.16946607631900001
ACH-000021,-0.153379378047
ACH-000022,-0.141829992421
ACH-000025,0.09594516568849999
ACH-000028,-0.06512074690719999
ACH-000030,-0.102036082116
ACH-000035,-0.10523794547399999
ACH-000036,-0.157301341648
ACH-000037,-0.08293835791660001
ACH-000039,-0.026768928412200004
ACH-000040,0.11350005311799999
ACH-000041,0.0423144038494
ACH-000042,-0.14159810895
ACH-000045,-0.180983518079
ACH-000047,-0.16897421215
ACH-000052,-0.40731302177699996
ACH-000053,-0.177278639055
ACH-000054,-0.08079259944810001
ACH-000055,-0.174338700548
ACH-000060,0.129542137459
ACH-000067,-0.23239599280499998
ACH-000070,-0.123872681643
ACH-000075,-0.124153102029
ACH-000078,0.08914538175789999
ACH-000082,0.0760703733094
ACH-000085,-0.005695152474100001
ACH-000086,-0.12926458298000001
ACH-000087,0.05083630512350001
ACH-000092,-0.0734171441199
ACH-000095,0.023828144195099998
ACH-000097,-0.167749465426
ACH-000098,-0.08465004981339999
ACH-000099,-0.120970872906
ACH-000108,-0.376117047673
ACH-000113,0.0856441645032
ACH-000115,-0.24318452654699999
ACH-000116,-0.0825780774847
ACH-000118,-0.15390079734
ACH-000120,0.052278052754
ACH-000123,-0.06703953481069999
ACH-000127,0.0181711805546
ACH-000128,0.0681415678734
ACH-000132,0.0094127201358
ACH-000133,-0.11664101831399999
ACH-000137,-0.33808505012699996
ACH-000138,-0.180251334489
ACH-000142,-0.0404146974909
ACH-000143,-0.172031877113
ACH-000146,-0.280727524612
ACH-000148,0.129623719322
ACH-000150,0.0909352264245
ACH-000152,-0.0163564637373
ACH-000153,0.19313002214400002
ACH-000159,-0.10868649941099999
ACH-000160,-0.127885713047
ACH-000163,-0.0625243898087
ACH-000167,0.0522043428144
ACH-000168,-0.148595926195
ACH-000169,-0.0894544641811
ACH-000178,0.028815293122400002
ACH-000182,-0.0473899627614
ACH-000183,0.0634889475022
ACH-000188,-0.014039304619799998
ACH-000189,0.228283078842
ACH-000190,0.045497963960600005
ACH-000198,-0.0941469612227
ACH-000204,-0.32961447104
ACH-000206,0.0780074781712
ACH-000207,-0.240052554721
ACH-000211,-0.0879784580819
ACH-000215,-0.0158849195455
ACH-000221,0.0491025137699
ACH-000222,-0.0421316340262
ACH-000223,0.0701044013378
ACH-000226,-0.06966273975739999
ACH-000227,0.149081628099
ACH-000228,-0.0677061799188
ACH-000231,0.12130417382200001
ACH-000232,-0.177427648265
ACH-000233,-0.26810165144000003
ACH-000234,-0.0954251934904
ACH-000235,-0.104305252994
ACH-000237,-0.146216381838
ACH-000238,0.0854496382267
ACH-000243,-0.07934104365669999
ACH-000244,0.0394280652889
ACH-000246,-0.20496805732
ACH-000248,-0.0418537288248
ACH-000250,-0.0397599774988
ACH-000251,-0.196635437273
ACH-000253,0.0714934880359
ACH-000255,-0.129972729294
ACH-000256,-0.258173250111
ACH-000257,-0.266394208863
ACH-000258,0.017013144902600003
ACH-000259,-0.19547742080299998
ACH-000260,0.032743780255
ACH-000261,-0.0018464549109300002
ACH-000262,-0.334664441303
ACH-000263,0.11699530955700001
ACH-000264,0.0320134213636
ACH-000265,-0.136971634936
ACH-000266,-0.129494274574
ACH-000272,0.072994806057
ACH-000273,-0.0415319448036
ACH-000274,-0.0126538150684
ACH-000277,-0.155084124375
ACH-000278,-0.101272981316
ACH-000279,-0.136626914828
ACH-000280,-0.18547664361900001
ACH-000281,-0.207832513075
ACH-000288,0.101258083675
ACH-000291,-0.122103899549
ACH-000293,-0.021640576625299997
ACH-000294,-0.196955744498
ACH-000295,-0.145870975912
ACH-000296,-0.161460506196
ACH-000302,-0.39343788812200003
ACH-000304,-0.00516861920807
ACH-000307,0.0592078147413
ACH-000308,-0.188627953167
ACH-000310,-0.0340703893501
ACH-000311,-0.126394117822
ACH-000312,-0.0998872543197
ACH-000315,-0.522716520657
ACH-000316,0.012278096032
ACH-000317,0.230411380831
ACH-000318,-0.00780865484369
ACH-000319,-0.134795786856
ACH-000320,-0.025906465753799998
ACH-000322,0.124377124975
ACH-000323,-0.0507225015669
ACH-000324,-0.09596390711639999
ACH-000329,0.028064269966199998
ACH-000330,-0.12493259912100001
ACH-000331,0.0324293754293
ACH-000332,-0.0843950418063
ACH-000334,-0.16228546083599998
ACH-000335,0.068806343616
ACH-000336,-0.222554391299
ACH-000337,0.09955593755989998
ACH-000339,-0.0520111540886
ACH-000341,-0.166929926257
ACH-000348,0.0711154057136
ACH-000350,-0.012592781666299999
ACH-000352,-0.0573930729505
ACH-000356,-0.204899296007
ACH-000361,-0.282337317117
ACH-000362,-0.151558751258
ACH-000363,-0.0563083383335
ACH-000364,-0.0407228605014
ACH-000365,-0.08625906085179999
ACH-000366,-0.0379120662717
ACH-000368,0.299774945009
ACH-000374,-0.0334027959497
ACH-000375,0.303707907525
ACH-000376,0.0725737306758
ACH-000381,0.14579988085599999
ACH-000383,-0.0751771364913
ACH-000387,-0.0171389359847
ACH-000389,-0.22739551883099998
ACH-000390,-0.09406844109919998
ACH-000393,-0.20084796251899997
ACH-000395,-0.21383031960499999
ACH-000397,-0.0663170572746
ACH-000401,0.108501189977
ACH-000402,0.506562855375
ACH-000403,0.0160394495113
ACH-000404,-0.314928298452
ACH-000406,0.0209966030914
ACH-000407,-0.0374442047159
ACH-000408,-0.310795074136
ACH-000410,-0.07687569765999999
ACH-000411,-0.0733992389487
ACH-000414,-0.0380758863107
ACH-000415,0.109801137337
ACH-000416,-0.0747020915564
ACH-000420,0.052676505537800004
ACH-000421,-0.06061398554690001
ACH-000424,0.259053280717
ACH-000425,0.0116850254082
ACH-000426,0.291144406974
ACH-000427,0.146099309802
ACH-000433,-0.164066755394
ACH-000436,-0.146133258164
ACH-000444,0.00475322328097
ACH-000445,-0.0119569955495
ACH-000448,-0.16143586438
ACH-000450,0.09721100911630001
ACH-000452,-0.0551285729215
