,STYXL1 (51657)
ACH-000004,-0.116676860088
ACH-000007,0.504458148129
ACH-000009,0.23346783067
ACH-000011,0.120764684528
ACH-000012,0.10046872623299999
ACH-000013,0.152228295282
ACH-000014,0.270491493251
ACH-000015,0.294730117344
ACH-000017,0.13589973029400002
ACH-000018,0.405733804163
ACH-000019,0.09531726843499999
ACH-000021,0.146993276838
ACH-000022,0.11138292457900001
ACH-000025,0.128174498894
ACH-000028,0.152473674007
ACH-000030,0.177473725724
ACH-000035,0.241203199573
ACH-000036,0.0249359840974
ACH-000037,-0.0697435044564
ACH-000039,0.21531527346999998
ACH-000040,0.142606566617
ACH-000041,-0.012965064675900001
ACH-000042,0.198170890929
ACH-000045,0.160923744241
ACH-000047,0.0560531390111
ACH-000052,0.151236810527
ACH-000053,0.107432370941
ACH-000054,0.178659927998
ACH-000055,0.36436016352300005
ACH-000060,-0.133016760146
ACH-000067,0.147782750232
ACH-000070,-0.00393497714203
ACH-000075,0.084285071469
ACH-000078,0.019020488466099997
ACH-000082,0.145781232261
ACH-000085,0.211777629756
ACH-000086,0.259803458305
ACH-000087,0.19382848937199998
ACH-000092,0.217547854991
ACH-000095,0.0636703961288
ACH-000097,0.0201445380207
ACH-000098,0.123749819682
ACH-000099,0.245709318882
ACH-000108,0.20846673030299998
ACH-000113,0.11294323890699999
ACH-000115,0.25647719094
ACH-000116,0.223076906441
ACH-000118,0.31038916055599997
ACH-000120,0.273103325868
ACH-000123,0.18878332099800002
ACH-000127,-0.0291865281338
ACH-000128,-0.12807697989
ACH-000132,0.23816994518100001
ACH-000133,0.140761737828
ACH-000137,0.130939633346
ACH-000138,0.177262836655
ACH-000142,0.071741111768
ACH-000143,0.00920469769468
ACH-000146,0.31099238512
ACH-000148,0.03651885905880001
ACH-000150,0.232115903084
ACH-000152,0.305584880151
ACH-000153,0.360266105519
ACH-000159,0.14864289631799998
ACH-000160,-0.0287082512033
ACH-000163,0.030069594905400003
ACH-000167,0.210742102536
ACH-000168,-0.0197622026836
ACH-000169,0.208476261527
ACH-000178,0.282389205666
ACH-000182,0.206539364015
ACH-000183,0.239480042703
ACH-000188,0.0681661659992
ACH-000189,0.100443497837
ACH-000190,0.275238371025
ACH-000198,0.129818918101
ACH-000204,0.392842480066
ACH-000206,0.437766521823
ACH-000207,0.148376714632
ACH-000211,0.167845254635
ACH-000215,0.15352642688100002
ACH-000221,0.297759394718
ACH-000222,0.040015709573
ACH-000223,0.20241486197
ACH-000226,0.302577051208
ACH-000227,-0.0437328553144
ACH-000228,0.217877078316
ACH-000231,0.16836876835200001
ACH-000232,0.12201528109200001
ACH-000233,0.208984263239
ACH-000234,0.146577064279
ACH-000235,0.151248034968
ACH-000237,0.171845321904
ACH-000238,0.0109701151306
ACH-000243,0.22784430420600002
ACH-000244,-0.025414205622999998
ACH-000246,0.18627174223
ACH-000248,0.313440419803
ACH-000250,0.0711369180523
ACH-000251,0.13221508908500001
ACH-000253,0.167153217375
ACH-000255,0.0522773456195
ACH-000256,0.20101939403000002
ACH-000257,0.0227638478842
ACH-000258,0.24767818331
ACH-000259,0.127030502283
ACH-000260,0.0879189475769
ACH-000261,0.035666978463199994
ACH-000262,-0.04715723910019999
ACH-000263,0.005273371398649999
ACH-000264,-0.00861794111907
ACH-000265,0.358002430977
ACH-000266,0.16619207231799998
ACH-000272,0.21041217395
ACH-000273,0.156487488797
ACH-000274,0.15957875097899998
ACH-000277,0.146322664999
ACH-000278,0.021014884195
ACH-000279,0.12491955024800001
ACH-000280,0.201227078091
ACH-000281,0.362902824594
ACH-000288,0.156992743142
ACH-000291,0.27161275523600004
ACH-000293,0.101752437059
ACH-000294,0.192543045475
