,NBEAL1 (65065)
ACH-000004,-0.555914339027
ACH-000007,-0.35604999625699996
ACH-000009,-0.4608598160399999
ACH-000011,-0.443331964594
ACH-000012,-0.430363008047
ACH-000013,-0.5059142548059999
ACH-000014,-0.47607302503700005
ACH-000015,-0.587094198369
ACH-000017,-0.517575108172
ACH-000018,-0.44271395546899994
ACH-000019,-0.40847422857199994
ACH-000021,-0.622563483563
ACH-000022,-0.840249339474
ACH-000025,-0.445849533366
ACH-000028,-0.40262927681999994
ACH-000030,-0.513213739522
ACH-000035,-0.44283958976000004
ACH-000036,-0.532269595702
ACH-000037,-0.672562310518
ACH-000039,-0.456353632258
ACH-000040,-0.59407976348
ACH-000041,-0.6270021839109999
ACH-000042,-0.513695085057
ACH-000045,-0.5894600541489999
ACH-000047,-0.468220356388
ACH-000052,-0.568744471586
ACH-000053,-0.534124790855
ACH-000054,-0.58524193182
ACH-000055,-0.477235636662
ACH-000060,-0.394079135184
ACH-000067,-0.419107529617
ACH-000070,-0.6467106763270001
ACH-000075,-0.695682804631
ACH-000078,-0.813970766616
ACH-000082,-0.442096373192
ACH-000085,-0.383336219561
ACH-000086,-0.367698390898
ACH-000087,-0.36828930169
ACH-000092,-0.777241282227
ACH-000095,-0.7153317279100001
ACH-000097,-0.484089599724
ACH-000098,-0.563772433744
ACH-000099,-0.6824320836929999
ACH-000108,-0.407663176443
ACH-000113,-0.61313621986
ACH-000115,-0.989006608402
ACH-000116,-0.388746545256
ACH-000118,-0.394846697289
ACH-000120,-0.37799703592100004
ACH-000123,-0.462242553603
ACH-000127,-0.705553111313
ACH-000128,-0.480468163742
ACH-000132,-0.8695070027860001
ACH-000133,-0.557165519486
ACH-000137,-0.5557029231130001
ACH-000138,-0.428490672729
ACH-000142,-0.49731356976400004
ACH-000143,-0.37559259296999997
ACH-000146,-0.718868830998
ACH-000148,-0.465408546252
ACH-000150,-0.314773584328
ACH-000152,-0.444667128738
ACH-000153,-0.6188115728600001
ACH-000159,-0.6378264559179999
ACH-000160,-0.870897250853
ACH-000163,-0.215186700671
ACH-000167,-0.688476520283
ACH-000168,-0.567913589495
ACH-000169,-0.5774576971050001
ACH-000178,-0.553628496407
ACH-000182,-0.829616349192
ACH-000183,-0.402554083129
ACH-000188,-0.430476048333
ACH-000189,-0.127033252358
ACH-000190,-0.310467659081
ACH-000198,-0.596531606839
ACH-000204,-0.268910119871
ACH-000206,-0.546271509442
ACH-000207,-0.620122809102
ACH-000211,-0.641383972641
ACH-000215,-0.827137898664
ACH-000221,-0.509421125308
ACH-000222,-0.670722823872
ACH-000223,-0.767008411595
ACH-000226,-0.42274894642800004
ACH-000227,-1.39958605759
ACH-000228,-0.608594774414
ACH-000231,-0.5018545531490001
ACH-000232,-0.765210960751
ACH-000233,-0.587940475956
ACH-000234,-0.66834596884
ACH-000235,-0.7304086988580001
ACH-000237,-0.389852200099
ACH-000238,-0.67140885057
ACH-000243,-0.570872458623
ACH-000244,-0.463177124943
ACH-000246,-0.569012979444
ACH-000248,-0.427240183976
ACH-000250,-0.578586375947
ACH-000251,-0.19328153531300002
ACH-000253,-0.590878297087
ACH-000255,-0.39871699809199995
ACH-000256,-0.414194730663
ACH-000257,-0.650529795396
ACH-000258,-0.759793287697
ACH-000259,-0.638674620747
ACH-000260,-0.45887783546099997
ACH-000261,-0.6488138803869999
ACH-000262,-0.33079623448199996
ACH-000263,-0.901023046588
ACH-000264,-0.826848282596
ACH-000265,-0.510128502719
ACH-000266,-0.659932491173
ACH-000272,-0.901700666805
ACH-000273,-0.6214272775299999
ACH-000274,-1.0452799019399999
ACH-000277,-0.563265912109
ACH-000278,-0.16805746651700001
ACH-000279,-0.697169772658
ACH-000280,-0.597957700791
ACH-000281,-0.592793207061
ACH-000288,-0.6719989165000001
ACH-000291,-0.323952310004
ACH-000293,-0.506003757718
ACH-000294,-0.269120266131
ACH-000295,-0.799961892208
ACH-000296,-0.426160705581
ACH-000302,-0.6816047302480001
ACH-000304,-0.903238542879
ACH-000307,-0.559705503942
ACH-000308,-0.814335337281
ACH-000310,-1.28472031501
ACH-000311,-0.6040266564500001
ACH-000312,-0.63827191573
ACH-000315,-0.40459646734099997
ACH-000316,-0.25482705302700004
ACH-000317,-0.72996807073
ACH-000318,-0.489837806329
ACH-000319,-0.413512686705
ACH-000320,-0.6839104351899999
ACH-000322,-0.388231045024
ACH-000323,-0.562401066933
ACH-000324,-0.685874698627
ACH-000329,-0.660613256415
ACH-000330,-0.307301416314
ACH-000331,-0.254434482435
ACH-000332,-0.556592916531
ACH-000334,-1.24975408419
ACH-000335,-0.43617363374799994
ACH-000336,-0.8829633541700002
ACH-000337,-0.397950358055
ACH-000339,-0.635836901615
ACH-000341,-0.857875871847
ACH-000348,-0.49604352215499997
ACH-000350,-0.855801644528
ACH-000352,-0.478417498578
ACH-000356,-0.47851539458000003
ACH-000361,-0.38239346273
ACH-000362,-0.80427369348
ACH-000363,-0.666846982861
ACH-000364,-0.567793016673
ACH-000365,-0.615608924882
ACH-000366,-0.591742614109
ACH-000368,-0.342665837305
ACH-000374,-0.767120837732
ACH-000375,-0.48585282561000004
ACH-000376,-0.659512680441
ACH-000381,-0.40401451571099994
ACH-000383,-0.831023060686
ACH-000387,-0.7155942104790001
ACH-000389,-0.320442528519
ACH-000390,-0.679103499392
ACH-000393,-0.47931654013400005
ACH-000395,-0.545580044745
ACH-000397,-0.591843926855
ACH-000401,-0.432659438936
ACH-000402,-0.682165562837
ACH-000403,-0.7925107876430001
ACH-000404,-0.511102752586
ACH-000406,-0.460723350251
ACH-000407,-0.492077933751
ACH-000408,-0.589719628251
ACH-000410,-0.444836488177
ACH-000411,-0.394135175264
ACH-000414,-0.8010992895640001
ACH-000415,-0.7700531840620001
ACH-000416,-0.578583915947
ACH-000420,-0.444458786396
ACH-000421,-0.47751974708800005
ACH-000424,-0.6755244066949999
ACH-000425,-0.670147831365
ACH-000426,-0.47597404614100003
ACH-000427,-0.9072417516079999
ACH-000433,-0.235819218367
ACH-000436,-0.472649805326
ACH-000444,-0.32756894163100003
ACH-000445,-0.332047944303
ACH-000448,-0.6951415230670001
ACH-000450,-0.337857756202
ACH-000452,-0.602707738417
ACH-000454,-0.231360926699
ACH-000458,-0.40322468134000006
ACH-000459,0.09776442230560001
ACH-000460,-0.489131669735
ACH-000461,-0.53008556032
ACH-000463,-0.45792344378999994
ACH-000464,-0.372204064672
ACH-000466,-0.758906012797
ACH-000467,-0.43716111963999993
ACH-000468,-0.638036534319
ACH-000469,-0.606720717717
ACH-000470,-0.7299710441399999
ACH-000471,-0.62123271619
ACH-000472,-0.9203206623669999
ACH-000473,-0.22965668609499998
ACH-000475,-0.742072178842
ACH-000476,-0.55787040788
ACH-000477,-0.434610767407
ACH-000480,-0.323472612082
ACH-000481,-0.585428973071
ACH-000483,-0.263293717083
ACH-000484,-0.7479764057230001
ACH-000485,-0.773963686155
ACH-000486,-0.453130674854
ACH-000487,-0.617771287609
ACH-000488,-0.47648013984800003
ACH-000490,-0.272229587543
ACH-000491,-0.561429614844
ACH-000495,-0.47631987329
ACH-000496,-0.434264812843
ACH-000499,-0.440987063073
ACH-000500,-0.554914359234
ACH-000502,-0.633979635663
ACH-000503,-0.43855182864200004
ACH-000505,-0.5954669324549999
ACH-000507,-0.53212710506
ACH-000510,-0.6462599435090001
ACH-000511,-0.256216874259
ACH-000512,-0.226359135932
ACH-000516,-0.7201061587279999
ACH-000517,-0.7152347202949999
ACH-000518,-0.37462246277500005
ACH-000520,-0.465231564668
ACH-000521,-0.523337182622
ACH-000522,-0.910754035984
ACH-000524,-0.6385250807689999
ACH-000527,-0.486889975245
ACH-000528,-0.536334150643
ACH-000537,-0.424942287989
ACH-000541,-0.259332780278
ACH-000542,-0.572981670435
ACH-000544,-0.65069605456
ACH-000545,-0.5971121071600001
ACH-000547,-0.18747056335
ACH-000548,-0.53372023577
ACH-000549,-0.291197655164
ACH-000550,-0.49781625303099997
ACH-000552,-0.53150781213
ACH-000556,-0.578859586256
ACH-000557,-1.45077221592
ACH-000570,-0.428383237746
ACH-000571,-0.651309726704
ACH-000573,-0.447253916785
ACH-000576,-0.385918536857
ACH-000580,-0.40447436278399995
ACH-000584,-0.734628820645
ACH-000585,-0.575581908129
ACH-000588,-0.44425928376
ACH-000589,-0.426042064023
ACH-000591,-0.15620022899900002
ACH-000593,-0.463978279408
ACH-000600,-0.6050888024319999
ACH-000601,-0.562296054568
ACH-000604,-0.43429792213699997
ACH-000605,-0.648231949724
ACH-000606,-0.321522891375
ACH-000608,-1.2056352981
ACH-000614,-0.90155265199
ACH-000616,-0.589301988831
ACH-000618,-0.584302015922
ACH-000619,-0.45505565164399997
ACH-000620,-0.683890685874
ACH-000621,-0.995645729202
ACH-000622,-0.6715128236810001
ACH-000623,-0.670603985299
ACH-000624,-0.613246983775
ACH-000627,-0.587899479885
ACH-000630,-0.556027968332
ACH-000632,-0.431777305793
ACH-000633,-0.740522218393
ACH-000637,-0.52793229976
ACH-000638,-0.389671262041
ACH-000646,-0.442560287062
ACH-000647,-0.704463803736
ACH-000648,-0.43998423481700005
ACH-000649,-0.61299281211
ACH-000651,-0.619688705576
ACH-000652,-0.471100180374
ACH-000653,-0.802414656792
ACH-000657,-0.600318361609
ACH-000658,-0.847727164956
ACH-000661,-0.497093249949
ACH-000662,-0.25653788445799997
ACH-000663,-0.3873874224
ACH-000665,-0.443847313869
ACH-000671,-0.361199360307
ACH-000673,-0.892014334097
ACH-000676,-0.782663003359
ACH-000677,-0.587789854278
ACH-000681,-0.626657721922
ACH-000682,-0.65293712107
ACH-000683,-0.953223484302
ACH-000684,-0.24476925668299998
ACH-000688,-0.558839009394
ACH-000693,-0.643442543533
ACH-000694,-0.633669564097
ACH-000695,-0.7288626312
ACH-000696,-0.497282977615
ACH-000697,-0.376950414093
ACH-000699,-0.43600652156900005
ACH-000701,-0.766969676972
ACH-000706,-0.48099257319600003
ACH-000711,-0.71410176121
ACH-000713,-0.310188786374
ACH-000714,-0.468410759335
ACH-000718,-0.563022850779
ACH-000720,-0.595357844885
ACH-000721,-0.684764001481
ACH-000724,-0.45080656231399996
ACH-000725,-0.901007405472
ACH-000732,-0.262228789192
ACH-000734,-0.490921536369
ACH-000735,-0.633046785663
ACH-000736,-0.460507481337
ACH-000738,-0.594042428378
ACH-000746,-0.356040765011
ACH-000747,-0.371271636018
ACH-000748,-0.42790674208000007
ACH-000753,-0.527395036723
ACH-000756,-0.538465995976
ACH-000757,-0.552047628801
ACH-000758,-0.42469366649400003
ACH-000760,-0.38644981795999994
ACH-000763,-0.8820845670180001
ACH-000764,-0.453997718283
ACH-000765,-0.451898419966
ACH-000766,-0.5892082648260001
ACH-000767,-0.8249879091050001
ACH-000768,-0.500550669878
ACH-000769,-0.552033822776
ACH-000770,-0.582034982104
ACH-000771,-0.445327298307
ACH-000773,-0.564743518217
ACH-000776,-0.394519100774
ACH-000777,-0.323403086603
ACH-000778,-0.648160296813
ACH-000781,-0.624425979974
ACH-000782,-0.500541840576
ACH-000783,-0.682368910316
ACH-000784,-0.451044954093
ACH-000785,-0.8500356927580001
ACH-000787,-0.37167899847099994
ACH-000788,-0.731265472324
ACH-000791,-0.565065642192
ACH-000792,-0.230296112137
ACH-000794,-0.451251179191
ACH-000796,-0.809971512672
ACH-000799,-0.604598400764
ACH-000800,-0.7694440255239999
ACH-000802,-0.304393970202
ACH-000804,-0.63627431234
ACH-000805,-0.6490200454680001
ACH-000809,-0.46470480644100004
ACH-000810,-0.261801826125
ACH-000811,-0.48395437615500003
ACH-000817,-0.41196735455
ACH-000819,-0.512697839762
ACH-000820,-0.557220825411
ACH-000821,-0.450273294648
ACH-000822,-0.762056831082
ACH-000823,-0.549612843085
ACH-000824,-0.7814473308259999
ACH-000827,-0.553136909893
ACH-000829,-0.47923137566000007
ACH-000831,-0.47345590669200005
ACH-000832,-0.37337300381099997
ACH-000833,-0.18305794690299998
ACH-000834,-0.38671991407399997
ACH-000835,-0.47771632322400004
ACH-000836,-0.55009049822
ACH-000837,-0.569076019458
ACH-000838,-0.53226888733
ACH-000839,-0.285109133105
ACH-000840,-0.444623302856
ACH-000841,-0.397038778967
ACH-000843,-0.406673442004
