,VAV2 (7410)
ACH-000004,0.018051292052099998
ACH-000007,-0.10381694096
ACH-000009,-0.367369013019
ACH-000011,-0.06806795659630001
ACH-000012,-0.256708732068
ACH-000013,-0.168868578363
ACH-000014,-0.121333764407
ACH-000015,-0.2863347146
ACH-000017,-0.188514883595
ACH-000018,-0.216207914767
ACH-000019,-0.127230051698
ACH-000021,-0.167342692808
ACH-000022,-0.281757215146
ACH-000025,-0.262982846565
ACH-000028,-0.0985881889232
ACH-000030,-0.259597886362
ACH-000035,-0.0788775703219
ACH-000036,-0.144116174482
ACH-000037,-0.38195339516800003
ACH-000039,-0.189589553077
ACH-000040,-0.12203502103599999
ACH-000041,-0.190615761549
ACH-000042,-0.312161483971
ACH-000045,-0.009581405056139998
ACH-000047,0.029769077498499996
ACH-000052,0.0802722589464
ACH-000053,-0.198928667214
ACH-000054,-0.163843235863
ACH-000055,-0.24830675275400002
ACH-000060,-0.10462439420900001
ACH-000067,-0.10362785443499999
ACH-000070,-0.162918062183
ACH-000075,-0.24530181526099998
ACH-000078,-0.321653676539
ACH-000082,-0.191041092423
ACH-000085,-0.212439025383
ACH-000086,-0.218995524163
ACH-000087,-0.472531032414
ACH-000092,-0.10497349468900001
ACH-000095,-0.190459400823
ACH-000097,-0.149573491285
ACH-000098,-0.265116009346
ACH-000099,-0.192309543901
ACH-000108,-0.0887452019448
ACH-000113,-0.105859123697
ACH-000115,-0.466390925192
ACH-000116,-0.05813835970430001
ACH-000118,-0.16945652886100002
ACH-000120,-0.018061345203499998
ACH-000123,-0.18347161420000002
ACH-000127,-0.312092183781
ACH-000128,-0.269698514464
ACH-000132,-0.190922127311
ACH-000133,-0.149000303589
ACH-000137,0.006434140894520001
ACH-000138,-0.08300610071660001
ACH-000142,-0.255943886949
ACH-000143,-0.13726136715099999
ACH-000146,-0.0964624686716
ACH-000148,-0.15377808141
ACH-000150,-0.07165034459149999
ACH-000152,-0.17507892786600002
ACH-000153,-0.138997186345
ACH-000159,-0.10954680017799999
ACH-000160,-0.149446213743
ACH-000163,-0.380066497853
ACH-000167,-0.0839571671978
ACH-000168,-0.40576702733099995
ACH-000169,-0.155154510162
ACH-000178,-0.29399033491300003
ACH-000182,-0.20422349285100003
ACH-000183,-0.0304823485891
ACH-000188,-0.157862632158
ACH-000189,-0.037978373226
ACH-000190,-0.0436002886207
ACH-000198,-0.198697722135
ACH-000204,-0.0957588696679
ACH-000206,-0.0169028385689
ACH-000207,-0.350131120334
ACH-000211,-0.24311067929699998
ACH-000215,-0.102949205607
ACH-000221,-0.360020226553
ACH-000222,-0.056800962591
ACH-000223,-0.11841234151900001
ACH-000226,-0.0359858907956
ACH-000227,-0.10879416177500001
ACH-000228,-0.158624234305
ACH-000231,-0.136688663241
ACH-000232,-0.220627395475
ACH-000233,-0.262168599301
ACH-000234,-0.102254652596
ACH-000235,-0.145823310153
ACH-000237,-0.184183859359
ACH-000238,-0.44961837113
ACH-000243,-0.05711588944899999
ACH-000244,-0.170595637192
ACH-000246,0.0106558850542
ACH-000248,-0.436737730268
ACH-000250,-0.213462231508
