,EAF2 (55840)
ACH-000004,-0.0989476231608
ACH-000007,0.0797167285031
ACH-000009,-0.18298561320999998
ACH-000011,-0.246783240388
ACH-000012,-0.135880833568
ACH-000013,-0.0832595748358
ACH-000014,-0.313744086345
ACH-000015,-0.106366230592
ACH-000017,-0.154189475531
ACH-000018,-0.107218154821
ACH-000019,-0.20292080432
ACH-000021,-0.09075727614639999
ACH-000022,-0.152487134878
ACH-000025,-0.0727461634204
ACH-000028,-0.265756693132
ACH-000030,-0.115410592664
ACH-000035,-0.341160810183
ACH-000036,-0.283414292929
ACH-000037,0.11268503795700001
ACH-000039,-0.252178978431
ACH-000040,-0.144168794818
ACH-000041,-0.08666738734200001
ACH-000042,-0.162786248478
ACH-000045,0.0494248351779
ACH-000047,-0.13237756085000002
ACH-000052,0.129091355991
ACH-000053,-0.08425094412560001
ACH-000054,-0.0468269082121
ACH-000055,0.07876366266149999
ACH-000060,-0.0808639308568
ACH-000067,-0.186308828187
ACH-000070,-0.28336937816
ACH-000075,-0.477259566951
ACH-000078,-0.09887943010960001
ACH-000082,-0.31287601829100004
ACH-000085,-0.20510784304000002
ACH-000086,0.0356633993808
ACH-000087,-0.0509062610123
ACH-000092,-0.183737887445
ACH-000095,-0.11064419294399999
ACH-000097,-0.238274349982
ACH-000098,-0.042376333458
ACH-000099,-0.10548070451
ACH-000108,-0.170829990042
ACH-000113,-0.160647404564
ACH-000115,-0.22592452498399998
ACH-000116,-0.184190648525
ACH-000118,-0.0666077848023
ACH-000120,-0.155549519012
ACH-000123,-0.247789281175
ACH-000127,-0.12209779699100001
ACH-000128,-0.22676913123000003
ACH-000132,-0.30694361347
ACH-000133,-0.285382300118
ACH-000137,-0.0854410761201
ACH-000138,-0.166224686983
ACH-000142,-0.125216722362
ACH-000143,-0.288002725758
ACH-000146,-0.15448281951099999
ACH-000148,-0.10135022904999999
ACH-000150,-0.13624684666
ACH-000152,-0.280267312331
ACH-000153,-0.44012907232799997
ACH-000159,-0.198226801363
ACH-000160,-0.365343328115
ACH-000163,-0.18332345605
ACH-000167,-0.39070182652400004
ACH-000168,-0.101032499695
ACH-000169,-0.111269441568
ACH-000178,-0.0233969670606
ACH-000182,-0.25749127013
ACH-000183,-0.342531070936
ACH-000188,-0.184845281317
ACH-000189,0.09366300617319999
ACH-000190,-0.116277789055
ACH-000198,-0.15087358868200001
ACH-000204,-0.534037497974
ACH-000206,-0.254507658465
ACH-000207,-0.0696286062053
ACH-000211,-0.280278311264
ACH-000215,-0.10427807679199999
ACH-000221,0.041071498968000004
ACH-000222,-0.219529009745
ACH-000223,-0.374632004372
ACH-000226,-0.277532217493
ACH-000227,-0.16322346048800002
ACH-000228,-0.11464785233
ACH-000231,-0.218660324533
ACH-000232,-0.24221406585000002
ACH-000233,-0.21788505340599998
ACH-000234,-0.2349458827
ACH-000235,-0.143686047399
ACH-000237,-0.13744398509000003
ACH-000238,0.000556481962992
ACH-000243,-0.17884111282200002
ACH-000244,0.00495624509383
