,ARPC1B (10095)
ACH-000004,0.222742762385
ACH-000007,0.212200628301
ACH-000009,0.0661586508757
ACH-000011,0.22968631135499998
ACH-000012,-0.0250443320787
ACH-000013,0.21090864434099998
ACH-000014,0.161167367432
ACH-000015,0.278228798607
ACH-000017,0.16998738048300002
ACH-000018,0.14687938870699999
ACH-000019,0.24851332997699999
ACH-000021,-0.0692587156586
ACH-000022,-0.0402616028335
ACH-000025,0.250089636709
ACH-000028,0.19295562500900001
ACH-000030,0.16797213095199998
ACH-000035,0.11010570937400001
ACH-000036,0.0556251737593
ACH-000037,0.183634179168
ACH-000039,0.229003009551
ACH-000040,0.30465205677499996
ACH-000041,0.0725081959469
ACH-000042,0.260947832533
ACH-000045,0.164749288892
ACH-000047,0.16064823975700002
ACH-000052,0.021453206494200003
ACH-000053,0.09018224531610002
ACH-000054,0.16781953734900001
ACH-000055,0.199097869742
ACH-000060,0.18844482777
ACH-000067,0.052956231039000004
ACH-000070,0.275354326117
ACH-000075,-0.0290765005015
ACH-000078,0.225534740589
ACH-000082,0.184873449374
ACH-000085,0.216265412834
ACH-000086,0.241427290488
ACH-000087,0.0455485235031
ACH-000092,0.350008963995
ACH-000095,0.164134244167
ACH-000097,0.151613229667
ACH-000098,0.208007331125
ACH-000099,0.221793364661
ACH-000108,0.138772304623
ACH-000113,-0.0465119632728
ACH-000115,0.183183053484
ACH-000116,0.215419257817
ACH-000118,0.155143128476
ACH-000120,0.322416258957
ACH-000123,0.039085836902
ACH-000127,0.143169963034
ACH-000128,0.20439471115
ACH-000132,-0.00157279481706
ACH-000133,0.281535621645
ACH-000137,0.218587060532
ACH-000138,0.138322604223
ACH-000142,0.128428325633
ACH-000143,0.0928260772957
ACH-000146,0.0902602253055
ACH-000148,0.156105810401
ACH-000150,0.385905420587
ACH-000152,0.16028836853599998
ACH-000153,0.100588490315
ACH-000159,0.251196953314
ACH-000160,-0.09346372926560001
ACH-000163,0.174808247828
ACH-000167,-0.11382546428899999
ACH-000168,0.039801662831
ACH-000169,0.17761521917800002
ACH-000178,0.26304097207800003
ACH-000182,0.245055445738
ACH-000183,0.263460966011
ACH-000188,0.0879755474243
ACH-000189,0.166085751343
ACH-000190,0.194179722089
ACH-000198,0.07151205998480001
ACH-000204,0.103644910542
ACH-000206,0.164052491401
ACH-000207,0.335954891395
ACH-000211,0.19140326947500003
ACH-000215,0.14558127620300002
ACH-000221,-0.010395521144399998
ACH-000222,-0.472152786353
ACH-000223,0.160772014184
ACH-000226,0.140912065304
ACH-000227,0.17821873120700002
ACH-000228,0.163491467881
ACH-000231,0.198128727707
ACH-000232,0.19901645260899997
ACH-000233,0.18294624468899998
ACH-000234,0.156173994533
ACH-000235,0.0640901030511
ACH-000237,0.214391009115
ACH-000238,-0.0627149960728
ACH-000243,0.0681623557228
ACH-000244,0.0765066249817
ACH-000246,0.177016312491
ACH-000248,0.362179377115
ACH-000250,0.133321455082
ACH-000251,0.136573392242
ACH-000253,0.128869587238
ACH-000255,0.225349147124
ACH-000256,0.160837836521
ACH-000257,0.158843214884
ACH-000258,0.159875676637
ACH-000259,0.131890276478
ACH-000260,0.106649189937
ACH-000261,0.171969596842
ACH-000262,0.349279718615
ACH-000263,0.299157324544
ACH-000264,0.0085817863138
ACH-000265,0.346344860846
ACH-000266,0.26030240529599996
ACH-000272,0.195582931141
ACH-000273,0.22618067531
ACH-000274,0.203517053508
ACH-000277,0.248895148797
ACH-000278,0.0990616310858
ACH-000279,0.246358908602
ACH-000280,-0.194146323298
ACH-000281,0.158191818623
ACH-000288,0.0939489933546
ACH-000291,0.162876402108
ACH-000293,-0.0786999803659
ACH-000294,0.127460486489
ACH-000295,0.193979490904
ACH-000296,0.122104508984
ACH-000302,0.145463146288
ACH-000304,0.116736166409
ACH-000307,0.17085058219500002
ACH-000308,0.219817174597
ACH-000310,0.141958406161
ACH-000311,0.0534542577568
ACH-000312,0.07777556340530001
ACH-000315,-0.00947565421829
ACH-000316,0.133846667774
ACH-000317,0.0604937172003
ACH-000318,0.0347661555806
ACH-000319,0.12006968074999999
ACH-000320,-0.191745074524
ACH-000322,-0.169206217808
ACH-000323,-0.00406422806217
ACH-000324,0.134975332587
ACH-000329,0.23093941689
ACH-000330,0.05620868259219999
ACH-000331,0.17323470727499998
ACH-000332,0.101364937552
ACH-000334,0.12373459686100001
ACH-000335,0.27736543955299997
ACH-000336,-0.025038974627
ACH-000337,-0.0138990764701
ACH-000339,0.14141951013499998
ACH-000341,0.312819693698
ACH-000348,0.18303242360599997
ACH-000350,0.300141410253
ACH-000352,0.269114767236
ACH-000356,-0.130992367981
ACH-000361,0.252678381063
ACH-000362,-0.0427953830949
ACH-000363,0.023419401271500002
ACH-000364,0.138370122796
ACH-000365,0.0597392492056
ACH-000366,0.129239453374
ACH-000368,0.239685281647
ACH-000374,-0.10033350825699999
ACH-000375,0.121796082502
ACH-000376,0.142898495017
ACH-000381,0.179662932526
ACH-000383,-0.0151367358582
ACH-000387,0.12477200544299999
ACH-000389,0.0336682709356
ACH-000390,0.09690682210889999
ACH-000393,-0.115162873138
ACH-000395,0.00824366849408
ACH-000397,0.16743585614
ACH-000401,0.042285123716
ACH-000402,0.0947735125729
ACH-000403,0.09709137935289999
ACH-000404,0.15110687608599999
ACH-000406,0.024898574306700002
ACH-000407,0.16145934535700002
ACH-000408,0.013877697986999999
ACH-000410,0.126683875476
ACH-000411,0.24920878943500002
ACH-000414,0.046842864983099995
ACH-000415,-0.16025934752
ACH-000416,0.143662099634
ACH-000420,0.285423183072
ACH-000421,0.10908116110200002
ACH-000424,0.143488247676
ACH-000425,0.14372098672800002
ACH-000426,0.176268352648
ACH-000427,0.302213939812
ACH-000433,0.116134878842
ACH-000436,0.232196083786
ACH-000444,-0.033655685164099995
ACH-000445,0.276267385484
ACH-000448,0.115606902874
ACH-000450,0.278202034809
ACH-000452,0.047266723137800004
ACH-000454,0.296277135354
ACH-000458,0.164891307585
ACH-000459,0.09036312074689999
ACH-000460,0.0711819428753
ACH-000461,0.144701881396
ACH-000463,0.148114305921
ACH-000464,0.07373711222860001
ACH-000466,0.124057076005
ACH-000467,0.148519205544
ACH-000468,0.0622675414143
ACH-000469,0.13961410738399999
ACH-000470,0.020629470894400002
ACH-000471,0.18751745322399999
ACH-000472,0.105369801269
ACH-000473,0.129054126863
ACH-000475,0.169783601374
ACH-000476,0.149173739306
ACH-000477,0.336604211576
ACH-000480,0.231788776837
ACH-000481,0.09629006044510001
ACH-000483,0.053837310179900004
ACH-000484,0.160192308468
ACH-000485,0.125656088843
ACH-000486,0.154277452416
ACH-000487,0.023525986050800002
ACH-000488,0.157140504498
ACH-000490,0.0743311982294
ACH-000491,0.03701326778
ACH-000495,-0.00420220242607
ACH-000496,0.124898535098
ACH-000499,0.403087076791
ACH-000500,-0.332370994588
ACH-000502,0.23266662047800002
ACH-000503,0.234358992687
ACH-000505,0.0757247685562
ACH-000507,0.21451088547299998
ACH-000510,0.0888194694593
ACH-000511,0.061095698290800006
ACH-000512,0.363130637417
ACH-000516,0.07633635797919999
ACH-000517,0.17659480916099998
ACH-000518,0.0612067213193
ACH-000520,0.1007633705
ACH-000521,0.188424459557
ACH-000522,0.23306380647
ACH-000524,0.323104377242
ACH-000527,0.219124913123
ACH-000528,0.230144333312
ACH-000537,0.0563630848409
ACH-000541,-0.056184268411300003
ACH-000542,0.18219757827
ACH-000544,0.25485198535500003
ACH-000545,-0.07375533579969999
ACH-000547,0.48976078095200004
ACH-000548,0.20502008058200002
ACH-000549,0.155692327289
ACH-000550,0.15018751829399998
ACH-000552,0.291664790135
ACH-000556,0.175441071135
ACH-000557,0.164748327396
ACH-000570,0.211137623085
ACH-000571,0.133334200182
ACH-000573,0.118253736929
ACH-000576,0.11205429339800001
ACH-000580,0.15147104303099998
ACH-000584,0.14414326522
ACH-000585,0.112848169173
ACH-000588,0.13500398207
ACH-000589,0.0719190488895
ACH-000591,-0.0215734279721
ACH-000593,0.18416411290600002
ACH-000600,0.194224610142
ACH-000601,0.246636321029
ACH-000604,0.32552552292
ACH-000605,0.279626647348
ACH-000606,0.210808969004
ACH-000608,0.17239389810400002
ACH-000614,0.221540911472
ACH-000616,-0.0358697146987
ACH-000618,0.07237308662229999
ACH-000619,-0.0227997351529
ACH-000620,0.352567092984
ACH-000621,0.0796454009719
ACH-000622,0.179709366731
ACH-000623,0.21344230399
ACH-000624,0.0618329638787
ACH-000627,-0.0107543585576
ACH-000630,0.118457114169
ACH-000632,0.166721719053
ACH-000633,0.258663550554
ACH-000637,0.0804008453916
ACH-000638,0.0294832333374
ACH-000646,-0.016420250203700002
ACH-000647,0.250786520834
ACH-000648,0.08504723747910001
ACH-000649,0.19071923941
ACH-000651,0.211019908641
ACH-000652,0.149505204566
ACH-000653,0.043638417507300006
ACH-000657,0.1047020624
ACH-000658,0.313665070533
ACH-000661,0.22501883388900001
ACH-000662,0.39679620611500005
ACH-000663,0.13239805971899998
ACH-000665,0.0977290258079
ACH-000671,-0.0094306941931
ACH-000673,0.00848190640501
ACH-000676,0.164189331347
ACH-000677,0.22314190132300002
ACH-000681,0.23986174174199998
ACH-000682,-0.053999206922800004
ACH-000683,0.166597191591
ACH-000684,0.112362114328
ACH-000688,0.28998320238200004
ACH-000693,0.0502898599455
ACH-000694,0.00763853412828
ACH-000695,0.032296296543700004
ACH-000696,0.05827708614280001
ACH-000697,-0.076079768824
ACH-000699,-0.04299729474169999
ACH-000701,0.050422115295299996
ACH-000706,0.212462916915
ACH-000711,0.14709687797
ACH-000713,0.168817722905
ACH-000714,0.413007345565
ACH-000718,0.158002942723
ACH-000720,0.16938120306899998
ACH-000721,0.145180122332
ACH-000724,0.382644761449
ACH-000725,0.10580648263299999
ACH-000732,-0.19678266527899999
ACH-000734,0.059055576706499996
ACH-000735,0.169703216278
ACH-000736,0.19662664855300002
