,PCCB (5096)
ACH-000004,0.225151513994
ACH-000007,0.16647305199
ACH-000009,0.029428633497599995
ACH-000011,-0.109906174234
ACH-000012,-0.0346105835972
ACH-000013,-0.07144368917169999
ACH-000014,-0.09834138237060001
ACH-000015,0.048103007104400006
ACH-000017,-0.121881087924
ACH-000018,0.13278450544099998
ACH-000019,0.042918123979900004
ACH-000021,0.021326971040000003
ACH-000022,-0.111603835415
ACH-000025,-0.0796591721413
ACH-000028,-0.038691252655899996
ACH-000030,0.00556465371804
ACH-000035,0.050243360749500005
ACH-000036,0.026769457255099997
ACH-000037,-0.034254228706299995
ACH-000039,-0.419059783445
ACH-000040,-0.15384842333499998
ACH-000041,0.092785138109
ACH-000042,-0.046654908422
ACH-000045,-0.08819479815549999
ACH-000047,-0.0647422359569
ACH-000052,0.5339527959220001
ACH-000053,0.0022673269869699997
ACH-000054,-0.06832495595219999
ACH-000055,-0.0754913299278
ACH-000060,0.010495963764299999
ACH-000067,-0.0754848814696
ACH-000070,0.356917689179
ACH-000075,-0.183176003176
ACH-000078,-0.0311853724029
ACH-000082,-0.04997044610859999
ACH-000085,0.10942343963
ACH-000086,0.12994951398600002
ACH-000087,0.349507459186
ACH-000092,-0.20343898450999998
ACH-000095,-0.04204583933040001
ACH-000097,-0.00933220879176
ACH-000098,0.00340583923351
ACH-000099,-0.053565194707399996
ACH-000108,-0.0531428222463
ACH-000113,0.0878904899002
ACH-000115,0.11859921362199999
ACH-000116,0.038715354149
ACH-000118,-0.130492352402
ACH-000120,0.13931684898900001
ACH-000123,0.000353399695375
ACH-000127,0.021860320008999998
ACH-000128,-0.34687131531900006
ACH-000132,0.0410479454835
ACH-000133,-0.131233138696
ACH-000137,-0.042490749945900005
ACH-000138,0.0169288619125
ACH-000142,-0.0679518937368
ACH-000143,-0.011380620302600002
ACH-000146,-0.14243328738299998
ACH-000148,0.156388141878
ACH-000150,-0.007778961405759999
ACH-000152,0.0816931939775
ACH-000153,-0.20607976021899999
ACH-000159,-0.116925829622
ACH-000160,-0.0327821330634
ACH-000163,-0.276621926992
ACH-000167,-0.502957096805
ACH-000168,0.11575386334799999
ACH-000169,0.0780145188657
ACH-000178,0.0379222193056
ACH-000182,0.103692544245
ACH-000183,0.166723453257
ACH-000188,-0.00406555785173
ACH-000189,-0.0665470661322
ACH-000190,-0.0440308273829
ACH-000198,-0.160942311931
ACH-000204,-0.481236667612
ACH-000206,0.113722534292
ACH-000207,0.0956564200375
