,MYF5 (4617)
ACH-000638,-0.38400003009000006
ACH-000646,-0.16781151838199998
ACH-000647,-0.321781398903
ACH-000648,-0.152372703803
ACH-000649,-0.154021136014
ACH-000651,-0.31852498742400004
ACH-000652,-0.36506818962300003
ACH-000653,-0.29486030008
ACH-000657,-0.213370499027
ACH-000658,0.013297390126200001
ACH-000661,-0.19583513535799998
ACH-000662,-0.278466551124
ACH-000663,-0.127619574442
ACH-000665,-0.238095778125
ACH-000671,-0.219967882066
ACH-000673,-0.114730759869
ACH-000676,-0.281269700926
ACH-000677,-0.50479702832
ACH-000681,-0.241291295865
ACH-000682,-0.293923392265
ACH-000683,-0.197928531434
ACH-000684,-0.14902133856
ACH-000688,-0.37186541959299996
ACH-000693,-0.206133732687
ACH-000694,-0.19714180968800002
ACH-000695,-0.36395434543399996
ACH-000696,-0.309171562368
ACH-000697,-0.148649745923
ACH-000699,-0.19686044893399998
ACH-000701,-0.0721777173589
ACH-000706,-0.167785954045
ACH-000711,-0.07293199320560001
ACH-000713,-0.373415601313
ACH-000714,-0.349933113534
ACH-000718,-0.0967898907679
ACH-000720,-0.09377550095720001
ACH-000721,-0.155514942949
ACH-000724,-0.197301932443
ACH-000725,0.11968973408099999
ACH-000732,-0.13353457016200002
ACH-000734,-0.285638660139
ACH-000735,-0.234545779702
ACH-000736,-0.253425437057
ACH-000738,-0.045696134221
ACH-000746,-0.252885974512
ACH-000747,-0.311085336686
ACH-000748,-0.165081216023
ACH-000753,-0.162904174181
ACH-000756,-0.312114825044
ACH-000757,-0.150893591118
ACH-000758,-0.328806156384
ACH-000760,-0.17839665430100002
ACH-000763,0.0835269870163
ACH-000764,-0.463197021325
ACH-000765,-0.20548071870700002
ACH-000766,-0.252761491705
ACH-000767,-0.129042396937
ACH-000768,-0.47649662858999997
ACH-000769,-0.35553511882
ACH-000770,-0.163829978603
ACH-000771,-0.17286193600000002
ACH-000773,-0.286283931388
ACH-000776,-0.416106604473
ACH-000777,-0.356380908526
ACH-000778,-0.07842076771010001
ACH-000781,-0.150138395379
ACH-000782,-0.335138529832
ACH-000783,-0.29306745996800004
ACH-000784,-0.23104665154399998
ACH-000785,-0.206479422223
ACH-000787,-0.228756829499
ACH-000788,-0.201012347395
ACH-000791,-0.133984807831
ACH-000792,-0.0834576958776
ACH-000794,-0.16161572097100002
ACH-000796,-0.20588048539700002
ACH-000799,-0.0961449545827
ACH-000800,-0.266444717046
ACH-000802,-0.166714553995
ACH-000804,-0.124076161417
ACH-000805,-0.221860389326
ACH-000809,-0.11910990169999999
ACH-000810,-0.163912873158
ACH-000811,-0.22005579967099997
ACH-000817,-0.182210024886
ACH-000819,-0.537091550039
ACH-000820,-0.46226145769500004
ACH-000821,-0.286886164349
ACH-000822,-0.23831911338700001
ACH-000823,-0.245986290643
ACH-000824,-0.2962067771
ACH-000827,-0.241827104667
ACH-000829,-0.42311469013400005
ACH-000831,-0.371637568261
ACH-000832,-0.292950902375
ACH-000833,-0.48835474257
ACH-000834,-0.32047874057
ACH-000835,-0.191157276101
ACH-000836,0.00442558166377
ACH-000837,-0.237904344637
ACH-000838,-0.09152965020439999
ACH-000839,-0.272996555625
ACH-000840,-0.308867409685
ACH-000841,-0.24413510071
ACH-000843,-0.121028196415
ACH-000846,-0.130875422163
ACH-000847,-0.20093580292
ACH-000848,-0.20731290962499999
ACH-000849,-0.384954983606
ACH-000851,-0.33896550257200003
ACH-000855,-0.435244442519
ACH-000856,-0.204231169789
ACH-000858,-0.24256203289099998
ACH-000859,-0.451332076629
ACH-000861,-0.147918061245
ACH-000862,-0.237298205517
ACH-000865,-0.370292010982
ACH-000866,-0.17551252608100001
ACH-000867,-0.199565727473
ACH-000869,-0.17965922373100002
ACH-000872,-0.134967911866
ACH-000873,-0.0127837254447
ACH-000876,-0.193137535749
ACH-000878,-0.41429784516400003
ACH-000880,-0.0977558734761
ACH-000881,-0.298238129234
ACH-000882,-0.298365801207
ACH-000884,-0.0947698183426
ACH-000885,-0.14337788733100001
ACH-000887,-0.213141057811
ACH-000888,-0.170138140392
ACH-000889,-0.322520944597
ACH-000890,-0.222843359855
ACH-000896,-0.36024962296499996
ACH-000898,-0.226790367403
ACH-000900,-0.175581160615
ACH-000901,-0.279259891395
ACH-000905,-0.123513870684
ACH-000906,-0.29766302628400004
ACH-000907,-0.188034854641
ACH-000910,-0.20062417986499997
ACH-000911,-0.22945498343899998
ACH-000912,-0.235060373792
ACH-000913,-0.259826997038
ACH-000915,-0.333332293221
ACH-000916,-0.133724675366
ACH-000917,-0.165569304599
ACH-000921,-0.13858671373
ACH-000924,-0.184373343392
ACH-000926,-0.22686937962099998
ACH-000928,0.0315464451017
ACH-000929,-0.310012968434
ACH-000932,-0.21337621397999998
ACH-000935,-0.336109489297
ACH-000936,-0.220905446421
ACH-000937,-0.161649994282
ACH-000938,-0.308242273578
ACH-000939,-0.195458040183
ACH-000941,-0.118237064071
ACH-000943,-0.205942493305
ACH-000946,-0.234792603101
ACH-000947,-0.211816559831
ACH-000948,-0.22156539039999998
ACH-000950,-0.0788532136142
ACH-000953,-0.256746624887
ACH-000957,-0.134490906958
ACH-000958,-0.30436873074299997
ACH-000960,-0.189891181292
ACH-000963,-0.00479280607148
ACH-000968,-0.273817607857
ACH-000969,-0.281788539727
ACH-000973,-0.188364168106
ACH-000974,-0.120848246391
ACH-000975,-0.291369427859
ACH-000976,-0.19954388040600002
ACH-000978,-0.116450655237
ACH-000980,-0.164848481108
ACH-000984,-0.347997551497
ACH-000986,-0.224090789456
ACH-000988,-0.425829936834
ACH-000993,-0.15296910750700002
ACH-000994,-0.208694727421
ACH-000996,-0.354754446593
ACH-001001,-0.233962211091
ACH-001020,-0.220962798464
ACH-001028,-0.23824294864999998
ACH-001031,-0.269286609009
ACH-001038,-0.337620209857
ACH-001048,-0.319127656332
ACH-001050,-1.50175448317
ACH-001053,-0.13175243828299998
ACH-001054,-0.356960730927
ACH-001061,-0.351209389344
ACH-001067,-0.209943650705
ACH-001075,-0.035986789537400005
ACH-001096,-0.197084465315
ACH-001128,-0.40783193603
ACH-001134,-0.201337374549
ACH-001151,-0.148119744396
ACH-001163,-0.295367391967
ACH-001164,-0.462793388908
ACH-001173,-0.320046986067
ACH-001183,-0.283735663561
ACH-001184,-0.423784551404
ACH-001190,-0.39958312965899995
ACH-001192,-0.388262042959
ACH-001193,-0.379921729397
ACH-001196,-0.104070684745
ACH-001197,-0.0438282304989
ACH-001205,-0.295779234905
ACH-001211,-0.266513021837
ACH-001212,-0.26188973167199997
ACH-001228,-0.0941084189435
ACH-001232,-0.188323006573
ACH-001239,-0.30485106694
ACH-001274,-0.110110130232
ACH-001275,-0.32736637423799997
ACH-001277,-0.228186120867
ACH-001278,-0.268488607586
ACH-001280,-0.271146910491
ACH-001283,-0.29013156052
ACH-001289,-0.23047774934300003
ACH-001295,-0.08050230894310001
ACH-001300,-0.255269724749
ACH-001301,-0.150534481595
ACH-001302,-0.123199141384
ACH-001303,0.184844490015
ACH-001306,-0.23437680378000003
ACH-001318,-0.36799612471999993
ACH-001322,-0.46979710868600005
ACH-001328,-0.16081759550000002
ACH-001332,-0.060889375656699996
ACH-001333,-0.295586519644
ACH-001336,-0.172648161769
ACH-001340,-0.217224796365
ACH-001346,-0.333086175403
ACH-001353,-0.10142179844900001
ACH-001354,-0.131326799274
ACH-001367,-0.358121142246
ACH-001368,-0.13376778970699998
ACH-001374,-0.5920426747640001
ACH-001375,-0.035176720068599995
ACH-001377,-0.0958845385785
ACH-001380,-0.195055145677
ACH-001391,-0.290022349074
ACH-001407,-0.23375891519
ACH-001408,-0.193542626831
ACH-001413,-0.248654413194
ACH-001430,-0.09549035713649999
ACH-001431,-0.255892167866
ACH-001450,-0.298291868014
ACH-001496,-0.286676443703
ACH-001500,-0.0957197913618
ACH-001521,-0.335856918352
ACH-001523,-0.217146172789
ACH-001532,-0.17386075077100002
ACH-001536,-0.159362174998
ACH-001550,-0.15454760583
ACH-001552,-0.182717222727
ACH-001554,-0.194706997195
ACH-001645,-0.209481232452
ACH-001654,-0.09480156027830001
ACH-001715,-0.380958362041
ACH-001735,-0.22030445533100002
ACH-001736,-0.08101760611160001
ACH-001737,-0.215332590707
ACH-001740,-0.42056780601300003
ACH-001745,-0.25709365033500003
ACH-001750,-0.418060329437
ACH-001765,-0.185198998498
ACH-001956,-0.168133754311
ACH-001957,-0.201650469443
