,NEDD8 (4738)
ACH-000004,-1.79051529252
ACH-000007,-1.3065958957600001
ACH-000009,-1.6653746413400001
ACH-000011,-1.5566176934399998
ACH-000012,-1.64428192282
ACH-000013,-1.31226611911
ACH-000014,-1.6201248292500001
ACH-000015,-1.50792138258
ACH-000017,-1.5672679013600002
ACH-000018,-1.4537755913400001
ACH-000019,-1.44420724159
ACH-000021,-1.4546410800100003
ACH-000022,-1.55238903762
ACH-000025,-1.48519393871
ACH-000028,-1.30590710623
ACH-000030,-1.47038336087
ACH-000035,-1.6775853112
ACH-000036,-1.48566256147
ACH-000037,-2.0910625875599997
ACH-000039,-1.6698016794
ACH-000040,-1.59621505038
ACH-000041,-1.59770511742
ACH-000042,-1.51268226238
ACH-000045,-1.4074627801800002
ACH-000047,-1.43835625999
ACH-000052,-1.6069955543399999
ACH-000053,-1.5436538991
ACH-000054,-1.49113742872
ACH-000055,-1.38776410792
ACH-000060,-1.69813451648
ACH-000067,-1.5117596434099998
ACH-000070,-1.85533450713
ACH-000075,-1.2952965959799998
ACH-000078,-1.8324507378200001
ACH-000082,-1.23301607313
ACH-000085,-1.4718465278100001
ACH-000086,-1.5706256477899998
ACH-000087,-1.48576882942
ACH-000092,-1.8866892419999999
ACH-000095,-1.45729289891
ACH-000097,-1.52049188388
ACH-000098,-1.70956648984
ACH-000099,-1.62640275824
ACH-000108,-1.4087919981700001
ACH-000113,-1.50154640319
ACH-000115,-1.43413268709
ACH-000116,-1.18998160506
ACH-000118,-1.31135498894
ACH-000120,-1.5412681156799999
ACH-000123,-1.4406497872100001
ACH-000127,-1.49073768218
ACH-000128,-1.7778250813699998
ACH-000132,-1.92339985426
ACH-000133,-1.57643131778
ACH-000137,-1.5934486884299999
ACH-000138,-1.33969564533
ACH-000142,-1.13880085949
ACH-000143,-1.4760915168700002
ACH-000146,-1.60014747139
ACH-000148,-1.5305136021
ACH-000150,-1.5314535582799997
ACH-000152,-1.6615892988799998
ACH-000153,-1.6965826707499998
ACH-000159,-1.80681295626
ACH-000160,-1.7488006371200002
ACH-000163,-1.53545079509
ACH-000167,-1.74345114431
ACH-000168,-1.7679517219799998
ACH-000169,-1.51557161407
ACH-000178,-1.5761693793
ACH-000182,-1.45131253211
ACH-000183,-1.6279878669499999
ACH-000188,-1.3613715103100001
ACH-000189,-1.68659045347
ACH-000190,-1.5837590415
ACH-000198,-1.5040719931200002
ACH-000204,-1.7553032835900002
ACH-000206,-1.21849014726
ACH-000207,-1.3363337070999999
ACH-000211,-1.5663259722100003
ACH-000215,-1.67582178815
ACH-000221,-1.47133602006
ACH-000222,-1.4001628667500001
ACH-000223,-1.7156432296000002
ACH-000226,-1.46470809096
ACH-000227,-1.38352920806
ACH-000228,-1.26406777099
ACH-000231,-1.6904628636
ACH-000232,-1.63649730633
ACH-000233,-1.13082872354
ACH-000234,-1.54579956489
ACH-000235,-1.4804971428100002
ACH-000237,-1.3280928408600001
ACH-000238,-1.5586496987399998
ACH-000243,-1.2798329132
ACH-000244,-1.60128772935
ACH-000246,-1.47963657385
ACH-000248,-1.45875624592
ACH-000250,-1.59716663474
ACH-000251,-1.32963744886
ACH-000253,-1.62427078346
ACH-000255,-1.23870014361
ACH-000256,-1.62691314352
ACH-000257,-1.93817773028
ACH-000258,-1.6515869406
ACH-000259,-1.40403604442
ACH-000260,-1.37157760065
ACH-000261,-1.7078708377
ACH-000262,-1.33110470581
ACH-000263,-1.75773903251
ACH-000264,-2.0088235723
ACH-000265,-1.28430891473
ACH-000266,-1.51321185262
ACH-000272,-1.93220749152
ACH-000273,-1.54970088555
ACH-000274,-1.85705210313
ACH-000277,-1.7991849694
ACH-000278,-1.27323588308
ACH-000279,-1.6625241581799999
ACH-000280,-1.11999683571
ACH-000281,-1.45883838656
ACH-000288,-1.5765007536500002
ACH-000291,-1.41650687116
ACH-000293,-1.4306963862900002
ACH-000294,-1.3513369712299999
ACH-000295,-2.12862663051
ACH-000296,-1.44064442378
ACH-000302,-1.5061112330700002
ACH-000304,-1.5259656292200001
ACH-000307,-1.38681938175
ACH-000308,-1.78849551987
ACH-000310,-1.6967367119699999
ACH-000311,-1.2703137585200002
ACH-000312,-1.4511769505
ACH-000315,-1.6103072590399998
ACH-000316,-1.59472476261
ACH-000317,-1.4748548889700002
ACH-000318,-1.2713305956899998
ACH-000319,-1.58398148817
ACH-000320,-1.44711289907
ACH-000322,-1.42512631814
ACH-000323,-1.78906109646
ACH-000324,-1.4710234061399998
ACH-000329,-1.63232327345
ACH-000330,-1.4508534705
ACH-000331,-1.2912109899600002
ACH-000332,-1.32957886346
ACH-000334,-1.95813481053
ACH-000335,-1.2788466626000001
ACH-000336,-1.6793946635600001
ACH-000337,-1.2406876950299999
ACH-000339,-1.53326474495
ACH-000341,-1.43041182247
ACH-000348,-1.6301156592
ACH-000350,-1.68403853579
ACH-000352,-1.45205837181
ACH-000356,-1.5541898778299998
ACH-000361,-1.6551662084299998
ACH-000362,-1.5762496796
ACH-000363,-1.61436609623
ACH-000364,-1.48145921924
ACH-000365,-1.68022174171
ACH-000366,-1.60556289454
ACH-000368,-1.9646492473900001
ACH-000374,-1.56246816883
ACH-000375,-1.7416057029700003
ACH-000376,-1.38437810016
ACH-000381,-1.34994893889
ACH-000383,-1.76929826128
ACH-000387,-1.6660634896700002
ACH-000389,-1.33485901328
ACH-000390,-1.50149703889
ACH-000393,-1.7321744523400002
ACH-000395,-1.65100643055
ACH-000397,-1.42671816816
