,RAB6A (5870)
ACH-000004,-0.4776201995
ACH-000007,-1.02675490693
ACH-000009,-0.762780942739
ACH-000011,-0.8292438579320001
ACH-000012,-1.25274491064
ACH-000013,-0.26084639681099997
ACH-000014,-0.155437324889
ACH-000015,-0.147563908864
ACH-000017,-0.275593179135
ACH-000018,-0.9136668437809999
ACH-000019,-0.652998761184
ACH-000021,-1.17735116074
ACH-000022,-1.16260959562
ACH-000025,-0.869861050139
ACH-000028,-0.401230282973
ACH-000030,-1.1861951905099999
ACH-000035,-0.37243795687299996
ACH-000036,-0.74015556237
ACH-000037,-0.623313334762
ACH-000039,-0.8522733351790001
ACH-000040,-1.2264321282
ACH-000041,-0.369703110146
ACH-000042,-0.9846839933589999
ACH-000045,-0.846665887709
ACH-000047,-0.35753523616899996
ACH-000052,-0.674817097711
ACH-000053,-0.655241494165
ACH-000054,-0.43056772834
ACH-000055,-0.34536046396700004
ACH-000060,-1.1483813347799998
ACH-000067,-0.6409663431229999
ACH-000070,-0.7182111934379999
ACH-000075,-0.744995652093
ACH-000078,-0.384267133267
ACH-000082,-0.343325509033
ACH-000085,-1.1584501947499999
ACH-000086,-0.635717950566
ACH-000087,-0.456173545494
ACH-000092,-0.765771363075
ACH-000095,-0.484258742615
ACH-000097,-0.464964278797
ACH-000098,-0.34793301090499995
ACH-000099,-0.396965168007
ACH-000108,-1.06396646491
ACH-000113,-0.937241796561
ACH-000115,-0.622361486239
ACH-000116,-0.521948566616
ACH-000118,-1.01336018242
ACH-000120,-0.710125359708
ACH-000123,-0.174581474929
ACH-000127,-0.8177159172759999
ACH-000128,-0.25721213980999996
ACH-000132,-0.281775426293
ACH-000133,-0.768993205801
ACH-000137,-0.41913433095700003
ACH-000138,-1.2572194221600002
ACH-000142,-1.2154097695000001
ACH-000143,-0.900882103619
ACH-000146,-0.38430076066200003
ACH-000148,-0.114893779863
ACH-000150,-0.302143406633
ACH-000152,-0.16824648270599998
ACH-000153,-0.699454175736
ACH-000159,-0.428001020063
ACH-000160,-0.827657370098
ACH-000163,-0.38663631267899995
ACH-000167,-1.356663856
ACH-000168,-1.36318920235
ACH-000169,-0.719535575882
ACH-000178,-0.85948678796
ACH-000182,-0.886571732473
ACH-000183,-1.18739841424
ACH-000188,-1.0187769900900001
ACH-000189,-0.770455283234
ACH-000190,-0.9543589304119999
ACH-000198,-0.544269049965
ACH-000204,-1.16709418252
ACH-000206,-0.922341852503
ACH-000207,-1.60576686804
ACH-000211,-0.5075611590510001
ACH-000215,-0.917076476394
ACH-000221,-0.225908330429
ACH-000222,-0.84046684857
ACH-000223,-0.9110433065729999
ACH-000226,-1.0249653293799998
ACH-000227,-0.34743674105899996
ACH-000228,-0.702519265283
ACH-000231,-0.355426294956
ACH-000232,-0.349204576976
ACH-000233,-0.485603401122
ACH-000234,-0.9440764090189999
ACH-000235,-1.29737942516
ACH-000237,-0.5935106898100001
ACH-000238,-0.950002428714
ACH-000243,-0.9592981649
ACH-000244,-0.49753413266
ACH-000246,-0.43401896001699997
ACH-000248,-0.417588409218
ACH-000250,-1.1985003722399998
ACH-000251,-1.2055222323700001
ACH-000253,-1.4454698519100002
ACH-000255,-0.96063814025
ACH-000256,-0.37044330542599996
ACH-000257,-0.28154313796
ACH-000258,-0.46083588851
ACH-000259,-0.39760387102899997
ACH-000260,-0.621014758821
ACH-000261,-0.52911159208
ACH-000262,-0.829172282825
ACH-000263,-0.328093591596
ACH-000264,-0.8751167570270001
ACH-000265,-0.312628546845
ACH-000266,-1.4913385047499998
ACH-000272,-0.776452930441
ACH-000273,-0.639746881775
ACH-000274,-0.14606017956800002
ACH-000277,-0.993607729937
ACH-000278,-0.656664413478
ACH-000279,-0.391625860759
ACH-000280,-0.651475893918
ACH-000281,-1.1959159075599999
ACH-000288,-0.20610818314100002
ACH-000291,-0.7191620888629999
ACH-000293,-0.622482977328
ACH-000294,-0.550192917307
ACH-000295,-0.386603498589
ACH-000296,-0.909128187851
ACH-000302,-0.346813221461
ACH-000304,-0.48430378857
ACH-000307,-1.10963233082
ACH-000308,-0.618674567962
ACH-000310,-0.417190068262
ACH-000311,-0.95205105458
ACH-000312,-0.750056214002
ACH-000315,-1.0106590287100001
ACH-000316,-0.843864637566
ACH-000317,-0.592422904148
ACH-000318,-1.1373125544299998
ACH-000319,-0.472541052844
ACH-000320,-0.985216016864
ACH-000322,-0.35946038072700004
ACH-000323,-0.553028125833
ACH-000324,-0.137002132832
ACH-000329,-0.306210018427
ACH-000330,-0.661610180334
ACH-000331,-0.5777635483269999
ACH-000332,-1.0134005459
ACH-000334,-0.584993834635
ACH-000335,-1.0247709792
ACH-000336,-1.0000353581299999
ACH-000337,-1.02204906419
ACH-000339,-1.1542183786799998
ACH-000341,-0.22059360243599999
ACH-000348,-0.569079295828
ACH-000350,-0.019842791287599998
ACH-000352,-0.31604953918900003
ACH-000356,-1.05932648146
ACH-000361,-0.284779591785
ACH-000362,-0.703899817327
ACH-000363,-0.859696258079
ACH-000364,-0.458940093467
ACH-000365,-1.0616662461
ACH-000366,-0.56871800039
ACH-000368,-0.8059057044429999
ACH-000374,-0.9898753537710001
ACH-000375,-0.354322818544
ACH-000376,-0.960149090221
ACH-000381,-1.08607245069
ACH-000383,-1.42527632037
ACH-000387,-0.22157031893100002
ACH-000389,-0.45393021198
ACH-000390,-1.09270414129
ACH-000393,-0.910268573194
ACH-000395,-1.05671358498
ACH-000397,-1.22631896115
ACH-000401,-0.269915158631
ACH-000402,-0.755027688618
ACH-000403,-1.6221078194
ACH-000404,-0.06448578005609999
ACH-000406,-0.84507299169
ACH-000407,-1.01469449301
ACH-000408,-1.08214305694
ACH-000410,-0.48383527322400005
ACH-000411,-1.03541137837
ACH-000414,-0.250010952861
ACH-000415,-1.4678157337900002
ACH-000416,-0.20456150600499998
ACH-000420,-0.648807747792
ACH-000421,-0.644315413658
ACH-000424,-0.610274924269
ACH-000425,-0.306877116016
ACH-000426,-1.45868971521
ACH-000427,-1.24342517739
ACH-000433,-0.759673253739
ACH-000436,-0.9912369936650001
ACH-000444,-0.616547788526
ACH-000445,-1.09577133779
ACH-000448,-0.6480386294280001
ACH-000450,-0.226123169507
ACH-000452,-0.0901694648375
ACH-000454,-1.1326926986399999
ACH-000458,-1.15917388434
ACH-000459,0.230230376402
ACH-000460,-0.247569475571
ACH-000461,-0.43879604494999996
ACH-000463,-0.632914180957
ACH-000464,-0.870297074532
ACH-000466,-1.24593875301
ACH-000467,-1.22517116136
ACH-000468,-1.1354520129999999
ACH-000469,-1.1196532617100001
ACH-000470,-0.40454741852
ACH-000471,-0.622802987386
ACH-000472,-1.0488624832
ACH-000473,-0.0524715096687
ACH-000475,-1.24269627655
ACH-000476,-1.13880612029
ACH-000477,-1.12186396722
ACH-000480,-0.48784751618
ACH-000481,-0.5748534226959999
ACH-000483,-0.680393821136
ACH-000484,-0.27191879146299996
ACH-000485,-1.0742674811
ACH-000486,-0.579860856368
ACH-000487,-0.374275707153
ACH-000488,-1.12824332455
ACH-000490,-0.697555472639
ACH-000491,-1.2358047303
ACH-000495,-0.357876937409
ACH-000496,-0.542163928891
ACH-000499,-0.40099265374700005
ACH-000500,-0.617983871505
ACH-000502,-1.03421536934
ACH-000503,-0.8012217301029999
ACH-000505,-0.466716239428
ACH-000507,-0.947679215422
ACH-000510,-0.31264567959
ACH-000511,-1.0937368727399999
ACH-000512,-0.438532124424
ACH-000516,-0.384333553961
ACH-000517,-0.44650293056900003
ACH-000518,-0.7548010101870001
ACH-000520,-1.16090085361
ACH-000521,-0.227361283162
ACH-000522,-0.442658999307
ACH-000524,-0.316090142967
ACH-000527,-0.877545988011
ACH-000528,-1.3163539469499999
ACH-000537,-1.68342910306
ACH-000541,-1.21943138365
ACH-000542,-0.548955707173
ACH-000544,-0.5538419564779999
ACH-000545,-0.959793396712
ACH-000547,-1.1793345719600001
ACH-000548,-1.59235749485
ACH-000549,-1.03229205427
ACH-000550,-0.21820324170400002
ACH-000552,-1.28254944081
ACH-000556,-0.488734724186
ACH-000557,-1.63200125769
ACH-000570,-0.8573779340979999
ACH-000571,-0.293551332384
ACH-000573,-0.37426956215199997
ACH-000576,-0.953591312339
ACH-000580,-0.688563896955
ACH-000584,-0.29081497303000003
ACH-000585,-1.1897016006999999
ACH-000588,-1.07337346219
ACH-000589,-1.1373445177
ACH-000591,-0.527705079286
ACH-000593,-1.21663326894
ACH-000600,-0.415923185017
ACH-000601,-0.263052289823
ACH-000604,-0.21223486260899999
ACH-000605,-0.36905507299699997
ACH-000606,-0.8060772394
ACH-000608,-1.6624161649200002
ACH-000614,-0.706245072293
ACH-000616,-0.768624286541
ACH-000618,-1.28627299767
ACH-000619,-1.23381513015
ACH-000620,-0.167274416467
ACH-000621,-0.278927628044
ACH-000622,-0.8974776964929999
ACH-000623,-0.337116500163
ACH-000624,-0.529103106902
ACH-000627,-0.911017734726
ACH-000630,-0.63366028776
ACH-000632,-0.412511931659
ACH-000633,-0.7365995141320001
ACH-000637,-1.2908455884899999
ACH-000638,-0.816613028669
ACH-000646,-1.46051827666
ACH-000647,-0.613017234083
ACH-000648,-0.859439029865
ACH-000649,-0.8934529692569999
ACH-000651,-1.0396118638
ACH-000652,-0.632559364253
ACH-000653,-1.08061728737
ACH-000657,-0.300491861578
ACH-000658,-1.28826066327
ACH-000661,-0.567201420223
ACH-000662,-0.908585315153
ACH-000663,-0.6635828978399999
ACH-000665,-0.965569976724
ACH-000671,-1.01548935827
ACH-000673,-1.31282767135
ACH-000676,-0.176461795427
ACH-000677,-0.169032345994
ACH-000681,-0.42648134509400004
ACH-000682,-1.29644827935
ACH-000683,-0.0609323148228
ACH-000684,-0.492464217456
ACH-000688,-0.0130497176646
ACH-000693,-0.301077946578
ACH-000694,-1.15492075131
ACH-000695,-0.38493081206600005
ACH-000696,-0.23994223703499998
ACH-000697,-0.780263441733
ACH-000699,-0.672958481817
ACH-000701,-0.6790993378839999
ACH-000706,-0.418669359719
ACH-000711,-1.12423981451
ACH-000713,-0.450658453704
ACH-000714,-0.980194570282
ACH-000718,-1.35399155614
ACH-000720,-1.2694159993799998
ACH-000721,-0.174601074832
ACH-000724,-1.00312542599
ACH-000725,-0.49174204096699997
ACH-000732,-0.8729391688670001
ACH-000734,-0.9369218695020001
ACH-000735,-0.457476469146
ACH-000736,-1.16820318915
ACH-000738,-0.905221695783
ACH-000746,-0.277209360792
ACH-000747,-0.22354926804000003
ACH-000748,-0.308971619505
ACH-000753,-0.857097835784
ACH-000756,-0.35955590925700004
ACH-000757,-0.251096139799
ACH-000758,-1.0292655451200001
ACH-000760,-1.40222865294
ACH-000763,-1.30992239809
ACH-000764,-0.49788108217
ACH-000765,-0.43537970723499997
ACH-000766,-0.699781017243
ACH-000767,-0.177446218418
ACH-000768,-0.872328149939
ACH-000769,-0.7820531493330001
ACH-000770,-0.259973242428
ACH-000771,-0.218092072871
ACH-000773,-0.668886234733
ACH-000776,-0.330960984894
ACH-000777,-0.134005275779
ACH-000778,-1.4001989466299998
ACH-000781,-0.362665383595
ACH-000782,-1.0911846196500001
ACH-000783,-0.21613664355300002
ACH-000784,-0.607678860892
ACH-000785,-1.0761169865
ACH-000787,-0.873488884649
ACH-000788,-0.215991274658
ACH-000791,-0.7806800221629999
ACH-000792,-1.2923794925799998
ACH-000794,-1.3508252407299999
ACH-000796,-1.45217709032
ACH-000799,-0.758293310866
ACH-000800,0.0291474926079
ACH-000802,-1.04880883245
ACH-000804,-0.561954495719
ACH-000805,-0.486541961096
ACH-000809,-1.2464469638299998
ACH-000810,-0.548409437184
ACH-000811,-0.380516842841
ACH-000817,-0.799443091082
ACH-000819,-1.00717972858
ACH-000820,-0.5925113786330001
ACH-000821,-0.704746850717
ACH-000822,-0.437775597505
ACH-000823,-0.534819483559
ACH-000824,-1.3963506512600001
ACH-000827,-0.36470228295900003
ACH-000829,-0.97970245875
ACH-000831,-0.39309094944300005
ACH-000832,-1.27585578703
ACH-000833,-0.9950768170909999
ACH-000834,-0.967882102588
ACH-000835,-0.377639537249
ACH-000836,-1.17316712111
ACH-000837,-0.949264549235
ACH-000838,-1.3898997762
ACH-000839,-1.19113926704
ACH-000840,-0.43139726671499995
ACH-000841,-0.727823917333
ACH-000843,-0.808801431681
ACH-000846,-0.868098707969
ACH-000847,-0.679926448363
ACH-000848,-0.275412844433
ACH-000849,-0.43703378686399996
ACH-000851,-0.6710451142189999
ACH-000855,-1.16856833752
ACH-000856,-0.21658430441399998
ACH-000858,-1.05448792642
ACH-000859,-1.08974149234
ACH-000861,-0.45677755632
ACH-000862,-0.911166095001
ACH-000865,-0.363437020185
ACH-000866,-0.216334685171
ACH-000867,-1.20502142322
ACH-000869,-1.18746512348
ACH-000872,-0.35165057049099996
ACH-000873,-0.31249343509599997
ACH-000876,-1.4820162979700002
ACH-000878,-0.697509391499
ACH-000880,-0.956851844631
ACH-000881,-0.250291294659
ACH-000882,-0.22644314684300001
ACH-000884,-0.216416895036
ACH-000885,-0.282624883873
ACH-000887,-1.36220426335
ACH-000888,-0.338506268229
ACH-000889,-0.360507737104
ACH-000890,-0.935301273677
ACH-000896,-1.00977889302
ACH-000898,-1.26445642434
ACH-000900,-0.43038868183999995
ACH-000901,-0.557798639757
ACH-000905,-1.01650754156
ACH-000906,-0.39320790145900003
ACH-000907,-0.290768083886
ACH-000910,-1.08695038037
ACH-000911,-0.630710317284
ACH-000912,-0.086821465964
ACH-000913,-0.469894237416
ACH-000915,-0.3456198103
ACH-000916,-0.790455572605
ACH-000917,-0.727105517794
ACH-000921,-0.41047940852700004
ACH-000924,-0.320525853082
ACH-000926,-0.228950027427
ACH-000928,-0.547326468985
ACH-000929,-1.04536475983
ACH-000932,-0.237564315791
ACH-000935,-0.562327372048
ACH-000936,-0.193807346637
ACH-000937,-0.46400136668700004
ACH-000938,-1.04335413036
ACH-000939,-0.312524114211
ACH-000941,-0.354351359979
ACH-000943,-0.363464125841
ACH-000946,-0.7418409912909999
ACH-000947,-0.11289011804000001
ACH-000948,-0.809337448149
ACH-000950,-0.399057068095
ACH-000953,-0.38940703373700003
ACH-000957,-1.0716664814599999
ACH-000958,-0.6747737895360001
ACH-000960,-1.0879061621
ACH-000963,-1.0867781770799998
ACH-000968,-0.527746600567
ACH-000969,-1.01987844111
ACH-000973,-0.255306653227
ACH-000974,-0.5866194117
ACH-000975,-0.8807343930920001
ACH-000976,-0.9391623286859999
ACH-000978,-0.670661996156
ACH-000980,-0.203312186446
ACH-000984,-0.920176083962
ACH-000986,-1.09620685478
ACH-000988,-0.286430417066
ACH-000993,-0.37701357
ACH-000994,-0.210384925319
ACH-000996,-1.02712998948
ACH-001001,-0.339052441498
ACH-001020,-0.766373921449
ACH-001028,-0.808940494264
ACH-001031,-0.11266245009999999
ACH-001038,-0.416220257855
ACH-001048,-1.07937086142
ACH-001050,-0.557963265786
ACH-001053,-0.906818628506
ACH-001054,-0.781241213667
ACH-001061,-0.9140122878129999
ACH-001067,-0.619022102367
ACH-001075,-0.653943498962
ACH-001096,-1.00662480572
ACH-001128,-1.1510438293799998
ACH-001134,-0.802858518972
ACH-001151,-0.6536146619340001
ACH-001163,-0.444619836102
ACH-001164,-0.449022337004
ACH-001173,-0.228803351649
ACH-001183,-0.31981251292
ACH-001184,-0.42817257629
ACH-001190,-0.6973036490410001
ACH-001192,-0.29859888906800003
ACH-001193,-1.04660730845
ACH-001196,-0.39738552750699996
ACH-001197,-0.996369109817
ACH-001205,-1.00866467534
ACH-001211,-0.229864128782
ACH-001212,-0.6722033740700001
ACH-001228,-0.257063495317
ACH-001232,-0.562717605703
ACH-001239,-0.325959482985
ACH-001274,-0.882475842393
ACH-001275,-0.36651403414399997
ACH-001277,-0.47063038109300004
ACH-001278,-0.173798292892
ACH-001280,-0.496971701955
ACH-001283,-0.7910878249240001
ACH-001289,-0.236303123696
ACH-001295,-0.528228400266
ACH-001300,-0.389286160005
ACH-001301,-0.330227187991
ACH-001302,-0.743182681799
ACH-001303,-0.249541201541
ACH-001306,-0.915288061285
ACH-001318,-0.16919763542999997
ACH-001322,-0.526127406565
ACH-001328,-1.32672644799
ACH-001332,-0.932429909342
ACH-001333,-0.346329530304
ACH-001336,-1.05933410691
ACH-001340,-0.362034359762
ACH-001346,-0.830499052155
ACH-001353,-1.30216477895
