,AHCY (191)
ACH-000004,-0.959483542845
ACH-000007,-1.17766516772
ACH-000009,-0.629993640935
ACH-000011,-0.724547176607
ACH-000012,-0.930259395809
ACH-000013,-0.318484750348
ACH-000014,-0.846198553378
ACH-000015,-0.8702768818009999
ACH-000017,-1.3693713324599999
ACH-000018,-1.11024038284
ACH-000019,-1.06220323
ACH-000021,-0.8075303605390001
ACH-000022,-0.858469125886
ACH-000025,-1.1559546929100002
ACH-000028,-1.0814402625
ACH-000030,-1.10895556959
ACH-000035,-0.749069406427
ACH-000036,-0.890291942449
ACH-000037,-0.487450884538
ACH-000039,-0.5618799005690001
ACH-000040,-0.886799697912
ACH-000041,-0.7923501750949999
ACH-000042,-1.0647150004100001
ACH-000045,-1.00309449857
ACH-000047,-0.714928782789
ACH-000052,-0.9985642179850001
ACH-000053,-1.25468868361
ACH-000054,-0.548084762241
ACH-000055,-0.9470336895460001
ACH-000060,-0.9767557943170001
ACH-000067,-0.8100234608670001
ACH-000070,-1.4791954601
ACH-000075,-1.0022922003399999
ACH-000078,-0.715336292649
ACH-000082,-0.692815460282
ACH-000085,-0.647341179138
ACH-000086,-0.45361924756399996
ACH-000087,-1.2528223983
ACH-000092,-0.901261817982
ACH-000095,-0.7069419672480001
ACH-000097,-0.845858202782
ACH-000098,-0.513155761758
ACH-000099,-1.0857806111700001
ACH-000108,-1.28853156785
ACH-000113,-0.796180431709
ACH-000115,-0.8893110383949999
ACH-000116,-0.8110277463109999
ACH-000118,-1.09965749442
ACH-000120,-0.433268868552
ACH-000123,-0.8193805257950001
ACH-000127,-0.918482601013
ACH-000128,-1.02868632418
ACH-000132,-0.542233164835
ACH-000133,-0.702941127532
ACH-000137,-0.80354155384
ACH-000138,-1.05457807954
ACH-000142,-1.0059508128799999
ACH-000143,-0.955197908296
ACH-000146,-1.61421086868
ACH-000148,-0.9117726471700001
ACH-000150,-0.8169926899429999
ACH-000152,-0.858842122473
ACH-000153,-0.8361528510840001
ACH-000159,-0.8813469362080001
ACH-000160,-0.910132778205
ACH-000163,-0.725414921951
ACH-000167,-1.02799493455
ACH-000168,-0.9467050229870001
ACH-000169,-0.744039700587
ACH-000178,-0.9913379824040001
ACH-000182,-0.835982190692
ACH-000183,-1.33634852412
ACH-000188,-0.934123685863
ACH-000189,-0.815567344472
ACH-000190,-0.7793650737800001
ACH-000198,-1.07996643745
ACH-000204,-0.8054598852089999
ACH-000206,-0.9729117873299999
ACH-000207,-1.4222053463799997
ACH-000211,-1.01170947517
ACH-000215,-0.48352845270000006
ACH-000221,-0.780687162612
ACH-000222,-1.23482099481
ACH-000223,-1.26041961114
ACH-000226,-1.21536107006
ACH-000227,-1.1123152676
ACH-000228,-0.87976708532
ACH-000231,-0.403747319428
ACH-000232,-0.756736016896
ACH-000233,-0.965330160523
ACH-000234,-1.2519446934
ACH-000235,-1.08774649656
ACH-000237,-0.786658525512
ACH-000238,-0.719420602604
ACH-000243,-0.883502884218
ACH-000244,-0.684938384336
ACH-000246,-0.699807082242
ACH-000248,-1.29425702955
ACH-000250,-0.9386754709630001
ACH-000251,-1.09219691342
ACH-000253,-0.850024768979
ACH-000255,-1.00995829152
ACH-000256,-0.8413918778630001
ACH-000257,-0.991741106969
ACH-000258,-1.19961104141
ACH-000259,-1.13781561483
ACH-000260,-0.5442972265899999
ACH-000261,-0.758116886933
ACH-000262,-0.464691582669
ACH-000263,-0.938657731543
ACH-000264,-0.772926414622
ACH-000265,-0.791783242307
ACH-000266,-1.1455161483299998
ACH-000272,-1.31143831884
ACH-000273,-1.26010250997
ACH-000274,-0.922106652263
ACH-000277,-1.49985749067
ACH-000278,-1.00579709691
ACH-000279,-1.2204936176799999
ACH-000280,-0.593239770067
ACH-000281,-1.21120146555
ACH-000288,-0.674446999049
ACH-000291,-0.651879725116
ACH-000293,-0.825980411087
ACH-000294,-0.930386894937
ACH-000295,-0.896943823785
ACH-000296,-0.592219390809
ACH-000302,-0.555767254043
ACH-000304,-1.21795740652
ACH-000307,-1.0698595963500002
ACH-000308,-1.5179521504700002
ACH-000310,-0.41921299296400005
ACH-000311,-0.944779907642
ACH-000312,-0.848013019584
ACH-000315,-1.15780894399
ACH-000316,-0.873106343407
ACH-000317,-1.43411457866
ACH-000318,-1.13195658615
ACH-000319,-0.663969141013
ACH-000320,-0.782439299691
ACH-000322,-0.9614710989799998
ACH-000323,-0.650232753774
ACH-000324,-0.807796648814
ACH-000329,-0.851080003099
ACH-000330,-1.33387741704
ACH-000331,-0.559519077055
ACH-000332,-0.9782313876369999
ACH-000334,-1.03082560805
ACH-000335,-0.7915164572329999
ACH-000336,-1.26714814857
ACH-000337,-0.967771094473
ACH-000339,-0.928061788223
ACH-000341,-0.660814888981
ACH-000348,-1.08216336097
ACH-000350,-0.848754384966
ACH-000352,-0.89275188222
ACH-000356,-0.809415877977
ACH-000361,-0.856292383335
ACH-000362,-1.09362450194
ACH-000363,-0.8912956368899999
ACH-000364,-1.0047771737200002
ACH-000365,-1.11581945692
ACH-000366,-0.95751025233
ACH-000368,-0.621144707543
ACH-000374,-0.837865850915
ACH-000375,-1.3233025466700001
ACH-000376,-0.621317321171
ACH-000381,-1.29946764128
ACH-000383,-1.47983088213
ACH-000387,-1.00333626151
ACH-000389,-0.533232594537
ACH-000390,-0.735736124427
ACH-000393,-0.73785741499
ACH-000395,-1.14773343003
ACH-000397,-0.804501325395
ACH-000401,-1.2972539554200002
ACH-000402,-0.906147931424
ACH-000403,-0.996441145527
ACH-000404,-0.997694870461
ACH-000406,-1.3115790636700002
ACH-000407,-0.7391422760549999
ACH-000408,-1.03289685891
ACH-000410,-0.837630664416
ACH-000411,-1.02282524819
ACH-000414,-0.593875110409
ACH-000415,-0.786150153694
ACH-000416,-0.9076088936650001
ACH-000420,-0.654193892521
ACH-000421,-0.8065221991789999
ACH-000424,-0.860338364719
ACH-000425,-0.772467161135
ACH-000426,-0.9554048272600001
ACH-000427,-1.2138074183499998
ACH-000433,-0.743048836744
ACH-000436,-1.0675912038600002
ACH-000444,-1.0488429643000001
ACH-000445,-0.7661038832960001
ACH-000448,-1.12000956335
ACH-000450,-0.730058892776
ACH-000452,-0.8946666628569999
ACH-000454,-0.8480468319660001
ACH-000458,-0.8661806870540001
ACH-000459,-1.36761230434
ACH-000460,-1.09091263722
ACH-000461,-1.2665766461399999
ACH-000463,-0.713782031906
ACH-000464,-0.6295984095489999
ACH-000466,-1.11498306703
ACH-000467,-0.722363564107
ACH-000468,-1.24872808517
ACH-000469,-0.806568850079
ACH-000470,-1.2729016312700001
ACH-000471,-0.955210730318
ACH-000472,-0.607701137169
ACH-000473,-0.5280825903899999
ACH-000475,-1.22421601301
ACH-000476,-0.746275528349
ACH-000477,-0.875408166217
ACH-000480,-0.700508242366
ACH-000481,-0.5491521911630001
ACH-000483,-0.753629434746
ACH-000484,-0.8455455011480001
ACH-000485,-1.11110072836
ACH-000486,-0.5581898572
ACH-000487,-1.09687195531
ACH-000488,-0.555474351884
ACH-000490,-0.584315333479
ACH-000491,-0.827864746744
ACH-000495,-0.9539848832310001
ACH-000496,-1.00705027107
ACH-000499,-1.01900118113
ACH-000500,-0.920380113003
ACH-000502,-0.9598217457780001
ACH-000503,-1.15259733516
ACH-000505,-0.924263007727
ACH-000507,-0.9269966989700001
ACH-000510,-1.1979111626999999
ACH-000511,-0.781985590527
ACH-000512,-1.15990576768
ACH-000516,-0.757716977532
ACH-000517,-0.7040267864499999
ACH-000518,-0.9274913499359999
ACH-000520,-0.808544096595
ACH-000521,-0.8006190668019999
ACH-000522,-1.01887022665
ACH-000524,-0.527237520804
ACH-000527,-0.607369908274
ACH-000528,-0.7086046819480001
ACH-000537,-1.21788894361
ACH-000541,-1.1882241247399998
ACH-000542,-0.5567619672199999
ACH-000544,-0.920815509705
ACH-000545,-0.910000772004
ACH-000547,-0.847782692617
ACH-000548,-1.09929416186
ACH-000549,-1.2811876121899999
ACH-000550,-0.965759584665
ACH-000552,-0.7737365241740001
ACH-000556,-1.29325603532
ACH-000557,-1.4659168776
ACH-000570,-0.59344362974
ACH-000571,-0.760113011996
ACH-000573,-1.0614167062200002
ACH-000576,-1.15121341542
ACH-000580,-0.8019520703399999
ACH-000584,-1.38907496755
ACH-000585,-0.966387907085
ACH-000588,-1.07799041367
ACH-000589,-0.918065397437
ACH-000591,-0.6770354480799999
ACH-000593,-0.813555070082
ACH-000600,-0.754514696189
ACH-000601,-1.26832796317
ACH-000604,-0.865272397259
ACH-000605,-1.01111704395
ACH-000606,-0.588811094922
ACH-000608,-1.09840152956
ACH-000614,-0.944169667384
ACH-000616,-1.01035732986
ACH-000618,-0.78188798382
ACH-000619,-0.975964802038
ACH-000620,-1.0444880627600002
ACH-000621,-0.992701325907
ACH-000622,-1.0614974767299998
ACH-000623,-0.742890248285
ACH-000624,-0.601102178288
ACH-000627,-1.04793240512
ACH-000630,-0.42387822057999996
ACH-000632,-1.01965726524
ACH-000633,-0.9879330790209999
ACH-000637,-0.38156935983
ACH-000638,-0.9682134493719999
ACH-000646,-0.793795829992
ACH-000647,-0.977597097117
ACH-000648,-1.15546256639
ACH-000649,-0.8807452633700001
ACH-000651,-0.815953095829
ACH-000652,-1.2918184578299998
ACH-000653,-1.0719500771700001
ACH-000657,-0.585952026483
ACH-000658,-1.30721845979
ACH-000661,-1.05508167225
ACH-000662,-0.49858409358000005
ACH-000663,-0.845048747307
ACH-000665,-0.8700085492990001
ACH-000671,-0.739524931869
ACH-000673,-0.8421244809199999
ACH-000676,-1.12333650854
ACH-000677,-0.834588430411
ACH-000681,-0.715307263825
ACH-000682,-1.15021923306
ACH-000683,-0.7573075308239999
ACH-000684,-1.0013068978200002
ACH-000688,-0.843429928679
ACH-000693,-0.870681799592
ACH-000694,-0.7545147287389999
ACH-000695,-0.764488099424
ACH-000696,-0.960133236078
ACH-000697,-0.983744522187
ACH-000699,-0.7362830062669999
ACH-000701,-0.788078511764
ACH-000706,-0.8641394113959999
ACH-000711,-0.7117272113330001
ACH-000713,-1.36527765481
ACH-000714,-1.07268339461
ACH-000718,-1.19166274053
ACH-000720,-0.700379277751
ACH-000721,-1.11108298655
ACH-000724,-0.829539631344
ACH-000725,-1.0169307383600001
ACH-000732,-0.841900383698
ACH-000734,-0.722960906912
ACH-000735,-1.0287857864899999
ACH-000736,-0.8695606405349999
ACH-000738,-0.738049058054
ACH-000746,-1.12869251081
ACH-000747,-1.06641160091
ACH-000748,-0.7616649699429999
ACH-000753,-1.34174615119
ACH-000756,-0.14775988518400002
ACH-000757,-0.771172085949
