,ABCA1 (19)
ACH-000004,0.0848452668254
ACH-000007,-0.197181303605
ACH-000009,-0.19766108068399998
ACH-000011,0.130541927141
ACH-000012,-0.24341459363899998
ACH-000013,0.036400565274800005
ACH-000014,-0.09120698216169999
ACH-000015,-0.278699004899
ACH-000017,0.156253396284
ACH-000018,-0.081196913546
ACH-000019,-0.202740137376
ACH-000021,-0.20480565331099998
ACH-000022,-0.0932439873504
ACH-000025,0.0508573855174
ACH-000028,-0.021666068876999997
ACH-000030,-0.120858049936
ACH-000035,-0.0469390001026
ACH-000036,-0.169475033651
ACH-000037,-0.11081951590999999
ACH-000039,-0.0970637358722
ACH-000040,-0.0681538711455
ACH-000041,-0.28809087427200003
ACH-000042,-0.151719686956
ACH-000045,-0.133196263422
ACH-000047,-0.05864342077930001
ACH-000052,-0.279326502854
ACH-000053,-0.119616137147
ACH-000054,0.0987269183348
ACH-000055,-0.20199596057
ACH-000060,-0.054609804926399996
ACH-000067,-0.0299962049119
ACH-000070,-0.123814363554
ACH-000075,0.017920955707400002
ACH-000078,-0.055698015418
ACH-000082,-0.0230010882506
ACH-000085,-0.08479109857449998
ACH-000086,-0.0157488489265
ACH-000087,-0.2013343716
ACH-000092,0.0437796339489
ACH-000095,0.04869872324
ACH-000097,0.0767546530248
ACH-000098,-3.19336856596e-05
ACH-000099,-0.119895530503
ACH-000108,-0.116154013642
ACH-000113,-0.026146846940900005
ACH-000115,0.18375164201299998
ACH-000116,-0.0266813701565
ACH-000118,-0.329889948303
ACH-000120,-0.0427367859714
ACH-000123,-0.134631740262
ACH-000127,-0.123415791002
ACH-000128,-0.0181714389097
ACH-000132,-0.054897502043699996
ACH-000133,-0.0113939931242
ACH-000137,-0.164470761404
ACH-000138,-0.15596622058700002
ACH-000142,-0.0374321582695
ACH-000143,-0.116956057359
ACH-000146,-0.19054155225699998
ACH-000148,-0.0427375597308
ACH-000150,0.061577406512099996
ACH-000152,-0.024781546294900002
ACH-000153,-0.5274709026300001
ACH-000159,0.0333498334367
ACH-000160,-0.093489818862
ACH-000163,-0.24650992251200002
ACH-000167,0.0781200432347
ACH-000168,-0.14457400078500002
ACH-000169,0.18280301107799998
ACH-000178,-0.11368176124700001
ACH-000182,-0.0286807034743
ACH-000183,-0.0335705273303
ACH-000188,0.0528725837493
ACH-000189,-0.24601025803399998
ACH-000190,-0.39736402052299996
ACH-000198,0.013397923237999999
ACH-000204,0.025369946127999997
ACH-000206,0.10603932632799999
ACH-000207,-0.0859675064246
ACH-000211,0.050392765524199995
ACH-000215,0.0637243401138
ACH-000221,-0.15005448371400001
ACH-000222,0.0640703468931
ACH-000223,0.0894578691983
ACH-000226,0.0302665622167
ACH-000227,0.07586429314280001
ACH-000228,-0.171910478378
ACH-000231,-0.010990814598100002
ACH-000232,-0.0158927329412
ACH-000233,0.00330195544227
ACH-000234,-0.211173369549
ACH-000235,-0.112751965657
ACH-000237,-0.0259947067888
ACH-000238,-0.140192373007
ACH-000243,0.042065844890900005
ACH-000244,0.154328452948
ACH-000246,-0.0564206532876
ACH-000248,-0.012323175185799999
ACH-000250,-0.07882472856639999
ACH-000251,0.043956328006300005
ACH-000253,-0.094343094089
ACH-000255,-0.0871487008519
ACH-000256,0.08146559791180001
ACH-000257,-0.030519254824
ACH-000258,-0.11233579477700001
ACH-000259,-0.022793483288599998
ACH-000260,-0.0636535553042
ACH-000261,-0.0708574547987
ACH-000262,-0.197695272746
ACH-000263,0.0400227784916
ACH-000264,-0.18636144064500001
ACH-000265,-0.151041581613
ACH-000266,-0.0396953475339
ACH-000272,-0.0599544934863
ACH-000273,-0.07931667551539999
ACH-000274,-0.0720480717135
ACH-000277,0.0655718869266
ACH-000278,-0.0105566748746
ACH-000279,0.0204944878129
ACH-000280,-0.234853607824
ACH-000281,0.04137585292630001
ACH-000288,0.15576625096
ACH-000291,-0.17997569795899998
ACH-000293,0.025759246000999998
ACH-000294,-0.166393039727
ACH-000295,0.238021359394
ACH-000296,-0.020353594415200002
ACH-000302,0.00465562219599
ACH-000304,-0.110025947961
ACH-000307,-0.0166711712385
ACH-000308,-0.042718069439699996
ACH-000310,-0.050191998070499996
ACH-000311,-0.147952538464
ACH-000312,-0.129495936757
ACH-000315,-0.0526218945819
ACH-000316,-0.041274980122300006
ACH-000317,-0.0934083972658
ACH-000318,-0.167633113499
ACH-000319,0.00995766045065
ACH-000320,-0.440930278516
ACH-000322,0.13949532749399998
ACH-000323,-0.0716408413651
ACH-000324,-0.17988837655200002
ACH-000329,0.127994460209
ACH-000330,-0.0075429042951499995
ACH-000331,0.00886603345709
ACH-000332,0.050022322960000004
ACH-000334,0.14601312126399998
ACH-000335,-0.20765306619600002
ACH-000336,-0.173004438662
ACH-000337,-0.353281821374
ACH-000339,-0.108515279058
ACH-000341,0.415247516539
ACH-000348,-0.07817315509310001
ACH-000350,-0.11142516344799999
ACH-000352,0.0343340359743
ACH-000356,0.0870026254277
ACH-000361,-0.0671770905564
ACH-000362,-0.04519062480830001
ACH-000363,-0.0500556702116
ACH-000364,0.0235994581917
ACH-000365,-0.0453819448646
ACH-000366,-0.0350187362211
ACH-000368,-0.187552165345
ACH-000374,-0.0927975619785
ACH-000375,0.0160128912162
ACH-000376,-0.0105588079917
ACH-000381,-0.0776618165307
ACH-000383,-0.105589717896
ACH-000387,-0.0129143861516
ACH-000389,0.029806252975400002
ACH-000390,-0.23334099219300003
ACH-000393,-0.137098625684
ACH-000395,-0.12710774329000002
ACH-000397,-0.0040511797712600005
ACH-000401,-0.0826750244846
ACH-000402,-0.322587736276
ACH-000403,0.0106441371952
ACH-000404,-0.0685247840309
ACH-000406,-0.0562040916954
ACH-000407,-0.0698567749272
ACH-000408,-0.012672401770000001
ACH-000410,0.10771499707
ACH-000411,-0.184076335623
ACH-000414,-0.0396045244948
ACH-000415,0.0825065660836
ACH-000416,-0.0887090623155
ACH-000420,0.0985649461483
ACH-000421,-0.103749984067
ACH-000424,0.162207627382
ACH-000425,0.053758448124099995
ACH-000426,0.007236826018459999
ACH-000427,0.216393180041
ACH-000433,-0.142694285936
ACH-000436,0.13012660568099998
ACH-000444,-0.022136533272000002
ACH-000445,-0.202094125228
ACH-000448,-0.0969726464793
ACH-000450,0.360583853092
ACH-000452,0.030262494304
ACH-000454,-0.43903196287100005
ACH-000458,0.053285646282800005
ACH-000459,0.126017055446
ACH-000460,-0.0512308391336
ACH-000461,0.115779698884
ACH-000463,-0.0061194357865200005
ACH-000464,-0.133630852369
ACH-000466,0.28317156937800003
ACH-000467,0.039514053188699994
ACH-000468,-0.09907038683399999
ACH-000469,0.021382267519
ACH-000470,-0.204331410595
ACH-000471,0.0564755157479
ACH-000472,-0.010733853018
ACH-000473,0.0139270682131
ACH-000475,0.12390364644099999
ACH-000476,0.10682979494200001
ACH-000477,-0.187297811363
ACH-000480,0.0578533729447
ACH-000481,-0.12224196714000002
ACH-000483,0.059963831971000005
ACH-000484,0.08510674980249999
ACH-000485,0.0686351856224
ACH-000486,0.144670225553
ACH-000487,-0.13221634938500001
ACH-000488,-0.138609798279
ACH-000490,0.0690354003849
ACH-000491,0.07537745499489999
ACH-000495,0.0696747754421
ACH-000496,-0.09457661227269999
ACH-000499,0.0799255020231
ACH-000500,-0.406835506919
ACH-000502,-0.0842480076135
ACH-000503,0.00734031744712
ACH-000505,-0.0902301155472
ACH-000507,-0.159624153982
ACH-000510,0.0250754719931
ACH-000511,-0.10650452507500001
ACH-000512,-0.33203106355
ACH-000516,0.124822353741
ACH-000517,-0.0754405220743
ACH-000518,0.00848448593183
ACH-000520,-0.18798527116799998
ACH-000521,0.0523850033071
ACH-000522,-0.09796579650119999
ACH-000524,0.058470432863800006
ACH-000527,0.09139102519760002
ACH-000528,0.0515725301413
ACH-000537,0.0041781928084
ACH-000541,-0.13337377533
ACH-000542,-0.0933685206319
ACH-000544,-0.00050942787058
ACH-000545,-0.0797482716321
ACH-000547,-0.0416704462615
ACH-000548,-0.0646636810609
ACH-000549,0.0372555343644
ACH-000550,0.0541339840907
ACH-000552,0.027740811160300003
ACH-000556,0.0335632019175
ACH-000557,-0.0115009314547
ACH-000570,0.013388820921200001
ACH-000571,0.0426088608689
ACH-000573,4.2617477591e-05
ACH-000576,0.00551090980578
ACH-000580,0.124758837163
ACH-000584,-0.0163479018382
ACH-000585,0.0190060071505
ACH-000588,0.127614480552
ACH-000589,0.0356472525412
ACH-000591,-0.0461928255188
ACH-000593,0.056803748557599995
ACH-000600,-0.042865245400199994
ACH-000601,-0.052219829851
ACH-000604,0.022081893407299998
ACH-000605,-0.033528041971599996
ACH-000606,-0.076836676441
ACH-000608,-0.00416809888341
ACH-000614,-0.201211393792
ACH-000616,-0.0387877847289
ACH-000618,0.07074347299650001
ACH-000619,0.0377470685502
ACH-000620,0.063056941743
ACH-000621,0.025703907310700002
ACH-000622,-0.17434953218600002
ACH-000623,-0.00931016050259
ACH-000624,0.042489038603
ACH-000627,-0.0612484758175
ACH-000630,0.00411656584619
ACH-000632,0.0444275995443
ACH-000633,0.140985000976
ACH-000637,0.00509861657119
ACH-000638,-0.126233274602
ACH-000646,0.14432830198899999
ACH-000647,-0.0074138140185999995
ACH-000648,-0.0403799695708
ACH-000649,-0.223072922324
ACH-000651,-0.24626520463399998
ACH-000652,-0.0790156019626
ACH-000653,0.10871928941299999
ACH-000657,-0.0530116092164
ACH-000658,-0.159908358235
ACH-000661,0.00573871976293
ACH-000662,0.361703988797
ACH-000663,-0.494177577681
ACH-000665,0.0724039529819
ACH-000671,0.060240072443900006
ACH-000673,0.044440562819300006
ACH-000676,-0.10897148045399999
ACH-000677,0.100076780953
ACH-000681,-0.0424776289726
ACH-000682,-0.010311679524600001
ACH-000683,-0.150331964448
ACH-000684,0.181772413619
ACH-000688,-0.10156399090299999
ACH-000693,0.08244208301639999
ACH-000694,-0.0629158333471
ACH-000695,0.330055838791
ACH-000696,0.0473098088197
ACH-000697,-0.172565891932
ACH-000699,0.07697728312839999
ACH-000701,-0.120482260314
ACH-000706,-0.0731761658739
ACH-000711,-0.111106699256
ACH-000713,0.07019652620139999
ACH-000714,-0.038992817430099996
ACH-000718,-0.153507690746
ACH-000720,0.0611825549134
ACH-000721,-0.09556926664200001
ACH-000724,-0.011157095648299998
ACH-000725,0.0353156762009
ACH-000732,-0.0113448762076
ACH-000734,-0.156838813109
ACH-000735,0.0587931148556
ACH-000736,-0.0277838818799
ACH-000738,0.0355404909705
ACH-000746,0.122378069798
ACH-000747,-0.12225088599199999
ACH-000748,-0.0667741234704
ACH-000753,-0.0814450847977
ACH-000756,-0.0523455419742
ACH-000757,-0.436473315348
ACH-000758,0.023065720957499997
ACH-000760,0.004824476778489999
ACH-000763,0.00151340735045
ACH-000764,-0.013247340222100001
ACH-000765,0.0487359268276
ACH-000766,0.09612382488489998
ACH-000767,-0.09429221745
ACH-000768,-0.0543392056762
ACH-000769,0.0189398196775
ACH-000770,-0.17166331050900002
ACH-000771,-0.08854371127489999
ACH-000773,-0.0621789089174
ACH-000776,-0.111903590296
ACH-000777,0.0495831891287
ACH-000778,0.00696521988856
ACH-000781,-0.11618800507400001
ACH-000782,0.104665092653
ACH-000783,-0.139531044696
ACH-000784,-0.020639386309099998
ACH-000785,0.051651454102600004
ACH-000787,0.0810729268537
ACH-000788,-0.010003732906700001
ACH-000791,0.010075613159899998
ACH-000792,-0.0263409012265
ACH-000794,0.0524766505734
ACH-000796,0.049460610793399994
ACH-000799,0.182130044639
ACH-000800,-0.126011071464
ACH-000802,0.016082899829799997
ACH-000804,-0.239279929841
ACH-000805,0.0612214533706
ACH-000809,-0.039581262969
ACH-000810,0.0531420487641
ACH-000811,-0.08051641768630001
ACH-000817,0.11371340205
ACH-000819,-0.17598892274300001
ACH-000820,-0.138304698251
ACH-000821,-0.0349443927304
ACH-000822,-0.0440223309506
ACH-000823,0.244617383297
ACH-000824,-0.17554751658599999
ACH-000827,-0.0706884683436
ACH-000829,0.0668401628785
ACH-000831,-0.135674701273
ACH-000832,-0.413065615735
ACH-000833,0.0815822243385
ACH-000834,0.013072238116799998
ACH-000835,-0.131314990056
ACH-000836,0.0294755200207
ACH-000837,-0.0511181347303
ACH-000838,0.026094998029
ACH-000839,-0.0850548998093
ACH-000840,-0.07360351321719999
ACH-000841,-0.163261244799
ACH-000843,0.0714928867374
ACH-000846,-0.137876406171
ACH-000847,-0.025348091118299998
ACH-000848,-0.0329657032656
ACH-000849,0.00295212753357
ACH-000851,-0.12406540659399999
ACH-000855,-0.0683560882977
ACH-000856,0.0540295807548
ACH-000858,0.14052149212099999
ACH-000859,0.10725336507500001
ACH-000861,-0.244735859184
ACH-000862,-0.0845908929882
ACH-000865,-0.00995501444884
ACH-000866,0.00914594634007
ACH-000867,0.0235937727836
ACH-000869,0.20614918258
ACH-000872,0.008579587460069999
ACH-000873,-0.042151527326600005
ACH-000876,-0.0272011491616
ACH-000878,0.108550871316
ACH-000880,-0.05761032711709999
ACH-000881,-0.254823185241
ACH-000882,0.125340029332
ACH-000884,0.0420033169809
ACH-000885,-0.048464850699699996
ACH-000887,-0.07501851076560001
ACH-000888,-0.250599894309
ACH-000889,0.0932632603382
ACH-000890,-0.0188369965991
ACH-000896,-0.180659591811
ACH-000898,-0.09184149580739999
ACH-000900,0.0102621736796
ACH-000901,-0.210479297705
ACH-000905,0.030167138081
ACH-000906,-0.10385796185799999
ACH-000907,-0.039323924293199995
ACH-000910,0.0101164236864
ACH-000911,0.0751549284105
ACH-000912,-0.126887585946
ACH-000913,-0.136019098478
ACH-000915,-0.227609453194
ACH-000916,0.18899672096
ACH-000917,0.042064422208199996
ACH-000921,-0.0298738221961
ACH-000924,-0.0505669322842
ACH-000926,-0.251926557156
ACH-000928,-0.18520646584699998
ACH-000929,-0.104988034106
ACH-000932,0.015121743732700001
ACH-000935,-0.0893366243203
ACH-000936,-0.026181442719299997
ACH-000937,-0.0205012454425
ACH-000938,-0.00138736146928
ACH-000939,0.00039399861026199996
ACH-000941,-0.0765624282592
ACH-000943,0.107696039295
ACH-000946,-0.04813644532459999
ACH-000947,-0.00935105790612
ACH-000948,-0.0607074903297
ACH-000950,-0.0275964491373
ACH-000953,0.033179635721
ACH-000957,0.029846132001
ACH-000958,0.21969619401999999
ACH-000960,-0.00228792881842
ACH-000963,-0.0616805580122
ACH-000968,-0.11759909869599999
ACH-000969,0.0125342188996
ACH-000973,0.0003728401487219999
ACH-000974,-0.059393866276000004
ACH-000975,0.090730139068
ACH-000976,0.0279990120266
ACH-000978,0.17069538909200002
ACH-000980,-0.027858595548099996
ACH-000984,-0.236280279609
ACH-000986,0.0366389571356
ACH-000988,0.031755334078
ACH-000993,0.22774512174699998
ACH-000994,0.00584537462649
ACH-000996,-0.108421551429
