,IFI27L1 (122509)
ACH-000004,-0.0436630180005
ACH-000007,-0.0659573833914
ACH-000009,-0.0220051401187
ACH-000011,-0.19631360673599998
ACH-000012,-0.100313017495
ACH-000013,-0.00175340543156
ACH-000014,-0.07598346742060001
ACH-000015,-0.0565385756398
ACH-000017,0.103784424035
ACH-000018,0.21644289769900002
ACH-000019,-0.129299832188
ACH-000021,0.0694996064732
ACH-000022,0.015126927221799999
ACH-000025,-0.0191755003564
ACH-000028,0.0388603618351
ACH-000030,-0.0675150537613
ACH-000035,0.21506212171300002
ACH-000036,-0.186562713792
ACH-000037,0.00756450430881
ACH-000039,-0.453603580494
ACH-000040,0.0245438440545
ACH-000041,-0.022300562128400002
ACH-000042,0.069520679923
ACH-000045,-0.0543926736037
ACH-000047,-0.0565310353291
ACH-000052,-0.298639085703
ACH-000053,-0.20392365084300001
ACH-000054,-0.188267563503
ACH-000055,0.177792376655
ACH-000060,-0.292541888931
ACH-000067,-0.18247664478300002
ACH-000070,-0.0265768257908
ACH-000075,-0.427363737183
ACH-000078,-0.0617133326305
ACH-000082,-0.16967159004700003
ACH-000085,-0.07256525993839999
ACH-000086,-0.192352255784
ACH-000087,-0.210993339798
ACH-000092,-0.08887126961639999
ACH-000095,-0.048162940964400006
ACH-000097,-0.0757747694823
ACH-000098,-0.148810800473
ACH-000099,0.0766993384267
ACH-000108,-0.252954774777
ACH-000113,0.0583960159242
ACH-000115,0.20200702556699998
ACH-000116,-0.0008343772044239999
ACH-000118,0.09523143398719999
ACH-000120,-0.0341577278424
ACH-000123,0.09771507211439999
ACH-000127,-0.0917209788536
ACH-000128,0.00947774570313
ACH-000132,-0.059613334987699995
ACH-000133,-0.08558034223750001
ACH-000137,-0.152199448551
ACH-000138,0.112846111219
ACH-000142,-0.093507825038
ACH-000143,0.12083472865
ACH-000146,-0.0722419330622
ACH-000148,-0.196106306955
ACH-000150,0.0763142434217
ACH-000152,0.0042643896605599994
ACH-000153,-0.177829959074
ACH-000159,-0.134015706357
ACH-000160,-0.135626845283
ACH-000163,-0.18470328536800001
ACH-000167,-0.269823314894
ACH-000168,-0.121597348267
ACH-000169,0.0786527047949
ACH-000178,-0.07314390958330001
ACH-000182,-0.04305197705969999
ACH-000183,-0.150781365789
ACH-000188,-0.09038718593890001
ACH-000189,0.225997365721
ACH-000190,-0.14081538232899998
ACH-000198,-0.0037391543532399995
ACH-000204,0.058437144975500004
ACH-000206,-0.221053803901
