,DEK (7913)
ACH-000004,0.16141172850500002
ACH-000007,0.338816671972
ACH-000009,0.19141835018800002
ACH-000011,0.09481052710010002
ACH-000012,0.301085905715
ACH-000013,0.09758184993999999
ACH-000014,0.09491830545760001
ACH-000015,0.23681164869100002
ACH-000017,0.149593901812
ACH-000018,0.277601333722
ACH-000019,0.450142235839
ACH-000021,0.119243006702
ACH-000022,0.37816477975400004
ACH-000025,0.304756071207
ACH-000028,0.352365836496
ACH-000030,0.0486865652708
ACH-000035,0.225065071535
ACH-000036,0.231104395441
ACH-000037,0.33572513204599996
ACH-000039,0.38720995526600005
ACH-000040,-0.0588281322713
ACH-000041,0.172217865544
ACH-000042,0.373621560552
ACH-000045,-0.08734673753760001
ACH-000047,0.287174472089
ACH-000052,0.0519964113535
ACH-000053,0.221473047337
ACH-000054,0.232585126627
ACH-000055,0.35504246373899995
ACH-000060,0.304189072101
ACH-000067,0.19820470963
ACH-000070,0.308693270629
ACH-000075,0.162924477926
ACH-000078,0.23076492
ACH-000082,0.09668757346439999
ACH-000085,0.258811921791
ACH-000086,0.0790143845128
ACH-000087,-0.040876172476800005
ACH-000092,0.190961376411
ACH-000095,0.09966086109889999
ACH-000097,0.383636979397
ACH-000098,0.20465397422000003
ACH-000099,0.34501508730700003
ACH-000108,0.29924150408399997
ACH-000113,0.15466651211899998
ACH-000115,-0.237527791243
ACH-000116,0.0471252339171
ACH-000118,0.09734352335930001
ACH-000120,0.41327624547499997
ACH-000123,0.12815358273299998
ACH-000127,0.0828355136621
ACH-000128,0.175357170351
ACH-000132,0.21843210655
ACH-000133,0.299231690809
ACH-000137,0.259704874986
ACH-000138,0.262073086783
ACH-000142,0.208020308149
ACH-000143,-0.023358801900900002
ACH-000146,0.257330782513
ACH-000148,0.36324169114200006
ACH-000150,0.169434354496
ACH-000152,0.277973383482
ACH-000153,0.407493553808
ACH-000159,0.13703528429099998
ACH-000160,0.344057277199
ACH-000163,0.0426788193902
ACH-000167,0.21447915043
ACH-000168,0.28569616096
ACH-000169,0.278826652227
ACH-000178,0.15645503801400001
ACH-000182,0.177413726281
ACH-000183,0.279497724405
ACH-000188,0.32495965075
ACH-000189,0.0349288704109
ACH-000190,0.42453713634199997
ACH-000198,0.249140620029
ACH-000204,0.227290340435
ACH-000206,0.207115878361
ACH-000207,0.0463369163514
ACH-000211,0.261687788446
ACH-000215,0.19052207153
ACH-000221,0.173861459945
ACH-000222,0.487953190324
ACH-000223,0.16444030417199998
ACH-000226,0.10751207210100001
ACH-000227,0.047802482417000004
ACH-000228,0.266059885729
ACH-000231,0.11484061093
ACH-000232,0.101247767093
ACH-000233,0.317366117507
ACH-000234,0.432358878114
ACH-000235,0.32075983214299997
ACH-000237,0.24945160577199998
ACH-000238,-0.0370962984633
ACH-000243,0.365390279438
ACH-000244,0.46305218715499996
ACH-000246,0.0728822555248
ACH-000248,0.202496861881
ACH-000250,-0.010780493189799999
ACH-000251,0.157997989352
ACH-000253,0.110932546963
ACH-000255,0.20924208041200001
ACH-000256,0.291447316151
ACH-000257,0.27561204819
ACH-000258,0.467025050412
ACH-000259,0.20144244330299999
ACH-000260,0.160289672991
ACH-000261,0.257458541017
ACH-000262,0.23819292041700002
ACH-000263,0.0686089753827
ACH-000264,0.140179834369
ACH-000265,0.250242884153
ACH-000266,0.267100546319
ACH-000272,0.057043162043699996
ACH-000273,0.172590550434
ACH-000274,0.178753936321
ACH-000277,0.0537329105759
ACH-000278,0.231377846759
ACH-000279,0.0916542555398
ACH-000280,0.234959475001
ACH-000281,0.33066117484700003
ACH-000288,0.13217195614399999
ACH-000291,0.36146966840899997
ACH-000293,0.26466841028099997
ACH-000294,0.027081155047400003
ACH-000295,0.11009169541899999
ACH-000296,0.0697691092541
ACH-000302,0.21817011076200002
ACH-000304,0.148184185903
ACH-000307,0.165283446842
ACH-000308,0.148482080355
ACH-000310,0.13291721583
ACH-000311,0.222324350545
