,MARK2 (2011)
ACH-000004,-0.37639480888599997
ACH-000007,-1.19245917062
ACH-000009,-0.453799109783
ACH-000011,-0.575628165434
ACH-000012,-0.32916759729600004
ACH-000013,0.055453078422800006
ACH-000014,-0.0242879818626
ACH-000015,-0.257864568563
ACH-000017,-0.487832519803
ACH-000018,-0.634558901864
ACH-000019,-0.556634644177
ACH-000021,-0.36277788831
ACH-000022,-0.368528126554
ACH-000025,-0.734393572888
ACH-000028,-0.264031282231
ACH-000030,-0.647727087524
ACH-000035,-0.35735663031
ACH-000036,-0.49642522211199996
ACH-000037,0.44942932328
ACH-000039,-0.17004543153499999
ACH-000040,-0.793975704894
ACH-000041,0.19816623177700002
ACH-000042,-0.042103277738300006
ACH-000045,-0.215229085041
ACH-000047,-0.07606489893110001
ACH-000052,-0.266503570096
ACH-000053,-0.032986000254700006
ACH-000054,-0.428413973387
ACH-000055,-0.351785827248
ACH-000060,-0.664162471568
ACH-000067,-0.22581880935600002
ACH-000070,-0.149558232707
ACH-000075,-0.39312262198799997
ACH-000078,-0.05077275336419999
ACH-000082,-0.377173343095
ACH-000085,-0.9540177321019999
ACH-000086,-0.23379562814399998
ACH-000087,-0.7749531481090001
ACH-000092,-0.0897928264766
ACH-000095,-0.167533730272
ACH-000097,-0.29041466316
ACH-000098,-0.276105300586
ACH-000099,0.209033684347
ACH-000108,-0.8512590866959999
ACH-000113,-0.421130779809
ACH-000115,-0.209252337579
ACH-000116,0.0319221226101
ACH-000118,-0.662984114622
ACH-000120,-0.265405164729
ACH-000123,-0.23137425432599998
ACH-000127,-0.330098526756
ACH-000128,0.36201934829300003
ACH-000132,-0.236893490887
ACH-000133,-0.179551984146
ACH-000137,-0.237567150861
ACH-000138,-0.5824773302049999
ACH-000142,0.0722818130864
ACH-000143,-0.347098895905
ACH-000146,-0.146375599453
ACH-000148,-0.017511613235099997
ACH-000150,-0.158844682924
ACH-000152,-0.257113436425
ACH-000153,-0.664814082111
ACH-000159,-0.0081025165644
ACH-000160,-0.31771325385000004
ACH-000163,-0.473757440519
ACH-000167,-0.387331257213
ACH-000168,-0.194332870081
ACH-000169,-0.270614674368
ACH-000178,-0.573067115591
ACH-000182,-0.40915193961900004
ACH-000183,-0.198957970399
ACH-000188,-0.452414615396
ACH-000189,-0.153565770489
ACH-000190,-0.194469456482
ACH-000198,-0.136205314947
ACH-000204,-0.428875479951
ACH-000206,0.0229468934446
ACH-000207,-0.08612949190460001
ACH-000211,-0.265684857455
ACH-000215,-0.514176009839
ACH-000221,-0.16297159047499998
ACH-000222,-0.578794380731
ACH-000223,-0.361971421601
ACH-000226,-0.255161889003
ACH-000227,-0.148158319161
ACH-000228,-0.68306500299
ACH-000231,-0.004220105992500001
ACH-000232,0.0885774281999
ACH-000233,-0.17637183345899998
ACH-000234,-0.513541296673
ACH-000235,-0.374590286944
ACH-000237,-0.20318212985599998
ACH-000238,-0.113959133419
ACH-000243,-0.883995151881
ACH-000244,-0.738825791236
ACH-000246,-0.618132505186
ACH-000248,-0.741576852458
ACH-000250,-0.18897195323899998
ACH-000251,-0.237828128083
ACH-000253,-0.270817834405
ACH-000255,-0.427026836902
ACH-000256,-0.32288882471
ACH-000257,-0.0201702450563
ACH-000258,-0.33214847515900003
ACH-000259,-0.00413090224117
ACH-000260,-0.143607940695
ACH-000261,-0.24525783701200002
ACH-000262,-0.861751313246
ACH-000263,0.138988122466
ACH-000264,-0.20189033909600002
ACH-000265,-0.323823602304
ACH-000266,-0.22627547942899998
ACH-000272,-0.187037401793
ACH-000273,-0.32107268953400003
ACH-000274,-0.0655909801646
ACH-000277,-0.5561849513
ACH-000278,-0.030188918264200004
ACH-000279,-0.0654436167944
ACH-000280,-0.24049566776599998
ACH-000281,-0.421015117364
ACH-000288,-0.195949620608
ACH-000291,-0.393729115792
ACH-000293,-0.08811625823719998
ACH-000294,-0.641084105419
ACH-000295,0.191962652471
ACH-000296,-0.196945244119
ACH-000302,-0.021297946600500002
ACH-000304,-0.07791824117219999
ACH-000307,-0.0617048470369
ACH-000308,-0.581546443819
ACH-000310,-0.127908159222
ACH-000311,-0.5080688076259999
ACH-000312,0.0662420045701
ACH-000315,0.18601475555799998
ACH-000316,-0.41546079191699997
ACH-000317,-0.710708344156
ACH-000318,-0.13917747138800002
ACH-000319,-0.19285963146200003
ACH-000320,0.129503425023
ACH-000322,0.0341522746593
ACH-000323,-0.65939537887
ACH-000324,-0.40407513837399994
ACH-000329,-0.09469010074249999
ACH-000330,-0.120553872652
ACH-000331,-0.722442777649
ACH-000332,-0.435295582265
