,HOXA13 (3209)
ACH-000004,-0.431174396607
ACH-000007,-0.0194217317
ACH-000009,-0.132000688592
ACH-000011,-0.37777364574199995
ACH-000012,-0.28223696975400003
ACH-000013,-0.22430313204100003
ACH-000014,-0.376892983749
ACH-000015,-0.20053280497200002
ACH-000017,0.0461094804395
ACH-000018,-0.215968199857
ACH-000019,-0.136074009675
ACH-000021,-0.29739336496
ACH-000022,-0.372034634102
ACH-000025,-0.206917153466
ACH-000028,-0.120433621377
ACH-000030,-0.299985771105
ACH-000035,-0.43222698543899996
ACH-000036,-0.13804964308
ACH-000037,-0.319354447744
ACH-000039,-0.42314638803099996
ACH-000040,-0.129976559421
ACH-000041,-0.27163239912
ACH-000042,-0.372576726573
ACH-000045,-0.38547578560999995
ACH-000047,-0.22077775191100002
ACH-000052,-0.030247563212500002
ACH-000053,-0.22128573241900001
ACH-000054,-0.143175482807
ACH-000055,-0.15327904711100002
ACH-000060,-0.21585291642299997
ACH-000067,-0.05545942671159999
ACH-000070,-0.081608107495
ACH-000075,-0.0969537318363
ACH-000078,-0.290710251112
ACH-000082,-0.38327376168399996
ACH-000085,-0.34346690100999994
ACH-000086,-0.22972241044599997
ACH-000087,0.0673396926749
ACH-000092,-0.036290140170699994
ACH-000095,-0.249800815456
ACH-000097,-0.17278097627900002
ACH-000098,-0.247671151151
ACH-000099,-0.109451640742
ACH-000108,-0.38347675888000005
ACH-000113,-0.39135668797300005
ACH-000115,-0.178088712571
ACH-000116,-0.264805551795
ACH-000118,-0.037746373505099996
ACH-000120,-0.122993146732
ACH-000123,-0.112312151369
ACH-000127,-0.283619533918
ACH-000128,-0.286395425119
ACH-000132,-0.250264956019
ACH-000133,-0.0357475207108
ACH-000137,-0.36522762851999996
ACH-000138,-0.19628983674400002
ACH-000142,-0.277503832099
ACH-000143,-0.386286815718
ACH-000146,-0.04966240850740001
ACH-000148,-0.224643023264
ACH-000150,-0.17383857055100002
ACH-000152,-0.103199998655
ACH-000153,-0.237072746426
ACH-000159,-0.252631687044
ACH-000160,-0.336486620572
ACH-000163,-0.273090826317
ACH-000167,0.011645194392299999
ACH-000168,-0.220955165205
ACH-000169,-0.264696725623
ACH-000178,-0.381314136887
ACH-000182,-0.105637355687
ACH-000183,-0.16300486074200002
ACH-000188,-0.220956782307
ACH-000189,-0.174725538701
ACH-000190,-0.0929940043231
ACH-000198,-0.108273313805
ACH-000204,0.0560660966163
ACH-000206,-0.177756192232
ACH-000207,-0.0063886525675200005
ACH-000211,-0.196057933673
ACH-000215,-0.10684227247000001
ACH-000221,-0.15647071529999998
ACH-000222,-0.832821456417
ACH-000223,-0.10358807821499999
ACH-000226,-0.07394149821339999
ACH-000227,-0.166925484257
ACH-000228,-0.263534961392
ACH-000231,-0.268301122771
ACH-000232,-0.052318561650800004
ACH-000233,-0.059581999487800005
ACH-000234,-0.289140347932
ACH-000235,-0.348553173726
ACH-000237,-0.323743940811
ACH-000238,-0.263499936409
ACH-000243,-0.194909698932
ACH-000244,-0.451598457859
ACH-000246,-0.160366142298
ACH-000248,-0.415312461834
ACH-000250,-0.28495602872
ACH-000251,-0.00443026028475
ACH-000253,-0.111474754605
ACH-000255,-0.150426219609
ACH-000256,-0.0713083495779
ACH-000257,0.303785251573
ACH-000258,-0.339852586264
ACH-000259,-0.12402450936899999
ACH-000260,-0.23211187597600003
ACH-000261,-0.113044302824
ACH-000262,-0.248011697384
ACH-000263,-0.328897871999
ACH-000264,-0.34519312576
ACH-000265,-0.16887280933499998
ACH-000266,-0.253816247728
ACH-000272,-0.279112106708
ACH-000273,-0.22455656448800002
ACH-000274,-0.114486797868
ACH-000277,0.166360405501
ACH-000278,-0.315118059112
ACH-000279,-0.122423370128
ACH-000280,-0.22476915336300002
ACH-000281,-0.358510537518
ACH-000288,-0.176768857778
ACH-000291,-0.27492722469700004
ACH-000293,-0.230271415262
ACH-000294,-0.28479461093499997
ACH-000295,-0.312985915889
ACH-000296,-0.0831687824547
ACH-000302,-0.119147321788
ACH-000304,0.124378769894
ACH-000307,-0.21820242552900002
ACH-000308,-0.165926540125
ACH-000310,-0.411242469902
ACH-000311,-0.09947471794880001
ACH-000312,-0.18484500569200002
ACH-000315,-0.36732831764799995
ACH-000316,-0.287145919782
ACH-000317,0.10331623845599999
ACH-000318,-0.0383847180006
ACH-000319,-0.311362397565
ACH-000320,-0.12554849055199999
ACH-000322,-0.24451408464699997
ACH-000323,-0.118358197263
ACH-000324,-0.231026487119
ACH-000329,-0.270549829031
ACH-000330,-0.21209100708700002
ACH-000331,-0.14589792772500002
ACH-000332,-0.28054099127500004
ACH-000334,-0.17961903746599997
ACH-000335,-0.508519244469
ACH-000336,-0.344814799598
ACH-000337,-0.227702462174
ACH-000339,-0.25673195341899996
ACH-000341,-0.469669552937
ACH-000348,-0.23720346744800003
ACH-000350,-0.5954536205709999
