,FOXR1 (283150)
ACH-000004,-0.24578709873500001
ACH-000007,-0.149361078556
ACH-000009,-0.141911227612
ACH-000011,0.20310670578899997
ACH-000012,0.171904060044
ACH-000013,0.196821102585
ACH-000014,-0.151510121985
ACH-000015,0.224120079905
ACH-000017,0.12127454824000002
ACH-000018,-0.0988692755972
ACH-000019,0.0746415002194
ACH-000021,0.13155139809
ACH-000022,0.100574838116
ACH-000025,-0.026997124229700003
ACH-000028,-0.236814829276
ACH-000030,0.109697722858
ACH-000035,0.15181287373299998
ACH-000036,0.032077371048699996
ACH-000037,-0.0725912224955
ACH-000039,0.0297781537072
ACH-000040,0.0019791570294400004
ACH-000041,0.0181026728845
ACH-000042,0.054899440094599995
ACH-000045,-0.10428691562999999
ACH-000047,0.248034969306
ACH-000052,-0.0325741036056
ACH-000053,0.060005593702300006
ACH-000054,0.0960274112596
ACH-000055,0.161424059574
ACH-000060,0.0776142385619
ACH-000067,0.247455143249
ACH-000070,0.18904865827
ACH-000075,0.0371006485634
ACH-000078,0.110616215726
ACH-000082,0.204621757795
ACH-000085,0.251082781314
ACH-000086,0.104505425021
ACH-000087,-0.027963731994500002
ACH-000092,0.141015337018
ACH-000095,0.10992201267999999
ACH-000097,0.074344845676
ACH-000098,0.0346153510556
ACH-000099,0.09842671867360002
ACH-000108,-0.144185128395
ACH-000113,-0.0136520271174
ACH-000115,0.266747475235
ACH-000116,0.044257067544900004
ACH-000118,0.0260393131809
ACH-000120,0.0235556072711
ACH-000123,-0.012311322949399999
ACH-000127,0.14023819797700002
ACH-000128,0.058490366621199996
ACH-000132,0.107023679309
ACH-000133,0.33463173829799997
ACH-000137,0.0540015776468
ACH-000138,-0.167756490308
ACH-000142,-0.140526861151
ACH-000143,0.105289448868
ACH-000146,0.128531919627
ACH-000148,0.011779318151399999
ACH-000150,-0.00445347347445
ACH-000152,0.117219715286
ACH-000153,-0.218174553858
ACH-000159,0.17920910134799997
ACH-000160,0.0227646558808
ACH-000163,0.16896641883000002
ACH-000167,0.21034519272100002
ACH-000168,-0.08830383714019999
ACH-000169,0.13317939923
ACH-000178,0.106382528119
ACH-000182,0.0832332602173
ACH-000183,0.019300624110599997
ACH-000188,-0.12744564118499999
ACH-000189,0.0114834682608
