,CHMP6 (79643)
ACH-000004,-1.48261448027
ACH-000007,-1.59082743991
ACH-000009,-1.8226421497999998
ACH-000011,-1.38338468102
ACH-000012,-1.7419339973299999
ACH-000013,-1.66119088426
ACH-000014,-1.2984441233600001
ACH-000015,-1.54967982074
ACH-000017,-1.46694782792
ACH-000018,-1.79376023836
ACH-000019,-2.04327928495
ACH-000021,-1.50672432454
ACH-000022,-1.7790823135799998
ACH-000025,-1.36590331771
ACH-000028,-1.42249135034
ACH-000030,-1.67523695343
ACH-000035,-1.67336061312
ACH-000036,-1.5699225665799998
ACH-000037,-1.51196318209
ACH-000039,-1.7048320785799997
ACH-000040,-1.3770885683200003
ACH-000041,-1.58770843881
ACH-000042,-1.2753250109999998
ACH-000045,-1.7572030716900002
ACH-000047,-1.58440614819
ACH-000052,-1.56489759321
ACH-000053,-1.5910961237399999
ACH-000054,-1.6836264652200001
ACH-000055,-1.56575454724
ACH-000060,-1.6582588328999999
ACH-000067,-1.34293234559
ACH-000070,-1.63028838936
ACH-000075,-1.18973090748
ACH-000078,-1.6013241834099998
ACH-000082,-1.84550994788
ACH-000085,-1.55299269639
ACH-000086,-1.50459423692
ACH-000087,-1.66466324665
ACH-000092,-1.50642854877
ACH-000095,-1.50131166317
ACH-000097,-1.57275895294
ACH-000098,-1.38795406905
ACH-000099,-1.554981352
ACH-000108,-1.7880672930000001
ACH-000113,-1.75623184165
ACH-000115,-2.2791174295200003
ACH-000116,-1.7141319802300001
ACH-000118,-1.50198971783
ACH-000120,-1.38143950381
ACH-000123,-1.76431361393
ACH-000127,-1.79352996467
ACH-000128,-1.4877399687600001
ACH-000132,-1.53527784583
ACH-000133,-1.43069622184
ACH-000137,-1.5393288779700003
ACH-000138,-1.6921680497299998
ACH-000142,-1.71631405337
ACH-000143,-1.51528843643
ACH-000146,-1.7431753633900002
ACH-000148,-1.70657420258
ACH-000150,-1.5047260073100002
ACH-000152,-1.5463437823500001
ACH-000153,-1.3145249375599999
ACH-000159,-1.3736628471799999
ACH-000160,-1.43539350697
ACH-000163,-1.43305159588
ACH-000167,-1.8679453103900001
ACH-000168,-1.42268343198
ACH-000169,-1.8320111283200002
ACH-000178,-1.7372680045599997
ACH-000182,-1.40335477933
ACH-000183,-1.78458336512
ACH-000188,-1.6485383580000001
ACH-000189,-1.84838485625
ACH-000190,-1.56903636264
ACH-000198,-1.65501917348
ACH-000204,-1.57230604925
ACH-000206,-1.10295024189
ACH-000207,-1.77552325347
