,KDM8 (79831)
ACH-000336,-0.5380975836249999
ACH-000337,-0.533828841286
ACH-000339,-0.845323173379
ACH-000341,-0.582161619094
ACH-000348,-0.710355072003
ACH-000350,-0.359854415385
ACH-000352,-0.457805781098
ACH-000356,-0.686827062226
ACH-000361,-0.76035543687
ACH-000362,-0.502589747562
ACH-000363,-0.543485466014
ACH-000364,-0.807739800838
ACH-000365,-0.898522941991
ACH-000366,-0.31505285690400003
ACH-000368,-1.10241819348
ACH-000374,-0.7998322569580001
ACH-000375,-0.336883668212
ACH-000376,-0.8517235980429999
ACH-000381,-0.912988997697
ACH-000383,-0.225498005351
ACH-000387,-0.8333347693690001
ACH-000389,-1.07355687051
ACH-000390,-0.736097029202
ACH-000393,-0.607720382679
ACH-000395,-0.5015454099459999
ACH-000397,-0.699386013202
ACH-000401,-1.0946143878899999
ACH-000402,-0.735994690488
ACH-000403,-0.6574065267970001
ACH-000404,-0.632990274125
ACH-000406,-0.47159241603600005
ACH-000407,-0.961920236303
ACH-000408,-0.716730210141
ACH-000410,-0.966925936061
ACH-000411,-0.28564743194000003
ACH-000414,-0.29264956166
ACH-000415,-0.772535228386
ACH-000416,-0.330110396375
ACH-000420,-0.5469364783990001
ACH-000421,-0.478381461902
ACH-000424,-0.88106605122
ACH-000425,-0.657570286426
ACH-000426,-0.589090726536
ACH-000427,-0.47562805144599996
ACH-000433,-0.61731012459
ACH-000436,-0.529130296389
ACH-000444,-0.605793660297
ACH-000445,-0.9934587704000001
ACH-000448,-0.36135810481299996
ACH-000450,-0.545658211002
ACH-000452,-0.718422759394
ACH-000454,-0.719520143522
ACH-000458,-1.13064992636
ACH-000459,-0.7971961168739999
ACH-000460,-0.428368820991
ACH-000461,-0.7029192626649999
ACH-000463,-0.7374448123299999
ACH-000464,-0.99991014949
ACH-000466,-0.880835187229
ACH-000467,-0.284224991136
ACH-000468,-0.936854215541
ACH-000469,-0.8769630620799999
ACH-000470,-0.7501391474250001
ACH-000471,-0.08193676591030001
ACH-000472,-1.15207273253
ACH-000473,-0.630025072469
ACH-000475,-0.565035928767
ACH-000476,-0.342253679546
ACH-000477,-0.388083463072
ACH-000480,-0.6952356631100001
ACH-000481,-0.580381172479
ACH-000483,-0.71215676185
ACH-000484,-0.48629206264799996
ACH-000485,-0.7138175382690001
ACH-000486,-0.765549446509
ACH-000487,-1.1021679910100002
ACH-000488,-0.861629913061
ACH-000490,-0.883276688596
ACH-000491,-0.5485713943339999
ACH-000495,-0.958148712096
ACH-000496,-0.761860206117
ACH-000499,-1.21142561088
ACH-000500,-0.8317865152089999
ACH-000502,-0.661780884818
ACH-000503,-0.529559816501
ACH-000505,-0.6293737293630001
ACH-000507,-0.793070704245
ACH-000510,-0.7948050787559999
ACH-000511,-0.981306546363
ACH-000512,-0.7788110584739999
ACH-000516,-0.427336364507
ACH-000517,-0.379617707107
ACH-000518,-0.715656900768
ACH-000520,-0.7479275950030001
ACH-000521,-0.60069431853
ACH-000522,-0.574142063915
ACH-000524,-0.10824312242900001
ACH-000527,-0.276750578243
ACH-000528,-0.194786188688
ACH-000537,-0.5363348737179999
ACH-000541,-0.541780995261
ACH-000542,-0.843222731426
ACH-000544,-0.732428388178
ACH-000545,-0.982508909675
ACH-000547,-0.66901996991
ACH-000548,-0.759267675476
ACH-000549,-1.16610165318
ACH-000550,-0.472317180423
ACH-000552,-0.722456949498
ACH-000556,-0.47176680111100006
ACH-000557,-0.5908123580219999
ACH-000570,-0.955867172489
ACH-000571,-0.615521468436
ACH-000573,-0.426842380624
ACH-000576,-0.579007848818
ACH-000580,-0.312247254794
ACH-000584,-0.600954985466
ACH-000585,-0.578966330435
ACH-000588,-0.6993765820379999
ACH-000589,-0.469795697399
ACH-000591,-0.39301117881700004
ACH-000593,-0.36634214401500004
ACH-000600,-0.519366717644
ACH-000601,-0.880902985319
ACH-000604,-0.243241436721
ACH-000605,-0.723731381708
ACH-000606,-1.10803473666
ACH-000608,-0.487583142764
ACH-000614,-0.665466461037
ACH-000616,-0.877762533732
ACH-000618,-0.772685536334
ACH-000619,-0.759179777299
ACH-000620,-0.417479885184
ACH-000621,-0.626844096394
ACH-000622,-0.42908697871299994
ACH-000623,-0.7207721617280001
ACH-000624,-0.472662042918
ACH-000627,-0.5899686081750001
ACH-000630,-0.629910253874
ACH-000632,-0.89336614203
ACH-000633,-0.32937229579599997
ACH-000637,-0.367888040893
ACH-000638,-0.75346408713
ACH-000646,-0.607909489437
ACH-000647,-0.48334774974699996
ACH-000648,-0.790638130516
ACH-000649,-0.846600340779
ACH-000651,-1.1144566220899998
ACH-000652,-0.805269768917
ACH-000653,-0.412077645506
ACH-000657,-0.785453589694
ACH-000658,-0.781351940484
ACH-000661,-0.196090603767
ACH-000662,-0.29957455186
ACH-000663,-0.519792859688
ACH-000665,-1.07078124627
ACH-000671,-0.640604745564
ACH-000673,-0.543654206408
ACH-000676,-0.671150395942
ACH-000677,-0.353572172789
ACH-000681,-0.468646122055
ACH-000682,-0.869201406621
ACH-000683,-0.644055197995
ACH-000684,-1.11139183668
ACH-000688,-0.5540068505919999
ACH-000693,-1.06559780217
ACH-000694,-0.991655001885
ACH-000695,-0.474472099159
ACH-000696,-0.6600633385600001
ACH-000697,-0.6974616638529999
ACH-000699,-0.462286382174
ACH-000701,-0.389638940036
ACH-000706,-0.474685095826
ACH-000711,-0.748163613318
ACH-000713,-0.605468516911
ACH-000714,-1.05196070245
ACH-000718,-0.69585940782
ACH-000720,-0.627213861491
ACH-000721,-0.759613190404
ACH-000724,-0.424646307933
ACH-000725,-0.5323833451910001
ACH-000732,-0.846420033528
ACH-000734,-0.430389578367
ACH-000735,-0.566600217193
ACH-000736,-0.369292980666
ACH-000738,-0.6148989725339999
ACH-000746,-0.2284872365
ACH-000747,-0.638304289551
ACH-000748,-0.814440688223
ACH-000753,-0.7714785045720001
ACH-000756,-0.898614683005
ACH-000757,-0.6930965730869999
ACH-000758,-0.447917209785
ACH-000760,-0.7566504499050001
ACH-000763,-0.445905630176
ACH-000764,-0.881796470905
ACH-000765,-0.628433708728
ACH-000766,-0.720149322719
ACH-000767,-0.527657886402
ACH-000768,-0.558906049332
ACH-000769,-0.735069978722
ACH-000770,-0.547300898065
ACH-000771,-0.906350059911
ACH-000773,-0.456723620879
ACH-000776,-1.13220431308
ACH-000777,-0.833268199648
ACH-000778,-0.700132154212
ACH-000781,-0.403966766109
ACH-000782,-0.419299745802
ACH-000783,-0.437779240565
ACH-000784,-0.83915106426
ACH-000785,-0.668593047587
ACH-000787,-0.819021845724
ACH-000788,-0.6571027214630001
ACH-000791,-0.695548677833
ACH-000792,-0.97493971595
ACH-000794,-0.9526982726719999
ACH-000796,-0.506995610288
ACH-000799,-0.32852988666
ACH-000800,-0.888272282561
ACH-000802,-0.597654201521
ACH-000804,-0.52441550469
ACH-000805,-0.791772296338
ACH-000809,-0.893478277257
ACH-000810,-0.5865175872649999
ACH-000811,-0.576178983216
ACH-000817,-0.9626049681479999
ACH-000819,-0.40680530905100004
ACH-000820,-1.27687501535
ACH-000821,-0.712120242026
ACH-000822,-0.34965015341899996
ACH-000823,-0.768362590577
ACH-000824,-0.34731827509900004
ACH-000827,-0.939971214589
ACH-000829,-0.5934983886949999
ACH-000831,-0.7767436168590001
ACH-000832,-1.09736887641
ACH-000833,-0.775479853203
ACH-000834,-0.905390891153
ACH-000835,-0.6758155665960001
ACH-000836,-0.419932434909
ACH-000837,-0.443964225126
ACH-000838,-0.905300853147
ACH-000839,-0.970948599426
ACH-000840,-0.546141451069
ACH-000841,-0.647673491825
ACH-000843,-0.796794825396
ACH-000846,-0.798483776426
ACH-000847,-0.9236408922600001
ACH-000848,-0.7228271412
ACH-000849,-0.664232474529
ACH-000851,-0.7023412989929999
ACH-000855,-0.630903513712
ACH-000856,-0.328174416733
ACH-000858,-0.702302649701
ACH-000859,-0.877951369539
ACH-000861,-0.430444189538
ACH-000862,-0.49094762803400005
ACH-000865,-1.1593307659899998
ACH-000866,-0.905168524869
ACH-000867,-0.256147880155
ACH-000869,-0.585575814873
ACH-000872,-0.688432036198
ACH-000873,-0.8342666294159999
ACH-000876,-0.5554407506260001
ACH-000878,-1.0424134613
ACH-000880,-0.841683522461
ACH-000881,-0.49796450370800005
ACH-000882,-0.836212041788
ACH-000884,-0.702588829583
ACH-000885,-0.35967125766
ACH-000887,-0.634397790468
ACH-000888,-0.652024469332
ACH-000889,-0.698864343055
ACH-000890,-0.6266611049449999
ACH-000896,-1.03147717552
ACH-000898,-0.408872241197
ACH-000900,-0.728136195605
ACH-000901,-0.899759721383
ACH-000905,-0.999544844618
ACH-000906,-0.8663074197920001
ACH-000907,-0.548364008868
ACH-000910,-0.50938672422
ACH-000911,-0.997666742196
ACH-000912,-1.0251484614200002
ACH-000913,-0.6613176363359999
ACH-000915,-0.63888886186
ACH-000916,-0.688436197081
ACH-000917,-0.8398489081720001
ACH-000921,-0.7769416024879999
ACH-000924,-0.26902487173
ACH-000926,-0.649153423724
ACH-000928,-0.60769517697
ACH-000929,-0.8451695855
ACH-000932,-0.653766834101
ACH-000935,-0.8293731795829999
ACH-000936,-0.656578223568
ACH-000937,-0.5379420812610001
ACH-000938,-0.8426347571870001
ACH-000939,-0.638629027289
ACH-000941,-0.647343475378
ACH-000943,-0.584951849234
ACH-000946,-0.373605101703
ACH-000947,-0.677172902483
ACH-000948,-0.5735877163449999
ACH-000950,-0.693983350473
ACH-000953,-0.7233078112289999
ACH-000957,-0.226842233462
ACH-000958,-0.55138039067
ACH-000960,-0.719918064133
ACH-000963,-0.9410533002500001
ACH-000968,-0.571165709021
ACH-000969,-0.595533418585
ACH-000973,-0.8340189632230001
ACH-000974,-0.525455643134
ACH-000975,-0.920164824094
ACH-000976,-0.847432967818
ACH-000978,-0.736895612265
ACH-000980,-0.31747734005999995
ACH-000984,-0.503330302721
ACH-000986,-0.4491224905100001
ACH-000988,-0.37365802219899996
ACH-000993,-0.133093438861
ACH-000994,-0.313404091833
ACH-000996,-0.545722631532
ACH-001001,-0.573568191467
ACH-001020,-0.543184745404
ACH-001028,-0.854708277528
ACH-001031,-0.702817724656
ACH-001038,-0.42389678054799995
ACH-001048,-0.856979270836
ACH-001050,-0.951055475754
ACH-001053,-0.44021996602499996
ACH-001054,-0.61406870256
ACH-001061,-0.828453020492
ACH-001067,-0.823283171949
ACH-001075,-0.667343815619
ACH-001096,-0.8956514885600001
ACH-001128,-0.070417481792
ACH-001134,-0.9044983415090001
ACH-001151,-0.428886173949
ACH-001163,-0.621404201419
ACH-001164,-0.7905411810070001
ACH-001173,-0.7619864773289999
ACH-001183,-0.847949282806
ACH-001184,-0.8381766410959999
ACH-001190,-0.52821314022
ACH-001192,-1.06553048899
ACH-001193,-0.857161067297
ACH-001196,-0.830423696608
ACH-001197,-0.500781106946
ACH-001205,-0.65847242359
ACH-001211,-0.268026659712
ACH-001212,-1.25976666923
ACH-001228,-0.6772172952779999
ACH-001232,-0.70469154516
ACH-001239,-0.637353406965
ACH-001274,-0.671758330302
ACH-001275,-0.782736467898
ACH-001277,-0.543074335556
ACH-001278,-0.430036903385
ACH-001280,-0.612981021454
ACH-001283,-0.594594027622
ACH-001289,-0.45793305126999995
ACH-001295,-0.36752248364900003
ACH-001300,-0.789002122215
ACH-001301,-0.602492193075
ACH-001302,-0.6232680456949999
ACH-001303,-0.572401148114
ACH-001306,-0.755613026398
ACH-001318,-1.02057528615
ACH-001322,-0.639023867338
ACH-001328,-0.944635122462
ACH-001332,-0.807664019033
ACH-001333,-0.615633660871
ACH-001336,-1.19395339618
ACH-001340,-0.351302428964
ACH-001346,-1.02348203391
ACH-001353,-0.518115124495
ACH-001354,-0.7109761482060001
ACH-001367,-0.808251417026
ACH-001368,-0.467307113667
ACH-001374,-0.429780604462
ACH-001375,-0.630039731291
ACH-001377,-0.373635272121
ACH-001380,-0.610322289388
ACH-001391,-0.586014518328
ACH-001407,-1.21026301299
ACH-001408,-0.7066663989569999
ACH-001413,-0.560081282746
ACH-001430,-0.5134121057559999
ACH-001431,-0.420886021791
ACH-001450,-0.8884581817880001
ACH-001496,-0.28943798710499996
ACH-001500,-0.527651397052
ACH-001521,-0.6627318025600001
ACH-001523,-0.9172184331479999
ACH-001532,-0.702770052661
ACH-001536,-0.798879213972
ACH-001550,-0.43492623972499994
ACH-001552,-0.723626167646
ACH-001554,-0.8167325686720001
ACH-001645,-0.41174230766900005
ACH-001654,-0.728125442731
ACH-001715,-0.87582713796
ACH-001735,-0.358572803223
ACH-001736,-0.815900105555
ACH-001737,-0.624576833134
ACH-001740,-0.6801433261319999
ACH-001745,-0.645320351948
ACH-001750,-0.996870541533
ACH-001765,-0.864217365537
ACH-001956,-0.544813524669
ACH-001957,-0.770103258791
