,ATP6V1A (523)
ACH-000765,-1.35339597738
ACH-000766,-1.5679747412799998
ACH-000767,-1.2720994051299999
ACH-000768,-1.4637013162
ACH-000769,-1.65464422039
ACH-000770,-1.6972002959399999
ACH-000771,-1.09687650607
ACH-000773,-1.59064748914
ACH-000776,-1.5701012017700002
ACH-000777,-1.34562235134
ACH-000778,-1.6796766717899998
ACH-000781,-1.45244532998
ACH-000782,-1.63236228738
ACH-000783,-1.7731311610499998
ACH-000784,-1.29674290553
ACH-000785,-1.8890675913900004
ACH-000787,-1.59261181835
ACH-000788,-1.4009968354
ACH-000791,-1.48313813299
ACH-000792,-1.40604594597
ACH-000794,-1.43923416493
ACH-000796,-1.7529004227900002
ACH-000799,-1.53313199541
ACH-000800,-1.68775799757
ACH-000802,-1.5606885809200002
ACH-000804,-1.1306850247799998
ACH-000805,-1.49040539271
ACH-000809,-1.35459984824
ACH-000810,-1.8542964941799998
ACH-000811,-1.3695620973299998
ACH-000817,-1.29186812154
ACH-000819,-1.11932497578
ACH-000820,-1.3911907707299997
ACH-000821,-2.05163832605
ACH-000822,-2.11708722509
ACH-000823,-1.27244987518
ACH-000824,-1.4941710049399999
ACH-000827,-1.4664410034399997
ACH-000829,-1.6850730637
ACH-000831,-1.5155019089700001
ACH-000832,-1.1308558285299999
ACH-000833,-1.7471901378299999
ACH-000834,-1.2885878607799999
ACH-000835,-1.58539278201
ACH-000836,-1.6491396480200002
ACH-000837,-1.565445884
ACH-000838,-1.4893949231299999
ACH-000839,-1.14251145269
ACH-000840,-1.40976827232
ACH-000841,-1.39518661747
ACH-000843,-1.4460697466499999
ACH-000846,-1.38748011069
ACH-000847,-1.95030703219
ACH-000848,-1.4790713799500002
ACH-000849,-1.88837058038
ACH-000851,-1.54785621411
ACH-000855,-1.4021165874300001
ACH-000856,-1.65412174801
ACH-000858,-1.49756067731
ACH-000859,-1.2179085280500002
ACH-000861,-1.4723618161899998
ACH-000862,-1.10013634578
ACH-000865,-1.3243648506999999
ACH-000866,-1.6250961930899999
ACH-000867,-1.4773808821899999
ACH-000869,-1.66995662868
ACH-000872,-1.34348432153
ACH-000873,-1.32943842217
ACH-000876,-1.1888652205299999
ACH-000878,-1.34080584413
ACH-000880,-1.4980986668399998
ACH-000881,-1.7244279927700001
ACH-000882,-1.4275061396899997
ACH-000884,-1.19131936233
ACH-000885,-1.69538887569
ACH-000887,-1.25560599266
ACH-000888,-1.52374237893
ACH-000889,-1.65614611421
ACH-000890,-1.6346296915600003
ACH-000896,-1.52957936261
ACH-000898,-1.55734752283
ACH-000900,-1.63539574256
ACH-000901,-1.43167701865
ACH-000905,-1.4748228422100003
ACH-000906,-1.40676129088
ACH-000907,-1.61794586998
ACH-000910,-1.6672734908200002
ACH-000911,-1.6614355673899999
ACH-000912,-1.35019883058
ACH-000913,-1.6847803224000002
ACH-000915,-1.48730314931
ACH-000916,-1.6431778140600002
ACH-000917,-1.80709788963
ACH-000921,-1.5146307259799998
ACH-000924,-1.4660479432100002
ACH-000926,-1.5697867418200002
ACH-000928,-1.9091793998500002
ACH-000929,-1.01049843397
ACH-000932,-1.5687908293200001
ACH-000935,-1.49385863334
ACH-000936,-1.70268011755
ACH-000937,-1.56984396408
ACH-000938,-1.46982842831
ACH-000939,-1.20323055469
ACH-000941,-1.66280547069
ACH-000943,-1.7682071021799999
ACH-000946,-1.5883993895100001
ACH-000947,-1.64660169032
ACH-000948,-1.52564939012
ACH-000950,-1.61130968613
ACH-000953,-1.77122094839
ACH-000957,-1.51507330557
ACH-000958,-1.4910851725100003
ACH-000960,-1.7949434901400003
ACH-000963,-1.08511512567
ACH-000968,-1.6171476778799998
ACH-000969,-1.4820087033200002
ACH-000973,-1.2932293394399998
ACH-000974,-1.5050349093200002
ACH-000975,-1.87855903322
ACH-000976,-1.52774488289
ACH-000978,-1.6641863366299998
ACH-000980,-1.34151737674
ACH-000984,-1.55344566111
ACH-000986,-1.19479962181
ACH-000988,-1.3900042704700002
ACH-000993,-1.4720676296899997
ACH-000994,-1.53732591625
ACH-000996,-1.30858501468
ACH-001001,-1.3363706392799999
ACH-001020,-1.81782047192
ACH-001028,-1.50153632569
ACH-001031,-1.5682394339599999
ACH-001038,-1.49102173508
ACH-001048,-1.66473428415
ACH-001050,-1.8413464974400002
ACH-001053,-1.5662623468099999
ACH-001054,-1.37434488634
ACH-001061,-1.3005253214299999
ACH-001067,-1.45659891148
ACH-001075,-1.36321442679
ACH-001096,-1.42080507426
ACH-001128,-2.39305056237
ACH-001134,-1.7032605189399999
ACH-001151,-1.71689319535
ACH-001163,-1.7549856001299997
ACH-001164,-1.5640547919
ACH-001173,-1.32882715961
ACH-001183,-1.16282983299
ACH-001184,-1.75429471308
ACH-001190,-1.5116500332299998
ACH-001192,-1.83817871193
ACH-001193,-1.65013497687
ACH-001196,-1.7313008188999999
ACH-001197,-1.37902804044
ACH-001205,-1.49140727119
ACH-001211,-1.4858639424899998
ACH-001212,-1.14097328426
ACH-001228,-0.8862916769779999
ACH-001232,-1.61294105933
ACH-001239,-1.3875091837399998
ACH-001274,-1.9417100526
ACH-001275,-1.60851152748
ACH-001277,-1.2698297689700002
ACH-001278,-1.71461649093
ACH-001280,-0.7665611705869999
ACH-001283,-1.8295094052400003
ACH-001289,-1.7260378573500001
ACH-001295,-1.58759292405
ACH-001300,-1.5013006282700003
ACH-001301,-1.12342866648
ACH-001302,-1.7112293168900001
ACH-001303,-1.15789671639
ACH-001306,-1.4102844347299999
ACH-001318,-1.72075162947
ACH-001322,-1.19351769479
ACH-001328,-1.24870108203
ACH-001332,-1.32710102611
ACH-001333,-1.68577655416
ACH-001336,-1.4114904582299999
ACH-001340,-1.32762213998
ACH-001346,-1.6142494235
ACH-001353,-1.72763243727
ACH-001354,-1.0748391454600001
ACH-001367,-1.17566166187
ACH-001368,-1.62495935537
ACH-001374,-1.37885088382
ACH-001375,-1.31973391252
ACH-001377,-1.33066389763
ACH-001380,-1.5491693150999999
ACH-001391,-1.67348168058
ACH-001407,-1.80623181558
ACH-001408,-1.36521244951
ACH-001413,-1.39505871204
ACH-001430,-1.80308146868
ACH-001431,-1.5631100752399998
ACH-001450,-1.2067947506799999
ACH-001496,-1.4214550642299997
ACH-001500,-1.7713503631299998
ACH-001521,-1.6815756492200002
ACH-001523,-1.4630801360499999
ACH-001532,-1.63855808614
ACH-001536,-1.57253606167
ACH-001550,-1.3437210901499999
ACH-001552,-1.06940439616
ACH-001554,-1.7053020263299998
ACH-001645,-1.31747707414
ACH-001654,-1.4242859821399998
ACH-001715,-1.82056200306
ACH-001735,-1.64445632287
ACH-001736,-1.4696013640399999
ACH-001737,-1.3917366365000001
ACH-001740,-1.670363235
ACH-001745,-1.55706751534
ACH-001750,-1.50317924357
ACH-001765,-1.5998980831099998
ACH-001956,-1.6485215781799998
ACH-001957,-1.7852631327200001
