,CATSPERB (79820)
ACH-000004,0.0377882564709
ACH-000007,0.305539020622
ACH-000009,0.015373561588899999
ACH-000011,0.21610908189199998
ACH-000012,0.067488350154
ACH-000013,0.15087955930400002
ACH-000014,0.0618630061752
ACH-000015,0.152530959202
ACH-000017,0.112457934242
ACH-000018,0.07996555076119999
ACH-000019,0.0974342231484
ACH-000021,0.253453596717
ACH-000022,0.11426959084
ACH-000025,0.133563966078
ACH-000028,0.116076138303
ACH-000030,0.181643521838
ACH-000035,0.364072428507
ACH-000036,0.10431924719499999
ACH-000037,0.20239765749299998
ACH-000039,0.234005550212
ACH-000040,0.0550755626884
ACH-000041,0.08156556902760001
ACH-000042,0.168745361617
ACH-000045,0.06995456660939998
ACH-000047,0.08541528532569999
ACH-000052,0.188679953308
ACH-000053,0.131349490364
ACH-000054,0.0787414332035
ACH-000055,0.345587397544
ACH-000060,0.251354179459
ACH-000067,0.11500695782400001
ACH-000070,0.125729527382
ACH-000075,0.104842050038
ACH-000078,0.0817239276479
ACH-000082,-0.0256183210301
ACH-000085,0.159916637443
ACH-000086,0.0777531092459
ACH-000087,0.103369493399
ACH-000092,0.10571809878499999
ACH-000095,0.103667897391
ACH-000097,0.010593264589499999
ACH-000098,0.11101014867100001
ACH-000099,0.224305436245
ACH-000108,0.07493375149
ACH-000113,0.18784221709100002
ACH-000115,0.0633061328663
ACH-000116,0.206273157338
ACH-000118,0.139119442263
ACH-000120,0.16827094277
ACH-000123,0.302208033687
ACH-000127,0.202737349914
ACH-000128,0.117209333862
ACH-000132,0.246549757284
ACH-000133,0.17384398379799998
ACH-000137,0.07334922135130001
ACH-000138,0.0539263666154
ACH-000142,0.0826951540985
ACH-000143,-0.00830012578783
ACH-000146,0.17220445001899998
ACH-000148,0.0583284462856
ACH-000150,0.28724536684
ACH-000152,0.131751001444
ACH-000153,0.0597128898606
ACH-000159,0.146344375226
ACH-000160,-0.028636333648
ACH-000163,0.311923118377
ACH-000167,0.0829383800537
ACH-000168,0.0973232296975
ACH-000169,0.236429262128
ACH-000178,0.144213732686
ACH-000182,0.187824588912
ACH-000183,0.408926678258
ACH-000188,0.066463397437
ACH-000189,0.42233610370200003
ACH-000190,0.0037296602651699998
ACH-000198,0.184134448387
ACH-000204,0.15594588337999998
ACH-000206,0.28123811803800003
ACH-000207,0.408626737993
ACH-000211,-0.005439800309380001
ACH-000215,0.0288361175837
ACH-000221,0.171899797787
ACH-000222,0.168928821108
ACH-000223,0.0999077964868
ACH-000226,0.20267312015099997
ACH-000227,0.168540909859
ACH-000228,0.0756832950124
ACH-000231,0.15663736739700002
ACH-000232,0.15217553516899998
ACH-000233,0.182293280135
ACH-000234,0.141395430678
ACH-000235,0.115877026244
ACH-000237,0.304317938992
ACH-000238,-0.0209201239644
ACH-000243,0.159530480773
ACH-000244,-0.10746263066600001
ACH-000246,0.0663540496028
ACH-000248,0.110450197472
ACH-000250,0.111694641998
ACH-000251,0.242683699197
ACH-000253,0.101713712411
ACH-000255,0.21211852753199997
ACH-000256,0.30289984222
ACH-000257,-0.00200335844859
ACH-000258,0.23179538383900003
ACH-000259,0.217520054524
ACH-000260,0.125625273933
ACH-000261,0.0111242404876
ACH-000262,0.0854037228263
ACH-000263,0.152280219375
ACH-000264,0.142281198696
ACH-000265,0.194231803939
ACH-000266,0.0391589197459
ACH-000272,0.242898508629
ACH-000273,0.18359622070300002
ACH-000274,0.109467414202
ACH-000277,0.00635387947239
ACH-000278,0.361173093147
ACH-000279,0.0580995792012
ACH-000280,0.117749220805
ACH-000281,0.11248853308800001
ACH-000288,0.07260390693060001
ACH-000291,-0.0626375647539
ACH-000293,0.160282225964
ACH-000294,0.274447810999
ACH-000295,0.338939890383
ACH-000296,0.153107412734
ACH-000302,0.013268083409500002
ACH-000304,0.102185469824
ACH-000307,0.309356824051
ACH-000308,0.150967830214
ACH-000310,0.310852392581
ACH-000311,-0.0636432776181
ACH-000312,0.14529022613700002
ACH-000315,-0.13530272045999997
ACH-000316,0.293960404808
ACH-000317,0.13405390565300002
ACH-000318,0.260435214494
ACH-000319,0.11830589411299999
ACH-000320,0.017778068524099997
ACH-000322,0.23685792901799999
ACH-000323,0.0518960328493
ACH-000324,0.208082678962
ACH-000329,0.162951862681
ACH-000330,0.3030759084
ACH-000331,0.257934997104
ACH-000332,0.105664856647
ACH-000334,0.18076906865400003
ACH-000335,0.318275862853
ACH-000336,0.092592562405
ACH-000337,0.17075470224800002
ACH-000339,0.131368181921
ACH-000341,0.039888338720699995
ACH-000348,0.11582541023
ACH-000350,0.10780476498199999
ACH-000352,0.06301142665040001
ACH-000356,0.374489127517
ACH-000361,0.22652462748000005
ACH-000362,0.12356162401200001
ACH-000363,0.109061030228
ACH-000364,0.0976429395703
ACH-000365,0.13800302485
ACH-000366,0.155328494489
ACH-000368,0.208085294559
ACH-000374,0.20115219160599998
ACH-000375,0.059629266877100004
ACH-000376,0.194015935704
ACH-000381,0.319715879608
ACH-000383,0.0659100355759
ACH-000387,0.212291416643
ACH-000389,0.0724797759164
ACH-000390,-0.0648439896172
