,MGAT4D (152586)
ACH-000004,0.21569469018100002
ACH-000007,0.115699920246
ACH-000009,0.10327246345100001
ACH-000011,0.0659392145837
ACH-000012,0.191891479185
ACH-000013,0.24062082826900003
ACH-000014,0.0369937333278
ACH-000015,0.037684408107300005
ACH-000017,0.0963045248427
ACH-000018,-0.07442494912839999
ACH-000019,0.0505187164953
ACH-000021,-0.0007147380838839999
ACH-000022,0.128899766778
ACH-000025,0.185868968608
ACH-000028,0.0801550175313
ACH-000030,0.102576120451
ACH-000035,0.0205038724484
ACH-000036,0.166382180819
ACH-000037,0.114185961587
ACH-000039,-0.108086972701
ACH-000040,0.21667343737
ACH-000041,0.10710209840399999
ACH-000042,0.034149249055599996
ACH-000045,0.16175242330999998
ACH-000047,0.168481791567
ACH-000052,0.25065521840599997
ACH-000053,0.0448665928635
ACH-000054,0.21637317555500002
ACH-000055,0.0449282611906
ACH-000060,-0.10884854062799999
ACH-000067,-0.10036360433000001
ACH-000070,0.155788918689
ACH-000075,0.157677078625
ACH-000078,-0.0114856451953
ACH-000082,0.10458559717299999
ACH-000085,0.334545642986
ACH-000086,0.0964734144266
ACH-000087,-0.11171343453299999
ACH-000092,-0.0832860945009
ACH-000095,-0.00612171254662
ACH-000097,0.106414275475
ACH-000098,0.028138807919700002
ACH-000099,-0.0808279648708
ACH-000108,-0.032692966590599996
ACH-000113,0.134232359413
ACH-000115,0.126759487734
ACH-000116,0.14488035084
ACH-000118,0.120832398376
ACH-000120,-0.11012268106499999
ACH-000123,0.0600808638296
ACH-000127,0.14812301817600002
ACH-000128,0.0149715481941
ACH-000132,-0.061162235782900004
ACH-000133,0.126204541245
ACH-000137,0.18311152406599998
ACH-000138,0.08283647741769999
ACH-000142,0.0788058531899
ACH-000143,0.00595494956901
ACH-000146,0.081713774918
ACH-000148,0.164548831873
ACH-000150,0.16323028630300002
ACH-000152,0.146038353673
ACH-000153,-0.331858491403
ACH-000159,0.053162817386999996
ACH-000160,0.27674403927200003
ACH-000163,0.180110863475
ACH-000167,0.17348290000500002
ACH-000168,0.158234133171
ACH-000169,0.144845723919
ACH-000178,0.265155834819
ACH-000182,0.0781253011766
ACH-000183,-0.0816996307586
ACH-000188,0.201716439315
ACH-000189,0.254265549263
ACH-000190,0.00868151969134
ACH-000198,0.14400896485300002
ACH-000204,-0.0131341412286
ACH-000206,0.15650886302
ACH-000207,0.344058413632
ACH-000211,-0.055666399895
ACH-000215,0.0796531003587
ACH-000221,0.179655776097
ACH-000222,0.0660050942717
ACH-000223,0.0765246447188
ACH-000226,0.187230743644
ACH-000227,-0.034141104116
ACH-000228,0.15511821624000002
ACH-000231,0.09797872367280001
ACH-000232,0.114357225035
ACH-000233,0.237072136697
ACH-000234,-0.0704154648813
ACH-000235,0.0101345324719
ACH-000237,-0.0708126516093
ACH-000238,-0.0119910569215
ACH-000243,-0.081997839092
ACH-000244,-0.10818246326400001
ACH-000246,0.14493882227
ACH-000248,0.166927545126
ACH-000250,-0.006453032953100001
ACH-000251,-0.21141483759500002
ACH-000253,0.0875347434035
ACH-000255,0.162109707368
ACH-000256,0.442015140819
ACH-000257,0.307945131857
ACH-000258,0.0361117676366
ACH-000259,-0.005472848994060001
ACH-000260,-0.0836308842035
ACH-000261,0.18020382920800002
ACH-000262,0.0006513674972690001
ACH-000263,0.269080245685
ACH-000264,0.15132453793
ACH-000265,0.0141130429082
ACH-000266,0.0867682851687
ACH-000272,0.0130138816762
ACH-000273,0.00800572654417
ACH-000274,0.126837478093
ACH-000277,-0.052568887704800005
ACH-000278,0.23198631657
ACH-000279,0.0818080373541
ACH-000280,0.218815767436
ACH-000281,-0.08657553059010001
ACH-000288,0.137913081432
ACH-000291,0.135786373163
ACH-000293,0.108385974758
ACH-000294,0.023385169669200002
ACH-000295,0.365255925485
ACH-000296,0.10223646615399999
ACH-000302,-0.0530632768085
ACH-000304,-0.0926456637857
ACH-000307,0.00849748573345
ACH-000308,0.0455746356642
ACH-000310,-0.156909557551
ACH-000311,-0.205584115915
ACH-000312,-0.04791749021430001
ACH-000315,-0.011613406910299998
ACH-000316,0.122183211941
ACH-000317,0.09098263534010001
ACH-000318,-0.18171557410999997
ACH-000319,0.165344622346
ACH-000320,-0.106648020736
ACH-000322,-0.038733701258800005
ACH-000323,-0.060334953783300005
ACH-000324,-0.0295078506574
