,SACM1L (22908)
ACH-000258,-0.832991882369
ACH-000259,-0.9155774167380001
ACH-000260,-1.02475122405
ACH-000261,-0.933918486741
ACH-000262,-1.08438639565
ACH-000263,-0.48508281076000004
ACH-000264,-0.9840604025700002
ACH-000265,-1.14562452608
ACH-000266,-1.2424425034200002
ACH-000272,-1.11994863316
ACH-000273,-1.15424260295
ACH-000274,-0.9517300129330001
ACH-000277,-1.21405325015
ACH-000278,-0.904045713732
ACH-000279,-1.07368635293
ACH-000280,-1.08440937589
ACH-000281,-1.11258621255
ACH-000288,-0.763327435748
ACH-000291,-1.39240986491
ACH-000293,-1.21942655013
ACH-000294,-1.10147970515
ACH-000295,-1.05122869841
ACH-000296,-0.943660920172
ACH-000302,-1.0465040291299998
ACH-000304,-1.03684712268
ACH-000307,-0.9329465145370001
ACH-000308,-1.23730161971
ACH-000310,-0.980969339987
ACH-000311,-1.1769807695
ACH-000312,-1.31605434536
ACH-000315,-0.8887254566789999
ACH-000316,-0.895721937476
ACH-000317,-1.2808334671200001
ACH-000318,-0.9991899839589999
ACH-000319,-1.08991692058
ACH-000320,-1.3247236942899998
ACH-000322,-1.23211044852
ACH-000323,-1.0377303445100001
ACH-000324,-1.02126911857
ACH-000329,-1.4070370673600001
ACH-000330,-1.2312572364299998
ACH-000331,-0.985889669931
ACH-000332,-1.21880070975
ACH-000334,-1.14894191796
ACH-000335,-0.981641993825
ACH-000336,-0.963145948313
ACH-000337,-1.21707135517
ACH-000339,-1.11945126951
ACH-000341,-1.06895808715
ACH-000348,-1.06897452325
ACH-000350,-1.36762333443
ACH-000352,-1.0737725183
ACH-000356,-1.1584305106000001
ACH-000361,-1.3608092795200002
ACH-000362,-0.843506641928
ACH-000363,-0.601539852889
ACH-000364,-0.919539942533
ACH-000365,-1.04568709411
ACH-000366,-1.02052679651
ACH-000368,-0.975418149483
ACH-000374,-1.2364587120700001
ACH-000375,-1.07134980074
ACH-000376,-1.13013602171
ACH-000381,-1.09424135171
ACH-000383,-1.52003682623
ACH-000387,-1.28701696289
ACH-000389,-0.963305231608
ACH-000390,-1.30331020456
ACH-000393,-1.3708042559
ACH-000395,-1.47443392241
ACH-000397,-1.03367034688
ACH-000401,-0.913183524354
ACH-000402,-1.09653068895
ACH-000403,-1.5381965307799998
ACH-000404,-1.32653214713
ACH-000406,-1.0340016486499999
ACH-000407,-0.983249982078
ACH-000408,-1.21021028705
ACH-000410,-1.0813638355600002
ACH-000411,-1.24249919759
ACH-000414,-1.17055482552
ACH-000415,-1.2064078274799999
ACH-000416,-1.08073578152
ACH-000420,-1.21736065193
ACH-000421,-1.04188024254
ACH-000424,-1.05873138506
ACH-000425,-1.1861042352700002
ACH-000426,-0.531861426338
ACH-000427,-1.33933108888
ACH-000433,-1.15477160874
ACH-000436,-1.07360202058
ACH-000444,-0.77699050747
ACH-000445,-1.2797865201899998
ACH-000448,-1.29401716854
ACH-000450,-1.3191721298999999
ACH-000452,-1.35112801505
ACH-000454,-1.07238927682
ACH-000458,-0.9250255974439999
ACH-000459,-0.496060489573
ACH-000460,-1.14335462855
ACH-000461,-1.0811986635700002
ACH-000463,-1.01344719147
ACH-000464,-1.25889967899
ACH-000466,-0.904690977527
ACH-000467,-0.919223228553
ACH-000468,-1.2215942285799999
ACH-000469,-1.1485689885500001
ACH-000470,-1.27247877406
ACH-000471,-1.0923768256200002
ACH-000472,-1.22450659649
ACH-000473,-0.986194894471
ACH-000475,-0.84570293514
ACH-000476,-1.14397500786
ACH-000477,-1.0874937250399999
ACH-000480,-0.66046651665
ACH-000481,-0.847489490127
ACH-000483,-0.619315822315
ACH-000484,-0.9324079487610001
ACH-000485,-0.846486565198
ACH-000486,-1.0068386729799998
ACH-000487,-1.2153192668600001
ACH-000488,-1.0402190385899999
ACH-000490,-1.07100127776
ACH-000491,-1.06589507046
ACH-000495,-1.22298887761
ACH-000496,-1.1362201166099999
ACH-000499,-1.3270692434
ACH-000500,-1.2455464032799999
ACH-000502,-1.2743051826799998
ACH-000503,-0.8676798905099999
ACH-000505,-1.00156076618
ACH-000507,-1.12875713515
ACH-000510,-1.12814840319
ACH-000511,-0.946355160256
ACH-000512,-1.21605858066
ACH-000516,-0.937106777333
ACH-000517,-1.31454417398
ACH-000518,-1.07540250007
ACH-000520,-1.162422276
ACH-000521,-1.06198228144
ACH-000522,-0.866145072979
ACH-000524,-1.56282717064
ACH-000527,-0.989727430974
ACH-000528,-1.04990736788
ACH-000537,-1.30697773881
ACH-000541,-1.35208971384
ACH-000542,-0.8694458477089999
ACH-000544,-0.983480920024
ACH-000545,-1.0993541422
ACH-000547,-0.970168568549
ACH-000548,-1.00109097726
ACH-000549,-1.0429862456
ACH-000550,-0.909072742488
ACH-000552,-0.9681200152189999
ACH-000556,-1.19337249169
ACH-000557,-1.10395732141
ACH-000570,-1.04038919334
ACH-000571,-1.26298095493
ACH-000573,-1.2387744286700002
ACH-000576,-0.894720193319
ACH-000580,-0.873459655563
ACH-000584,-1.48826853475
ACH-000585,-1.29859454609
ACH-000588,-1.08202106485
ACH-000589,-1.14190418735
ACH-000591,-0.973073746321
ACH-000593,-1.0504649735200002
ACH-000600,-1.1455943338299999
ACH-000601,-1.07716093279
ACH-000604,-1.0918245099500001
ACH-000605,-1.10575734708
ACH-000606,-1.15113229614
ACH-000608,-0.8030046509100001
ACH-000614,-1.05018732433
ACH-000616,-0.9295103512200001
ACH-000618,-0.9319052531
ACH-000619,-0.992489643865
ACH-000620,-1.06549457806
ACH-000621,-1.22084863151
ACH-000622,-1.12856664141
ACH-000623,-1.27646257795
ACH-000624,-1.09124926657
ACH-000627,-1.46388433051
ACH-000630,-1.05266973611
ACH-000632,-0.834703641417
ACH-000633,-1.1868029583
ACH-000637,-1.12295086646
ACH-000638,-1.1180026758600001
ACH-000646,-0.988665536751
ACH-000647,-1.0564708406399999
ACH-000648,-0.646064835553
ACH-000649,-0.975308150553
ACH-000651,-1.00804287801
ACH-000652,-1.04447327918
ACH-000653,-1.28610402059
ACH-000657,-1.11725299113
ACH-000658,-1.20273031207
ACH-000661,-1.19122646356
ACH-000662,-1.12542998388
ACH-000663,-1.29652461627
ACH-000665,-0.947264570355
ACH-000671,-0.872756143363
ACH-000673,-0.979994482283
ACH-000676,-1.01444678649
ACH-000677,-1.10517072439
ACH-000681,-1.12104363146
ACH-000682,-1.1310111625
ACH-000683,-0.917567300978
ACH-000684,-0.9802538658769999
ACH-000688,-1.2992468025700001
ACH-000693,-1.17340846737
ACH-000694,-1.18887646334
ACH-000695,-1.5607010087200002
ACH-000696,-0.7077343887700001
ACH-000697,-0.8798543542239999
ACH-000699,-1.07136792441
ACH-000701,-1.05619344379
ACH-000706,-1.1511516738299998
ACH-000711,-0.982549786704
ACH-000713,-1.12150225775
ACH-000714,-0.9379230970260001
ACH-000718,-1.3299692627700002
ACH-000720,-1.1573585178299999
ACH-000721,-1.1177445792
ACH-000724,-1.05170856144
ACH-000725,-0.809633457812
ACH-000732,-0.796995062207
ACH-000734,-0.9979954700370001
ACH-000735,-1.13165045031
ACH-000736,-1.21426869211
ACH-000738,-0.7715901488689999
ACH-000746,-1.13234674745
ACH-000747,-1.04336521303
ACH-000748,-0.7372580083600001
ACH-000753,-1.02224454639
ACH-000756,-0.798368470077
ACH-000757,-1.08223460938
ACH-000758,-1.0806796796
ACH-000760,-1.0408804179
ACH-000763,-0.8203697032189999
ACH-000764,-1.12342085546
ACH-000765,-0.765807452804
ACH-000766,-1.10593237683
ACH-000767,-1.13176627917
ACH-000768,-0.853536182435
ACH-000769,-1.1826638565
ACH-000770,-1.10909533198
ACH-000771,-0.970365492727
ACH-000773,-0.8322414977060001
ACH-000776,-0.916382329772
ACH-000777,-1.21743683749
ACH-000778,-1.15660970601
ACH-000781,-1.0113607494299999
ACH-000782,-1.11997966575
ACH-000783,-1.5490015189200002
ACH-000784,-1.1376702695299998
ACH-000785,-1.6041781877
ACH-000787,-0.986616846999
ACH-000788,-1.08057683428
ACH-000791,-1.1847651566600002
ACH-000792,-1.08814642336
ACH-000794,-1.41798839866
ACH-000796,-1.3480472523299998
ACH-000799,-0.84624848379
ACH-000800,-1.19446399138
ACH-000802,-1.0508342608
ACH-000804,-1.14811989114
ACH-000805,-0.814495227671
ACH-000809,-1.17149976496
ACH-000810,-0.415080110655
ACH-000811,-1.35738998829
ACH-000817,-0.8250869474529999
ACH-000819,-1.06234361787
ACH-000820,-0.653537568537
ACH-000821,-0.8273796585850001
ACH-000822,-1.60870169435
ACH-000823,-1.00617013161
ACH-000824,-1.2008167242399999
ACH-000827,-0.87163133875
ACH-000829,-1.13331887948
ACH-000831,-0.8969955892270001
ACH-000832,-1.16750421691
ACH-000833,-0.963689066637
ACH-000834,-0.9513878861139999
ACH-000835,-1.0112919462
ACH-000836,-1.2654882543100001
ACH-000837,-1.1488879639799998
ACH-000838,-0.8917219781460001
ACH-000839,-1.13551520967
ACH-000840,-1.02721487366
ACH-000841,-1.2097085589799998
ACH-000843,-0.7879144161210001
ACH-000846,-1.03813529322
ACH-000847,-1.07640925253
ACH-000848,-0.886026746752
ACH-000849,-0.89966961687
ACH-000851,-1.17143078323
ACH-000855,-0.6487666340079999
ACH-000856,-1.01162461108
ACH-000858,-0.815612049366
ACH-000859,-0.95818569339
ACH-000861,-1.12048520953
ACH-000862,-1.11410712378
ACH-000865,-0.9257279041259999
ACH-000866,-0.941565695738
ACH-000867,-1.0778877811799998
ACH-000869,-1.16339094331
ACH-000872,-0.884892445469
ACH-000873,-1.08919041768
ACH-000876,-1.4720689290600002
ACH-000878,-0.9003910929160001
ACH-000880,-0.82517553854
ACH-000881,-1.00953456375
ACH-000882,-1.06482419038
ACH-000884,-0.8701449818529999
ACH-000885,-1.0506599887299999
ACH-000887,-1.1828409849
ACH-000888,-0.9776365158600001
ACH-000889,-1.0406998456
ACH-000890,-1.15907784576
ACH-000896,-1.00757632988
ACH-000898,-0.9431182579440001
ACH-000900,-1.1839844832200002
ACH-000901,-0.9470364065000001
ACH-000905,-1.0685108249200002
ACH-000906,-0.962968880837
ACH-000907,-0.93620972374
ACH-000910,-0.9970576560269999
ACH-000911,-1.0843411752399998
ACH-000912,-1.0423367134200001
ACH-000913,-1.05177795935
ACH-000915,-1.22976646915
ACH-000916,-1.31830719619
ACH-000917,-1.00349856191
ACH-000921,-0.971889716752
ACH-000924,-1.06526538037
ACH-000926,-1.1346188597700002
ACH-000928,-1.25256826829
ACH-000929,-1.08832650396
ACH-000932,-0.905586485007
ACH-000935,-0.916260031831
ACH-000936,-1.10136266706
ACH-000937,-1.00423448649
ACH-000938,-0.809171344607
ACH-000939,-0.8640939143649999
ACH-000941,-0.956647158097
ACH-000943,-0.945389180699
ACH-000946,-0.8710267450929999
ACH-000947,-0.78077775918
ACH-000948,-0.9290029928110001
ACH-000950,-1.25108997573
ACH-000953,-0.9933093938609999
ACH-000957,-0.9741661867970001
ACH-000958,-0.868904934122
ACH-000960,-1.2326760682
ACH-000963,-1.02768087355
ACH-000968,-0.737947942464
ACH-000969,-1.18877485039
ACH-000973,-0.972097033616
ACH-000974,-1.07942446187
ACH-000975,-1.03180620692
ACH-000976,-0.960055668178
ACH-000978,-0.472462192156
ACH-000980,-0.994517629006
ACH-000984,-1.22576607323
ACH-000986,-1.1226959356200001
ACH-000988,-0.8858171692
ACH-000993,-0.6166224015999999
ACH-000994,-1.0171097575399999
ACH-000996,-1.0460137926000002
ACH-001001,-1.0531765601
ACH-001020,-0.880390394702
ACH-001028,-1.24170459671
ACH-001031,-1.04618449537
ACH-001038,-0.817814992126
ACH-001048,-1.2058099989
ACH-001050,-0.955062477474
ACH-001053,-1.35424517587
ACH-001054,-1.0582147535200002
ACH-001061,-0.972398444465
ACH-001067,-0.9497246668870001
ACH-001075,-0.993351105283
ACH-001096,-1.11824762276
ACH-001128,-1.15789269023
ACH-001134,-1.16564834599
ACH-001151,-1.07956961802
ACH-001163,-1.23160369509
ACH-001164,-1.3657980792
ACH-001173,-0.984943160264
ACH-001183,-0.998995137886
ACH-001184,-0.833476094276
ACH-001190,-0.959018348067
ACH-001192,-1.17879750609
ACH-001193,-0.9126545924609999
ACH-001196,-0.983431495909
ACH-001197,-1.09592886334
ACH-001205,-1.2730501367
ACH-001211,-1.31371543955
ACH-001212,-0.833501607533
ACH-001228,-1.3357071387200001
ACH-001232,-1.11415788067
ACH-001239,-0.750100699287
ACH-001274,-0.748430328128
ACH-001275,-1.21009329838
ACH-001277,-0.993852165361
ACH-001278,-0.942296310554
ACH-001280,-1.1998782335
ACH-001283,-0.6662060839549999
ACH-001289,-0.769802424941
ACH-001295,-1.08801113374
ACH-001300,-1.2937426156799998
ACH-001301,-0.900581200325
ACH-001302,-0.7425008337260001
ACH-001303,-1.4219510496799999
ACH-001306,-0.962295164544
ACH-001318,-1.18537008316
ACH-001322,-1.02975047058
ACH-001328,-0.948803308099
ACH-001332,-0.967250753642
ACH-001333,-1.09237348793
ACH-001336,-1.34385630588
ACH-001340,-0.849034408664
ACH-001346,-1.16702534893
ACH-001353,-1.05660045497
ACH-001354,-0.830499191252
ACH-001367,-1.11056906244
ACH-001368,-1.1435956828
ACH-001374,-1.03479568875
ACH-001375,-1.1401740346200002
ACH-001377,-1.13239824106
ACH-001380,-1.13799978906
ACH-001391,-1.2081927427299999
ACH-001407,-1.25223465563
ACH-001408,-0.8807269042039999
ACH-001413,-1.08341078622
ACH-001430,-1.19167323249
ACH-001431,-1.00425102633
ACH-001450,-0.8954918737019999
ACH-001496,-1.06266099879
ACH-001500,-0.960637844392
ACH-001521,-1.33437128445
ACH-001523,-1.0184621052299998
ACH-001532,-0.914587806813
ACH-001536,-1.0949559749200002
ACH-001550,-1.33095369699
ACH-001552,-1.29561789202
ACH-001554,-0.9166243959370001
ACH-001645,-0.763952920119
ACH-001654,-0.972820322218
ACH-001715,-1.31818872005
ACH-001735,-1.06497284857
ACH-001736,-0.874677889529
ACH-001737,-1.56101392591
ACH-001740,-1.2150656836
ACH-001745,-1.2329505282
ACH-001750,-0.814311445453
ACH-001765,-1.03004241929
ACH-001956,-0.876101567605
ACH-001957,-1.15914539047
