,CORO6 (84940)
ACH-000004,-0.511682895321
ACH-000007,-0.267060213595
ACH-000009,-0.453727672094
ACH-000011,-0.226013711215
ACH-000012,-0.48424212203100003
ACH-000013,-0.427858730651
ACH-000014,-0.0723320225595
ACH-000015,-0.19753172095
ACH-000017,-0.59257388061
ACH-000018,-0.20769688061299998
ACH-000019,-0.790431810919
ACH-000021,-0.35110071058
ACH-000022,-0.335290418658
ACH-000025,-0.111999108562
ACH-000028,-0.473737956447
ACH-000030,-0.316650394102
ACH-000035,-0.437289034359
ACH-000036,-0.47721410668700004
ACH-000037,-0.149286331558
ACH-000039,-0.338213585379
ACH-000040,-0.501276280574
ACH-000041,-0.426677235242
ACH-000042,-0.28073798156700003
ACH-000045,-0.393378046082
ACH-000047,-0.338306061177
ACH-000052,-0.316493901792
ACH-000053,-0.515554284227
ACH-000054,-0.300898295551
ACH-000055,-0.230501187427
ACH-000060,-0.302078782449
ACH-000067,-0.463489170207
ACH-000070,-0.139068894789
ACH-000075,-0.45622617795299997
ACH-000078,-0.27642856394299997
ACH-000082,-0.353021072563
ACH-000085,-0.116406469956
ACH-000086,-0.5050257235419999
ACH-000087,-0.594562346863
ACH-000092,-0.08918796697619999
ACH-000095,-0.39613888505
ACH-000097,-0.393376285532
ACH-000098,-0.265616478398
ACH-000099,-0.157554719982
ACH-000108,-0.347936889758
ACH-000113,-0.157285498155
ACH-000115,-0.598915000106
ACH-000116,-0.39309914989
ACH-000118,-0.230396280571
ACH-000120,-0.230984749111
ACH-000123,-0.41154469045100006
ACH-000127,-0.332680981992
ACH-000128,-0.311130377772
ACH-000132,-0.317469026525
ACH-000133,-0.22670303619399998
ACH-000137,-0.217914490313
ACH-000138,-0.199507485443
ACH-000142,-0.463184793722
ACH-000143,-0.276175900383
ACH-000146,-0.231396500926
ACH-000148,-0.349085177553
ACH-000150,-0.183364939454
ACH-000152,-0.344881007306
ACH-000153,-0.392160593106
ACH-000159,-0.359639839494
ACH-000160,-0.269576616025
ACH-000163,-0.25763344944600003
ACH-000167,0.102815701983
ACH-000168,-0.460593689697
ACH-000169,-0.33017224674199996
ACH-000178,-0.210690020541
ACH-000182,-0.435317033385
ACH-000183,-0.105983087543
ACH-000188,-0.47407617577
ACH-000189,-0.506950783915
ACH-000190,-0.389928899564
ACH-000198,-0.347483871333
ACH-000204,-0.577943024599
ACH-000206,-0.37641580949500003
ACH-000207,-0.30313992123399996
ACH-000211,-0.38832252384000004
ACH-000215,-0.29270774656599996
ACH-000221,-0.279276214918
ACH-000222,-0.374898069371
ACH-000223,-0.324889904381
ACH-000226,-0.346407998534
ACH-000227,-0.169059382454
ACH-000228,-0.369214491434
ACH-000231,-0.364876909271
ACH-000232,-0.284510981302
ACH-000233,-0.170895145961
ACH-000234,-0.413681122166
ACH-000235,-0.32918970086599997
ACH-000237,-0.199165276659
ACH-000238,-0.20415014680399998
ACH-000243,-0.591266706639
ACH-000244,-0.36774223897799996
ACH-000246,-0.279680486748
ACH-000248,-0.299753101718
ACH-000250,-0.339071633302
ACH-000251,-0.527789024053
ACH-000253,-0.291406082612
ACH-000255,-0.47819313358000004
ACH-000256,-0.42536679066
ACH-000257,-0.19918803985
ACH-000258,-0.342915418744
ACH-000259,-0.30339437342799996
ACH-000260,-0.110543650374
ACH-000261,-0.324566174113
ACH-000262,-0.0652232118492
ACH-000263,-0.13069679741499998
ACH-000264,-0.5132383994340001
ACH-000265,-0.492210269674
ACH-000266,-0.338689855796
ACH-000272,-0.338353306499
ACH-000273,-0.37245524588600004
ACH-000274,-0.44176881857100003
ACH-000277,-0.21905406537900002
ACH-000278,-0.36322305416100004
ACH-000279,-0.334168464697
ACH-000280,-0.160251350501
ACH-000281,-0.17580432051199998
ACH-000288,-0.43059080758100005
ACH-000291,-0.300862450864
ACH-000293,-0.550298039543
ACH-000294,-0.145448073791
ACH-000295,-0.6302862693060001
ACH-000296,-0.397202529163
ACH-000302,-0.259735143674
ACH-000304,-0.25535439511700003
ACH-000307,-0.420893812627
ACH-000308,-0.28572401339299996
ACH-000310,-0.01319685388
ACH-000311,-0.25568493407299997
ACH-000312,-0.28774545328400003
ACH-000315,-0.716806856217
ACH-000316,-0.488286106493
ACH-000317,-0.4902534194
ACH-000318,-0.24351388523200002
ACH-000319,-0.361955783097
ACH-000320,-0.19011481393399998
ACH-000322,-0.451763753409
ACH-000323,-0.34366839587
ACH-000324,-0.35455468455899997
ACH-000329,-0.262997888099
ACH-000330,-0.306395495624
ACH-000331,-0.37429021171
ACH-000332,-0.308375647431
ACH-000334,-0.6101774694309999
ACH-000335,-0.280767973006
ACH-000336,-0.40513478314199997
ACH-000337,-0.620105301866
ACH-000339,-0.384163638619
ACH-000341,-0.246979010057
ACH-000348,-0.164474591422
ACH-000350,-0.38065294221
ACH-000352,-0.272810147417
ACH-000356,-0.687865204109
ACH-000361,-0.216370721017
ACH-000362,-0.317514760457
ACH-000363,-0.403807880764
ACH-000364,-0.21739726556999997
ACH-000365,-0.50979158985
ACH-000366,-0.326518971599
ACH-000368,-0.231343654901
ACH-000374,-0.334481099956
ACH-000375,-0.34389793541
ACH-000376,-0.23999881809300003
ACH-000381,-0.544475686876
ACH-000383,-0.174976523189
ACH-000387,-0.229238744881
ACH-000389,-0.272278826876
ACH-000390,-0.433572961109
ACH-000393,-0.5233646192570001
ACH-000395,-0.27934099540199997
ACH-000397,-0.332545410208
ACH-000401,-0.391609377854
ACH-000402,-0.588301570133
ACH-000403,-0.45024915675800004
ACH-000404,-0.1098655047
ACH-000406,-0.362064139673
ACH-000407,-0.154025311364
ACH-000408,-0.36090277241999996
ACH-000410,-0.382018716598
ACH-000411,-0.30063485832
ACH-000414,-0.252646997482
ACH-000415,-0.5847015287
ACH-000416,-0.37111490500100003
ACH-000420,-0.0938552881078
ACH-000421,-0.521279948393
ACH-000424,-0.41570259073700006
ACH-000425,-0.221348259809
ACH-000426,-0.120402866634
ACH-000427,-0.6822536923370001
ACH-000433,-0.43809207595399996
ACH-000436,-0.307654326734
ACH-000444,-0.306319506864
ACH-000445,-0.769933072879
ACH-000448,-0.272702567669
ACH-000450,-0.185266052104
ACH-000452,-0.407918816221
ACH-000454,-0.22806330073800002
ACH-000458,-0.338889050054
ACH-000459,-0.518966300924
ACH-000460,-0.17280366119000004
ACH-000461,-0.422927057452
ACH-000463,-0.383227609875
ACH-000464,0.035872672561400004
ACH-000466,-0.5038511570499999
ACH-000467,-0.37333490923699997
ACH-000468,-0.47230343623300003
ACH-000469,-0.42740341556199996
ACH-000470,-0.298943977794
ACH-000471,-0.270912176434
ACH-000472,-0.2188067114
ACH-000473,-0.294031530175
ACH-000475,-0.276453904057
ACH-000476,-0.43371317379100005
ACH-000477,-0.32823337347
ACH-000480,-0.453512664475
ACH-000481,-0.245602266964
ACH-000483,-0.19070979350900003
ACH-000484,-0.370431611821
ACH-000485,-0.503481361733
ACH-000486,-0.374226169977
ACH-000487,-0.291905319052
ACH-000488,-0.26112091311700003
ACH-000490,-0.324444134605
ACH-000491,-0.166662154899
ACH-000495,-0.18306572655499997
ACH-000496,-0.268371640304
ACH-000499,-0.23353654358000003
ACH-000500,-0.0426499287884
ACH-000502,-0.3650529958
ACH-000503,0.12533780193299998
ACH-000505,-0.245133598574
ACH-000507,-0.280514714304
ACH-000510,-0.332676878324
ACH-000511,-0.48236085231299997
ACH-000512,0.0173647402593
ACH-000516,-0.281995433673
ACH-000517,-0.19370084200800003
ACH-000518,-0.162622108166
ACH-000520,-0.228878042462
ACH-000521,-0.29039131675200003
ACH-000522,-0.317718512648
ACH-000524,-0.37012843326899997
ACH-000527,-0.36062593311200003
ACH-000528,-0.21677951967300002
ACH-000537,-0.44670965993
ACH-000541,-0.23805514439599998
ACH-000542,-0.271868045509
ACH-000544,-0.27608100782
ACH-000545,-0.35935780861999994
ACH-000547,-0.237899712985
ACH-000548,-0.18591010973299998
ACH-000549,-0.215128894012
ACH-000550,-0.0461966743681
ACH-000552,-0.64241048407
ACH-000556,-0.49088027039
ACH-000557,-0.30417967080200004
ACH-000570,-0.288752920575
ACH-000571,-0.18521276759
ACH-000573,-0.183923266973
ACH-000576,-0.434363945714
ACH-000580,-0.296470753726
ACH-000584,-0.380088224428
ACH-000585,-0.213550360596
ACH-000588,-0.372774201473
