,ROBO4 (54538)
ACH-000004,0.242990928376
ACH-000007,0.17191716715100003
ACH-000009,0.144435404329
ACH-000011,0.298158385396
ACH-000012,0.09492804408870001
ACH-000013,-0.024885707299900004
ACH-000014,0.28203881044
ACH-000015,-0.037042969461
ACH-000017,-0.10915825153799999
ACH-000018,-0.0238808129501
ACH-000019,-0.244839290409
ACH-000021,0.135873946465
ACH-000022,0.18339326879
ACH-000025,0.375423931776
ACH-000028,0.12336901635700001
ACH-000030,0.17973431426300002
ACH-000035,0.0102735842832
ACH-000036,0.154870453828
ACH-000037,-0.10596118202400001
ACH-000039,-0.0980322926377
ACH-000040,-0.0593918344836
ACH-000041,-0.00138592939805
ACH-000042,0.0840138714946
ACH-000045,0.059286071994
ACH-000047,0.234516774448
ACH-000052,-0.025524566371
ACH-000053,0.025280762455700004
ACH-000054,0.0303586480233
ACH-000055,0.301863093739
ACH-000060,0.20694012557799998
ACH-000067,0.145576917904
ACH-000070,-0.305651347323
ACH-000075,0.365257508087
ACH-000078,-0.0535965752628
ACH-000082,-0.103355315493
ACH-000085,0.0658238245466
ACH-000086,0.11155356990700001
ACH-000087,-0.108709629467
ACH-000092,0.103684690737
ACH-000095,0.119614763065
ACH-000097,-0.0124936078367
ACH-000098,0.104112879505
ACH-000099,-0.112849604536
ACH-000108,0.058601493126499996
ACH-000113,-0.07904586195560001
ACH-000115,0.194484395192
ACH-000116,-0.0232558069883
ACH-000118,0.09528362735649999
ACH-000120,0.264772686636
ACH-000123,0.143539145768
ACH-000127,0.161004883303
ACH-000128,-0.0213395198871
ACH-000132,-0.20723782132500002
ACH-000133,0.129964291776
ACH-000137,0.060515142636900006
ACH-000138,0.064079011827
ACH-000142,0.07113616103960001
ACH-000143,0.136888541788
ACH-000146,0.0791605670095
ACH-000148,0.107235086634
ACH-000150,0.266515171863
ACH-000152,-0.0555344147104
ACH-000153,-0.07781752728210001
ACH-000159,0.0831605057956
ACH-000160,0.006113935
ACH-000163,0.236597675212
ACH-000167,0.20168360222800003
ACH-000168,0.114127240872
ACH-000169,0.14942479205999998
ACH-000178,0.105082550239
ACH-000182,0.0914365761823
ACH-000183,0.356130975885
ACH-000188,-0.141855304428
ACH-000189,0.153479024879
ACH-000190,-0.0753172077521
ACH-000198,0.031075919640799997
ACH-000204,-0.06057651034440001
ACH-000206,0.09608332559560001
ACH-000207,-0.0214554919371
ACH-000211,0.169085829669
ACH-000215,-0.0140607987745
ACH-000221,-0.0419775379526
ACH-000222,0.427091944774
ACH-000223,0.153415889024
ACH-000226,0.07426822502500001
