,NCLN (56926)
ACH-000004,-0.441773045011
ACH-000007,-0.22243791186200002
ACH-000009,0.0395659824749
ACH-000011,-0.41999578770999996
ACH-000012,-0.011332051449
ACH-000013,-0.241935537622
ACH-000014,-0.457669983624
ACH-000015,-0.345196105285
ACH-000017,-0.25868845945999996
ACH-000018,-0.421010249282
ACH-000019,-0.296358635592
ACH-000021,-0.127096294014
ACH-000022,-0.250858577636
ACH-000025,-0.269102444375
ACH-000028,-0.503458846913
ACH-000030,-0.44870743773
ACH-000035,-0.27908155761
ACH-000036,-0.121517457631
ACH-000037,-0.399164636558
ACH-000039,-0.21971469908500002
ACH-000040,-0.293901334946
ACH-000041,-0.34746218272600005
ACH-000042,-0.375563758909
ACH-000045,-0.18379533540100002
ACH-000047,-0.0195393607726
ACH-000052,-0.395940055087
ACH-000053,-0.225671822439
ACH-000054,-0.444324948896
ACH-000055,-0.378137011558
ACH-000060,-0.056335982814600005
ACH-000067,-0.09901040742419999
ACH-000070,-0.325987882
ACH-000075,-0.294032293754
ACH-000078,0.0304962704905
ACH-000082,-0.141538438618
ACH-000085,-0.21907131223999998
ACH-000086,-0.221634549927
ACH-000087,-0.051795352283100005
ACH-000092,-0.236484382753
ACH-000095,-0.35752641806
ACH-000097,-0.152097928961
ACH-000098,-0.384290054641
ACH-000099,-0.393150438071
ACH-000108,-0.18540769528200002
ACH-000113,-0.352798918771
ACH-000115,-0.10133931634299999
ACH-000116,-0.16911759517
ACH-000118,-0.322505066309
ACH-000120,-0.0594991476237
ACH-000123,-0.0329630235317
ACH-000127,-0.354189336013
ACH-000128,-0.0611469775925
ACH-000132,-0.11267887376499999
ACH-000133,-0.144800442099
ACH-000137,-0.173755767101
ACH-000138,-0.190360338697
ACH-000142,-0.385639976338
ACH-000143,-0.277484177851
ACH-000146,-0.414674474256
ACH-000148,-0.296778069417
ACH-000150,-0.281976917394
ACH-000152,-0.151023572744
ACH-000153,-0.631355935502
ACH-000159,-0.34517248311
ACH-000160,-0.129488375859
ACH-000163,-0.17355138094300002
ACH-000167,-0.279186703544
ACH-000168,-0.10230064911699999
ACH-000169,-0.171812991225
ACH-000178,-0.17191454685
ACH-000182,-0.184810255326
ACH-000183,-0.7238844725139999
ACH-000188,-0.290147641954
ACH-000189,-0.963373353335
ACH-000190,-0.0867907193815
ACH-000198,-0.09389335384929999
ACH-000204,-0.361725766783
ACH-000206,-0.9313046860870001
ACH-000207,-0.411661440655
ACH-000211,-0.177608508481
ACH-000215,-0.298231040577
ACH-000221,-0.317731695616
ACH-000222,-0.056052516810900004
ACH-000223,-0.179511201556
ACH-000226,-0.17152984429999998
ACH-000227,-0.275357083279
ACH-000228,0.00358152294872
ACH-000231,-0.206886759034
ACH-000232,-0.101777123545
ACH-000233,-0.24357579026299997
ACH-000234,-0.461721969871
ACH-000235,-0.4484344714399999
ACH-000237,-0.5055631769169999
ACH-000238,-0.192935298191
ACH-000243,0.228002890965
ACH-000244,-0.351266249739
ACH-000246,-0.291091961162
ACH-000248,-0.421611045763
ACH-000250,-0.6308764422209999
ACH-000251,-0.43801347240000005
ACH-000253,-0.279851530491
ACH-000255,-0.131062359478
ACH-000256,-0.235278829777
ACH-000257,-0.201148605235
ACH-000258,-0.6829242173360001
ACH-000259,-0.172783405811
ACH-000260,-0.234698582617
ACH-000261,-0.492830164774
ACH-000262,-0.7018606866310001
ACH-000263,-0.9439979973129999
ACH-000264,-0.384560024694
ACH-000265,-0.265217193568
ACH-000266,-0.41224047759099997
ACH-000272,-0.42383859360200005
ACH-000273,-0.35613480457099994
ACH-000274,-0.280963513668
ACH-000277,-0.159220305782
ACH-000278,-0.528389517334
ACH-000279,-0.49841368325900004
ACH-000280,-0.252340876394
ACH-000281,-0.19290940732700002
ACH-000288,-0.337817972937
ACH-000291,-0.202458610238
ACH-000293,-0.37941841840199997
ACH-000294,-0.558602016559
ACH-000295,-0.015179195561200001
ACH-000296,-0.231748666384
ACH-000302,-0.206702256411
ACH-000304,-0.06302377889930001
ACH-000307,-0.289078566362
ACH-000308,-0.210620352811
ACH-000310,-0.00781900319189
ACH-000311,-0.218107242383
ACH-000312,-0.347522366629
ACH-000315,-0.234006315646
ACH-000316,-0.39288530456799997
ACH-000317,-0.217495041681
ACH-000318,-0.15172236229900002
ACH-000319,-0.17769041208099998
ACH-000320,0.159319453494
ACH-000322,-0.0590619586867
ACH-000323,-0.228145076316
ACH-000324,-0.292359901808
ACH-000329,-0.136336085326
ACH-000330,-0.16705901232
ACH-000331,-0.21884151325399998
ACH-000332,-0.228105863988
ACH-000334,-0.366290313006
ACH-000335,-0.24016153743500002
ACH-000336,-0.21288795072
ACH-000337,-0.228742348567
ACH-000339,-0.25408026364799996
ACH-000341,-0.207327486608
ACH-000348,-0.176074278795
ACH-000350,0.000173536910083
ACH-000352,-0.285839451189
ACH-000356,-0.27384032051
ACH-000361,-0.368625445914
ACH-000362,-0.470224995182
ACH-000363,-0.349249815803
ACH-000364,-0.382203642767
ACH-000365,-0.44686325511299996
ACH-000366,-0.208336559461
ACH-000368,-0.318673358447
ACH-000374,-0.165720070155
ACH-000375,-0.411109028217
ACH-000376,-0.0993480121135
ACH-000381,-0.00044840380740800005
ACH-000383,-0.35273333643
ACH-000387,-0.306134038046
ACH-000389,-0.413103336599
ACH-000390,-0.30973251373300004
ACH-000393,-0.48413121151199995
ACH-000395,-0.165448044154
ACH-000397,-0.28347211499
ACH-000401,-0.504353504863
ACH-000402,-0.927376257362
ACH-000403,-0.41709496579800004
ACH-000404,-0.446175247944
ACH-000406,-0.579432779162
ACH-000407,-0.281889695796
ACH-000408,-0.0749185997042
ACH-000410,-0.135015788164
ACH-000411,-0.287171799044
ACH-000414,-0.09588471726410001
ACH-000415,-0.091842356834
ACH-000416,-0.173610213237
ACH-000420,-0.40787132953500005
ACH-000421,-0.289693298865
ACH-000424,-0.7029129858200001
ACH-000425,-0.275990221461
ACH-000426,-0.324899110373
ACH-000427,-0.10264734047599999
ACH-000433,-0.331602388114
ACH-000436,-0.371803763838
ACH-000444,-0.230763559257
ACH-000445,-0.519022105026
ACH-000448,-0.22109697978300002
ACH-000450,-0.278158391232
ACH-000452,-0.401445219263
ACH-000454,-0.348775971307
ACH-000458,-0.43410912766000004
ACH-000459,-0.308880883968
ACH-000460,-0.25383227213000004
ACH-000461,-0.233422893273
ACH-000463,-0.217154615541
ACH-000464,-0.220014206386
ACH-000466,-0.257634875368
ACH-000467,-0.112220561711
ACH-000468,-0.293204504855
ACH-000469,-0.09438338503810001
ACH-000470,0.05894132501180001
ACH-000471,-0.24285786100600001
ACH-000472,-0.307333330698
ACH-000473,-0.0571082897939
ACH-000475,-0.187522019906
ACH-000476,-0.318773957672
ACH-000477,-0.133217379451
ACH-000480,-0.35175258975999996
ACH-000481,-0.12312524716499999
ACH-000483,-0.287228269584
ACH-000484,-0.6296067349360001
ACH-000485,-0.527241797095
ACH-000486,-0.185772667322
ACH-000487,-0.335995994691
ACH-000488,-0.107564289211
ACH-000490,-0.177723177055
ACH-000491,-0.4504748225
ACH-000495,-0.228267586215
ACH-000496,-0.407211611888
ACH-000499,-0.394855371235
ACH-000500,-0.45453349250299996
ACH-000502,-0.284077263806
ACH-000503,-0.337889601033
ACH-000505,-0.375730155132
ACH-000507,-0.466179202051
ACH-000510,-0.32373363436999997
ACH-000511,-0.234399979626
ACH-000512,-0.250101690845
ACH-000516,-0.44564022118
ACH-000517,-0.19172358027
ACH-000518,-0.337285632348
ACH-000520,-0.194184753462
ACH-000521,-0.24907561638300002
ACH-000522,-0.0687450487242
ACH-000524,-0.366513590561
ACH-000527,-0.293015781172
ACH-000528,-0.34931476594599997
ACH-000537,-0.155747518509
ACH-000541,-0.344676625761
ACH-000542,-0.31702396222
ACH-000544,-0.0729907163874
ACH-000545,-0.20604333568100003
ACH-000547,-0.0208909004398
ACH-000548,-0.357656094388
ACH-000549,-0.21530736957899999
ACH-000550,-0.372113454638
ACH-000552,-0.19354547667
ACH-000556,-0.346188332395
ACH-000557,-0.324591787705
ACH-000570,-0.225533109719
ACH-000571,-0.617995359972
ACH-000573,-0.130466091738
ACH-000576,-0.324673173821
ACH-000580,-0.421058509471
ACH-000584,-0.261276823633
ACH-000585,-0.389566535509
ACH-000588,-0.41391146488499997
ACH-000589,-0.33671882544200005
ACH-000591,-0.042299007111800006
ACH-000593,-0.282984669689
ACH-000600,-0.145835714876
ACH-000601,-0.250999617568
ACH-000604,-0.144668811279
ACH-000605,-0.165885758987
ACH-000606,-0.115290425723
ACH-000608,-0.44209322133100004
ACH-000614,-0.33264125373000003
ACH-000616,-0.24610091462699998
ACH-000618,-0.197056405631
ACH-000619,-0.0571534480334
ACH-000620,-0.185938941789
ACH-000621,-0.366272860359
ACH-000622,-0.275896834815
ACH-000623,-0.338894159038
ACH-000624,-0.314655452095
ACH-000627,-0.388613122983
ACH-000630,-0.228392336198
ACH-000632,-0.481015911107
ACH-000633,-0.43462391283
ACH-000637,0.100220721655
ACH-000638,-0.233671247088
ACH-000646,0.154377728775
ACH-000647,-0.170296146461
ACH-000648,-0.5101303850419999
ACH-000649,-0.471050292096
ACH-000651,-0.07116385516979999
ACH-000652,-0.46810581358900005
ACH-000653,-0.150293010537
ACH-000657,-0.269232203825
ACH-000658,-0.243379085199
ACH-000661,-0.275353282216
ACH-000662,-0.18306435028999998
ACH-000663,-0.487717188656
ACH-000665,-0.338010242025
ACH-000671,-0.552040812836
ACH-000673,-0.16641623244200002
ACH-000676,-0.38890243301399996
ACH-000677,-0.443633003575
ACH-000681,-0.181680988337
ACH-000682,-0.147416010337
ACH-000683,-0.189240043926
ACH-000684,-0.378461037559
ACH-000688,-0.40462773269599994
ACH-000693,-0.17329828976
ACH-000694,-0.0982890204243
ACH-000695,0.08394921911900001
ACH-000696,-0.224536109514
ACH-000697,-0.0235418110735
ACH-000699,-0.469532409117
ACH-000701,-0.293041546865
ACH-000706,0.00613492189017
ACH-000711,-0.27156710203699996
ACH-000713,-0.0935025242585
ACH-000714,-0.163640003205
ACH-000718,-0.279972516397
ACH-000720,-0.172065624566
ACH-000721,-0.315411680794
ACH-000724,-0.234230797304
ACH-000725,-0.0376974906145
ACH-000732,-0.21576459310499999
ACH-000734,-0.303662244303
ACH-000735,-0.47375232676600004
ACH-000736,-0.30810706121
ACH-000738,-0.24473790779500001
ACH-000746,0.0539519339944
ACH-000747,-0.255761031733
ACH-000748,-0.178335888682
ACH-000753,-0.192502597148
ACH-000756,-0.525915307192
ACH-000757,-0.291643084142
ACH-000758,-0.10143306009400001
ACH-000760,-0.32568134723000003
ACH-000763,-0.188409044996
ACH-000764,-0.42431201434199994
ACH-000765,-0.441660111567
ACH-000766,-0.134350307656
ACH-000767,-0.294441200032
ACH-000768,-0.362784708456
ACH-000769,-0.393331193332
ACH-000770,-0.44108745332599997
ACH-000771,-0.340884428697
ACH-000773,-0.48667547688999996
ACH-000776,-0.158282209561
ACH-000777,-0.0477495836593
ACH-000778,-0.174661334363
ACH-000781,-0.285863464355
ACH-000782,-0.711981349455
ACH-000783,-0.215174186928
ACH-000784,-0.17404190677700002
ACH-000785,-0.296163369575
ACH-000787,-0.303185352492
ACH-000788,-0.296751838961
ACH-000791,-0.330828544155
ACH-000792,-0.427499966454
ACH-000794,-0.184026347427
ACH-000796,-0.379103420599
ACH-000799,-0.35848380631899995
ACH-000800,-0.41971600078000004
ACH-000802,-0.136997605501
ACH-000804,-0.32528126537200003
ACH-000805,-0.63116233556
ACH-000809,-0.0623397566335
ACH-000810,-0.11620041580999999
ACH-000811,-0.321411462518
ACH-000817,-0.56601040337
ACH-000819,-0.123810004642
ACH-000820,-0.203297902618
ACH-000821,-0.306476209091
ACH-000822,-0.45363850533399996
ACH-000823,-0.0128201438539
ACH-000824,-0.22420090879299998
ACH-000827,-0.260565082406
ACH-000829,-0.35818252948
ACH-000831,-0.218687857971
ACH-000832,-0.256403926758
ACH-000833,-0.19929693188499997
ACH-000834,0.135556484464
ACH-000835,-0.279408199816
ACH-000836,-0.501432014376
ACH-000837,-0.135299900506
ACH-000838,-0.231813377234
ACH-000839,-0.12232193672
ACH-000840,-0.28772604268199997
ACH-000841,-0.25298842296999996
ACH-000843,-0.286889654042
ACH-000846,-0.227203446591
ACH-000847,-0.37227831357600005
ACH-000848,-0.120392260809
ACH-000849,-0.44886696397799997
ACH-000851,-0.30219933028900003
ACH-000855,-0.0798952708941
ACH-000856,-0.296084641079
ACH-000858,-0.26114264269299997
ACH-000859,-0.025404118018900003
ACH-000861,0.008227370069580001
ACH-000862,-0.16857907715700002
ACH-000865,-0.18505470700399998
ACH-000866,-0.228918358313
ACH-000867,-0.277666911754
ACH-000869,-0.454213819857
ACH-000872,-0.24779530865899999
ACH-000873,-0.35987499498000003
ACH-000876,-0.6998096925849999
ACH-000878,-0.219202645751
ACH-000880,-0.35676362049000004
ACH-000881,-0.505534100687
ACH-000882,-0.32095602804
ACH-000884,-0.22115642217599998
ACH-000885,-0.310718101401
ACH-000887,-0.32880649261
ACH-000888,-0.19320048907499998
ACH-000889,-0.21975824015700002
ACH-000890,-0.25628915888
ACH-000896,-0.477966899925
ACH-000898,-0.117094275342
ACH-000900,-0.188034549109
ACH-000901,-0.23550836625799998
ACH-000905,0.0388130016906
ACH-000906,-0.43007579031900006
ACH-000907,-0.102422817513
ACH-000910,-0.19380283057599998
ACH-000911,-0.0370580902302
ACH-000912,-0.11955725550799999
ACH-000913,-0.0500724481571
ACH-000915,-0.16827146943100002
ACH-000916,-0.07232252848210001
ACH-000917,-0.47601355386000005
ACH-000921,-0.314291297082
ACH-000924,-0.219051616955
ACH-000926,-0.0646437747719
ACH-000928,-0.12869004648399998
ACH-000929,0.124811164463
ACH-000932,-0.37312634965400004
ACH-000935,-0.255915862472
ACH-000936,-0.28626517344700003
ACH-000937,-0.304911077898
ACH-000938,-0.34526014802199995
ACH-000939,-0.590514250195
ACH-000941,-0.28506457623799997
ACH-000943,-0.112066799211
ACH-000946,-0.133534027248
ACH-000947,-0.314663337793
ACH-000948,-0.11886988567
ACH-000950,-0.306054758897
ACH-000953,-0.40054635055699994
ACH-000957,-0.168575569746
ACH-000958,-0.20170825921799998
ACH-000960,-0.514879363551
ACH-000963,-0.0525544773681
ACH-000968,-0.45513966216000007
ACH-000969,-0.121836199868
ACH-000973,-0.237860247489
ACH-000974,-0.424496659521
ACH-000975,-0.397051428707
ACH-000976,-0.384371711767
ACH-000978,-0.10287014869899999
ACH-000980,-0.255299953006
ACH-000984,-0.24870442526099998
ACH-000986,-0.370949693328
ACH-000988,-0.415007839683
ACH-000993,-0.060337705043000005
ACH-000994,-0.308650612732
ACH-000996,-0.25348795623500003
ACH-001001,-0.081756739177
ACH-001020,-0.0570399730856
ACH-001028,-0.317441027736
ACH-001031,-0.061036190592700004
ACH-001038,-0.33307421593000003
ACH-001048,-0.22785416439599998
ACH-001050,-0.445861678526
ACH-001053,-0.27694514605099996
ACH-001054,-0.110406928575
ACH-001061,-0.281825915706
ACH-001067,-0.177861695487
ACH-001075,-0.00197105697544
ACH-001096,-0.0313047387249
ACH-001128,-1.02790336396
ACH-001134,-0.46254391167400005
ACH-001151,-0.383767288305
ACH-001163,-0.24593104504000002
ACH-001164,-0.379556172515
ACH-001173,-0.288667910564
