,NCLN (56926)
ACH-001183,0.0453782934091
ACH-001184,-0.398141713107
ACH-001190,-0.282876700599
ACH-001192,-0.309928519462
ACH-001193,-0.524388550203
ACH-001196,-0.0162823605421
ACH-001197,-0.495385994165
ACH-001205,-0.202967164993
ACH-001211,-0.011702698860299999
ACH-001212,-0.363843063328
ACH-001228,-0.26065884056899996
ACH-001232,-0.179631764233
ACH-001239,-0.19778239157699998
ACH-001274,-0.20525433366700002
ACH-001275,0.026992482355800002
ACH-001277,-0.28208440584399996
ACH-001278,-0.52684366734
ACH-001280,-0.042239461864599995
ACH-001283,-0.312350218771
ACH-001289,-0.260360854113
ACH-001295,-0.17555585252
ACH-001300,0.0939869742642
ACH-001301,-0.17158009482099998
ACH-001302,-0.155569922087
ACH-001303,-0.29001941193
ACH-001306,-0.516319329918
ACH-001318,-0.19576719122900002
ACH-001322,-0.131012575107
ACH-001328,-0.165683294689
ACH-001332,0.190531388722
ACH-001333,-0.46227091158999994
ACH-001336,-0.09055806348819999
ACH-001340,-0.180617331458
ACH-001346,-0.226315340935
ACH-001353,-0.34257864733300003
ACH-001354,-0.0653376828197
ACH-001367,-0.548698985764
ACH-001368,-0.57884226344
ACH-001374,0.43010281050899996
ACH-001375,-0.323694973859
ACH-001377,-0.23686715801
ACH-001380,-0.274157896104
ACH-001391,-0.19921027104400002
ACH-001407,-0.353761773656
ACH-001408,-0.163880725013
ACH-001413,-0.24533559325100002
ACH-001430,-0.11770138942500001
ACH-001431,-0.335916363424
ACH-001450,-0.044417941913999996
ACH-001496,-0.323168470768
ACH-001500,0.0491231554299
ACH-001521,-0.586211272505
ACH-001523,-0.10570251842299999
ACH-001532,-0.250414562479
ACH-001536,-0.0352339091352
ACH-001550,-0.0792754362867
ACH-001552,-0.409190176187
ACH-001554,-0.373293099714
ACH-001645,-0.30769646048599997
ACH-001654,-0.015468488964
ACH-001715,-0.284301994989
ACH-001735,-0.678277410589
ACH-001736,-0.49719921675800005
ACH-001737,-0.519900933348
ACH-001740,-0.35371395732699995
ACH-001745,-0.38908682710299997
ACH-001750,-0.227465395812
ACH-001765,-0.33756807532
ACH-001956,-0.160200574683
ACH-001957,-0.022783583292700003
