,MYO7A (4647)
ACH-000004,-0.121237934001
ACH-000007,0.0149200375403
ACH-000009,-0.0668643125974
ACH-000011,0.00603599958587
ACH-000012,-0.10244687914100001
ACH-000013,0.0748040613923
ACH-000014,-0.157046755647
ACH-000015,-0.010266874674600001
ACH-000017,0.06969411196710001
ACH-000018,-0.349513911019
ACH-000019,-0.0646573319262
ACH-000021,-0.0851184081182
ACH-000022,-0.0723447443948
ACH-000025,-0.042502839545999996
ACH-000028,-0.128821561654
ACH-000030,-0.208763366732
ACH-000035,-0.128571519185
ACH-000036,-0.167285880173
ACH-000037,0.011579860367299999
ACH-000039,-0.258903504695
ACH-000040,-0.148018159783
ACH-000041,-0.018298384451299998
ACH-000042,-0.0660633042132
ACH-000045,-0.0833545462033
ACH-000047,0.012122936526
ACH-000052,-0.380837894146
ACH-000053,-0.06907274296919999
ACH-000054,-0.164080282838
ACH-000055,-0.0625135255839
ACH-000060,-0.152902076725
ACH-000067,0.042069648826
ACH-000070,-0.069473758819
ACH-000075,-0.0817967784932
ACH-000078,0.0659774070861
ACH-000082,-0.209612835848
ACH-000085,-0.376635960238
ACH-000086,-0.029574190893
ACH-000087,-0.258027259417
ACH-000092,-0.22557305759
ACH-000095,-0.0839231996593
ACH-000097,-0.048058318387000004
ACH-000098,-0.0648831141672
ACH-000099,-0.10250088690400001
ACH-000108,-0.033994199851900005
ACH-000113,-0.111574740767
ACH-000115,-0.111371732256
ACH-000116,-0.166693064166
ACH-000118,-0.31257970464
ACH-000120,-0.00318716066711
ACH-000123,-0.215042708925
ACH-000127,-0.07801129624360001
ACH-000128,-0.0441077367302
ACH-000132,-0.105843237851
ACH-000133,-0.15630747193
ACH-000137,-0.202051776522
ACH-000138,-0.0968166490082
ACH-000142,-0.047000875383400004
ACH-000143,-0.214609049499
ACH-000146,-0.11494371385299999
ACH-000148,-0.042565021672400005
ACH-000150,-0.355715549738
ACH-000152,0.058436214812199995
ACH-000153,0.024167004969700003
ACH-000159,-0.079972851304
ACH-000160,0.05424394045369999
ACH-000163,-0.183154057548
ACH-000167,-0.261672851705
ACH-000168,-0.50318023742
ACH-000169,-0.120212858209
ACH-000178,-0.09016214640550001
ACH-000182,-0.00493428267138
ACH-000183,-0.16740697974500002
ACH-000188,-0.10081752066199999
ACH-000189,-0.210443392619
ACH-000190,0.163292396866
ACH-000198,-0.035629576110099995
ACH-000204,0.09730133690130001
ACH-000206,-0.132961650439
ACH-000207,-0.378338654708
ACH-000211,-0.094998066765
ACH-000215,-0.05052921103730001
ACH-000221,-0.127370214437
ACH-000222,-0.0158023640098
ACH-000223,0.00838754355776
ACH-000226,-0.09964601517660002
ACH-000227,-0.327482049905
ACH-000228,-0.138748075213
ACH-000231,-0.17599512626400002
ACH-000232,-0.118318870258
ACH-000233,-0.21068897675
ACH-000234,-0.215839213727
ACH-000235,-0.0587842072473
ACH-000237,-0.309794337658
ACH-000238,-0.21267711419500002
ACH-000243,0.128162399274
ACH-000244,-0.306565301503
ACH-000246,-0.20893890251
ACH-000248,-0.0523104631584
ACH-000250,-0.12185681664300001
ACH-000251,-0.217932663373
ACH-000253,-0.19470031052200001
ACH-000255,-0.0619882630066
ACH-000256,-0.144099017164
ACH-000257,-0.11817055351
ACH-000258,0.295017430059
ACH-000259,-0.131510604752
ACH-000260,-0.029154625858400004
ACH-000261,-0.184599023402
ACH-000262,0.00514820630549
ACH-000263,-0.147719584589
ACH-000264,-0.126818455418
ACH-000265,-0.05016802690740001
ACH-000266,0.0021563914232199995
ACH-000272,0.0379692388605
ACH-000273,-0.265890574535
ACH-000274,-0.519313573699
ACH-000277,-0.111496988203
ACH-000278,-0.385935143684
ACH-000279,-0.15982292309
ACH-000280,-0.14516910674699998
ACH-000281,-0.092041488364
ACH-000288,-0.09642650186650001
ACH-000291,-0.0464007832506
ACH-000293,-0.148004293654
ACH-000294,-0.116074395948
ACH-000295,0.10152104562999999
ACH-000296,-0.107422613147
ACH-000302,-0.069923705268
ACH-000304,0.00186576825501
ACH-000307,-0.08438856383780001
ACH-000308,-0.12453572042700001
ACH-000310,-0.0600511169665
ACH-000311,0.0256299553279
ACH-000312,-0.113149559431
ACH-000315,-0.0144030766113
ACH-000316,-0.254833901413
ACH-000317,-0.301270959069
ACH-000318,-0.11264334074200001
ACH-000319,-0.101085031871
ACH-000320,0.153878422557
ACH-000322,0.180068216103
ACH-000323,-0.12634465056500002
ACH-000324,-0.012465558959099999
ACH-000329,-0.028774713639400002
ACH-000330,-0.0745794576307
ACH-000331,-0.053839978263800006
ACH-000332,-0.12105903957900001
ACH-000334,-0.319769404736
ACH-000335,-0.175949275584
ACH-000336,-0.282221690942
ACH-000337,-0.341775565276
ACH-000339,-0.0186335374194
ACH-000341,-0.0141966437954
ACH-000348,0.020578941111299997
ACH-000350,-0.0539316930353
ACH-000352,-0.041762600188
ACH-000356,-0.541005729797
ACH-000361,-0.138767019348
ACH-000362,-0.0921179328407
