,SAFB (6294)
ACH-000004,0.0429379034959
ACH-000007,-0.169866669318
ACH-000009,-0.41689546201
ACH-000011,-0.334423290029
ACH-000012,-0.196148137423
ACH-000013,-0.039520344857600004
ACH-000014,-0.223195095396
ACH-000015,-0.28940318783700003
ACH-000017,-0.378654791237
ACH-000018,-0.481259590734
ACH-000019,-0.310748401114
ACH-000021,-0.459767571375
ACH-000022,-0.250771000145
ACH-000025,-0.245219947978
ACH-000028,-0.756824842798
ACH-000030,-0.222824488255
ACH-000035,-0.217741238675
ACH-000036,-0.538374986914
ACH-000037,-0.0711765749434
ACH-000039,-0.125470778811
ACH-000040,-0.20738715886599998
ACH-000041,-0.381643017999
ACH-000042,0.219628713685
ACH-000045,-0.21814572865899998
ACH-000047,-0.0827449756203
ACH-000052,-0.398424200272
ACH-000053,-0.342259288601
ACH-000054,-0.295192674471
ACH-000055,-0.0360143418096
ACH-000060,0.022023480538900003
ACH-000067,-0.300260602659
ACH-000070,-0.47292326087700004
ACH-000075,0.0135015788426
ACH-000078,-0.236839589244
ACH-000082,-0.19247938551899998
ACH-000085,0.18270645268
ACH-000086,-0.200385235768
ACH-000087,-0.252491522788
ACH-000092,-0.29205258139
ACH-000095,-0.18551311353
ACH-000097,-0.311959963559
ACH-000098,-0.305465338451
ACH-000099,-0.184458346486
ACH-000108,-0.16761077650999998
ACH-000113,-0.39744798661700004
ACH-000115,-0.368630046721
ACH-000116,-0.17738564503600002
ACH-000118,-0.365230055692
ACH-000120,-0.36778710952699994
ACH-000123,-0.33993775243
ACH-000127,-0.18051436938499998
ACH-000128,-0.296033629686
ACH-000132,-0.09346700299560001
ACH-000133,-0.27341943463
ACH-000137,-0.237445247341
ACH-000138,-0.27138910908
ACH-000142,-0.329762452537
ACH-000143,0.0738568800151
ACH-000146,-0.0944186275715
ACH-000148,-0.0172037624685
ACH-000150,0.0278569835195
ACH-000152,0.0153453218829
ACH-000153,-0.39279518986199996
ACH-000159,-0.356973635939
ACH-000160,-0.023333804796099998
ACH-000163,-0.25914096628100003
ACH-000167,-0.174751502599
ACH-000168,-0.0702752736343
ACH-000169,-0.297640800804
ACH-000178,0.13499220556
ACH-000182,-0.48129488727700004
ACH-000183,-0.265817346736
ACH-000188,-0.6652431226519999
ACH-000189,-0.215029246652
ACH-000190,0.17602405495999998
ACH-000198,-0.523260173158
ACH-000204,-0.13954332644099998
ACH-000206,0.0011707671571600001
ACH-000207,0.11724430633300001
ACH-000211,-0.332252299058
ACH-000215,-0.18045147514499998
ACH-000221,-0.200978382284
ACH-000222,-0.33680511555200005
ACH-000223,-0.08985386410660001
ACH-000226,-0.23955256675099998
ACH-000227,-0.14774448595200002
ACH-000228,-0.0143839276174
ACH-000231,-0.101841913505
ACH-000232,-0.0756483684865
ACH-000233,-0.331707773815
ACH-000234,-0.403694463728
ACH-000235,-0.233657333863
ACH-000237,-0.230716698962
ACH-000238,-0.223776255748
ACH-000243,-0.566642787794
ACH-000244,-0.275023090468
ACH-000246,-0.321192880607
ACH-000248,-0.448537073181
ACH-000250,-0.400145402677
ACH-000251,0.037283546742599996
ACH-000253,-0.12359898834000001
ACH-000255,-0.363704960052
ACH-000256,0.0104524225824
ACH-000257,0.022897748255799998
ACH-000258,-0.41518850712800004
ACH-000259,0.0279863552446
ACH-000260,-0.320341432097
ACH-000261,-0.108985028785
ACH-000262,-0.39315242649000004
ACH-000263,-0.120127361733
ACH-000264,-0.362686900169
ACH-000265,-0.00575758063384
ACH-000266,-0.0713254376272
ACH-000272,-0.210339347785
ACH-000273,-0.110731497587
ACH-000274,-0.253121905978
ACH-000277,-0.037020716447900004
ACH-000278,-0.166252504155
ACH-000279,-0.260561982727
ACH-000280,-0.217434073192
ACH-000281,-0.259678286295
ACH-000288,0.023716686693599998
ACH-000291,-0.45034934315499997
ACH-000293,-0.147696625955
ACH-000294,-0.455480373745
ACH-000295,-0.44348120280000003
ACH-000296,-0.20138814732000002
ACH-000302,-0.139600173123
ACH-000304,0.018843014772700003
ACH-000307,-0.295961485714
ACH-000308,0.132889103235
ACH-000310,-0.165316422512
ACH-000311,-0.33702619791
ACH-000312,-0.215220065516
ACH-000315,-0.249478381613
ACH-000316,-0.163442218424
ACH-000317,-0.176631537252
ACH-000318,-0.110063819208
ACH-000319,-0.7083683050849999
ACH-000320,-0.217218446453
ACH-000322,-0.232052242021
ACH-000323,-0.223984796621
ACH-000324,-0.280396206169
ACH-000329,0.0661435267474
ACH-000330,-0.13765770562000001
ACH-000331,-0.170761031072
ACH-000332,-0.18973629067899997
ACH-000334,-0.315715361057
ACH-000335,-0.253640980139
ACH-000336,0.244874897183
ACH-000337,-0.111719474357
ACH-000339,-0.09139664320310001
ACH-000341,-0.724925431242
ACH-000348,-0.305679480829
ACH-000350,-0.0267678248053
ACH-000352,-0.39218713626199997
ACH-000356,-0.0390764781564
ACH-000361,-0.0785813620303
ACH-000362,-0.14573144232000002
ACH-000363,-0.140622031594
ACH-000364,-0.7484469450360001
ACH-000365,-0.0985917927617
ACH-000366,-0.42810869692599995
ACH-000368,-0.30497147729400004
ACH-000374,-0.26956364336
ACH-000375,0.008673618554530001
ACH-000376,0.047320229852999995
ACH-000381,-0.0194179780975
ACH-000383,-0.32221955560800003
ACH-000387,-0.0447802770318
ACH-000389,-0.30563247599599996
ACH-000390,-0.20009594416999998
ACH-000393,-0.399637011856
ACH-000395,-0.15868649351199998
ACH-000397,0.039422657675
ACH-000401,-0.244848928343
ACH-000402,0.0692332657133
ACH-000403,-0.160004869914
ACH-000404,0.0655156589756
ACH-000406,-0.06986949530469999
ACH-000407,-0.25734658452
ACH-000408,-0.188230915691
ACH-000410,-0.530549981419
ACH-000411,-0.141985510742
ACH-000414,-0.38373497907399995
ACH-000415,-0.116774747249
ACH-000416,-0.293633162059
ACH-000420,-0.253952729484
ACH-000421,-0.224308451961
ACH-000424,-0.147013600669
ACH-000425,-0.16584485722200001
ACH-000426,-0.112996690775
ACH-000427,0.116758816289
ACH-000433,-0.590826456464
ACH-000436,-0.269350275444
ACH-000444,-0.404750731593
ACH-000445,-0.311950640753
ACH-000448,-0.131548018804
ACH-000450,-0.194491075108
ACH-000452,-0.157696602699
ACH-000454,-0.0021550889069099997
ACH-000458,-0.42701866038900005
ACH-000459,-0.600604720456
ACH-000460,-0.0794655667161
ACH-000461,-0.525129375447
ACH-000463,-0.23371162481899999
ACH-000464,-0.165086198084
ACH-000466,-0.005642354914939999
ACH-000467,-0.190902232597
ACH-000468,-0.0652383344003
ACH-000469,-0.167526173447
ACH-000470,0.14089105171
ACH-000471,-0.17430128253
ACH-000472,-0.0851012803763
ACH-000473,0.07594445370649999
ACH-000475,-0.161966127589
ACH-000476,-0.19441033201699998
ACH-000477,-0.0879759924518
ACH-000480,-0.37068764857600006
ACH-000481,-0.38668741922300004
ACH-000483,-0.156261893613
ACH-000484,-0.12895395631200002
ACH-000485,-0.153630552086
ACH-000486,-0.14559386476
ACH-000487,0.0016984568758599999
ACH-000488,0.0742018477684
ACH-000490,-0.07109777857810001
ACH-000491,-0.190070814803
ACH-000495,-0.08585065310760001
ACH-000496,-0.47233544681999995
ACH-000499,-0.464503852607
ACH-000500,0.07624928803610001
ACH-000502,-0.182453032964
ACH-000503,-0.212863742053
ACH-000505,-0.184836056287
ACH-000507,-0.21273999311
ACH-000510,-0.254492381531
ACH-000511,-0.115221427261
ACH-000512,-0.367044123248
ACH-000516,-0.230594424659
ACH-000517,-0.181671961111
ACH-000518,-0.206105835785
ACH-000520,-0.123782654981
ACH-000521,-0.34844008796899995
ACH-000522,-0.07649638796630001
ACH-000524,0.154446122313
ACH-000527,-0.22325059974800002
ACH-000528,0.0442482983933
ACH-000537,0.161023339665
ACH-000541,-0.455741994168
ACH-000542,-0.19219537889000002
ACH-000544,-0.248043961727
ACH-000545,-0.19915339916900002
ACH-000547,-0.31740311945300004
ACH-000548,-0.49237267184600003
ACH-000549,-0.09189141948969999
ACH-000550,-0.09208637433110001
ACH-000552,-0.517641500649
ACH-000556,-0.060212157602300004
ACH-000557,-0.19548892503100002
ACH-000570,-0.0378379447638
ACH-000571,-0.271426921099
ACH-000573,-0.269790048308
ACH-000576,-0.245614712095
ACH-000580,-0.34992995663099996
ACH-000584,-0.140118445146
ACH-000585,-0.41141045858
ACH-000588,0.185414851224
ACH-000589,-0.129979353628
ACH-000591,-0.28669760019699997
ACH-000593,-0.311880619798
ACH-000600,-0.0937039873314
ACH-000601,-0.166468223058
ACH-000604,-0.0331972450395
ACH-000605,-0.0368057208607
ACH-000606,-0.22012939481999996
ACH-000608,-0.19607927633699998
ACH-000614,-0.234086729358
ACH-000616,0.114906546308
ACH-000618,-0.108292448664
ACH-000619,-0.19782838519499998
ACH-000620,-0.157646402642
ACH-000621,0.0103560452157
ACH-000622,-0.112765719766
ACH-000623,-0.175055001215
ACH-000624,-0.218139392097
ACH-000627,-0.304453136963
ACH-000630,-0.774581711355
ACH-000632,-0.16826563918200002
ACH-000633,-0.342617518332
ACH-000637,-0.114602631104
ACH-000638,-0.3711324869
ACH-000646,-0.43548070898900004
ACH-000647,-0.0663766702379
ACH-000648,-0.173371080715
ACH-000649,-0.183505468859
ACH-000651,-0.06242371205180001
ACH-000652,-0.295982713543
ACH-000653,-0.154772479563
ACH-000657,0.022811714934999998
ACH-000658,-0.0528169977226
ACH-000661,0.0129054543121
ACH-000662,0.0944435329828
ACH-000663,-0.41362324099799996
ACH-000665,-0.757108604753
ACH-000671,-0.432194144748
ACH-000673,-0.5544761119030001
ACH-000676,0.00500387567499
ACH-000677,0.21112585554699997
ACH-000681,-0.30161581881099997
ACH-000682,-0.18815835318100002
ACH-000683,-0.243923957402
ACH-000684,-0.106994732217
ACH-000688,-0.15304813263800002
ACH-000693,-0.09885301162660001
ACH-000694,0.0279082218123
ACH-000695,0.0813162110425
ACH-000696,-0.154043350349
ACH-000697,-0.35947801565
ACH-000699,-0.35331203527599997
ACH-000701,-0.219898976039
ACH-000706,-0.17557021483399998
ACH-000711,-0.0236842716807
ACH-000713,-0.066319444133
ACH-000714,-0.0543780778558
ACH-000718,0.048692821882600004
ACH-000720,-0.414563799798
ACH-000721,-0.15488120000000002
ACH-000724,-0.034007512196
ACH-000725,-0.267377262888
ACH-000732,-0.370105116292
ACH-000734,-0.48195856850100005
ACH-000735,-0.177519525319
ACH-000736,-0.0405247899489
ACH-000738,-0.026464674873700002
ACH-000746,-0.11703716441600001
ACH-000747,-0.135854920701
ACH-000748,-0.17809548477200002
ACH-000753,0.06689976377399999
ACH-000756,-0.932238798106
ACH-000757,-0.262590967372
ACH-000758,0.0613357286297
ACH-000760,-0.0996114605725
ACH-000763,0.166249739347
ACH-000764,0.0178153315643
ACH-000765,-0.124291248442
ACH-000766,0.12210894650599999
ACH-000767,0.056981905268199996
ACH-000768,-0.532788924962
ACH-000769,-0.247292850992
ACH-000770,-0.020983844738500002
ACH-000771,-0.0511943294954
ACH-000773,-0.18643253386199998
ACH-000776,-0.369981038484
ACH-000777,0.20843028209399997
ACH-000778,-0.0760376076905
ACH-000781,-0.30670261115200004
ACH-000782,-0.338062789075
ACH-000783,-0.219709144925
ACH-000784,-0.146401053028
ACH-000785,-0.148248303942
ACH-000787,-0.0827463928637
ACH-000788,-0.228005034761
ACH-000791,-0.119803497852
ACH-000792,-0.181637109948
ACH-000794,-0.152377378464
ACH-000796,0.107308754263
ACH-000799,-0.35483141850500005
ACH-000800,-0.12662314168400002
ACH-000802,-0.332418507684
ACH-000804,-0.492476735216
ACH-000805,0.0761783006023
ACH-000809,-0.132306319017
ACH-000810,-0.0870243182323
ACH-000811,-0.32101897235300003
ACH-000817,-0.511363810339
ACH-000819,-0.30191623635000003
ACH-000820,-0.5104989758089999
ACH-000821,-0.254727727518
ACH-000822,-0.09060015401350001
ACH-000823,-0.022809043350999997
ACH-000824,-0.0992026834342
ACH-000827,-0.115181012195
ACH-000829,-0.08925131680739999
ACH-000831,-0.290906090739
ACH-000832,-0.159286256349
ACH-000833,-0.419988488366
ACH-000834,0.048325808774899996
ACH-000835,-0.14261568230799998
ACH-000836,-0.675905007008
ACH-000837,-0.302506478057
ACH-000838,-0.355065436051
ACH-000839,-0.21910158264600002
ACH-000840,-0.119103643348
ACH-000841,-0.152271711567
ACH-000843,-0.034427136389199996
ACH-000846,-0.419816911977
ACH-000847,0.150002057787
ACH-000848,-0.583447039225
ACH-000849,-0.08715294147189999
ACH-000851,-0.13888441702999998
ACH-000855,-0.0964440548498
ACH-000856,-0.194385669397
ACH-000858,0.09396290172489999
ACH-000859,-0.285795529321
ACH-000861,0.00203305750387
ACH-000862,-0.16186205158199998
ACH-000865,-0.121602314562
ACH-000866,-0.156096710307
ACH-000867,-0.132669180581
ACH-000869,-0.6066767468500001
ACH-000872,-0.48538189010899996
ACH-000873,-0.304238267345
ACH-000876,-0.10901125442399999
ACH-000878,-0.042011256659000004
ACH-000880,-0.125712537497
ACH-000881,-0.241932314045
ACH-000882,-0.247343773878
ACH-000884,-0.148724280646
ACH-000885,0.00142201233666
ACH-000887,-0.620800068818
ACH-000888,-0.259530044873
ACH-000889,-0.117629624477
ACH-000890,-0.00260869420578
ACH-000896,-0.0567045110062
ACH-000898,-0.113679940244
ACH-000900,-0.18591825329599998
ACH-000901,-0.253522840667
ACH-000905,-0.17942854627500002
ACH-000906,-0.0357016285597
ACH-000907,-0.032278407698
ACH-000910,0.129864654089
ACH-000911,-0.212195612447
ACH-000912,-0.133160178189
ACH-000913,-0.115994361381
ACH-000915,-0.281437436726
ACH-000916,-0.34939669428900005
ACH-000917,-0.21061744362
ACH-000921,-0.363307936527
ACH-000924,-0.269701029769
ACH-000926,-0.17686019654500001
ACH-000928,0.0064205219782400005
ACH-000929,0.00382610844606
ACH-000932,-0.34281309687600003
ACH-000935,-0.30342404846
ACH-000936,-0.172309724493
ACH-000937,0.0784821521563
ACH-000938,-0.25258172744699997
ACH-000939,-0.279476144105
ACH-000941,-0.434911612007
ACH-000943,-0.243046968231
ACH-000946,-0.201918604808
ACH-000947,-0.02494838267
ACH-000948,-0.319426957878
ACH-000950,-0.17585049243700002
ACH-000953,-0.631517497486
ACH-000957,-0.14033798468699998
ACH-000958,-0.050907044972099996
ACH-000960,-0.1569512449
ACH-000963,-0.0444806191138
ACH-000968,-0.43614443606700004
ACH-000969,-0.235544180411
ACH-000973,0.162715802226
ACH-000974,-0.132938833895
ACH-000975,-0.171019697097
ACH-000976,0.0140662217001
ACH-000978,0.282198001819
ACH-000980,0.0847996445556
ACH-000984,-0.351448668743
ACH-000986,-0.0183409967456
ACH-000988,-0.09286073824310001
ACH-000993,-0.251966847815
ACH-000994,-0.131423311369
ACH-000996,-0.335202561545
ACH-001001,-0.18438798567899997
ACH-001020,-0.527102637607
ACH-001028,-0.107170275572
ACH-001031,0.165708800983
ACH-001038,0.043341086531999994
ACH-001048,-0.181429730933
ACH-001050,-0.05755420304719999
ACH-001053,-0.488981299242
ACH-001054,-0.366980499984
ACH-001061,-0.167528494832
ACH-001067,0.0065203243554899995
ACH-001075,-0.114029765702
ACH-001096,-0.0560493025481
ACH-001128,-0.298655114296
ACH-001134,-0.65059272158
ACH-001151,0.154990321862
ACH-001163,0.139076374486
ACH-001164,-0.147916918357
ACH-001173,0.027509425932200002
ACH-001183,-0.0234065957893
ACH-001184,-0.216385495989
ACH-001190,-0.534417619722
ACH-001192,-0.14408420013
ACH-001193,0.04321899721419999
ACH-001196,-0.145718428543
ACH-001197,-0.0900038001558
ACH-001205,-0.206564601228
ACH-001211,-0.402523313406
ACH-001212,-0.228650713274
ACH-001228,0.243069778761
ACH-001232,-0.273185635016
ACH-001239,0.08925171362619999
ACH-001274,-0.659662839462
ACH-001275,0.0717185814109
ACH-001277,-0.18069609614
ACH-001278,0.0063452399951
ACH-001280,-0.7440353770839999
ACH-001283,-0.410335804186
ACH-001289,-0.248255922374
ACH-001295,-0.282898100297
ACH-001300,-0.172127975336
ACH-001301,-0.471411870435
ACH-001302,-0.731907684399
ACH-001303,-0.0952458011968
ACH-001306,-0.369936310893
ACH-001318,-0.172112722718
ACH-001322,-0.333726285783
ACH-001328,-0.24491515423500002
ACH-001332,-0.161737615321
ACH-001333,-0.19915602070799998
ACH-001336,0.063932577196
ACH-001340,-0.07650217161799999
ACH-001346,-0.370474122583
ACH-001353,-0.235105705814
ACH-001354,0.023459501616099998
ACH-001367,-0.393846336711
ACH-001368,-0.22817800834199997
ACH-001374,-0.44876284901600005
ACH-001375,0.0859275013494
ACH-001377,-0.161829477664
ACH-001380,-0.307360435587
ACH-001391,-0.409257820657
ACH-001407,-0.637935383169
ACH-001408,-0.423492548575
ACH-001413,-0.399149491395
ACH-001430,0.112160471386
ACH-001431,-0.173662089496
ACH-001450,0.047544794889
ACH-001496,-0.173936797183
ACH-001500,-0.162678229042
ACH-001521,0.206404436739
ACH-001523,-0.0766551534651
ACH-001532,-0.38242814723800006
ACH-001536,-0.51137342603
ACH-001550,0.0126141904995
ACH-001552,-0.299335060551
ACH-001554,-0.288960278246
ACH-001645,-0.382201686162
ACH-001654,0.0205375892073
ACH-001715,-0.43814839329800004
ACH-001735,-0.19305366747699998
ACH-001736,-0.379319999392
ACH-001737,-0.152596222353
ACH-001740,-0.64003191202
ACH-001745,-0.39347685357900003
ACH-001750,-0.224740276542
ACH-001765,-0.481901004645
ACH-001956,-0.302420952222
ACH-001957,-0.36743571718199997
