,YARS2 (51067)
ACH-000004,-1.21980049877
ACH-000007,-1.60339746812
ACH-000009,-1.23735417344
ACH-000011,-1.3000040404100002
ACH-000012,-1.21646051813
ACH-000013,-1.3243598310100002
ACH-000014,-1.48218335818
ACH-000015,-1.6594156333599999
ACH-000017,-1.0946075274200002
ACH-000018,-1.44046927442
ACH-000019,-1.4610638818500001
ACH-000021,-1.42113284732
ACH-000022,-1.95974327008
ACH-000025,-1.47686544461
ACH-000028,-1.31693932643
ACH-000030,-1.46648783909
ACH-000035,-1.5569655550400001
ACH-000036,-1.0419019266299998
ACH-000037,-0.955581309225
ACH-000039,-1.38313335477
ACH-000040,-0.982872091489
ACH-000041,-1.5077171966299998
ACH-000042,-1.36338281157
ACH-000045,-1.34721558521
ACH-000047,-1.60427715985
ACH-000052,-1.16582048896
ACH-000053,-1.22196472294
ACH-000054,-1.6149224408399998
ACH-000055,-1.12030454944
ACH-000060,-1.43728888699
ACH-000067,-1.33284743585
ACH-000070,-1.36047340991
ACH-000075,-1.09045164028
ACH-000078,-1.47915047245
ACH-000082,-1.44413115181
ACH-000085,-1.23210417096
ACH-000086,-1.52573950907
ACH-000087,-1.5066126250100003
ACH-000092,-1.2291885905600002
ACH-000095,-1.08202394882
ACH-000097,-1.2999190983700002
ACH-000098,-1.26880697768
ACH-000099,-1.2840762133399999
ACH-000108,-1.0698296010600001
ACH-000113,-1.51275587271
ACH-000115,-1.2226477175100001
ACH-000116,-1.6971447000100002
ACH-000118,-1.4046557060299998
ACH-000120,-1.12633560888
ACH-000123,-1.30039888653
ACH-000127,-1.63459429775
ACH-000128,-1.4505321128400002
ACH-000132,-1.41758369399
ACH-000133,-1.34674173625
ACH-000137,-0.957345540334
ACH-000138,-1.4854982928799998
ACH-000142,-1.458644946
ACH-000143,-1.51028648208
ACH-000146,-1.66412926372
ACH-000148,-1.3803138345500001
ACH-000150,-1.61070933071
ACH-000152,-1.58028819627
ACH-000153,-1.8914841670299998
ACH-000159,-1.1644879103499999
ACH-000160,-1.6879968922100002
ACH-000163,-1.2949789175
ACH-000167,-1.2450884542
ACH-000168,-1.51897705882
ACH-000169,-1.4780391562600002
ACH-000178,-1.5241495294499998
ACH-000182,-1.5830839457299999
ACH-000183,-1.44164479254
ACH-000188,-1.32088269073
ACH-000189,-1.5373870610299998
ACH-000190,-1.9741443778499999
ACH-000198,-1.4162744442200002
ACH-000204,-1.29322945908
ACH-000206,-1.87596849897
ACH-000207,-1.55967968317
ACH-000211,-1.3269238268899999
ACH-000215,-1.51680802807
ACH-000221,-1.7057872948500001
ACH-000222,-1.4839702039899998
ACH-000223,-1.19941393351
ACH-000226,-1.4833603090399998
ACH-000227,-1.12619878794
ACH-000228,-1.0821469487100002
ACH-000231,-1.4744052416999998
ACH-000232,-1.63852864595
ACH-000233,-1.5785679319900001
ACH-000234,-0.975061468296
ACH-000235,-1.4019439922699999
ACH-000237,-0.780381311289
ACH-000238,-1.7526941946099999
ACH-000243,-1.2635873088
ACH-000244,-1.20834715517
ACH-000246,-1.5912749157799997
ACH-000248,-1.76524954777
ACH-000250,-1.15081406505
ACH-000251,-1.9134332326199999
ACH-000253,-1.4957997435
ACH-000255,-1.34814459773
ACH-000256,-1.5126453759399998
ACH-000257,-1.5340726435699998
ACH-000258,-1.39145527208
ACH-000259,-1.6548883214899999
ACH-000260,-1.0607376665200001
ACH-000261,-1.36129949062
ACH-000262,-1.20781849538
ACH-000263,-1.8364612437799999
ACH-000264,-1.18758820199
ACH-000265,-1.3977276835899999
ACH-000266,-1.21450441229
ACH-000272,-1.38914538414
ACH-000273,-1.50803371148
ACH-000274,-1.4641632194799998
ACH-000277,-1.42209571283
ACH-000278,-0.8344835285850001
ACH-000279,-1.6917395208500001
ACH-000280,-1.35676110451
ACH-000281,-1.26186010479
ACH-000288,-1.61340812979
ACH-000291,-1.38403461011
ACH-000293,-1.35427703854
ACH-000294,-2.15134872226
ACH-000295,-1.37266320192
ACH-000296,-1.3726761142100001
ACH-000302,-1.48834097104
ACH-000304,-2.43728320749
ACH-000307,-1.49133285544
ACH-000308,-1.3050782263
ACH-000310,-0.990663618247
ACH-000311,-1.2477451308299998
ACH-000312,-1.38890666148
ACH-000315,-1.7412956799700001
ACH-000316,-1.11304697251
ACH-000317,-1.9240870505599998
ACH-000318,-1.79958349474
ACH-000319,-1.15194308385
ACH-000320,-1.23230139614
ACH-000322,-1.25274018827
ACH-000323,-1.5028623095299998
ACH-000324,-1.5163810085299998
ACH-000329,-1.3757048889599999
ACH-000330,-1.29222782939
ACH-000331,-1.1455589342499999
ACH-000332,-1.11329755728
ACH-000334,-2.0829389331
ACH-000335,-1.2947550165600001
ACH-000336,-1.17262221684
ACH-000337,-1.46113234057
ACH-000339,-1.31378067678
ACH-000341,-0.807404484481
ACH-000348,-1.4494317552200002
ACH-000350,-1.5645070940099999
ACH-000352,-1.40100648878
ACH-000356,-1.63771793544
ACH-000361,-1.51299167401
ACH-000362,-1.3300024299700002
ACH-000363,-1.46786973323
ACH-000364,-1.31521462629
ACH-000365,-1.3674085422799998
ACH-000366,-1.30934911083
ACH-000368,-1.284540113
ACH-000374,-1.57603785329
ACH-000375,-1.28963940063
ACH-000376,-1.6334421075299999
ACH-000381,-1.5195095599700001
ACH-000383,-1.41742499713
ACH-000387,-1.7412196456
ACH-000389,-1.1606055531200001
ACH-000390,-1.5446685381099998
ACH-000393,-1.0
ACH-000395,-0.9285594629549999
ACH-000397,-1.0110237578899999
ACH-000401,-1.7820225438599997
ACH-000402,-1.36622288286
ACH-000403,-1.4112593986200002
ACH-000404,-1.90600241893
ACH-000406,-1.8909756383099996
ACH-000407,-1.30736032848
ACH-000408,-1.99850869812
ACH-000410,-1.2429366042299999
ACH-000411,-1.36417487849
ACH-000414,-1.6633492189599999
ACH-000415,-1.34570611222
ACH-000416,-0.928126276101
ACH-000420,-1.4194953687
ACH-000421,-1.43256038259
ACH-000424,-2.19211530568
ACH-000425,-1.44525667865
ACH-000426,-2.00723072367
ACH-000427,-1.3506273197299998
ACH-000433,-1.1793696090999999
ACH-000436,-1.02091169996
ACH-000444,-1.25976130035
ACH-000445,-1.26400748084
ACH-000448,-1.5234322332499999
ACH-000450,-2.66773249191
ACH-000452,-1.1471911998
ACH-000454,-1.9697410954400003
ACH-000458,-1.5771745379100002
ACH-000459,-2.5785743198
ACH-000460,-1.58787678294
ACH-000461,-1.83684256785
ACH-000463,-1.0
ACH-000464,-1.22348981786
ACH-000466,-1.7304182785
ACH-000467,-2.0300764213900004
ACH-000468,-1.3233471711799998
ACH-000469,-1.6725355797299999
ACH-000470,-1.4678556795500002
ACH-000471,-1.32653970098
ACH-000472,-1.29569478567
ACH-000473,-1.72471996339
ACH-000475,-1.52912799914
ACH-000476,-1.59652070806
ACH-000477,-1.39781771174
ACH-000480,-1.5740146202599998
ACH-000481,-1.29964972598
ACH-000483,-1.36375000996
ACH-000484,-1.04583516918
ACH-000485,-1.40159512336
ACH-000486,-1.56884958051
ACH-000487,-1.47870359353
ACH-000488,-1.47382797275
ACH-000490,-1.4241856668700001
ACH-000491,-1.81956170275
ACH-000495,-0.932422799098
ACH-000496,-1.1111281488200002
ACH-000499,-1.5360722404799998
ACH-000500,-1.41920640412
ACH-000502,-1.34210808556
ACH-000503,-1.54949337317
ACH-000505,-1.18483558997
ACH-000507,-1.60700983766
ACH-000510,-1.44533431896
ACH-000511,-1.5283808434600001
ACH-000512,-1.41866712369
ACH-000516,-1.0861495841
ACH-000517,-1.34084346343
ACH-000518,-1.67742458692
ACH-000520,-1.24193277224
ACH-000521,-1.38936172629
ACH-000522,-1.44068380391
ACH-000524,-1.63653493316
ACH-000527,-1.32258315341
ACH-000528,-1.7970789714500002
ACH-000537,-1.30535399402
ACH-000541,-1.2183755373799998
ACH-000542,-1.17606624701
ACH-000544,-1.4392181059
ACH-000545,-1.87164549488
ACH-000547,-1.77955125488
ACH-000548,-1.2529657350499999
ACH-000549,-1.6460086550400002
ACH-000550,-1.01059426282
ACH-000552,-1.69186519114
ACH-000556,-1.21930074646
ACH-000557,-1.55556114381
ACH-000570,-1.27268539288
ACH-000571,-1.59271681206
ACH-000573,-1.46372282945
ACH-000576,-1.0963879491700002
ACH-000580,-1.58384016127
ACH-000584,-1.4027317837399997
ACH-000585,-1.32075056254
ACH-000588,-1.42125725197
ACH-000589,-1.5325775516100002
ACH-000591,-1.6076606496899999
ACH-000593,-1.64982929299
ACH-000600,-1.36187933339
ACH-000601,-1.2997975822299999
ACH-000604,-1.9179765095299999
ACH-000605,-1.46048209912
ACH-000606,-1.74740499035
ACH-000608,-1.2547499965
ACH-000614,-2.16510045683
ACH-000616,-1.30250364863
ACH-000618,-1.73209780308
ACH-000619,-1.82292449461
ACH-000620,-1.4338687458500001
ACH-000621,-1.3228206132200002
ACH-000622,-1.00863865897
ACH-000623,-1.0287774812100001
ACH-000624,-1.2969210781
ACH-000627,-1.34513895211
ACH-000630,-1.5848628378999998
ACH-000632,-1.60882823685
ACH-000633,-1.4539201091499998
ACH-000637,-1.69568725342
ACH-000638,-1.39698601959
ACH-000646,-1.71515328255
ACH-000647,-1.61434530256
ACH-000648,-1.42952320914
ACH-000649,-1.5723493217500002
ACH-000651,-1.48274178652
ACH-000652,-1.62170685629
ACH-000653,-1.5728641194600002
ACH-000657,-1.29862625764
ACH-000658,-1.3598629903
ACH-000661,-1.97862141021
ACH-000662,-1.67837643606
ACH-000663,-1.20844125166
ACH-000665,-1.24315159422
ACH-000671,-1.7373113794400001
ACH-000673,-1.04036569214
ACH-000676,-1.5876600680700002
ACH-000677,-2.0089499554900003
ACH-000681,-1.37811323988
ACH-000682,-1.4026436892200003
ACH-000683,-1.31169442557
ACH-000684,-1.59000405401
ACH-000688,-1.60566762689
ACH-000693,-1.66194152752
ACH-000694,-1.68028694266
ACH-000695,-0.946021386231
ACH-000696,-1.3816752736200002
ACH-000697,-1.21361002902
ACH-000699,-1.24003994184
ACH-000701,-1.07754690487
ACH-000706,-1.93927152968
ACH-000711,-1.29716123741
ACH-000713,-1.45222293895
ACH-000714,-1.40988664784
ACH-000718,-1.3077588617
ACH-000720,-1.4957384318200002
ACH-000721,-1.65157222784
ACH-000724,-1.91503161696
ACH-000725,-1.9348089998900002
ACH-000732,-1.65042596379
ACH-000734,-1.68048812984
ACH-000735,-1.3661268240900002
ACH-000736,-1.4235584928100002
ACH-000738,-1.5890335402000002
ACH-000746,-1.75752699586
ACH-000747,-1.54886472921
ACH-000748,-0.948760847792
ACH-000753,-1.7017920110299998
ACH-000756,-1.1161604939799998
ACH-000757,-1.4885223935799998
ACH-000758,-1.7484169683099997
ACH-000760,-1.26639714577
ACH-000763,-1.8654762148299997
ACH-000764,-1.7281784884
ACH-000765,-1.6510094739200003
ACH-000766,-1.23210478974
ACH-000767,-1.5318411835199999
ACH-000768,-1.52194496694
ACH-000769,-1.3741190369299998
ACH-000770,-1.37697272855
ACH-000771,-1.66503588861
ACH-000773,-1.38108252724
ACH-000776,-1.5487621227700001
ACH-000777,-1.65521329709
ACH-000778,-1.2368017466399999
ACH-000781,-1.5228473038600001
ACH-000782,-1.15417319908
ACH-000783,-1.1153778508299999
ACH-000784,-1.7241365049500001
ACH-000785,-1.6923086193399999
ACH-000787,-1.6258946352599999
ACH-000788,-1.16279786576
ACH-000791,-1.38199194315
ACH-000792,-1.0517156757500001
ACH-000794,-1.3389660639299998
ACH-000796,-1.48302194035
ACH-000799,-0.8970000488700001
ACH-000800,-1.7424345132599997
ACH-000802,-1.66945346025
ACH-000804,-1.3490605562600002
ACH-000805,-1.4799201535
ACH-000809,-1.66088031097
ACH-000810,-1.26981447347
ACH-000811,-0.9787742194660001
ACH-000817,-1.6751357297100002
ACH-000819,-1.32178022461
ACH-000820,-1.77080479116
ACH-000821,-1.87287707246
ACH-000822,-1.37164728224
ACH-000823,-1.5898703330200001
ACH-000824,-1.37891166097
ACH-000827,-1.1502029772700002
ACH-000829,-1.23153415166
ACH-000831,-1.32020503858
ACH-000832,-1.7698364872799999
ACH-000833,-2.2848356964
ACH-000834,-1.83843768175
ACH-000835,-1.3784449316499998
ACH-000836,-1.5190431208200001
ACH-000837,-1.69991308157
ACH-000838,-1.5927340348899999
ACH-000839,-0.882630905722
ACH-000840,-1.31090502344
ACH-000841,-1.28620092733
ACH-000843,-1.7446853129099997
ACH-000846,-1.44315449581
ACH-000847,-1.43205430442
ACH-000848,-1.77665544346
ACH-000849,-1.57818771792
ACH-000851,-1.40241153884
ACH-000855,-1.53683988856
ACH-000856,-1.55077355349
ACH-000858,-1.7532446091799998
ACH-000859,-1.63770441331
ACH-000861,-1.53718485601
ACH-000862,-1.5710267077700002
ACH-000865,-1.7186538700099998
ACH-000866,-1.5177403431999998
ACH-000867,-1.32203875747
ACH-000869,-1.34287049599
ACH-000872,-1.43029613655
ACH-000873,-1.4919428542700002
ACH-000876,-2.39524854937
ACH-000878,-1.7913849575999998
ACH-000880,-1.5081799317
ACH-000881,-1.46752610074
ACH-000882,-1.55890358789
ACH-000884,-1.6022702154799997
ACH-000885,-1.48743044199
ACH-000887,-1.3938829630399998
ACH-000888,-1.43442910817
ACH-000889,-1.65070913546
ACH-000890,-1.24104991154
ACH-000896,-1.59043658622
ACH-000898,-1.4948369395399999
ACH-000900,-1.0405461139
ACH-000901,-1.4529378978
ACH-000905,-1.60060520442
ACH-000906,-1.4510297765399998
ACH-000907,-1.20855251762
ACH-000910,-2.05390959928
ACH-000911,-1.6571036720899999
ACH-000912,-1.2520089776899999
ACH-000913,-1.5721715561
ACH-000915,-1.74485217184
ACH-000916,-1.10728233811
ACH-000917,-1.3612710532199999
ACH-000921,-1.1428070245
ACH-000924,-1.74705129224
ACH-000926,-1.60119787727
ACH-000928,-1.37108416304
ACH-000929,-1.32532536059
ACH-000932,-1.2464566514700002
ACH-000935,-1.6251304666100002
ACH-000936,-1.91554654332
ACH-000937,-1.74975474812
ACH-000938,-1.5494037
ACH-000939,-2.06796817072
ACH-000941,-1.2017116651100002
ACH-000943,-1.6771283333700002
ACH-000946,-1.45403423012
ACH-000947,-1.44347390421
ACH-000948,-1.59959637645
ACH-000950,-1.9846451198900001
ACH-000953,-1.7563266077000002
ACH-000957,-1.51967353063
ACH-000958,-1.2553572904
ACH-000960,-1.48017022229
ACH-000963,-1.53201039107
ACH-000968,-1.96957602317
ACH-000969,-1.5801173961000001
ACH-000973,-1.6277625680899999
ACH-000974,-1.22958851659
ACH-000975,-1.77259904167
ACH-000976,-1.4877328474399998
ACH-000978,-2.06901784412
ACH-000980,-1.56513418884
ACH-000984,-1.47252113325
ACH-000986,-1.42343651243
ACH-000988,-1.0576549306999998
ACH-000993,-1.0101248889
ACH-000994,-2.26275852364
ACH-000996,-1.2043479197
ACH-001001,-1.60196559986
ACH-001020,-1.1509037476200001
ACH-001028,-1.60278087722
ACH-001031,-1.4208413488999998
ACH-001038,-1.53688755106
ACH-001048,-1.4037526261700002
ACH-001050,-0.880570419311
ACH-001053,-1.3373922387100001
ACH-001054,-1.34070329107
ACH-001061,-1.6450622386899998
ACH-001067,-1.1323447193
ACH-001075,-1.30311298752
ACH-001096,-1.5544619071
ACH-001128,-1.46042078354
ACH-001134,-1.3736874134200001
ACH-001151,-1.19114409043
ACH-001163,-1.5459366268999999
ACH-001164,-1.6852141834799998
ACH-001173,-1.57857467046
ACH-001183,-1.7740235386
ACH-001184,-1.28239041507
ACH-001190,-1.14405939206
ACH-001192,-1.4864183658899999
ACH-001193,-1.70943873277
ACH-001196,-1.70999438177
ACH-001197,-1.37856378257
ACH-001205,-0.709052765314
ACH-001211,-1.18473494206
ACH-001212,-1.56785079094
ACH-001228,-1.6134334369299999
ACH-001232,-1.6657019753400002
ACH-001239,-1.65248251829
ACH-001274,-1.62884776055
ACH-001275,-1.5579175627000001
ACH-001277,-0.988037341476
ACH-001278,-1.90604121825
ACH-001280,-1.4150108715600003
ACH-001283,-1.3019336177399998
ACH-001289,-1.12985006694
ACH-001295,-1.17812158259
ACH-001300,-1.32594230354
ACH-001301,-0.960957605567
ACH-001302,-1.13537552828
ACH-001303,-1.7922919401800002
ACH-001306,-1.1073350938700002
ACH-001318,-1.91584927319
ACH-001322,-1.1549324650100001
ACH-001328,-1.5668219540600001
ACH-001332,-1.4003055602399999
ACH-001333,-1.72102506122
ACH-001336,-1.53279807961
ACH-001340,-1.2547153688400001
ACH-001346,-1.5535491738
ACH-001353,-1.0360276911
ACH-001354,-2.20065880073
ACH-001367,-1.4443276257100002
ACH-001368,-1.5427441877
ACH-001374,-0.48893233567100003
ACH-001375,-1.1117260624
ACH-001377,-1.3652718477399999
ACH-001380,-1.52571951747
ACH-001391,-1.24601297241
ACH-001407,-1.72618674437
ACH-001408,-1.8760963624
ACH-001413,-0.926681825263
ACH-001430,-1.1680048650100001
ACH-001431,-1.3764913686200002
ACH-001450,-1.80502649917
