,SNAPC5 (10302)
ACH-000004,-1.6759633190799998
ACH-000007,-1.35434910546
ACH-000009,-1.60736469426
ACH-000011,-1.56679481087
ACH-000012,-1.5371141099799999
ACH-000013,-1.39499992217
ACH-000014,-1.3605672743900001
ACH-000015,-1.62819889707
ACH-000017,-1.5056498587
ACH-000018,-1.48596995752
ACH-000019,-0.998479813415
ACH-000021,-1.0553222603899999
ACH-000022,-1.4833120001499998
ACH-000025,-1.56201853544
ACH-000028,-1.52695551275
ACH-000030,-1.59379149044
ACH-000035,-1.396094571
ACH-000036,-1.3779796690900001
ACH-000037,-2.1263906015700003
ACH-000039,-1.75350856942
ACH-000040,-1.48792905081
ACH-000041,-1.95227704884
ACH-000042,-1.48952280144
ACH-000045,-1.7442416774
ACH-000047,-1.3206302961399998
ACH-000052,-1.52019727279
ACH-000053,-1.31683082173
ACH-000054,-1.34210381285
ACH-000055,-1.5387542526499998
ACH-000060,-1.5290048801700002
ACH-000067,-1.46901078286
ACH-000070,-1.3611402142500002
ACH-000075,-1.53294285739
ACH-000078,-1.77649548699
ACH-000082,-1.3745041690200002
ACH-000085,-1.19992262296
ACH-000086,-1.2158509058700002
ACH-000087,-1.6030865755200001
ACH-000092,-1.51030156364
ACH-000095,-1.2683903183299998
ACH-000097,-1.55736066447
ACH-000098,-1.42294764838
ACH-000099,-1.21685585593
ACH-000108,-1.64982968726
ACH-000113,-1.63818226811
ACH-000115,-1.49815248967
ACH-000116,-1.80074991694
ACH-000118,-1.4483305922999998
ACH-000120,-1.3837550025299998
ACH-000123,-1.27766460235
ACH-000127,-1.4028763731799998
ACH-000128,-1.3650249872100002
ACH-000132,-1.49282263979
ACH-000133,-1.5452541115600003
ACH-000137,-1.41041398321
ACH-000138,-1.4358318218900001
ACH-000142,-1.63333452368
ACH-000143,-1.34488087537
ACH-000146,-1.7463761851900002
ACH-000148,-1.9482216870500002
ACH-000150,-1.5581121703799998
ACH-000152,-1.47887923312
ACH-000153,-1.7699493855400001
ACH-000159,-1.4924091186700001
ACH-000160,-1.30955081666
ACH-000163,-1.8116507729499998
ACH-000167,-1.9147935785499999
ACH-000168,-1.72589980906
ACH-000169,-1.35473503114
ACH-000178,-1.48535047939
ACH-000182,-1.3427364066
ACH-000183,-1.61571498896
ACH-000188,-1.6777895343399998
ACH-000189,-1.10017039711
ACH-000190,-1.7183055714900002
ACH-000198,-1.55986336743
ACH-000204,-1.5795098281400002
ACH-000206,-1.4139526262399997
ACH-000207,-1.82554260603
ACH-000211,-1.7019020039500001
ACH-000215,-1.50667815255
ACH-000221,-1.39781033902
ACH-000222,-1.5564469489
ACH-000223,-1.5184332330599999
ACH-000226,-1.46845189555
ACH-000227,-1.01781593002
ACH-000228,-1.32926294735
ACH-000231,-1.5495135606000001
ACH-000232,-1.3182498441500001
ACH-000233,-1.7428934160499998
ACH-000234,-1.4829390197299999
ACH-000235,-1.37773156535
ACH-000237,-1.7578006476400003
ACH-000238,-1.4556976974
ACH-000243,-1.7530869554099997
ACH-000244,-1.38510684859
ACH-000246,-1.39527817516
ACH-000248,-1.4758029974200002
ACH-000250,-1.23612769062
ACH-000251,-1.52439486735
ACH-000253,-1.48121282896
ACH-000255,-1.5552801044799998
ACH-000256,-1.5871042941799998
ACH-000257,-1.4018552306299998
ACH-000258,-1.01725542631
ACH-000259,-1.42498701843
ACH-000260,-1.51479901852
ACH-000261,-1.6463046648700002
ACH-000262,-1.58563118988
ACH-000263,-1.74125403363
ACH-000264,-1.0694393944399998
ACH-000265,-1.4149722053799998
ACH-000266,-1.6206520657700003
ACH-000272,-1.66982828546
ACH-000273,-1.6927933889200002
ACH-000274,-1.690805584
ACH-000277,-1.36882798486
ACH-000278,-1.58458388414
ACH-000279,-1.6586360709999999
ACH-000280,-1.46111591732
ACH-000281,-1.3157382737299999
ACH-000288,-1.56529309033
ACH-000291,-1.39427824259
ACH-000293,-1.7749659196
ACH-000294,-1.9992689829099999
ACH-000295,-1.71229534709
ACH-000296,-1.50580361649
ACH-000302,-1.80823275403
ACH-000304,-1.5820964920700002
ACH-000307,-1.29382183286
ACH-000308,-1.7555983947599998
ACH-000310,-1.28418181844
ACH-000311,-1.5844540551800002
ACH-000312,-1.58532736719
ACH-000315,-1.4509432093999999
ACH-000316,-1.6385936613999998
ACH-000317,-1.4140147168200001
ACH-000318,-1.4967637650999999
ACH-000319,-1.3643848867800001
ACH-000320,-1.39645194829
ACH-000322,-1.30226332271
ACH-000323,-1.6355548554700001
ACH-000324,-1.59284081746
ACH-000329,-2.016925178
ACH-000330,-1.60597246158
ACH-000331,-1.50275087355
ACH-000332,-1.5698401600299998
ACH-000334,-2.85499357335
ACH-000335,-1.6348300383
ACH-000336,-1.43294405206
ACH-000337,-1.49710354371
ACH-000339,-1.52574888366
ACH-000341,-1.07794359574
ACH-000348,-1.60554858801
ACH-000350,-1.60188526794
ACH-000352,-1.3390380863200002
ACH-000356,-1.33121342052
ACH-000361,-1.63638074988
ACH-000362,-1.68570291032
ACH-000363,-1.8083686940400001
ACH-000364,-1.4590475024
ACH-000365,-1.59579501924
ACH-000366,-1.53412853933
ACH-000368,-1.64166369075
ACH-000374,-1.73943904618
ACH-000375,-1.4592381326600001
ACH-000376,-1.47497162385
ACH-000381,-1.4735239403799998
ACH-000383,-1.4056324788499999
ACH-000387,-1.7717732658099996
ACH-000389,-1.5737002725
ACH-000390,-1.9019783866900002
ACH-000393,-1.64651878991
ACH-000395,-1.3449088804700002
ACH-000397,-1.42444063072
ACH-000401,-1.34273307118
ACH-000402,-1.3730255941299998
ACH-000403,-1.30865123313
ACH-000404,-1.4084978164200002
ACH-000406,-1.66265882908
ACH-000407,-1.48925652413
ACH-000408,-1.34617281295
ACH-000410,-1.69641187243
ACH-000411,-1.56586730247
ACH-000414,-1.78068984319
ACH-000415,-1.5503132724899997
ACH-000416,-1.4285914708399998
ACH-000420,-1.2523312849500001
ACH-000421,-1.32726845172
ACH-000424,-1.61928164736
ACH-000425,-1.3802392196000002
ACH-000426,-2.18515903966
ACH-000427,-1.3527846567100001
ACH-000433,-1.19443484998
ACH-000436,-1.84474568311
ACH-000444,-1.32631548436
ACH-000445,-1.52968009236
ACH-000448,-1.6178455356600001
ACH-000450,-1.73446921965
ACH-000452,-1.6021098955700002
ACH-000454,-1.7163646399399999
ACH-000458,-1.1469732827899999
ACH-000459,-1.5837192070299997
ACH-000460,-1.47780183657
ACH-000461,-1.1579041146
ACH-000463,-1.35914054833
ACH-000464,-1.3344798712200001
ACH-000466,-1.6216840036500002
ACH-000467,-1.5856981578799998
ACH-000468,-1.44123274617
ACH-000469,-1.49858008764
ACH-000470,-1.8840834363900003
ACH-000471,-1.65416259121
ACH-000472,-1.5872000526899999
ACH-000473,-1.6680285941400002
ACH-000475,-1.3429863250100003
ACH-000476,-1.2645559997600002
ACH-000477,-1.42909273812
ACH-000480,-1.5155062385
ACH-000481,-1.90083957699
ACH-000483,-1.76379575068
ACH-000484,-1.25547853832
ACH-000485,-1.3876537080700002
ACH-000486,-1.3708312175600001
ACH-000487,-1.6475098551299998
ACH-000488,-1.45975740494
ACH-000490,-1.4846586832799997
ACH-000491,-1.51098195848
ACH-000495,-1.5954764408000002
ACH-000496,-1.57024060495
ACH-000499,-1.4488361612600003
ACH-000500,-1.6386927679799999
ACH-000502,-1.36517158227
ACH-000503,-1.68010141727
ACH-000505,-1.6164556752700001
ACH-000507,-1.26112116007
ACH-000510,-1.29487590058
ACH-000511,-1.49787806375
ACH-000512,-1.45039663479
ACH-000516,-1.87689515248
ACH-000517,-1.47937177204
ACH-000518,-1.57937650184
ACH-000520,-1.46402346939
ACH-000521,-1.53599081441
ACH-000522,-1.31693292391
ACH-000524,-1.34201633164
ACH-000527,-1.65342301076
ACH-000528,-1.53044266236
ACH-000537,-1.45534254152
ACH-000541,-1.49747081606
ACH-000542,-1.4743351737600001
ACH-000544,-1.5339467563100002
ACH-000545,-1.27071768224
ACH-000547,-1.55106886308
ACH-000548,-1.3179405278899998
ACH-000549,-1.45535326959
ACH-000550,-1.26206241093
ACH-000552,-1.34095587181
ACH-000556,-1.48615063509
ACH-000557,-1.6424989451499998
ACH-000570,-1.50970251855
ACH-000571,-1.8627419129599998
ACH-000573,-1.2757236369
ACH-000576,-1.45247921942
ACH-000580,-1.3259625371600001
ACH-000584,-1.7268480235299999
ACH-000585,-1.50117047121
ACH-000588,-1.4937826786700001
ACH-000589,-1.3031682878
ACH-000591,-1.3403745992799998
ACH-000593,-1.60577793845
ACH-000600,-1.4850477208000001
ACH-000601,-1.4339684422499999
ACH-000604,-1.25056458466
ACH-000605,-1.3651599252899997
ACH-000606,-1.4813823179299999
ACH-000608,-1.4845859101299999
ACH-000614,-1.2032114864299999
ACH-000616,-1.4950738106
ACH-000618,-1.28243726125
ACH-000619,-1.5135645246599998
ACH-000620,-1.45612048084
ACH-000621,-1.8245310242700001
ACH-000622,-1.49183870949
ACH-000623,-1.67808273507
ACH-000624,-1.48889872822
ACH-000627,-1.28792807721
ACH-000630,-1.48613396817
ACH-000632,-1.69227708946
ACH-000633,-1.2050382847499999
ACH-000637,-1.36012845241
ACH-000638,-1.56845977507
ACH-000646,-1.15092794615
ACH-000647,-1.3712556486
ACH-000648,-1.15786738355
ACH-000649,-1.72632216569
ACH-000651,-1.45395894232
ACH-000652,-1.44053473803
ACH-000653,-1.7243547247400002
ACH-000657,-1.4321426441999998
ACH-000658,-1.91903287405
ACH-000661,-1.20052613084
ACH-000662,-1.5531276739500002
ACH-000663,-1.46637135567
ACH-000665,-1.56722237187
ACH-000671,-1.5231729699899998
ACH-000673,-1.63421551544
ACH-000676,-1.46231542991
ACH-000677,-0.642815289731
ACH-000681,-1.5330078098500002
ACH-000682,-1.59775332256
ACH-000683,-1.77243962286
ACH-000684,-1.8703828791400001
ACH-000688,-1.3877495081600002
ACH-000693,-1.69999369894
ACH-000694,-1.2591935889399999
ACH-000695,-1.60121948348
ACH-000696,-1.31319106765
ACH-000697,-1.16363442794
ACH-000699,-1.71311223437
ACH-000701,-1.5103059541
ACH-000706,-1.32341362583
ACH-000711,-1.3214256334299999
ACH-000713,-1.6070931574
ACH-000714,-1.7169244889300002
ACH-000718,-1.6139373090399998
ACH-000720,-1.43119103065
ACH-000721,-1.5290628682499998
ACH-000724,-1.03205994673
ACH-000725,-1.38772416787
ACH-000732,-1.53806584179
ACH-000734,-1.26505197259
ACH-000735,-1.42095963479
ACH-000736,-1.50849144149
ACH-000738,-1.7210682274900002
ACH-000746,-1.2118188286799998
ACH-000747,-1.4047307409399998
ACH-000748,-1.3676568576800001
ACH-000753,-1.61628679905
ACH-000756,-1.6735778206999998
ACH-000757,-1.62278702197
ACH-000758,-1.1106246687299999
ACH-000760,-1.4001315671099999
ACH-000763,-2.0176094283
ACH-000764,-1.51683095389
ACH-000765,-1.69074417667
ACH-000766,-1.37164135711
ACH-000767,-1.68214027402
ACH-000768,-1.5886939179100001
ACH-000769,-1.50735608118
ACH-000770,-1.6098121152399998
ACH-000771,-1.5471727376700002
ACH-000773,-1.44123478375
ACH-000776,-1.52453381995
ACH-000777,-1.5511450205200001
ACH-000778,-1.87244980715
ACH-000781,-1.6869999214500002
ACH-000782,-1.59399953933
ACH-000783,-1.1967821327200001
ACH-000784,-1.37894163931
ACH-000785,-1.17269273692
ACH-000787,-1.4133809745800001
ACH-000788,-1.4454118582799997
ACH-000791,-1.41262411822
ACH-000792,-1.57295782414
ACH-000794,-1.46344815006
ACH-000796,-1.5408086371599998
ACH-000799,-1.30296854876
ACH-000800,-1.6141828363100001
ACH-000802,-1.29820806496
ACH-000804,-1.3381355656899998
ACH-000805,-1.42638771018
ACH-000809,-1.46694747918
ACH-000810,-1.78676793363
ACH-000811,-1.6156709940600003
ACH-000817,-1.3624745532799998
ACH-000819,-1.3740852867299997
ACH-000820,-1.46222239104
ACH-000821,-2.34494985061
ACH-000822,-1.39814974977
ACH-000823,-1.4448194878999998
ACH-000824,-1.5987516530599999
