,WAC (51322)
ACH-000004,-0.731883404625
ACH-000007,-0.530694737924
ACH-000009,-0.08546747446769999
ACH-000011,-0.435427171115
ACH-000012,-0.574864475616
ACH-000013,-0.462559733024
ACH-000014,0.045324916266099996
ACH-000015,-0.45366022996000005
ACH-000017,-0.000987462435542
ACH-000018,-0.40083431457900004
ACH-000019,-0.894595720467
ACH-000021,-0.935908018601
ACH-000022,-0.344441140858
ACH-000025,-0.71243860484
ACH-000028,-0.709383886375
ACH-000030,-0.463474871643
ACH-000035,-0.528815853844
ACH-000036,-0.652463629416
ACH-000037,-1.1469218754200001
ACH-000039,-0.625807799319
ACH-000040,-0.380665037283
ACH-000041,-0.147439708859
ACH-000042,-0.614759776887
ACH-000045,-0.509787962347
ACH-000047,-0.7745058903650001
ACH-000052,-0.733296773806
ACH-000053,-0.633668529093
ACH-000054,-0.642562905141
ACH-000055,-0.666879055322
ACH-000060,-0.658781462677
ACH-000067,-0.092386702717
ACH-000070,-0.6938157782359999
ACH-000075,-0.57470920385
ACH-000078,0.00474611181288
ACH-000082,-0.680925632465
ACH-000085,-0.54539176339
ACH-000086,-0.391585516831
ACH-000087,-0.6519281566130001
ACH-000092,-0.276580532098
ACH-000095,-0.8453589609280001
ACH-000097,-0.8438073986769999
ACH-000098,-0.371074720389
ACH-000099,-0.0069143542908599994
ACH-000108,-0.7490935117890001
ACH-000113,-0.111216475997
ACH-000115,-0.686428078557
ACH-000116,-0.599336481343
ACH-000118,-0.7737298504350001
ACH-000120,-0.589293390436
ACH-000123,-0.48788243187799996
ACH-000127,-0.496000067108
ACH-000128,-0.485024237591
ACH-000132,-0.38094189026
ACH-000133,-0.39578414604999995
ACH-000137,-0.604482403438
ACH-000138,-0.34040199280100003
ACH-000142,-0.510810946646
ACH-000143,-0.580172599157
ACH-000146,-0.858011402109
ACH-000148,-0.691173088911
ACH-000150,-0.809406897943
ACH-000152,-0.28710717419
ACH-000153,-0.710852361533
ACH-000159,-0.305954948258
ACH-000160,-0.18658495631299998
ACH-000163,-0.584725109021
ACH-000167,-0.133269854045
ACH-000168,-0.7274001280519999
ACH-000169,-0.359750944138
ACH-000178,-0.612959406606
ACH-000182,-0.612031579533
ACH-000183,-0.471813359684
ACH-000188,-0.606262960901
ACH-000189,-0.6341411401020001
ACH-000190,-0.328600556026
ACH-000198,-0.605822336703
ACH-000204,-0.6540312596310001
ACH-000206,-0.49451598914300005
ACH-000207,-0.447146949181
ACH-000211,-0.56701859137
ACH-000215,-0.40244168294
ACH-000221,-0.335981439812
ACH-000222,-0.24511827047200002
ACH-000223,-0.728316256567
ACH-000226,-0.430101075003
ACH-000227,0.197780150106
ACH-000228,-0.327921317153
ACH-000231,-0.6761979841269999
ACH-000232,-0.35937687608400004
ACH-000233,-0.698964753273
ACH-000234,-0.307825956869
ACH-000235,-0.270702928299
ACH-000237,-0.7959865425370001
ACH-000238,-0.471324585131
ACH-000243,-0.151697555557
ACH-000244,-0.552723942163
ACH-000246,-0.589157066761
ACH-000248,-0.789975334552
ACH-000250,-0.6622789479519999
ACH-000251,-0.227171102828
ACH-000253,-0.34695432777199997
ACH-000255,-0.624946778552
ACH-000256,-0.23467444997499998
ACH-000257,-0.839105780813
ACH-000258,-0.634174375973
ACH-000259,-0.0889146985721
ACH-000260,-0.540703281494
ACH-000261,-0.671683008468
ACH-000262,-0.69428890644
ACH-000263,-1.08878251573
ACH-000264,-0.995574486854
ACH-000265,-0.5228703955640001
ACH-000266,-0.315539825998
ACH-000272,-0.114995814143
ACH-000273,-0.544327518454
ACH-000274,-0.551589897703
ACH-000277,-1.04449528229
ACH-000278,-0.602013053554
ACH-000279,-0.36964756867700005
ACH-000280,-0.586256141015
ACH-000281,-0.261949786285
ACH-000288,-0.460214740341
ACH-000291,-0.343586920342
ACH-000293,-0.786792667257
ACH-000294,-0.8179574086310001
ACH-000295,-0.09333218287110001
ACH-000296,-0.7388593587469999
ACH-000302,-0.6880114017300001
ACH-000304,-0.157581008425
ACH-000307,-0.438215854957
ACH-000308,-0.34013794789499996
ACH-000310,-0.678184598203
ACH-000311,-0.7576225838539999
ACH-000312,-0.170903576555
ACH-000315,-0.741373074219
ACH-000316,-0.790576219374
ACH-000317,0.16965210210099999
ACH-000318,0.0174673852816
ACH-000319,-0.508488597198
ACH-000320,-0.6355397625320001
ACH-000322,-0.564833259063
ACH-000323,-0.47269954748599996
ACH-000324,-0.7327956058220001
ACH-000329,-0.66880191963
ACH-000330,-0.472856116845
ACH-000331,-0.479877257351
ACH-000332,-0.602919979851
ACH-000334,-0.277975407086
ACH-000335,-0.361696566294
ACH-000336,-0.38308357609
ACH-000337,-0.941893720891
ACH-000339,-0.556737807777
ACH-000341,-0.41927072119099995
ACH-000348,-0.537857211737
ACH-000350,-0.556349752278
ACH-000352,-0.5895127285790001
ACH-000356,-0.49924352384099996
ACH-000361,-0.520676966936
ACH-000362,-0.729156212499
ACH-000363,-0.7714814705230001
ACH-000364,-0.329356535344
ACH-000365,-0.494442742263
ACH-000366,-0.249065418653
ACH-000368,-0.77041718008
ACH-000374,-0.344412858782
ACH-000375,-0.795535190919
ACH-000376,-0.548551220981
ACH-000381,-0.316990372031
ACH-000383,-0.239008647764
ACH-000387,-0.8068980500849999
ACH-000389,-0.907286708637
ACH-000390,-0.583081742836
ACH-000393,-0.6661652044080001
ACH-000395,-0.516275674723
ACH-000397,-0.694622443379
ACH-000401,-0.5446160785140001
ACH-000402,-0.724564027463
ACH-000403,-0.584005324258
ACH-000404,-0.496118716574
ACH-000406,-0.453934982958
ACH-000407,-0.319445850546
ACH-000408,-0.322362060238
ACH-000410,-0.519510274213
ACH-000411,-0.729786694216
ACH-000414,-0.7649032432739999
ACH-000415,-0.41071427452299997
ACH-000416,-0.7481241226809999
ACH-000420,-0.347583878051
ACH-000421,-0.535113722291
ACH-000424,-0.39379780679399995
ACH-000425,-0.867344223846
ACH-000426,-0.9991598905399999
