,LIPH (200879)
ACH-000004,0.17018425838100001
ACH-000007,0.205786234675
ACH-000009,0.048132213781699996
ACH-000011,0.08852890789139999
ACH-000012,-0.041431434779099996
ACH-000013,0.0484230971464
ACH-000014,-0.133280191456
ACH-000015,-0.0452187733456
ACH-000017,0.0917336298267
ACH-000018,-0.119817647985
ACH-000019,0.050598689274699994
ACH-000021,0.126469502488
ACH-000022,0.08338362084989999
ACH-000025,0.163439149751
ACH-000028,0.115213289496
ACH-000030,0.143506770857
ACH-000035,0.168254105385
ACH-000036,-0.10229746013499999
ACH-000037,0.08717531676989998
ACH-000039,-0.0190529203868
ACH-000040,-0.012479269764300001
ACH-000041,0.125283307012
ACH-000042,-0.102443573428
ACH-000045,0.0537252415659
ACH-000047,0.0291703624095
ACH-000052,0.010548434982000001
ACH-000053,0.0048772756766899995
ACH-000054,0.0710192939114
ACH-000055,0.21751806480099997
ACH-000060,-0.00319809939106
ACH-000067,0.0236590951574
ACH-000070,0.0272806813521
ACH-000075,-0.0837517416231
ACH-000078,-0.0921266029314
ACH-000082,0.125752956166
ACH-000085,-0.31936993093000005
ACH-000086,-0.00425307436002
ACH-000087,0.37187921373300004
ACH-000092,-0.12450168627000001
ACH-000095,0.0285442617066
ACH-000097,0.0068967802258300005
ACH-000098,0.0312068538171
ACH-000099,-0.0898059178829
ACH-000108,0.0205008237776
ACH-000113,-0.07587059971
ACH-000115,0.0599428863269
ACH-000116,-0.056148483774199995
ACH-000118,0.146244845934
ACH-000120,0.21738887169100002
ACH-000123,0.11503308465999998
ACH-000127,0.11463672439400001
ACH-000128,0.00807474518804
ACH-000132,-0.0404338068354
ACH-000133,-0.10357863367
ACH-000137,0.24287141790300001
ACH-000138,0.066622315135
ACH-000142,0.00657634063622
ACH-000143,0.19451028549899999
ACH-000146,-0.0352112394579
ACH-000148,0.23209586568000004
ACH-000150,0.034768981828800005
ACH-000152,-0.116861044572
ACH-000153,0.292672498535
ACH-000159,0.0899225106217
ACH-000160,0.04608204355809999
ACH-000163,0.015718496512500003
ACH-000167,-0.0888639266873
ACH-000168,0.0460791745357
ACH-000169,0.0303018643576
ACH-000178,0.141096769101
ACH-000182,-0.051642772732699994
ACH-000183,-0.10944041821900001
ACH-000188,0.0846129532543
ACH-000189,-0.344534274805
ACH-000190,0.134625592573
ACH-000198,0.0156688756341
ACH-000204,-0.118316618152
ACH-000206,-0.24296507379500001
ACH-000207,0.0872363286001
ACH-000211,-0.022781895825200002
ACH-000215,0.10548025990900001
ACH-000221,-0.00484455619037
ACH-000222,-0.24699353267700003
ACH-000223,-0.0925086134416
ACH-000226,0.052924139956900006
ACH-000227,-0.0287408803467
ACH-000228,0.202722504714
ACH-000231,-0.009119779834629999
ACH-000232,-0.181286369274
ACH-000233,0.03872827484
ACH-000234,0.180826980492
ACH-000235,0.0747362482303
ACH-000237,0.196282146665
ACH-000238,-0.07402764214650001
ACH-000243,0.135007365484
ACH-000244,0.262325765694
ACH-000246,-0.028299882511900003
ACH-000248,-0.0672783888403
ACH-000250,0.0144617962735
ACH-000251,0.0118298166939
ACH-000253,-0.0108422620461
ACH-000255,0.123768491254
ACH-000256,0.12352356552799999
ACH-000257,-0.321803140515
ACH-000258,-0.167159647583
ACH-000259,-0.0114064854143
ACH-000260,0.0550584016352
ACH-000261,0.15674594045
ACH-000262,0.132214883818
ACH-000263,0.215452274992
ACH-000264,-0.08685981553439999
ACH-000265,0.14060000662
ACH-000266,0.018116488097299998
ACH-000272,0.0885910487243
ACH-000273,-0.028418476473099998
ACH-000274,-0.019595582334
ACH-000277,-0.0601063873821
ACH-000278,-0.0347758874463
ACH-000279,-0.005987066217359999
ACH-000280,0.009627893378909999
ACH-000281,0.071462098996
ACH-000288,0.0468833023121
ACH-000291,0.0168557930397
ACH-000293,-0.0884257475474
ACH-000294,0.0473475149718
ACH-000295,-0.117564807957
ACH-000296,0.0918826083436
ACH-000302,0.026874836553400002
ACH-000304,0.039905095753599996
ACH-000307,0.074546172571
ACH-000308,0.0821187588958
ACH-000310,0.012038096647099998
ACH-000311,0.0371023685414
ACH-000312,0.102871751368
ACH-000315,0.122233996732
ACH-000316,0.0739996695706
ACH-000317,0.0917159104552
ACH-000318,0.154690011849
ACH-000319,0.14364444466600002
ACH-000320,0.146996239556
ACH-000322,-0.0237992839157
ACH-000323,0.0470561860771
ACH-000324,0.17654060959800003
ACH-000329,-0.053323367593
ACH-000330,-0.0452905868872
