,AATF (26574)
ACH-000004,-0.470961554938
ACH-000007,-0.552941836206
ACH-000009,-0.46478616224799996
ACH-000011,-0.7063418288269999
ACH-000012,-0.6063986193240001
ACH-000013,-0.7331138156999999
ACH-000014,-0.48457656564999996
ACH-000015,-0.450097686646
ACH-000017,-0.647586700154
ACH-000018,-0.507733364858
ACH-000019,-0.9898331397750001
ACH-000021,-0.697416958363
ACH-000022,-0.723678199023
ACH-000025,-0.606367420168
ACH-000028,-0.857463053162
ACH-000030,-0.619589604499
ACH-000035,-0.63604777028
ACH-000036,-0.740871976997
ACH-000037,-1.09325776951
ACH-000039,-0.8427996193430001
ACH-000040,-0.716575651676
ACH-000041,-0.764684367706
ACH-000042,-0.439188877002
ACH-000045,-0.747045831749
ACH-000047,-0.604639075218
ACH-000052,-0.890016382701
ACH-000053,-0.7156815968189999
ACH-000054,-0.774439653319
ACH-000055,-0.9710582023450001
ACH-000060,-0.622447767328
ACH-000067,-0.7457249906769999
ACH-000070,-0.7335492406540001
ACH-000075,-0.656740463628
ACH-000078,-0.753508850061
ACH-000082,-0.8580356406149999
ACH-000085,-0.690851713866
ACH-000086,-0.674907809422
ACH-000087,-0.9019431159469999
ACH-000092,-0.682371447222
ACH-000095,-0.603351456729
ACH-000097,-0.709969556488
ACH-000098,-0.457070199383
ACH-000099,-0.67625786199
ACH-000108,-0.829996959585
ACH-000113,-0.7543640865800001
ACH-000115,-0.63876235808
ACH-000116,-0.725489895971
ACH-000118,-0.6764145660969999
ACH-000120,-0.566411406386
ACH-000123,-0.639535416488
ACH-000127,-0.6360298445979999
ACH-000128,-0.569009452091
ACH-000132,-0.836728662445
ACH-000133,-0.510555518059
ACH-000137,-0.949635337702
ACH-000138,-0.584231619464
ACH-000142,-0.740712594954
ACH-000143,-0.487019046347
ACH-000146,-0.714996547516
ACH-000148,-0.6410898299610001
ACH-000150,-0.4496703186
ACH-000152,-0.954423631894
ACH-000153,-0.32460918903700003
ACH-000159,-0.709544748166
ACH-000160,-0.950680056287
ACH-000163,-0.8511445475689999
ACH-000167,-0.802371194935
ACH-000168,-0.7423199097550001
ACH-000169,-0.780009294321
ACH-000178,-0.793279781541
ACH-000182,-0.39957400795500003
ACH-000183,-0.83148159051
ACH-000188,-0.646976997382
ACH-000189,-0.7286730200779999
ACH-000190,-0.759563656605
ACH-000198,-0.635940182427
ACH-000204,-0.8623194792919999
ACH-000206,-0.621139783354
ACH-000207,-0.853699104933
ACH-000211,-0.645620759551
ACH-000215,-0.671047259609
ACH-000221,-0.8875473226170001
ACH-000222,-0.6195290550370001
ACH-000223,-0.885907546183
ACH-000226,-0.731033807816
ACH-000227,-0.37399368945699996
ACH-000228,-0.726907666559
ACH-000231,-0.722417437675
ACH-000232,-0.65602011093
ACH-000233,-0.654996152916
ACH-000234,-0.564764390263
ACH-000235,-0.568850073102
ACH-000237,-0.597723505508
ACH-000238,-0.779106274453
ACH-000243,-0.709771567237
ACH-000244,-0.443072261953
ACH-000246,-0.647533042523
ACH-000248,-0.657963773664
ACH-000250,-0.488299703034
ACH-000251,-0.729839965707
ACH-000253,-0.589904314934
ACH-000255,-0.8235826462170001
ACH-000256,-0.657707845618
ACH-000257,-0.558943220703
ACH-000258,-0.79114170028
ACH-000259,-0.763029767029
ACH-000260,-0.660666735725
ACH-000261,-0.594506047547
ACH-000262,-0.847760710608
ACH-000263,-0.5422362017600001
ACH-000264,-0.8146716336130001
ACH-000265,-0.631817787349
ACH-000266,-0.604014106063
ACH-000272,-0.665761837624
ACH-000273,-0.6885096004369999
ACH-000274,-0.710912735213
ACH-000277,-0.7267421104590001
ACH-000278,-0.702478486426
ACH-000279,-0.478666788931
ACH-000280,-0.480098270533
ACH-000281,-0.525082802789
ACH-000288,-0.632984208529
ACH-000291,-0.601742091848
ACH-000293,-1.02176035971
ACH-000294,-0.332196013006
ACH-000295,-0.33311325507
ACH-000296,-0.825204098048
ACH-000302,-0.6366454987210001
ACH-000304,-0.6808394260189999
ACH-000307,-0.32682418920899997
ACH-000308,-0.569043243888
ACH-000310,-0.956285148606
ACH-000311,-0.7112304371789999
ACH-000312,-0.651455414881
ACH-000315,-1.09268249648
ACH-000316,-0.226845402308
ACH-000317,-0.7219647122830001
ACH-000318,-0.547330738201
ACH-000319,-0.949925676678
ACH-000320,-0.6702699671869999
ACH-000322,-0.40669319100100004
ACH-000323,-0.7496840284340001
ACH-000324,-0.552950439351
ACH-000329,-0.751104274684
ACH-000330,-0.6379083634
ACH-000331,-0.588500615846
ACH-000332,-0.59922649131
ACH-000334,-0.725916604958
ACH-000335,-0.8220124323360001
ACH-000336,-0.453692516998
ACH-000337,-0.811105296203
ACH-000339,-0.7050045592569999
ACH-000341,-0.780049538027
ACH-000348,-0.605618489332
ACH-000350,-0.199718108987
ACH-000352,-0.672228000511
ACH-000356,-0.527210463123
ACH-000361,-0.691816889738
ACH-000362,-0.656131687461
ACH-000363,-0.683296197063
ACH-000364,-0.576489539417
ACH-000365,-0.52411335094
ACH-000366,-0.48076019505500006
ACH-000368,-0.41389946088
ACH-000374,-0.6948676753280001
ACH-000375,-0.614980856738
ACH-000376,-0.461596956481
ACH-000381,-0.725555125242
ACH-000383,-0.526684598904
ACH-000387,-0.7536409428640001
ACH-000389,-1.0652727770100001
ACH-000390,-0.536539931591
ACH-000393,-0.377534688966
ACH-000395,-0.21947390069400002
ACH-000397,-0.849277113758
ACH-000401,-0.42359802196699997
ACH-000402,-0.605648864997
ACH-000403,-0.5150094939859999
ACH-000404,-0.5225067727939999
ACH-000406,-0.694982182548
ACH-000407,-0.510297352297
ACH-000408,-0.319355656998
ACH-000410,-0.808549105726
ACH-000411,-0.587342235458
ACH-000414,-0.7311330090270001
ACH-000415,-0.567869064076
ACH-000416,-0.824006446187
ACH-000420,-0.84625196358
ACH-000421,-0.665930720486
ACH-000424,-0.294785966536
ACH-000425,-0.694863875414
ACH-000426,-0.722763295358
ACH-000427,-0.7943190422509999
ACH-000433,-0.8338187255320001
ACH-000436,-0.51633089269
ACH-000444,-0.582790579889
ACH-000445,-0.6769920151019999
ACH-000448,-0.565672220303
ACH-000450,-0.40573726842600005
ACH-000452,-0.666003092418
ACH-000454,-0.38409999279299994
ACH-000458,-0.663503342277
ACH-000459,-0.5690684661209999
ACH-000460,-0.6625941205579999
ACH-000461,-0.613540812478
ACH-000463,-0.6795553079800001
ACH-000464,-0.610210599374
ACH-000466,-0.7148028154620001
ACH-000467,-0.496331426003
ACH-000468,-0.41173536165799995
ACH-000469,-0.68145642749
ACH-000470,-0.5992701034260001
ACH-000471,-0.5831090026479999
ACH-000472,-0.617739243206
ACH-000473,-0.7179688398909999
ACH-000475,-0.472437095682
ACH-000476,-0.42665149116400003
ACH-000477,-0.706931546206
ACH-000480,-1.0085916538600002
ACH-000481,-0.502671066427
ACH-000483,-0.731125823548
ACH-000484,-0.608942208647
ACH-000485,-0.621303122704
ACH-000486,-0.77354405809
ACH-000487,-0.660042762507
ACH-000488,-0.697108089829
ACH-000490,-0.735687738227
ACH-000491,-0.7696635113079999
ACH-000495,-0.413413190265
ACH-000496,-0.5404782156310001
ACH-000499,-0.606042622986
ACH-000500,-0.227630897278
ACH-000502,-0.483778317592
ACH-000503,-0.875949745466
ACH-000505,-0.650798945358
ACH-000507,-0.721420156474
ACH-000510,-0.7580394183470001
ACH-000511,-0.8397527557819999
ACH-000512,-0.660103253204
ACH-000516,-0.796306330187
ACH-000517,-0.576331151848
ACH-000518,-0.477597460034
ACH-000520,-0.720270865666
ACH-000521,-0.6643279341830001
ACH-000522,-0.668588800346
ACH-000524,-1.21444980221
ACH-000527,-0.5358829794169999
ACH-000528,-0.724104442755
ACH-000537,-0.5453075623879999
ACH-000541,-0.44521029339400003
ACH-000542,-0.6084417390569999
ACH-000544,-0.687496313298
ACH-000545,-0.588223724104
ACH-000547,-0.885134401631
ACH-000548,-0.49728625766199996
ACH-000549,-0.672368537941
ACH-000550,-0.547727900873
ACH-000552,-0.49321876853999996
ACH-000556,-0.7883276523649999
ACH-000557,-0.578924296298
ACH-000570,-0.35464662273599995
ACH-000571,-0.7663824323790001
ACH-000573,-0.779018116144
ACH-000576,-0.845256785206
ACH-000580,-0.9239994378919999
ACH-000584,-0.489271764229
ACH-000585,-0.49940400084700004
ACH-000588,-0.8537655807260001
ACH-000589,-0.611645625051
ACH-000591,-0.48209957121799996
ACH-000593,-0.629867318168
ACH-000600,-0.689797887718
ACH-000601,-0.550887121962
ACH-000604,-0.775546315009
ACH-000605,-0.7938348020999999
ACH-000606,-0.629105811775
ACH-000608,-0.8109124707909999
ACH-000614,-0.9027837360690001
ACH-000616,-0.974537379378
ACH-000618,-0.69128693669
ACH-000619,-0.465330956331
ACH-000620,-0.693343537048
ACH-000621,-0.485052789946
ACH-000622,-0.594952984884
ACH-000623,-0.8690890458470001
ACH-000624,-0.6411984766650001
ACH-000627,-0.39739710555299995
ACH-000630,-0.465295938031
ACH-000632,-0.646952218634
ACH-000633,-0.416004152359
ACH-000637,-0.712215260029
ACH-000638,-0.589174550361
ACH-000646,-0.9099158159049999
ACH-000647,-0.709974313955
ACH-000648,-0.647117804954
ACH-000649,-0.519255852979
ACH-000651,-0.779008968456
ACH-000652,-0.583746671426
ACH-000653,-0.569630124238
ACH-000657,-0.475611590092
ACH-000658,-0.54337530664
ACH-000661,-0.8374857310699999
ACH-000662,-0.44510530123000003
ACH-000663,-0.7072669295880001
ACH-000665,-0.6106361441920001
ACH-000671,-0.6751273898819999
ACH-000673,-0.538510010662
ACH-000676,-0.796913886346
ACH-000677,-0.563690580026
ACH-000681,-0.7174318271529999
ACH-000682,-0.471214510241
ACH-000683,-0.458371804654
ACH-000684,-0.457427027649
ACH-000688,-0.470929976541
ACH-000693,-0.409583658006
ACH-000694,-0.62716537437
ACH-000695,-0.325079660649
ACH-000696,-0.823359739319
ACH-000697,-0.46826687760799995
ACH-000699,-0.801306812405
ACH-000701,-0.28850685046999996
ACH-000706,-0.640129173338
ACH-000711,-0.593146381275
ACH-000713,-0.6859048644589999
ACH-000714,-0.8603287533299999
ACH-000718,-0.748630361954
ACH-000720,-0.62703668222
ACH-000721,-0.505860632365
ACH-000724,-0.603863713127
ACH-000725,-0.7037360790100001
ACH-000732,-0.744868910796
ACH-000734,-0.287711064219
ACH-000735,-0.5342368000509999
ACH-000736,-0.6578830140290001
ACH-000738,-0.640108759115
ACH-000746,-0.582738912594
ACH-000747,-0.6085043829460001
ACH-000748,-0.678989298406
ACH-000753,-0.47180206100500005
ACH-000756,-0.6337541905699999
ACH-000757,-0.522607920114
ACH-000758,-0.7425775323
ACH-000760,-0.6559890513960001
ACH-000763,-0.458198894799
ACH-000764,-0.309869524906
ACH-000765,-0.7645420527050001
ACH-000766,-0.6206327495989999
ACH-000767,-0.60760786667
ACH-000768,-0.7551822691560001
ACH-000769,-0.575713800046
ACH-000770,-0.76763143255
ACH-000771,-0.722403952647
ACH-000773,-0.475249503869
ACH-000776,-0.572098312841
ACH-000777,-0.631915889007
ACH-000778,-0.640915070287
ACH-000781,-0.520871033636
ACH-000782,-0.6660322955560001
ACH-000783,-0.49450622516500004
ACH-000784,-0.622916328979
ACH-000785,-0.558861894053
ACH-000787,-0.5005054839940001
ACH-000788,-0.769978717324
ACH-000791,-0.767421980842
ACH-000792,-0.664998676267
ACH-000794,-0.500857312192
ACH-000796,-0.40153901944700005
ACH-000799,-0.7047692980320001
ACH-000800,-0.5371348386320001
ACH-000802,-0.7145467541399999
ACH-000804,-0.563374180924
ACH-000805,-0.7914814050519999
ACH-000809,-0.54024547565
ACH-000810,-1.0205742685299999
ACH-000811,-0.547183725116
ACH-000817,-0.698539346728
ACH-000819,-0.764806967015
ACH-000820,-1.1119418915100001
ACH-000821,-0.7333851564470001
ACH-000822,-0.754631090021
ACH-000823,-0.583438546077
ACH-000824,-0.489700715572
ACH-000827,-0.740950376194
ACH-000829,-0.719629011103
ACH-000831,-0.8460803169159999
ACH-000832,-0.627419071053
ACH-000833,-0.637725928711
ACH-000834,-0.6311416304990001
ACH-000835,-0.651467540031
ACH-000836,-0.5446242198619999
