,POMC (5443)
ACH-000004,0.219184940473
ACH-000007,0.0582940700954
ACH-000009,-0.0412363736536
ACH-000011,-0.0730565131245
ACH-000012,-0.0351206019994
ACH-000013,0.07804492112089999
ACH-000014,-0.143561550897
ACH-000015,0.046070728531400006
ACH-000017,0.09068163938989998
ACH-000018,0.08498489236330001
ACH-000019,-0.0115445337438
ACH-000021,-0.0867153100662
ACH-000022,0.00508171931983
ACH-000025,-0.0940196823277
ACH-000028,0.0149191893399
ACH-000030,0.010263397318200002
ACH-000035,-0.037401478367199995
ACH-000036,-0.10479815085899999
ACH-000037,-0.0423158914384
ACH-000039,0.17460227575999998
ACH-000040,-0.10356568478700001
ACH-000041,0.07146168377619999
ACH-000042,-0.10797220958900001
ACH-000045,0.026158618140000003
ACH-000047,-0.08658854339250001
ACH-000052,-0.139273911047
ACH-000053,-0.0411467963001
ACH-000054,-0.0349028683232
ACH-000055,-0.124887941433
ACH-000060,0.12027605434800001
ACH-000067,-0.153935525232
ACH-000070,-0.0959469935178
ACH-000075,-0.00833480742876
ACH-000078,-0.066836023681
ACH-000082,-0.106101195081
ACH-000085,-0.0379328793273
ACH-000086,-0.0203642332883
ACH-000087,-0.059674106584099995
ACH-000092,-0.165125500832
ACH-000095,-0.0317054223027
ACH-000097,0.08257749446660001
ACH-000098,0.142634625685
ACH-000099,-0.110949449035
ACH-000108,-0.145879213184
ACH-000113,-0.146819830285
ACH-000115,0.00780088086804
ACH-000116,-0.0362147328218
ACH-000118,-0.0165037114476
ACH-000120,0.019698818503400002
ACH-000123,0.0180447888259
ACH-000127,0.0272410083383
ACH-000128,-0.151926294771
ACH-000132,0.12709545044
ACH-000133,-0.0806933037369
ACH-000137,0.013262513147499998
ACH-000138,0.0180522611345
ACH-000142,-0.182990015434
ACH-000143,-0.102120132333
ACH-000146,0.124261632445
ACH-000148,0.0362423130407
ACH-000150,0.161815675229
ACH-000152,-0.12023578285
ACH-000153,0.210043816621
ACH-000159,0.103951771628
ACH-000160,0.0542883366798
ACH-000163,0.00175471487666
ACH-000167,0.00581198743297
ACH-000168,0.027674822015299996
ACH-000169,-0.0120657479688
ACH-000178,0.07843936411039999
ACH-000182,-0.019426850210799998
ACH-000183,0.08995715111439999
ACH-000188,-0.0026604587574499995
ACH-000189,-0.20897230362
ACH-000190,-0.007208118754
ACH-000198,0.07032326335769999
ACH-000204,-0.23936348585
ACH-000206,0.0464629440361
ACH-000207,-0.048820162803499996
ACH-000211,0.121612602446
ACH-000215,-0.114499583717
ACH-000221,0.0377820073305
ACH-000222,-0.074828040131
ACH-000223,-0.239878326656
ACH-000226,-0.14579519465500002
ACH-000227,-0.0797039520036
ACH-000228,-0.0652585305268
ACH-000231,-0.0791724054795
ACH-000232,-0.10555650906899999
ACH-000233,0.154117063095
ACH-000234,0.127046922693
ACH-000235,0.06238421482630001
ACH-000237,0.0378638665584
ACH-000238,-0.0994244917508
ACH-000243,-0.114756701764
ACH-000244,0.138519901752
ACH-000246,-0.14213839131
ACH-000248,-0.0662104418845
ACH-000250,0.024619913059700002
ACH-000251,0.0747788413274
ACH-000253,-0.167549147367
ACH-000255,-0.0020283584742
ACH-000256,0.0270030219833
ACH-000257,0.154011330657
ACH-000258,0.0199042868968
ACH-000259,-0.177803089252
ACH-000260,-0.0418094658476
ACH-000261,0.0372440040309
ACH-000262,-0.126624291509
ACH-000263,0.052307260268400005
ACH-000264,-0.100403291795
ACH-000265,-0.136990036313
ACH-000266,-0.0317606005918
ACH-000272,-0.134305605006
ACH-000273,0.08164364881189999
ACH-000274,-0.26500636875399997
ACH-000277,0.0030040983898200002
ACH-000278,-0.0455533213106
ACH-000279,-0.005988218759890001
ACH-000280,0.136131760962
ACH-000281,-0.0560707693927
ACH-000288,-0.0205168790145
ACH-000291,0.015815230497
ACH-000293,0.00463551284691
ACH-000294,-0.24882305620700002
ACH-000295,0.247282394211
ACH-000296,-0.10973326100299999
ACH-000302,-0.026276347851499997
ACH-000304,-0.0160055849044
ACH-000307,-0.0124055306225
ACH-000308,-0.0648238035056
ACH-000310,-0.0361482393178
ACH-000311,-0.0367386338484
ACH-000312,-0.015248142053200003
ACH-000315,-0.12166335267799999
ACH-000316,0.0376892340671
ACH-000317,0.182255568409
ACH-000318,0.0199984787037
ACH-000319,0.14643558305600002
ACH-000320,-0.08774449454700001
ACH-000322,0.0215694946964
ACH-000323,-0.123800047921
ACH-000324,-0.104315477523
ACH-000329,0.0412853584163
ACH-000330,-0.160233353837
ACH-000331,-0.163999322394
ACH-000332,-0.0270235684913
ACH-000334,-0.28373499886500003
ACH-000335,-0.0681138341206
ACH-000336,0.0760957159522
ACH-000337,0.0345552906652
ACH-000339,0.0701380801195
ACH-000341,-0.20516709098400002
ACH-000348,-0.120615400171
ACH-000350,0.0414977460822
ACH-000352,-0.05449325122359999
ACH-000356,-0.143915828261
ACH-000361,0.0319851429862
ACH-000362,-0.043113759410699996
ACH-000363,0.150709613957
ACH-000364,0.0217280912189
ACH-000365,0.0886247375254
ACH-000366,-0.100084964477
ACH-000368,-0.0450288959884
ACH-000374,-0.0274193895333
ACH-000375,-0.09112916876499999
ACH-000376,-0.109782078454
ACH-000381,-0.054398751869400006
ACH-000383,-0.0403129733567
ACH-000387,-0.113791561031
ACH-000389,-0.0112491766364
ACH-000390,0.08904668049219999
ACH-000393,0.107890745121
ACH-000395,-0.08292043308689999
ACH-000397,-0.151329924643
ACH-000401,-0.148640447711
ACH-000402,0.37903029560999996
ACH-000403,-0.062438089347800006
ACH-000404,0.040753598993599996
ACH-000406,-0.015114548625799999
ACH-000407,-0.0935545349772
ACH-000408,-0.205703081775
ACH-000410,-0.059946567134499994
ACH-000411,-0.119843113612
ACH-000414,0.0471502120698
ACH-000415,0.0505734074035
ACH-000416,-0.0696707371785
ACH-000420,0.0248844712483
ACH-000421,-0.0398549125262
ACH-000424,0.08257500331380001
ACH-000425,-0.063917380769
ACH-000426,0.011187827509700002
ACH-000427,0.0284497040416
ACH-000433,-0.36761335188600003
ACH-000436,0.079427583392
ACH-000444,-0.0743431179568
ACH-000445,0.287886095326
ACH-000448,-0.111001661561
ACH-000450,0.0708366195703
ACH-000452,-0.04842648654059999
ACH-000454,-0.432235422162
ACH-000458,-0.040881176257
ACH-000459,-0.193084177963
ACH-000460,0.016650221205500002
ACH-000461,-0.0437242684879
ACH-000463,-0.0626925629133
ACH-000464,0.137824637833
ACH-000466,-0.17926514042999997
ACH-000467,-0.026954951899900003
ACH-000468,0.0516279226085
ACH-000469,-0.0764500555888
