,UPK2 (7379)
ACH-000665,-0.137387796193
ACH-000671,-0.221869180766
ACH-000673,-0.24335254570300002
ACH-000676,-0.148460248997
ACH-000677,-0.231727722991
ACH-000681,-0.279204165075
ACH-000682,0.0170091311598
ACH-000683,-0.138626248619
ACH-000684,-0.150390125702
ACH-000688,-0.38936744154200004
ACH-000693,-0.204352785205
ACH-000694,-0.269807572615
ACH-000695,-0.43787701342
ACH-000696,-0.245055117861
ACH-000697,-0.22998230989000001
ACH-000699,-0.2939364707
ACH-000701,-0.263665904148
ACH-000706,-0.11522092224000001
ACH-000711,-0.204903043844
ACH-000713,-0.031486030207099995
ACH-000714,-0.15585825308
ACH-000718,0.00680102798528
ACH-000720,-0.07637117572680001
ACH-000721,-0.157797921566
ACH-000724,-0.15937742179
ACH-000725,0.200894403886
ACH-000732,0.026996993925900003
ACH-000734,-0.257440967417
ACH-000735,-0.101940975847
ACH-000736,-0.39085742648500005
ACH-000738,-0.168168544122
ACH-000746,0.040287992467900005
ACH-000747,-0.15529076621500001
ACH-000748,-0.208018717624
ACH-000753,0.0038651412651100002
ACH-000756,-0.188891811686
ACH-000757,-0.148591087477
ACH-000758,-0.140574850615
ACH-000760,-0.237063001785
ACH-000763,0.08163345077039999
ACH-000764,-0.49332662213699996
ACH-000765,-0.32295549496
ACH-000766,-0.052684747288199996
ACH-000767,-0.36412481145400005
ACH-000768,-0.201913302326
ACH-000769,-0.0913838478608
ACH-000770,-0.0857591389848
ACH-000771,-0.251529660378
ACH-000773,-0.146566181228
ACH-000776,-0.19928939573100002
ACH-000777,-0.142286582011
ACH-000778,-0.0266841060104
ACH-000781,-0.230316608629
ACH-000782,-0.13187992007899998
ACH-000783,-0.257597616255
ACH-000784,-0.267641736169
ACH-000785,-0.116076854218
ACH-000787,-0.0508944802666
ACH-000788,-0.121346384013
ACH-000791,-0.17751538947
ACH-000792,-0.298062273591
ACH-000794,-0.45346494576000007
ACH-000796,-0.264974969191
ACH-000799,-0.192640763381
ACH-000800,-0.00644870890515
ACH-000802,-0.07516217409880001
ACH-000804,-0.0925525716952
ACH-000805,-0.165968754978
ACH-000809,-0.0496074436063
ACH-000810,-0.554029137923
ACH-000811,-0.23105540378400002
ACH-000817,-0.375352088861
ACH-000819,-0.193181043481
ACH-000820,-0.29137693612599996
ACH-000821,-0.10663138332599999
ACH-000822,-0.250651502035
ACH-000823,-0.19498436219
ACH-000824,-0.242860282084
ACH-000827,-0.175793277557
ACH-000829,-0.30907590995900003
ACH-000831,-0.136380022861
ACH-000832,-0.0856148163774
ACH-000833,-0.0510297848183
ACH-000834,0.0007078181653089999
ACH-000835,-0.17989125498300002
ACH-000836,-0.263664457069
ACH-000837,-0.172463881064
ACH-000838,-0.205258071496
ACH-000839,0.00343932762569
ACH-000840,-0.264081168563
ACH-000841,-0.16928723663400003
ACH-000843,-0.175427559203
ACH-000846,-0.232620574948
ACH-000847,0.0645388307564
ACH-000848,-0.440294217904
ACH-000849,-0.289029522719
ACH-000851,-0.0979720946575
ACH-000855,-0.0270238786508
ACH-000856,-0.266402912047
ACH-000858,-0.158381084772
ACH-000859,-0.0192628240829
ACH-000861,-0.134707799259
ACH-000862,-0.272007881358
ACH-000865,-0.20520238711599997
ACH-000866,-0.071866113769
ACH-000867,-0.238162310706
ACH-000869,-0.17911012222300002
ACH-000872,-0.143224554752
ACH-000873,-0.629045411416
ACH-000876,-0.129038329335
ACH-000878,-0.160314491349
ACH-000880,-0.274321472826
ACH-000881,-0.18785900539099998
ACH-000882,-0.258117155157
ACH-000884,-0.330255339331
ACH-000885,-0.20784948381499999
ACH-000887,-0.182052472903
ACH-000888,-0.193497120532
ACH-000889,-0.08876695387639999
ACH-000890,0.0177767507833
ACH-000896,-0.0711526315945
ACH-000898,-0.265315404867
ACH-000900,-0.155345127905
ACH-000901,-0.264480966293
ACH-000905,-0.117978055628
ACH-000906,-0.211608344463
ACH-000907,-0.135602666724
ACH-000910,-0.24489072680399998
ACH-000911,-0.201390648757
ACH-000912,-0.088848440361
ACH-000913,-0.166540987029
ACH-000915,-0.17370328477299998
ACH-000916,0.0315686988309
ACH-000917,-0.20687367483
ACH-000921,-0.269012374125
ACH-000924,-0.158189232564
ACH-000926,-0.05292596963980001
ACH-000928,-0.20018114079399998
ACH-000929,0.178649224462
ACH-000932,-0.167551871435
ACH-000935,-0.0678373705321
ACH-000936,-0.245991592834
ACH-000937,-0.342364208399
ACH-000938,-0.23287057364900002
ACH-000939,-0.522425090422
ACH-000941,-0.0670376789366
ACH-000943,-0.119013913347
ACH-000946,-0.19759836522500002
ACH-000947,-0.188269861965
ACH-000948,-0.0188907235606
ACH-000950,-0.295712031129
ACH-000953,-0.29366747921799996
ACH-000957,-0.43960498213999993
ACH-000958,-0.0192181496587
ACH-000960,-0.252458609173
ACH-000963,-0.267638330316
ACH-000968,-0.312277711452
ACH-000969,-0.358207498888
ACH-000973,-0.306013611344
ACH-000974,-0.146908047271
ACH-000975,-0.242137699943
ACH-000976,-0.161875549889
ACH-000978,-0.43016144420599994
ACH-000980,-0.17813666165800002
ACH-000984,-0.287996168967
ACH-000986,0.0224156475985
ACH-000988,-0.36572976787199996
ACH-000993,-0.28591475085499996
ACH-000994,0.0355908064709
ACH-000996,-0.375735363328
ACH-001001,-0.339260163045
ACH-001020,-0.36142812075900005
ACH-001028,-0.0613959207299
ACH-001031,-0.23009194697299998
ACH-001038,-0.06154341537819999
ACH-001048,-0.24009639848499997
ACH-001050,-0.309510090902
ACH-001053,-0.17248409289500002
ACH-001054,-0.0957452462139
ACH-001061,-0.137780877924
ACH-001067,-0.112361947534
ACH-001075,-0.24183209974199998
ACH-001096,-0.0920159400361
ACH-001128,-0.36838427636999993
ACH-001134,-0.259840012354
ACH-001151,-0.222889823625
ACH-001163,-0.174070563613
ACH-001164,-0.28636464658599997
ACH-001173,-0.17385003076799999
ACH-001183,-0.202799938953
ACH-001184,-0.195202236494
ACH-001190,-0.028644618638
ACH-001192,-0.333946810088
ACH-001193,0.08312576443580001
ACH-001196,-0.0802112448331
ACH-001197,-0.0337303687788
ACH-001205,0.0278828026815
ACH-001211,-0.376773712985
ACH-001212,-0.11038137218499999
ACH-001228,-0.016216296816499998
ACH-001232,0.000367030588357
ACH-001239,-0.237911103243
ACH-001274,-0.40518739364699996
ACH-001275,-0.20731358834600003
ACH-001277,-0.30849281231
ACH-001278,-0.292805557941
ACH-001280,-0.27918247206
ACH-001283,-0.137144071177
ACH-001289,-0.11756840075099999
ACH-001295,-0.219611658366
ACH-001300,0.024185957447
ACH-001301,-0.154538636117
ACH-001302,-0.15290413159299998
ACH-001303,-0.09661818869729999
ACH-001306,-0.20708814769699999
ACH-001318,-0.11458737149800001
ACH-001322,0.0005883541664209999
ACH-001328,-0.12000891305400001
ACH-001332,-0.402090223068
ACH-001333,-0.42015799366499995
ACH-001336,-0.287582406192
ACH-001340,-0.12493711972799999
ACH-001346,-0.278069503813
ACH-001353,-0.218348110504
ACH-001354,-0.20114096036499998
ACH-001367,-0.628362406917
ACH-001368,-0.17737731055999997
ACH-001374,-0.0729572352526
ACH-001375,-0.10776375115999999
ACH-001377,-0.329898379063
ACH-001380,-0.0835185671444
ACH-001391,0.0297335516609
ACH-001407,-0.06413583259
ACH-001408,-0.26317798956
ACH-001413,-0.051950785688199996
ACH-001430,0.045722465292400004
ACH-001431,-0.20965663605300003
ACH-001450,-0.35449031237499995
ACH-001496,-0.28613368044
ACH-001500,-0.114319938086
ACH-001521,-0.438106267741
ACH-001523,-0.106323804406
ACH-001532,-0.27981448070500003
ACH-001536,-0.332556770858
ACH-001550,-0.168384125397
ACH-001552,-0.182355599298
ACH-001554,-0.226137962279
ACH-001645,-0.228981913656
ACH-001654,-0.177278476277
ACH-001715,-0.124356709986
ACH-001735,-0.176366619621
ACH-001736,-0.119088640381
ACH-001737,0.0037867871406100004
ACH-001740,-0.229411637153
ACH-001745,-0.129530669118
ACH-001750,-0.34452577666100004
ACH-001765,-0.220500706606
ACH-001956,-0.256160247274
ACH-001957,-0.09929432389810001
