,ANP32E (81611)
ACH-000274,-0.14252531867100002
ACH-000277,-0.505107583568
ACH-000278,-0.299024397622
ACH-000279,-0.100893333313
ACH-000280,-0.132931025308
ACH-000281,-0.260364598114
ACH-000288,-0.42816999211900003
ACH-000291,-0.165141589466
ACH-000293,-0.292300213842
ACH-000294,-0.346138750339
ACH-000295,-0.0211873632171
ACH-000296,-0.450589767302
ACH-000302,-0.30190499212
ACH-000304,-0.251206351743
ACH-000307,-0.220949152006
ACH-000308,-0.213395013328
ACH-000310,-0.503620122315
ACH-000311,-0.522529820464
ACH-000312,-0.270486125784
ACH-000315,0.026757151117700002
ACH-000316,-0.379014371444
ACH-000317,-0.20401313985199998
ACH-000318,-0.516680340606
ACH-000319,-0.257626707633
ACH-000320,-0.464905694415
ACH-000322,-0.300054203946
ACH-000323,-0.263331123089
ACH-000324,-0.328229183631
ACH-000329,-0.21891444309
ACH-000330,-0.11607278940600001
ACH-000331,-0.442698247601
ACH-000332,-0.460303820805
ACH-000334,-0.135187359632
ACH-000335,-0.338441312226
ACH-000336,-0.582139168573
ACH-000337,-0.345970973351
ACH-000339,-0.33014222784
ACH-000341,-0.575294545406
ACH-000348,-0.16294082592700002
ACH-000350,0.00742880362694
ACH-000352,-0.176896650785
ACH-000356,-0.398283697395
ACH-000361,-0.122179605042
ACH-000362,-0.294161947274
ACH-000363,-0.250678361599
ACH-000364,-0.20175476086599997
ACH-000365,-0.334754678446
ACH-000366,-0.318294563336
ACH-000368,-0.42298466440099997
ACH-000374,-0.26106157280299996
ACH-000375,-0.126382632174
ACH-000376,-0.294959508582
ACH-000381,-0.33356885881
ACH-000383,-0.362728996844
ACH-000387,-0.368661641395
ACH-000389,-0.20684226022500002
ACH-000390,-0.372369019699
ACH-000393,-0.35753838284199996
ACH-000395,-0.150011461958
ACH-000397,-0.0475656807385
ACH-000401,-0.230608655142
ACH-000402,-0.00021059999108400003
ACH-000403,-0.21995219603799998
ACH-000404,-0.347450727065
ACH-000406,-0.455859967389
ACH-000407,-0.180626651491
ACH-000408,-0.18271775216699998
ACH-000410,-0.443689540855
ACH-000411,-0.393443423508
ACH-000414,-0.518508003617
ACH-000415,-0.18546112034
ACH-000416,-0.335475508041
ACH-000420,-0.29043005815
ACH-000421,-0.27226541781
ACH-000424,-0.10200987807600001
ACH-000425,-0.16238202405
ACH-000426,-0.521774965229
ACH-000427,-0.16942131756700002
ACH-000433,-0.62122262501
ACH-000436,-0.5418409901460001
ACH-000444,-0.09552019108969999
ACH-000445,-0.25934125310199996
ACH-000448,-0.234328900312
ACH-000450,-0.277892705216
ACH-000452,-0.351679786239
ACH-000454,-0.590746966853
ACH-000458,-0.268563352579
ACH-000459,-0.13293368652100002
ACH-000460,-0.344277009793
ACH-000461,-0.456811384295
ACH-000463,-0.23957866695900001
ACH-000464,-0.06883505501079999
ACH-000466,-0.446328898523
ACH-000467,-0.29015445676999996
ACH-000468,-0.196743589287
ACH-000469,-0.18049489881900002
ACH-000470,-0.41047875223200003
ACH-000471,-0.0819143065913
ACH-000472,-0.120426542676
ACH-000473,-0.06305527901380001
ACH-000475,-0.221946251846
ACH-000476,-0.153740336999
ACH-000477,-0.22018386376200003
ACH-000480,-0.144213160466
ACH-000481,-0.210721107931
ACH-000483,-0.20940951864399998
ACH-000484,-0.47475376939900005
ACH-000485,-0.241951183283
ACH-000486,-0.21170164276099998
ACH-000487,-0.24554131096999998
ACH-000488,-0.24983136531800001
ACH-000490,-0.27185101772500003
ACH-000491,-0.183029672398
ACH-000495,-0.057409533531800006
ACH-000496,-0.268451622945
ACH-000499,0.0796415080294
ACH-000500,-0.265291713067
ACH-000502,-0.40284222709299994
ACH-000503,0.11740343819299999
ACH-000505,-0.201326874276
ACH-000507,-0.231995101998
ACH-000510,-0.350546862653
ACH-000511,-0.0914063127974
ACH-000512,-0.11728632036499999
ACH-000516,-0.24146921781199998
ACH-000517,-0.467792654772
ACH-000518,-0.0981250357639
ACH-000520,-0.416418029432
ACH-000521,-0.42409385389300003
ACH-000522,-0.36527390700900003
ACH-000524,-0.260355827068
ACH-000527,-0.164885672263
ACH-000528,-0.36108802165
ACH-000537,-0.037086314049699996
ACH-000541,-0.5406340131530001
ACH-000542,-0.218061350114
ACH-000544,-0.305291030076
ACH-000545,-0.0882331941174
ACH-000547,-0.459024549243
ACH-000548,-0.193289670266
ACH-000549,-0.324805821217
ACH-000550,-0.0804439119772
ACH-000552,-0.219234811314
ACH-000556,-0.32397970072500004
ACH-000557,-0.532873845906
ACH-000570,-0.0688028658632
ACH-000571,-0.18688584789700002
ACH-000573,-0.29656217298500004
ACH-000576,-0.36120887994199996
ACH-000580,0.0310050158193
ACH-000584,-0.13687609676100002
ACH-000585,-0.275927133756
ACH-000588,-0.283154350118
ACH-000589,-0.218289948437
ACH-000591,0.29336579091
ACH-000593,-0.286843117154
ACH-000600,-0.202714298126
ACH-000601,-0.391676669375
ACH-000604,-0.366859332651
ACH-000605,-0.033074848367
ACH-000606,-0.328788558182
ACH-000608,-0.319218876932
ACH-000614,-0.261976729228
ACH-000616,-0.212164105742
ACH-000618,-0.241234334262
ACH-000619,-0.21293298787999998
ACH-000620,-0.133839869378
ACH-000621,-0.267736636195
ACH-000622,-0.041288171723
ACH-000623,-0.23651903323800003
ACH-000624,-0.319943116895
ACH-000627,-0.285789915037
ACH-000630,-0.108273626407
ACH-000632,-0.109740072981
ACH-000633,-0.347794609674
ACH-000637,-0.286457462979
ACH-000638,-0.43031245060199996
ACH-000646,-0.335195157267
ACH-000647,-0.463383407596
ACH-000648,-0.345339276969
ACH-000649,-0.22460369426100002
ACH-000651,-0.349965647536
ACH-000652,-0.29114799496800003
ACH-000653,-0.642429046076
ACH-000657,-0.303104536624
ACH-000658,-0.5400425096720001
ACH-000661,-0.129777610909
ACH-000662,-0.49203899258699996
ACH-000663,-0.195983062352
ACH-000665,-0.393314271826
ACH-000671,-0.10220582875600001
ACH-000673,-0.347254352681
ACH-000676,-0.0990503884671
ACH-000677,-0.312474384053
ACH-000681,-0.176318074636
ACH-000682,-0.14314418120300001
ACH-000683,-0.34337893332900005
ACH-000684,-0.324937455243
ACH-000688,-0.153986070918
ACH-000693,-0.11047866244999999
ACH-000694,-0.177148571809
ACH-000695,-0.157748154029
ACH-000696,-0.289682892832
ACH-000697,-0.361050768208
ACH-000699,-0.20886719253400002
ACH-000701,-0.00101072388293
ACH-000706,-0.12141446505
ACH-000711,-0.354257215654
ACH-000713,-0.47820283393299995
ACH-000714,-0.321736637208
ACH-000718,-0.30770688423799997
ACH-000720,-0.270216859149
ACH-000721,-0.571462066823
ACH-000724,-0.18800583602499998
ACH-000725,-0.356394118162
ACH-000732,-0.229458056352
ACH-000734,-0.259109796927
ACH-000735,-0.36356851666199996
ACH-000736,-0.293638290753
ACH-000738,-0.012386002567000001
ACH-000746,-0.298326244031
ACH-000747,-0.5493705915
ACH-000748,-0.403580882066
ACH-000753,-0.636971132267
ACH-000756,-0.328580866914
ACH-000757,-0.630118592937
ACH-000758,-0.21768393363699998
ACH-000760,-0.49729209278700004
ACH-000763,-0.8291450921160001
ACH-000764,-0.194908890638
ACH-000765,-0.47656375263800005
ACH-000766,-0.482285225677
ACH-000767,-0.268735913795
ACH-000768,-0.190886651865
ACH-000769,-0.505843198033
ACH-000770,-0.542245324761
ACH-000771,-0.316824499664
ACH-000773,-0.650256534022
ACH-000776,-0.247762097866
ACH-000777,-0.21497274109499998
ACH-000778,-0.16970944026700002
ACH-000781,-0.306480951332
ACH-000782,-0.159817743923
ACH-000783,-0.352534342775
ACH-000784,-0.028498411070400003
ACH-000785,-0.51418959239
ACH-000787,-0.7985963004119999
ACH-000788,-0.39160562746399996
ACH-000791,-0.5687580008199999
ACH-000792,-0.26046041315900004
ACH-000794,-0.010225085782100001
ACH-000796,-0.32942554429800003
ACH-000799,-0.462734054199
ACH-000800,-0.77398923193
ACH-000802,0.052890306513599994
ACH-000804,-0.8163618525730001
ACH-000805,-0.449318094577
ACH-000809,-0.169818265492
ACH-000810,0.134564874615
ACH-000811,-0.125714983146
ACH-000817,-0.181064129395
ACH-000819,-0.307858379073
ACH-000820,-0.518984204832
ACH-000821,-0.33614675671300004
ACH-000822,-0.563582228799
ACH-000823,-0.297277846463
ACH-000824,-0.172773503503
ACH-000827,-0.160489631494
ACH-000829,-0.148411592901
ACH-000831,-0.310284475058
ACH-000832,-0.43366940780100005
ACH-000833,-0.394793592651
ACH-000834,-0.371071637778
ACH-000835,-0.23387700745
ACH-000836,-0.0677521507281
ACH-000837,-0.25510910171900003
ACH-000838,-0.621876224547
ACH-000839,-0.40934396611100005
ACH-000840,-0.328415612809
ACH-000841,-0.47694814254900003
ACH-000843,-0.288778679085
ACH-000846,-0.45747437362099996
ACH-000847,0.016489255866399998
ACH-000848,-0.07436209098930001
ACH-000849,-0.248274729185
ACH-000851,-0.17768223964899998
ACH-000855,0.048278716440399994
ACH-000856,-0.062401931262
ACH-000858,-0.300184549615
ACH-000859,-0.25232218289999997
ACH-000861,-0.593003012099
ACH-000862,-0.141782280094
ACH-000865,-0.241525504828
ACH-000866,-0.16569813212600001
ACH-000867,-0.398693614121
ACH-000869,-0.5511487793559999
ACH-000872,-0.267258137706
ACH-000873,-0.36646074340499996
ACH-000876,-0.017316676596400002
ACH-000878,-0.310325645612
ACH-000880,-0.476680575593
ACH-000881,-0.335661924776
ACH-000882,0.0201246272638
ACH-000884,-0.327895819847
ACH-000885,-0.09707253644819999
ACH-000887,-0.237383646505
ACH-000888,-0.241191677104
ACH-000889,-0.48205090450800003
ACH-000890,-0.339613456424
ACH-000896,-0.498359240114
ACH-000898,-0.337512075618
ACH-000900,-0.5304150977650001
ACH-000901,-0.282421197929
ACH-000905,-0.357398235803
ACH-000906,-0.265683087431
ACH-000907,-0.31911162365400003
ACH-000910,-0.12497306794299999
ACH-000911,-0.23714393738899997
ACH-000912,-0.251967568272
ACH-000913,-0.332578688447
ACH-000915,-0.185126313049
ACH-000916,0.146102750751
ACH-000917,-0.18350732281100002
ACH-000921,-0.13705835441400002
ACH-000924,-0.358444319784
ACH-000926,-0.12161462410700001
ACH-000928,-0.349834523103
ACH-000929,-0.568863737485
ACH-000932,-0.314137649924
ACH-000935,-0.210837862552
ACH-000936,-0.36963025701499996
ACH-000937,-0.258495972869
ACH-000938,-0.219111685764
ACH-000939,0.046772042345
ACH-000941,-0.35281610454000006
ACH-000943,-0.291145125622
ACH-000946,-0.350146577033
ACH-000947,-0.133973635165
ACH-000948,-0.49430006800899995
ACH-000950,-0.149884329712
ACH-000953,-0.394752878279
ACH-000957,-0.326214448268
ACH-000958,-0.106042329947
ACH-000960,-0.223612209917
ACH-000963,-0.655558719158
ACH-000968,-0.212046571883
ACH-000969,-0.371717159519
ACH-000973,-0.18904640357799998
ACH-000974,-0.407253576919
ACH-000975,-0.490539770162
ACH-000976,-0.306345098302
ACH-000978,-0.6650965488270001
ACH-000980,-0.22528078455400002
ACH-000984,-0.395001863544
ACH-000986,-0.287668994017
ACH-000988,-0.145527084072
ACH-000993,-0.07395546409539999
ACH-000994,-0.398676074993
ACH-000996,-0.12118850905999999
ACH-001001,-0.29828258324499995
ACH-001020,0.271145434876
ACH-001028,-0.357707709601
ACH-001031,-0.319267978037
ACH-001038,-0.264238092633
ACH-001048,-0.08263404788819999
ACH-001050,-0.320731549549
ACH-001053,-0.42000058224299996
ACH-001054,-0.165204330767
ACH-001061,-0.35463092780100003
ACH-001067,-0.085739400214
ACH-001075,-0.354515726988
ACH-001096,-0.31857775795800003
ACH-001128,0.835945127137
ACH-001134,-0.303212065666
ACH-001151,-0.275413527667
ACH-001163,-0.251389217477
ACH-001164,-0.258154670984
ACH-001173,-0.38058111706000003
ACH-001183,-0.292710913323
ACH-001184,-0.17906622660399998
ACH-001190,-0.290193774445
ACH-001192,-0.46202054822099997
ACH-001193,-0.303376230824
ACH-001196,-0.24946984012499998
ACH-001197,-0.511431888839
ACH-001205,-0.387289117645
ACH-001211,-0.26816150969999997
ACH-001212,-0.242618901314
ACH-001228,-0.26869869954799996
ACH-001232,-0.228977434038
ACH-001239,-0.20063030707899998
ACH-001274,-0.0813754890115
ACH-001275,-0.056820931676900006
ACH-001277,-0.40989582018299997
ACH-001278,-0.0296305270817
ACH-001280,-0.13800234236199999
ACH-001283,-0.21878261284000003
ACH-001289,-0.324982450296
ACH-001295,-0.43487521048999994
ACH-001300,-0.132654345561
ACH-001301,-0.541519300195
ACH-001302,0.253355839905
ACH-001303,-0.117614574916
ACH-001306,-0.263102821292
ACH-001318,-0.360858342001
ACH-001322,-0.31688635032699997
ACH-001328,-0.228721982066
ACH-001332,-0.777967229297
ACH-001333,-0.09762455470079999
ACH-001336,-0.32385231532
ACH-001340,-0.347790184694
ACH-001346,-0.30803577613099997
ACH-001353,-0.340494387425
ACH-001354,-0.358505403565
ACH-001367,-0.40024849743100005
ACH-001368,-0.212791840464
ACH-001374,-0.216772149
ACH-001375,-0.15826911319599998
ACH-001377,-0.318075499507
ACH-001380,-0.24108428750100003
ACH-001391,-0.389184152096
ACH-001407,-0.199185514083
ACH-001408,-0.184938488315
ACH-001413,-0.393737534366
ACH-001430,-0.33465370372
ACH-001431,0.011655097720800001
ACH-001450,0.24203568508099998
ACH-001496,-0.0518458045396
ACH-001500,0.0220123924078
ACH-001521,-0.461006914065
ACH-001523,-0.154459260776
ACH-001532,-0.16786472312
ACH-001536,0.07126969273639999
ACH-001550,0.0560776567596
ACH-001552,-0.145092837929
ACH-001554,-0.19945455664
ACH-001645,-0.28521903125
ACH-001654,-0.276149238112
ACH-001715,-0.329057705275
ACH-001735,-0.206623370163
ACH-001736,-0.176564266954
ACH-001737,-0.65962054961
ACH-001740,-0.140789179942
ACH-001745,0.00104688261625
ACH-001750,-0.362329823554
ACH-001765,-0.363885295131
ACH-001956,-0.179819144068
ACH-001957,-0.28831972676199996
