,RTFDC1 (51507)
ACH-000004,-1.0094164956799998
ACH-000007,-0.31967797925700003
ACH-000009,-0.8571196723710001
ACH-000011,-0.7114558728460001
ACH-000012,-0.7824230093950001
ACH-000013,-0.570419233615
ACH-000014,-0.625909898336
ACH-000015,-0.772465592168
ACH-000017,-0.52130497158
ACH-000018,-0.7874868865729999
ACH-000019,-0.787852476476
ACH-000021,-0.941804784668
ACH-000022,-0.549396480027
ACH-000025,-0.963905322106
ACH-000028,-0.647864975591
ACH-000030,-0.861516411371
ACH-000035,-0.406943601232
ACH-000036,-0.794847810548
ACH-000037,-0.358410410716
ACH-000039,-0.723869179559
ACH-000040,-0.951315268716
ACH-000041,-0.7146838209299999
ACH-000042,-0.7811691452799999
ACH-000045,-0.896726479682
ACH-000047,-0.778419599942
ACH-000052,-0.789913882386
ACH-000053,-0.8558525520110001
ACH-000054,-0.95790981263
ACH-000055,-1.03309412204
ACH-000060,-1.11852242247
ACH-000067,-1.04874669323
ACH-000070,-0.872678107745
ACH-000075,-0.867924101091
ACH-000078,-0.784420330142
ACH-000082,-0.9767429541600001
ACH-000085,-0.8433303939810001
ACH-000086,-1.1036507916299998
ACH-000087,-0.815576069719
ACH-000092,-1.1433885526
ACH-000095,-0.910731157861
ACH-000097,-0.48815024771000004
ACH-000098,-0.999429548109
ACH-000099,-0.9766217266320001
ACH-000108,-0.711444041504
ACH-000113,-0.8351695345389999
ACH-000115,-0.635139055489
ACH-000116,-1.18452233529
ACH-000118,-0.7056412793960001
ACH-000120,-1.06485384673
ACH-000123,-0.776998608888
ACH-000127,-0.6920644003599999
ACH-000128,-1.0134728823799999
ACH-000132,-0.816589009979
ACH-000133,-0.959999203019
ACH-000137,-1.09824017102
ACH-000138,-0.774501683442
ACH-000142,-0.586523201257
ACH-000143,-0.673066693595
ACH-000146,-0.653844253653
ACH-000148,-0.768013769266
ACH-000150,-0.953087998938
ACH-000152,-1.0305455426299999
ACH-000153,-0.461908889112
ACH-000159,-0.971692648969
ACH-000160,-1.0572066736399999
ACH-000163,-0.845487138176
ACH-000167,-1.1205993986299998
ACH-000168,-0.9908914865970001
ACH-000169,-0.7923465279880001
ACH-000178,-0.461545976199
ACH-000182,-0.868129019641
ACH-000183,-0.9935859869339999
ACH-000188,-0.9644678622499999
ACH-000189,-0.7686905379279999
ACH-000190,-1.22687337918
ACH-000198,-0.8736049935
ACH-000204,-0.726681946133
ACH-000206,-0.919671990757
ACH-000207,-1.05253677085
ACH-000211,-0.722993957243
ACH-000215,-1.0539633525299998
ACH-000221,-0.977939478379
ACH-000222,-0.616243966021
ACH-000223,-0.749762048708
ACH-000226,-0.927728764411
ACH-000227,-1.10781075532
ACH-000228,-0.775724106481
ACH-000231,-1.3001179090600001
ACH-000232,-0.8157873077079999
ACH-000233,-0.973914030354
ACH-000234,-0.525381093424
ACH-000235,-0.664373574741
ACH-000237,-0.80333636285
ACH-000238,-0.701819868284
ACH-000243,-0.811778394218
ACH-000244,-0.616272913967
ACH-000246,-0.769018045795
ACH-000248,-0.538119228968
ACH-000250,-0.927955494268
ACH-000251,-1.2840059397399999
ACH-000253,-0.720452977667
ACH-000255,-0.919310840305
ACH-000256,-0.705525688817
ACH-000257,-0.685832330933
ACH-000258,-0.734276327514
ACH-000259,-0.709028485037
ACH-000260,-0.837159246111
ACH-000261,-0.886847431834
ACH-000262,-0.681194067212
ACH-000263,-1.22011028405
ACH-000264,-1.26778590074
ACH-000265,-0.917986860751
ACH-000266,-0.884677544726
ACH-000272,-1.14369329749
ACH-000273,-0.8895848345790001
ACH-000274,-1.0287500650299999
ACH-000277,-0.558643551241
ACH-000278,-0.5355846046289999
ACH-000279,-0.815821037593
ACH-000280,-0.795588681385
ACH-000281,-0.712344463722
ACH-000288,-0.6863854177840001
ACH-000291,-1.05333101568
ACH-000293,-1.25306382963
ACH-000294,-0.6470005825249999
ACH-000295,-1.04290384933
ACH-000296,-0.666615042472
ACH-000302,-0.8754296011589999
ACH-000304,-0.648164245603
ACH-000307,-0.679340649617
ACH-000308,-0.678138479073
ACH-000310,-0.965737164604
ACH-000311,-0.576934171692
ACH-000312,-0.909943536507
ACH-000315,-0.25281471173000003
ACH-000316,-0.714191768337
ACH-000317,-0.8308979813959999
ACH-000318,-0.8771894707150001
ACH-000319,-0.653751095049
ACH-000320,-0.60416985339
ACH-000322,-0.698423171328
ACH-000323,-0.9536384651540001
ACH-000324,-0.81828287513
ACH-000329,-1.11429245564
ACH-000330,-0.50484647763
ACH-000331,-1.03893688196
ACH-000332,-0.856852525152
ACH-000334,-0.728167771719
ACH-000335,-1.26866572264
ACH-000336,-1.1863615164499999
