,ACHE (43)
ACH-000477,-0.410853340574
ACH-000480,-0.0915842407903
ACH-000481,-0.218271364478
ACH-000483,-0.171956195641
ACH-000484,0.083655908609
ACH-000485,-0.42458901316799996
ACH-000486,-0.17334784016600002
ACH-000487,-0.346476274129
ACH-000488,-0.210558039531
ACH-000490,-0.35912322776100003
ACH-000491,-0.216337167154
ACH-000495,-0.578311977179
ACH-000496,-0.22369981609
ACH-000499,-0.0247592395316
ACH-000500,-0.16950741707400002
ACH-000502,-0.301330873868
ACH-000503,-0.300208798713
ACH-000505,-0.20543791754299998
ACH-000507,-0.2574525187
ACH-000510,-0.333177024346
ACH-000511,-0.227111154501
ACH-000512,0.322744971751
ACH-000516,-0.328088147424
ACH-000517,-0.263184653833
ACH-000518,-0.329171430104
ACH-000520,-0.5574792200600001
ACH-000521,-0.162346212225
ACH-000522,-0.174884679703
ACH-000524,-0.274280978182
ACH-000527,-0.349254028576
ACH-000528,-0.234056673777
ACH-000537,-0.34767998115599996
ACH-000541,-0.227141846055
ACH-000542,-0.22756190083299999
ACH-000544,-0.37793672886299995
ACH-000545,-0.49867635768
ACH-000547,-0.115321656931
ACH-000548,-0.11674428191500001
ACH-000549,0.16373630612600001
ACH-000550,-0.446563490431
ACH-000552,-0.205488048922
ACH-000556,-0.337145206609
ACH-000557,-0.406307753138
ACH-000570,-0.224594066832
ACH-000571,-0.262415394938
ACH-000573,-0.24769762085000002
ACH-000576,-0.24665429749899997
ACH-000580,-0.289753499367
ACH-000584,-0.29586038887899996
ACH-000585,-0.373454733173
ACH-000588,-0.363836839099
ACH-000589,-0.0730686935515
ACH-000591,-0.310361757995
ACH-000593,-0.29939719796799996
ACH-000600,-0.10705179887800001
ACH-000601,-0.21633816344999998
ACH-000604,-0.330607327211
ACH-000605,-0.18434861253600002
ACH-000606,-0.235323830367
ACH-000608,-0.34405666696000003
ACH-000614,-0.508500707286
ACH-000616,-0.41670009454499995
ACH-000618,-0.24082629970400002
ACH-000619,-0.19888598210900002
ACH-000620,-0.254118992844
ACH-000621,-0.21932953760600002
ACH-000622,-0.30030548094099996
ACH-000623,-0.114677041405
ACH-000624,-0.39785692602899997
ACH-000627,-0.364909616431
ACH-000630,-0.17342410640500003
ACH-000632,-0.46413740056
ACH-000633,-0.243787770638
ACH-000637,-0.46076638636100004
ACH-000638,-0.311356573533
ACH-000646,-0.473772378998
ACH-000647,-0.0784852511441
ACH-000648,-0.00797041117942
ACH-000649,-0.282581547709
ACH-000651,-0.194414259487
ACH-000652,-0.163147900488
ACH-000653,-0.144913737937
ACH-000657,-0.285124910392
ACH-000658,-0.162344580184
ACH-000661,-0.299070036923
ACH-000662,-0.104927278818
ACH-000663,-0.310353054165
ACH-000665,-0.298130874229
ACH-000671,-0.205951429463
ACH-000673,-0.344984052274
ACH-000676,-0.26666089148
ACH-000677,-0.11309123246099999
ACH-000681,-0.237187601245
ACH-000682,-0.305598556909
ACH-000683,-0.190776317474
ACH-000684,-0.40397968904
ACH-000688,-0.244993197942
ACH-000693,-0.377895975291
ACH-000694,-0.331864771999
ACH-000695,-0.332996281609
ACH-000696,-0.292073311789
ACH-000697,-0.100520849826
ACH-000699,-0.24172857989399998
ACH-000701,-0.18241364557999998
ACH-000706,-0.374238921251
ACH-000711,-0.22569287048
ACH-000713,-0.40961525861000003
ACH-000714,-0.321016015273
ACH-000718,-0.183243672467
ACH-000720,-0.331683490391
ACH-000721,-0.291441961043
ACH-000724,-0.668314127388
ACH-000725,-0.503645928081
ACH-000732,-0.168241575152
ACH-000734,-0.288168554256
ACH-000735,-0.24812732190499998
ACH-000736,-0.474703247907
ACH-000738,-0.36329672985699996
ACH-000746,-0.035735409657099995
ACH-000747,-0.19929370865899998
ACH-000748,-0.22897274696800002
ACH-000753,-0.249719756004
ACH-000756,-0.25462719626999997
ACH-000757,-0.29717261901700004
ACH-000758,-0.28034733352499996
ACH-000760,-0.21018089659000003
ACH-000763,-0.212941538379
ACH-000764,-0.438264672658
ACH-000765,-0.0888742315513
ACH-000766,-0.151923924112
ACH-000767,-0.332769863868
ACH-000768,-0.24004257776500001
ACH-000769,-0.224828370553
ACH-000770,-0.258244713632
ACH-000771,-0.410913446548
ACH-000773,-0.25684215145
ACH-000776,-0.33061649662
ACH-000777,-0.263054862728
ACH-000778,-0.093171901627
ACH-000781,-0.227010876787
ACH-000782,-0.341386734969
ACH-000783,-0.30141137845
ACH-000784,-0.363425921913
ACH-000785,-0.160198142251
ACH-000787,-0.13079678411499998
ACH-000788,-0.45678192575300003
ACH-000791,-0.18104916384199998
ACH-000792,-0.221252793047
ACH-000794,-0.15245765791899998
ACH-000796,-0.157447071507
ACH-000799,-0.441526761206
ACH-000800,-0.581690135837
ACH-000802,-0.22607647609200002
ACH-000804,-0.0794541695354
ACH-000805,-0.368530204636
ACH-000809,-0.17154129635
ACH-000810,-0.28738315407299997
ACH-000811,-0.38147832831600004
ACH-000817,-0.365066759388
ACH-000819,-0.213458319269
ACH-000820,-0.576006181262
ACH-000821,-0.0186082581894
ACH-000822,-0.50837685797
ACH-000823,-0.284150222664
ACH-000824,-0.157120508515
ACH-000827,-0.270003349124
ACH-000829,-0.445172102152
ACH-000831,-0.466983712069
ACH-000832,-0.388305378137
ACH-000833,-0.338511896477
ACH-000834,-0.304332195879
ACH-000835,-0.199365364031
ACH-000836,-0.294350346936
ACH-000837,-0.173539624862
ACH-000838,-0.0994975791096
ACH-000839,-0.247009621207
ACH-000840,-0.423269031298
ACH-000841,-0.240226295618
ACH-000843,-0.292540659222
ACH-000846,-0.18380261043200002
ACH-000847,-0.253593649558
ACH-000848,-0.39726626255900005
ACH-000849,-0.259632406386
ACH-000851,-0.237938392198
ACH-000855,0.215093477681
ACH-000856,-0.350872844086
ACH-000858,-0.209805527243
ACH-000859,-0.205900554067
ACH-000861,-0.32887192605099996
ACH-000862,-0.25643555132
ACH-000865,-0.08902946880780001
ACH-000866,-0.419970523438
ACH-000867,-0.40856939497699996
ACH-000869,-0.09990685566739999
ACH-000872,-0.198186127875
ACH-000873,-0.385577251822
ACH-000876,-0.313412130879
ACH-000878,-0.150057194896
ACH-000880,-0.18514286058899998
ACH-000881,-0.305918096677
ACH-000882,-0.354408121857
ACH-000884,-0.32850705391
ACH-000885,-0.134679344734
ACH-000887,-0.24482703244100001
ACH-000888,-0.346154666047
ACH-000889,-0.45245334297
ACH-000890,-0.367117871039
ACH-000896,-0.14643442174000001
ACH-000898,-0.49673972503700004
ACH-000900,-0.43303701445500004
ACH-000901,-0.32323274946499997
ACH-000905,-0.22363153722600002
ACH-000906,-0.159138015419
ACH-000907,-0.167231715639
ACH-000910,-0.332002639746
ACH-000911,-0.32722046156199996
ACH-000912,-0.27107618563499997
ACH-000913,-0.287302767749
ACH-000915,-0.377926418342
ACH-000916,-0.471428497865
ACH-000917,-0.10402185636700001
ACH-000921,-0.438526845243
ACH-000924,-0.385392644683
ACH-000926,-0.367520583546
ACH-000928,-0.591484929158
ACH-000929,-0.136239054543
ACH-000932,-0.295587085348
ACH-000935,-0.202929157657
ACH-000936,-0.420377772698
ACH-000937,-0.285663636071
ACH-000938,-0.366443292803
ACH-000939,-0.18775493936700002
ACH-000941,-0.17856656724
ACH-000943,-0.298819530377
ACH-000946,-0.299335750301
ACH-000947,-0.44105248492700005
ACH-000948,-0.352795668976
ACH-000950,-0.285411342247
ACH-000953,-0.291476315894
ACH-000957,-0.269139894637
ACH-000958,-0.26847554614999997
ACH-000960,-0.49042050902199996
ACH-000963,-0.31285691730099996
ACH-000968,-0.167489085645
ACH-000969,-0.26822378476500003
ACH-000973,-0.393454701962
ACH-000974,-0.420682870124
ACH-000975,-0.0181027490566
ACH-000976,-0.376066047711
ACH-000978,-0.394805481372
ACH-000980,-0.147781463531
ACH-000984,-0.44086869775799997
ACH-000986,-0.21331568134799997
ACH-000988,-0.375810677827
ACH-000993,-0.32547629957400004
ACH-000994,-0.401654181484
ACH-000996,-0.0134572437962
ACH-001001,-0.5169054732630001
ACH-001020,-0.466023591967
ACH-001028,-0.393278879806
ACH-001031,-0.122969528048
ACH-001038,-0.14989646935
ACH-001048,-0.311373361226
ACH-001050,-0.328606908463
ACH-001053,-0.391862180571
ACH-001054,-0.27334688604
ACH-001061,-0.258504909329
ACH-001067,-0.516375334402
ACH-001075,-0.0605448762872
ACH-001096,-0.214121575434
ACH-001128,-0.624238231023
ACH-001134,-0.209458119842
ACH-001151,-0.381404019583
ACH-001163,-0.30942952013
ACH-001164,-0.0797862431935
ACH-001173,-0.211528912881
ACH-001183,-0.244715170732
ACH-001184,-0.184101272216
ACH-001190,-0.011952536964
ACH-001192,-0.47509008105899997
ACH-001193,-0.422856281243
ACH-001196,-0.038397902906199995
ACH-001197,-0.209999159431
ACH-001205,-0.2060675485
ACH-001211,-0.5670511581600001
ACH-001212,-0.46933549050499995
ACH-001228,-0.412398071526
ACH-001232,-0.245265586624
ACH-001239,-0.389987672501
ACH-001274,-0.37647370580399997
ACH-001275,-0.359903450841
ACH-001277,-0.615683309779
ACH-001278,-0.07347233081980001
ACH-001280,-0.22090671806499998
ACH-001283,-0.22753609848900003
ACH-001289,-0.338698545659
ACH-001295,-0.021320621052900002
ACH-001300,-0.438131755001
ACH-001301,-0.424557725219
ACH-001302,-0.246524168671
ACH-001303,-0.416291861633
ACH-001306,-0.391309386104
ACH-001318,-0.11221571925200001
ACH-001322,-0.575640733732
ACH-001328,-0.378893885724
ACH-001332,-0.47577997145900003
ACH-001333,-0.356146205808
ACH-001336,-0.328504281756
ACH-001340,-0.19708195451699997
ACH-001346,-0.262175810545
ACH-001353,-0.159383959342
ACH-001354,0.135819719221
ACH-001367,-0.542279778122
ACH-001368,-0.138572777375
ACH-001374,-0.267051899029
ACH-001375,-0.265679576376
ACH-001377,-0.45307679853
ACH-001380,-0.4305947398800001
ACH-001391,-0.22841321753899999
ACH-001407,-0.2653038048
ACH-001408,0.023912968277500002
ACH-001413,-0.339192727841
ACH-001430,-0.123452169266
ACH-001431,0.43448910356799997
ACH-001450,0.026767440595400004
ACH-001496,-0.012997935123299999
ACH-001500,-0.3415293286
ACH-001521,-0.333014798105
ACH-001523,-0.321557289646
ACH-001532,-0.192952270528
ACH-001536,-0.259343124861
ACH-001550,-0.23623332598900001
ACH-001552,-0.410311191844
ACH-001554,-0.402564894074
ACH-001645,-0.293488496576
ACH-001654,-0.340064126724
ACH-001715,-0.17457173256900002
ACH-001735,-0.366148406137
ACH-001736,-0.41894464190999997
ACH-001737,-0.174132032707
ACH-001740,-0.257539336371
ACH-001745,-0.160004866221
ACH-001750,-0.24621209703000002
ACH-001765,-0.149190462292
ACH-001956,-0.25709065520700003
ACH-001957,-0.31070778345600003
