,MC4R (4160)
ACH-000004,-0.0115623387241
ACH-000007,0.0739662320867
ACH-000009,-0.0659658351678
ACH-000011,0.323712934437
ACH-000012,0.0644342737015
ACH-000013,0.0122265750569
ACH-000014,0.0743628946067
ACH-000015,0.19392315309900002
ACH-000017,0.1772881211
ACH-000018,-0.0048372291908
ACH-000019,-0.130067318125
ACH-000021,0.26187321644699996
ACH-000022,0.166798462222
ACH-000025,-0.08079703486039999
ACH-000028,0.209362415308
ACH-000030,0.13459331629899998
ACH-000035,0.286750317882
ACH-000036,-0.00185426371968
ACH-000037,0.0440060724843
ACH-000039,-0.242865593825
ACH-000040,0.11126058992
ACH-000041,0.292483968634
ACH-000042,0.14694186238
ACH-000045,0.242873741858
ACH-000047,0.054046838062
ACH-000052,0.292756328802
ACH-000053,0.0671711100976
ACH-000054,0.171845344031
ACH-000055,0.18265373864599999
ACH-000060,0.0664000392693
ACH-000067,0.20019342461800002
ACH-000070,0.0985329924347
ACH-000075,-0.00192774003964
ACH-000078,-0.0582344365271
ACH-000082,0.166785684792
ACH-000085,0.20538799037099997
ACH-000086,0.201012569538
ACH-000087,0.106100676403
ACH-000092,0.191977075199
ACH-000095,0.0127431383571
ACH-000097,0.10735676554300001
ACH-000098,0.0614025708578
ACH-000099,0.10631809210899999
ACH-000108,0.171980614348
ACH-000113,0.22826806829799998
ACH-000115,0.200980363034
ACH-000116,0.0165728706587
ACH-000118,0.131854967884
ACH-000120,0.136332519016
ACH-000123,0.245672986949
ACH-000127,0.135210136307
ACH-000128,0.125298296122
ACH-000132,0.07171127751910002
ACH-000133,0.271574094707
ACH-000137,0.387389458115
ACH-000138,0.0684858755708
ACH-000142,0.07242502035130001
ACH-000143,0.200099769976
ACH-000146,0.0545617019367
ACH-000148,0.22282194377700001
ACH-000150,0.35167908748300003
ACH-000152,0.0779344236212
ACH-000153,0.336768171066
ACH-000159,0.193119291439
ACH-000160,0.0963811851829
ACH-000163,0.0705960854824
ACH-000167,0.15421950592599998
ACH-000168,0.074032976266
ACH-000169,0.0525820454037
ACH-000178,0.0210764144594
ACH-000182,0.144583951367
ACH-000183,0.15860479288899998
ACH-000188,0.134006591743
ACH-000189,-0.06765224085919999
ACH-000190,0.1485698548
ACH-000198,0.212930110358
ACH-000204,0.24706517549899998
ACH-000206,0.231529633359
ACH-000207,0.139749298507
ACH-000211,0.195862206958
