,NCBP1 (4686)
ACH-000004,-1.6346600453100002
ACH-000007,-1.2264645325
ACH-000009,-1.42041435847
ACH-000011,-1.0929179066399999
ACH-000012,-0.9026354392799999
ACH-000013,-1.25820395451
ACH-000014,-1.20795844809
ACH-000015,-1.4636682113600001
ACH-000017,-1.0281564487200001
ACH-000018,-1.29451712853
ACH-000019,-1.11925334719
ACH-000021,-1.4773809750100002
ACH-000022,-1.0094389075499999
ACH-000025,-1.08995287142
ACH-000028,-0.981779809621
ACH-000030,-1.35269182064
ACH-000035,-1.3487438874899997
ACH-000036,-1.3269540847499999
ACH-000037,-1.9121534287200002
ACH-000039,-1.14091803963
ACH-000040,-1.21526217006
ACH-000041,-1.43805297
ACH-000042,-1.38581353718
ACH-000045,-1.37184695908
ACH-000047,-1.20546976446
ACH-000052,-1.21030180361
ACH-000053,-1.35367104197
ACH-000054,-1.28174604175
ACH-000055,-1.2310858288700002
ACH-000060,-1.40134115738
ACH-000067,-1.1174335176299999
ACH-000070,-1.1924321791799999
ACH-000075,-1.10186069429
ACH-000078,-1.44864518321
ACH-000082,-1.43524639982
ACH-000085,-1.08101738488
ACH-000086,-1.35400164743
ACH-000087,-1.24855733903
ACH-000092,-1.3701550944499998
ACH-000095,-1.4825613287200001
ACH-000097,-1.0906964137200001
ACH-000098,-1.25088249056
ACH-000099,-1.38441750882
ACH-000108,-1.5503256044100002
ACH-000113,-1.36460280385
ACH-000115,-1.39925866937
ACH-000116,-1.04381016308
ACH-000118,-1.2351189767200002
ACH-000120,-1.11118487209
ACH-000123,-1.28973816844
ACH-000127,-1.21287051346
ACH-000128,-1.24998256566
ACH-000132,-1.1625271795799998
ACH-000133,-1.21680202695
ACH-000137,-1.55160303643
ACH-000138,-1.41208521387
ACH-000142,-1.12717991152
ACH-000143,-1.22933796305
ACH-000146,-1.26409941198
ACH-000148,-1.36668385321
ACH-000150,-0.8665242477580001
ACH-000152,-1.22283633929
ACH-000153,-1.08808864589
ACH-000159,-1.4172827905899998
ACH-000160,-0.777161833506
ACH-000163,-1.19996831364
ACH-000167,0.64657960922
ACH-000168,-1.3015366739799998
ACH-000169,-1.15415586405
ACH-000178,-1.2924827228799998
ACH-000182,-1.3758788185600002
ACH-000183,-1.4606301149
ACH-000188,-0.8664697480820001
ACH-000189,-1.09436928233
ACH-000190,-0.971041240148
ACH-000198,-1.6084104641899999
ACH-000204,-1.62007036575
