,CFD (1675)
ACH-000004,-0.0611403824878
ACH-000007,-0.308157172345
ACH-000009,0.0805263246537
ACH-000011,-0.351274762204
ACH-000012,0.127062096461
ACH-000013,-0.219908555551
ACH-000014,-0.07248605747589999
ACH-000015,-0.18126296028
ACH-000017,-0.26347618965999997
ACH-000018,-0.19112257538400002
ACH-000019,-0.0072632365994399995
ACH-000021,-0.0506304367683
ACH-000022,0.0641049640866
ACH-000025,-0.09091327773980001
ACH-000028,-0.24073549538699998
ACH-000030,-0.117760834466
ACH-000035,-0.20934011800900001
ACH-000036,-0.179918883644
ACH-000037,-0.0836831076471
ACH-000039,-0.399510040655
ACH-000040,0.024561494103200004
ACH-000041,0.123414196052
ACH-000042,-0.0726162735065
ACH-000045,-0.415503030848
ACH-000047,-0.212264921149
ACH-000052,-0.40287900692199996
ACH-000053,0.0672807222994
ACH-000054,-0.17548746749000002
ACH-000055,0.0685398498962
ACH-000060,-0.0110196216857
ACH-000067,-0.023425597275099998
ACH-000070,0.009031296698290002
ACH-000075,0.136786845853
ACH-000078,0.079240296377
ACH-000082,-0.168124711492
ACH-000085,-0.459373439048
ACH-000086,-0.17466538656800001
ACH-000087,0.0253511762183
ACH-000092,-0.106239751938
ACH-000095,-0.229222425928
ACH-000097,-0.129088991932
ACH-000098,0.0134949940729
ACH-000099,-0.261142576155
ACH-000108,-0.20672588838
ACH-000113,-0.16377774595699998
ACH-000115,-0.46767335299999996
ACH-000116,-0.0968048090384
ACH-000118,-0.0177930628249
ACH-000120,-0.31185425528
ACH-000123,0.0273044666011
ACH-000127,-0.25109351499899996
ACH-000128,-0.203135714955
ACH-000132,-0.290450034349
ACH-000133,-0.16747992017000002
ACH-000137,-0.17115572823199998
ACH-000138,-0.0572609453657
ACH-000142,-0.11641550857100001
ACH-000143,-0.223409613353
ACH-000146,-0.173154268717
ACH-000148,-0.0312739786555
ACH-000150,-0.12285987931600001
ACH-000152,0.0472435157579
ACH-000153,-0.48756660704800003
ACH-000159,-0.220481648552
ACH-000160,0.103407876021
ACH-000163,-0.0545230246339
ACH-000167,-0.0962844485409
ACH-000168,-0.0185575386183
ACH-000169,-0.273869443387
ACH-000178,-0.134831356176
ACH-000182,0.10590610774
ACH-000183,-0.11345534654999999
ACH-000188,0.10711897989000001
ACH-000189,-0.648335931131
ACH-000190,0.09757204212750001
ACH-000198,0.0157215101949
ACH-000204,0.49486225299900005
ACH-000206,0.256470493591
ACH-000207,-0.084390036691
ACH-000211,-0.15645856347999998
ACH-000215,-0.194597181572
ACH-000221,0.108445753529
ACH-000222,-0.20309668546300003
ACH-000223,0.0110826786934
ACH-000226,-0.039989366148800005
ACH-000227,0.357750716985
ACH-000228,-0.10075064566500001
ACH-000231,-0.050289035567699994
ACH-000232,-0.08160779834489999
ACH-000233,0.108485540954
ACH-000234,-0.27881051189100003
ACH-000235,-0.0663529391413
ACH-000237,-0.289119863045
ACH-000238,-0.0905521993633
ACH-000243,-0.014718252102700002
ACH-000244,-0.348483615907
ACH-000246,-0.313483160283
ACH-000248,-0.269173314568
ACH-000250,-0.110075824159
ACH-000251,-0.478051363164
ACH-000253,-0.08855359116849999
ACH-000255,-0.216197248922
ACH-000256,0.15971029035700002
ACH-000257,-0.101531244784
ACH-000258,-0.379670721035
ACH-000259,-0.223518911004
ACH-000260,-0.0952249906656
ACH-000261,-0.203721966032
ACH-000262,-0.107337209467
ACH-000263,-0.10731265481699999
ACH-000264,-0.0034474421239299997
ACH-000265,-0.0738198984067
ACH-000266,-0.23824394720800002
ACH-000272,-0.0159728256007
ACH-000273,0.0181745239248
ACH-000274,-0.046236984335
ACH-000277,-0.07519413582439999
ACH-000278,-0.18310422583799998
ACH-000279,0.0217806526617
ACH-000280,-0.20974388261
ACH-000281,-0.041075408534
ACH-000288,0.0047155555687
ACH-000291,-0.166845402264
ACH-000293,0.106416719942
ACH-000294,-0.0951883432771
ACH-000295,-0.011376059787099999
ACH-000296,0.0080505265752
ACH-000302,-0.202716340394
ACH-000304,0.126481556733
ACH-000307,-0.21793899412099998
ACH-000308,-0.131158701813
ACH-000310,-0.110666645476
ACH-000311,-0.24666718253699998
ACH-000312,-0.32878716400400004
ACH-000315,0.00649565363246
ACH-000316,0.042092467087699995
ACH-000317,0.0948971787645
ACH-000318,-0.057398630475900006
ACH-000319,-0.102804274892
ACH-000320,-0.144064440974
ACH-000322,0.150519950491
ACH-000323,-0.28442631506
ACH-000324,-0.0993850621545
ACH-000329,0.106703312539
ACH-000330,0.039344096590300005
ACH-000331,-0.134914066162
ACH-000332,-0.053509079832
ACH-000334,-0.23322128458799998
ACH-000335,-0.139241313027
ACH-000336,0.0866038475893
ACH-000337,-0.305169863787
ACH-000339,-0.107305534037
ACH-000341,-0.178399693543
ACH-000348,-0.049879061295600005
ACH-000350,0.0633989336738
ACH-000352,0.0694010314019
ACH-000356,0.043583581251999993
ACH-000361,0.09770616312310001
ACH-000362,-0.355327977377
ACH-000363,-0.162339616095
ACH-000364,-0.058223214358800006
ACH-000365,-0.267638298006
ACH-000366,-0.0532865940946
ACH-000368,0.0593674833421
ACH-000374,-0.19870122188900002
ACH-000375,-0.153548194317
ACH-000376,-0.218004138365
ACH-000381,-0.15327778900900002
ACH-000383,-0.184002043198
ACH-000387,0.029598584911700004
ACH-000389,-0.0612722988257
ACH-000390,-0.0828498533607
ACH-000393,-0.195804854441
ACH-000395,-0.0440399539559
ACH-000397,-0.197505555627
ACH-000401,0.34761821822800004
ACH-000402,-0.496127311828
ACH-000403,-0.0859067392901
ACH-000404,0.0996531974336
ACH-000406,-0.102774805003
ACH-000407,0.121546610324
ACH-000408,0.07918717045530001
ACH-000410,-0.2208607038
ACH-000411,-0.265611479707
ACH-000414,0.05128601994490001
ACH-000415,-0.04678449981240001
ACH-000416,-0.312119221732
ACH-000420,0.218548665626
ACH-000421,-0.104819959705
ACH-000424,-0.23087398335099998
ACH-000425,-0.039768362048
ACH-000426,-0.08765758214839998
ACH-000427,0.15819698727499998
ACH-000433,0.07287688119300001
ACH-000436,-0.23943960348499999
ACH-000444,-0.0583009428341
ACH-000445,-0.0636383665859
ACH-000448,-0.160891326531
ACH-000450,-0.0691142968069
ACH-000452,-0.0877926074514
ACH-000454,-0.21069572686299998
ACH-000458,-0.098677437907
ACH-000459,-0.284224579548
ACH-000460,-0.17577991337
ACH-000461,-0.0879496993636
ACH-000463,-0.121175816542
ACH-000464,-0.156038895444
ACH-000466,-0.11950211199100001
ACH-000467,0.0157140444302
ACH-000468,0.12343251896
ACH-000469,-0.0276162684462
ACH-000470,0.0048847628226800005
ACH-000471,-0.28523453794500003
ACH-000472,-0.243841991251
ACH-000473,-0.0853374617554
ACH-000475,-0.172613868367
ACH-000476,-0.206349092639
ACH-000477,0.198250290273
ACH-000480,-0.0795124414001
ACH-000481,-0.024687300411799996
ACH-000483,-0.15355030722000002
ACH-000484,-0.194967442377
ACH-000485,0.0749002183101
ACH-000486,-0.12491515863
ACH-000487,-0.227208968515
ACH-000488,-0.180990483024
ACH-000490,-0.09956416792989999
ACH-000491,-0.024509575718999997
ACH-000495,-0.0914676845967
ACH-000496,-0.203943715771
ACH-000499,-0.279767600914
ACH-000500,-0.0200574723051
ACH-000502,-0.13018996712300002
ACH-000503,-0.150224851024
ACH-000505,-0.00928120546911
ACH-000507,-0.11226231076
