,EARS2 (124454)
ACH-000004,-0.626049911741
ACH-000007,-1.24642692397
ACH-000009,-0.67663329847
ACH-000011,-0.29339327453
ACH-000012,-1.12951460762
ACH-000013,-0.997397299529
ACH-000014,-0.800074622817
ACH-000015,-1.18357170088
ACH-000017,-0.758373580141
ACH-000018,-1.1469612338200001
ACH-000019,-0.8765040488310001
ACH-000021,-0.7056101987639999
ACH-000022,-0.800429755053
ACH-000025,-1.1095220482100001
ACH-000028,-0.805832148969
ACH-000030,-0.839827938342
ACH-000035,-0.983627590379
ACH-000036,-0.371862728845
ACH-000037,-0.7301514057260001
ACH-000039,-0.9671961565799999
ACH-000040,-0.42907300878300003
ACH-000041,-0.57382466105
ACH-000042,-0.622276844574
ACH-000045,-0.74610140244
ACH-000047,-1.04500631852
ACH-000052,-0.743919634209
ACH-000053,-0.46140409504100005
ACH-000054,-0.7871524554260001
ACH-000055,-0.6881445671330001
ACH-000060,-0.568679372649
ACH-000067,-0.499603471786
ACH-000070,-0.7853979404870001
ACH-000075,-0.7565494022399999
ACH-000078,-0.710331266333
ACH-000082,-0.5723964669730001
ACH-000085,-0.663494133592
ACH-000086,-1.0325603784100001
ACH-000087,-1.09155775903
ACH-000092,-0.393045549137
ACH-000095,-0.359037065914
ACH-000097,-0.698116867204
ACH-000098,-0.7833641743790001
ACH-000099,-0.7338408953610001
ACH-000108,-0.40341108974600004
ACH-000113,-0.763795501136
ACH-000115,-0.839661583214
ACH-000116,-0.755133859916
ACH-000118,-1.16510942609
ACH-000120,-0.706411110466
ACH-000123,-0.8289393670659999
ACH-000127,-1.0629471945
ACH-000128,-0.647686473469
ACH-000132,-0.7520256929029999
ACH-000133,-0.652997604564
ACH-000137,-0.577857128899
ACH-000138,-0.778901165443
ACH-000142,-0.841828358279
ACH-000143,-0.8738933253799999
ACH-000146,-0.700820833632
ACH-000148,-1.04050299282
ACH-000150,-1.14924296714
ACH-000152,-0.634966832266
ACH-000153,-0.796186680002
ACH-000159,-0.661354571601
ACH-000160,-0.908457452135
ACH-000163,-0.541089392288
ACH-000167,-0.304599097007
ACH-000168,-0.44978140610600004
ACH-000169,-0.583696942222
ACH-000178,-0.9309345918440001
ACH-000182,-1.15541960694
ACH-000183,-1.06321088229
ACH-000188,-0.72012416187
ACH-000189,-1.07794941595
ACH-000190,-1.25869864875
ACH-000198,-0.9445999729350001
ACH-000204,-0.628621239292
ACH-000206,-0.616212657189
ACH-000207,-0.8366894434890001
ACH-000211,-0.48450119655199997
ACH-000215,-0.8626928609799999
ACH-000221,-1.28164487201
ACH-000222,-0.80794110117
ACH-000223,-0.8115000463240001
ACH-000226,-0.655724361979
ACH-000227,-0.774672944109
ACH-000228,-0.594994941525
ACH-000231,-0.9134062711669999
ACH-000232,-1.05109241308
ACH-000233,-0.8019516469329999
ACH-000234,-0.487288836721
ACH-000235,-0.6642224352220001
ACH-000237,-0.26704988231
ACH-000238,-0.936500229027
ACH-000243,-0.70422154214
ACH-000244,-0.471360673841
ACH-000246,-0.839152770141
ACH-000248,-1.6569173207799999
ACH-000250,-0.22608352866599998
ACH-000251,-0.7800425202399999
ACH-000253,-0.569022342025
ACH-000255,-0.696794201622
ACH-000256,-0.536796130324
ACH-000257,-0.886755864975
ACH-000258,-0.594199205286
ACH-000259,-0.9437247104690001
ACH-000260,-0.623287128672
ACH-000261,-0.683975525087
ACH-000262,-0.497931708759
ACH-000263,-0.678542426653
ACH-000264,-0.562775920857
ACH-000265,-1.12829893589
ACH-000266,-0.428477431731
ACH-000272,-0.330008356844
ACH-000273,-0.535940752646
ACH-000274,-0.613450949643
ACH-000277,-0.737247759128
ACH-000278,-0.261253985535
ACH-000279,-1.3800155175400002
ACH-000280,-0.656497292299
ACH-000281,-1.1156848423999999
ACH-000288,-1.15088769673
ACH-000291,-0.687013755487
ACH-000293,-0.92617310286
ACH-000294,-0.956717696252
ACH-000295,-0.8479435658840001
ACH-000296,-1.01260947264
ACH-000302,-0.693320675036
ACH-000304,-1.1174723530500001
ACH-000307,-0.749707872303
ACH-000308,-0.571003888561
ACH-000310,-0.681712423072
ACH-000311,-0.7708909959729999
ACH-000312,-0.9353061264370001
ACH-000315,-1.07617726377
ACH-000316,-0.7009212273379999
ACH-000317,-1.45508944921
ACH-000318,-0.615841741229
ACH-000319,-0.65666617348
ACH-000320,-0.933272023497
ACH-000322,-1.15120636503
ACH-000323,-0.917221079566
ACH-000324,-0.756456659448
ACH-000329,-0.954642532534
ACH-000330,-1.09446415435
ACH-000331,-0.552434432194
ACH-000332,-0.267527149407
ACH-000334,-0.923338239254
ACH-000335,-1.00315214183
ACH-000336,-1.0231890287
ACH-000337,-0.826675321982
ACH-000339,-0.902409469893
ACH-000341,-0.863464743897
ACH-000348,-0.669214338074
ACH-000350,-0.7931104340590001
ACH-000352,-0.560916600602
ACH-000356,-0.894733785177
ACH-000361,-0.793369080429
ACH-000362,-0.590246099657
ACH-000363,-0.6106816078180001
ACH-000364,-0.943307643575
ACH-000365,-1.02992453819
ACH-000366,-0.5973391096630001
ACH-000368,-0.736215567818
ACH-000374,-0.9665867496889999
ACH-000375,-0.9569454768529999
ACH-000376,-1.04992358299
ACH-000381,-1.2035607012799998
ACH-000383,-0.5781205715119999
ACH-000387,-0.7551652456579999
ACH-000389,-0.586042428661
ACH-000390,-0.886446642041
ACH-000393,-0.356187395998
ACH-000395,-0.48116919552599996
ACH-000397,-0.25599797615
ACH-000401,-0.768497059085
ACH-000402,-0.801226681918
ACH-000403,-0.6549636087749999
ACH-000404,-1.4769917793599998
ACH-000406,-1.2441388148899999
ACH-000407,-0.9084732432420001
ACH-000408,-1.06326117065
ACH-000410,-0.895271787788
ACH-000411,-0.37443083996699994
ACH-000414,-0.9682487193129999
ACH-000415,-0.8637036344110001
ACH-000416,-0.477720453768
ACH-000420,-0.7638538979880001
ACH-000421,-0.7099382009199999
ACH-000424,-0.907324679048
ACH-000425,-0.718918562369
ACH-000426,-0.893660891714
ACH-000427,-0.996015942403
ACH-000433,-0.652683454588
ACH-000436,-0.44199293622100005
ACH-000444,-0.922094434649
ACH-000445,-0.7954090165889999
ACH-000448,-0.514914262267
ACH-000450,-1.18277980015
ACH-000452,-0.497135575493
ACH-000454,-1.28530795067
ACH-000458,-1.2775474552
ACH-000459,-2.03687367636
ACH-000460,-0.737853922024
ACH-000461,-1.28005913456
ACH-000463,-0.545804464651
ACH-000464,-0.5441558975299999
ACH-000466,-0.7429545515
ACH-000467,-1.25017527904
ACH-000468,-0.8042626859020001
ACH-000469,-1.0179753231
ACH-000470,-0.5761766759220001
ACH-000471,-0.486518723809
ACH-000472,-0.932925774963
ACH-000473,-0.825355552884
ACH-000475,-0.6815014976379999
ACH-000476,-0.7497230621359999
ACH-000477,-0.635319758348
ACH-000480,-1.08854637752
ACH-000481,-0.6808955716959999
ACH-000483,-1.16408154876
ACH-000484,-0.703776291402
ACH-000485,-0.9591233876080001
ACH-000486,-0.767143718331
ACH-000487,-1.06567934168
ACH-000488,-0.9377241552240001
ACH-000490,-0.7380866592030001
ACH-000491,-0.87789003918
ACH-000495,-0.586225834437
ACH-000496,-0.707011796304
ACH-000499,-1.29727861486
ACH-000500,-0.5813600681600001
ACH-000502,-0.47798759247199996
ACH-000503,-0.8227312733600001
ACH-000505,-0.49108005481000006
ACH-000507,-1.19319760384
ACH-000510,-0.8409613211820001
ACH-000511,-0.702432068811
ACH-000512,-1.1977619405
ACH-000516,-0.550254902242
ACH-000517,-0.357997167664
ACH-000518,-0.712848491593
ACH-000520,-0.26402749015
ACH-000521,-0.6975716192370001
ACH-000522,-0.924227210456
ACH-000524,-0.45414489245800005
ACH-000527,-0.590325932022
ACH-000528,-1.39946711268
ACH-000537,-0.947726116646
ACH-000541,-0.463475557342
ACH-000542,-0.5288482433380001
ACH-000544,-1.24184131333
ACH-000545,-1.10655109861
ACH-000547,-1.0787506299299998
ACH-000548,-0.739274951586
ACH-000549,-0.990372527268
ACH-000550,-0.576367234454
ACH-000552,-1.2569698577500001
ACH-000556,-0.8872532229510001
ACH-000557,-0.46937829702
ACH-000570,-0.724928184164
ACH-000571,-0.7791332995
ACH-000573,-0.863599712567
ACH-000576,-0.469402861367
ACH-000580,-0.567459544446
ACH-000584,-0.8275532106419999
ACH-000585,-0.565425645944
ACH-000588,-0.9194839304369999
ACH-000589,-0.961842965979
ACH-000591,-0.7409406740000001
ACH-000593,-0.7781070608409999
ACH-000600,-0.7235248848070001
ACH-000601,-1.13757760374
ACH-000604,-1.13232376225
ACH-000605,-1.07309351721
ACH-000606,-0.878810122379
ACH-000608,-0.657831486313
ACH-000614,-1.35664677236
ACH-000616,-0.754434938326
ACH-000618,-0.970891501828
ACH-000619,-1.00829395081
ACH-000620,-0.9580060815639999
ACH-000621,-0.516702938527
ACH-000622,-0.685862076008
ACH-000623,-0.49075687211499996
ACH-000624,-0.653540633384
ACH-000627,-0.6964900356029999
ACH-000630,-1.17511950657
ACH-000632,-0.888969885648
ACH-000633,-1.2047524214799998
ACH-000637,-1.1448410281899999
ACH-000638,-1.10724881751
ACH-000646,-1.12487145053
ACH-000647,-0.851659269226
ACH-000648,-0.732903452868
ACH-000649,-0.769982686515
ACH-000651,-1.3766405499799999
ACH-000652,-1.1081362292
ACH-000653,-0.897894303105
ACH-000657,-0.875439754831
ACH-000658,-0.957450280132
ACH-000661,-0.85675537367
ACH-000662,-0.889614019843
ACH-000663,-0.8099994059800001
ACH-000665,-0.370206158893
ACH-000671,-1.3917774866600001
ACH-000673,-0.368599216536
ACH-000676,-1.05329648237
ACH-000677,-1.80919030525
ACH-000681,-0.7480722919949999
ACH-000682,-0.868727167165
ACH-000683,-0.8600893349269999
ACH-000684,-1.16287818883
ACH-000688,-0.831334579414
ACH-000693,-0.993695071296
ACH-000694,-1.3636303420200002
ACH-000695,-0.566241663501
ACH-000696,-0.809225447834
ACH-000697,-0.681095077761
ACH-000699,-0.677143954799
ACH-000701,-0.776107182254
ACH-000706,-1.28809729159
ACH-000711,-0.739722857796
ACH-000713,-1.09203883535
ACH-000714,-0.381599187527
ACH-000718,-0.7561663435889999
ACH-000720,-0.9254837854979999
ACH-000721,-1.20297879199
ACH-000724,-0.59000026115
ACH-000725,-1.66610441834
ACH-000732,-0.9160345131659999
ACH-000734,-1.3655278398100001
ACH-000735,-0.656514692674
ACH-000736,-0.762499933854
ACH-000738,-1.25315375541
ACH-000746,-1.37365479255
ACH-000747,-1.01728452109
ACH-000748,-0.349301788033
ACH-000753,-1.2356098018600001
ACH-000756,-0.623881629468
ACH-000757,-1.20287364641
ACH-000758,-0.992834208014
ACH-000760,-0.914531202861
ACH-000763,-0.925953865828
ACH-000764,-0.839979140488
ACH-000765,-0.955276209982
ACH-000766,-0.6935884910439999
ACH-000767,-1.06851932734
ACH-000768,-0.916498130995
ACH-000769,-0.859546159699
ACH-000770,-0.818883840273
ACH-000771,-0.9070798738070001
ACH-000773,-0.563436884078
ACH-000776,-0.9430844945640001
ACH-000777,-1.06531436226
ACH-000778,-0.915305829609
ACH-000781,-0.762098982409
ACH-000782,-0.774163202535
ACH-000783,-0.425955245734
ACH-000784,-1.24681512223
ACH-000785,-0.9767623908319999
ACH-000787,-0.8504803400480001
ACH-000788,-0.466189192663
ACH-000791,-0.684850695378
ACH-000792,-0.433269213239
ACH-000794,-0.870771835426
ACH-000796,-0.9067563922290001
ACH-000799,-0.8340865341920001
ACH-000800,-0.8687793801189999
ACH-000802,-1.19939711037
ACH-000804,-0.67020147731
ACH-000805,-0.786960006302
ACH-000809,-0.872066565065
ACH-000810,-0.844657176526
ACH-000811,-0.5073008056270001
ACH-000817,-0.897119769335
ACH-000819,-0.8005716026
ACH-000820,-1.04122380146
ACH-000821,-0.7420813606829999
ACH-000822,-0.7081906279510001
ACH-000823,-0.724931076531
ACH-000824,-0.259946975697
ACH-000827,-0.32287373117699997
ACH-000829,-0.714721836074
ACH-000831,-1.16333653488
ACH-000832,-1.31405693474
ACH-000833,-1.07063790379
ACH-000834,-1.20454765474
ACH-000835,-0.8860128002940001
ACH-000836,-1.0896414428499999
ACH-000837,-1.1265240266299998
ACH-000838,-0.7244608560510001
ACH-000839,-0.680128840395
ACH-000840,-0.8434995356139999
ACH-000841,-0.782719008697
ACH-000843,-0.901436413962
ACH-000846,-0.728723545721
ACH-000847,-0.970852990455
ACH-000848,-1.3480815772699999
ACH-000849,-1.03207405706
ACH-000851,-1.1848635436
ACH-000855,-1.11974657264
ACH-000856,-1.00050877043
ACH-000858,-1.10034841361
ACH-000859,-0.7416951216769999
ACH-000861,-0.759264106824
ACH-000862,-1.05771698889
ACH-000865,-1.04969724571
ACH-000866,-1.06198595667
ACH-000867,-0.45895034022
ACH-000869,-0.9399496650139999
ACH-000872,-0.9549570303399999
ACH-000873,-1.11202924393
ACH-000876,-1.4693388008300001
ACH-000878,-0.619318831022
ACH-000880,-0.808655872148
ACH-000881,-0.752911684555
ACH-000882,-0.834639244958
ACH-000884,-0.859303975688
ACH-000885,-1.2553155607700002
ACH-000887,-0.790937142827
ACH-000888,-1.00878576383
ACH-000889,-1.6633557075799998
ACH-000890,-0.8657182226100001
ACH-000896,-1.05840226912
ACH-000898,-0.815921414694
ACH-000900,-0.953553374982
ACH-000901,-0.6297608440910001
ACH-000905,-0.912359236022
ACH-000906,-0.919413666523
ACH-000907,-0.853773438961
ACH-000910,-1.49868524319
ACH-000911,-0.900449235971
ACH-000912,-0.709301049011
ACH-000913,-1.35805218671
ACH-000915,-1.4455384615600002
ACH-000916,-0.746809425126
ACH-000917,-0.969237696467
ACH-000921,-0.7369842755220001
ACH-000924,-1.15949906819
ACH-000926,-0.710379051417
ACH-000928,-0.7857170892280001
ACH-000929,-0.857747271018
ACH-000932,-0.910355065692
ACH-000935,-1.0610837115
ACH-000936,-1.41085732114
ACH-000937,-1.0924133600200001
ACH-000938,-0.875980760499
ACH-000939,-1.20975385426
ACH-000941,-0.8265938338969999
ACH-000943,-0.9276357411849999
ACH-000946,-0.776341113569
ACH-000947,-1.4808189460899999
ACH-000948,-1.00320892183
ACH-000950,-0.9785984430940001
ACH-000953,-0.613410160035
ACH-000957,-1.10759515937
ACH-000958,-0.7912858046979999
ACH-000960,-0.5876772176389999
ACH-000963,-0.975447355703
ACH-000968,-1.2552809235200002
ACH-000969,-1.3950165382700002
ACH-000973,-1.4138396950999998
ACH-000974,-0.604745655595
ACH-000975,-1.11615446644
ACH-000976,-1.1630342018700002
ACH-000978,-0.8725412783059999
ACH-000980,-0.8902349205700001
ACH-000984,-0.892762638072
ACH-000986,-0.851604014871
ACH-000988,-0.527769654716
ACH-000993,-0.48068423427199997
ACH-000994,-1.3967587247600002
ACH-000996,-0.442971515032
ACH-001001,-1.25788672673
ACH-001020,-0.871136513566
ACH-001028,-1.0561511922700002
ACH-001031,-0.8657540832449999
ACH-001038,-0.9918178159409999
ACH-001048,-0.644043566306
ACH-001050,-0.5206695924620001
ACH-001053,-0.912976332621
ACH-001054,-0.9850133512579999
ACH-001061,-0.924101675152
ACH-001067,-0.8704564392899999
ACH-001075,-0.6166997031629999
ACH-001096,-0.690555584904
ACH-001128,-0.705370715823
ACH-001134,-0.8466910229260001
ACH-001151,-0.396835717564
ACH-001163,-0.9915774533589999
ACH-001164,-0.966222190143
ACH-001173,-1.0086873462600001
ACH-001183,-0.8611037036700001
ACH-001184,-0.827389006767
ACH-001190,-0.52277082375
ACH-001192,-0.854459760899
ACH-001193,-1.26086650531
ACH-001196,-0.930712741209
ACH-001197,-0.49492426284100005
ACH-001205,-0.614050973419
ACH-001211,-0.6662076456530001
ACH-001212,-0.5838856449600001
ACH-001228,-0.668650422108
ACH-001232,-0.8038435697570001
ACH-001239,-1.02997775484
ACH-001274,-0.731204481842
ACH-001275,-0.924643301925
ACH-001277,-0.647909027613
ACH-001278,-1.154510415
ACH-001280,-0.83885348852
ACH-001283,-0.7719794206
ACH-001289,-0.637401110209
ACH-001295,-0.10896622405999999
ACH-001300,-0.7998408649779999
ACH-001301,-0.391661750867
ACH-001302,-0.431924257624
ACH-001303,-0.383505576914
ACH-001306,-0.594825352605
ACH-001318,-1.21824548859
ACH-001322,-0.830339671344
ACH-001328,-0.806038031416
ACH-001332,-1.20888141974
ACH-001333,-1.51145051723
ACH-001336,-1.1626922374600002
ACH-001340,-0.457292854479
ACH-001346,-1.11840454676
ACH-001353,-0.348292673106
ACH-001354,-1.02716052426
ACH-001367,-0.9033433263439999
ACH-001368,-1.07147399659
ACH-001374,-0.6216701200270001
ACH-001375,-0.5958944009920001
ACH-001377,-0.7018574785639999
ACH-001380,-0.945488200618
ACH-001391,-0.391330226413
ACH-001407,-1.30688101501
ACH-001408,-0.679555353253
ACH-001413,-0.433725594352
ACH-001430,-0.755630220036
ACH-001431,-0.544455895647
ACH-001450,-1.2917509184
ACH-001496,-1.3081991308499998
ACH-001500,-1.05852900127
ACH-001521,-0.446846704125
ACH-001523,-1.1268498909
ACH-001532,-0.673373311381
ACH-001536,-0.701080007887
ACH-001550,-1.02341135239
ACH-001552,-0.806723288794
ACH-001554,-0.9543235712579999
ACH-001645,-0.658872167222
ACH-001654,-0.47687343686399997
ACH-001715,-0.823858372331
ACH-001735,-0.569169758627
ACH-001736,-0.8905309528149999
ACH-001737,-0.182262146646
ACH-001740,-0.863570004886
ACH-001745,-0.529275811114
ACH-001750,-0.585104899394
ACH-001765,-0.7920908800640001
ACH-001956,-0.307489880584
ACH-001957,-0.47664333193400005
