,S1PR1 (1901)
ACH-000004,-0.2735615202
ACH-000007,-0.045110109300499995
ACH-000009,-0.142474061767
ACH-000011,0.014484857128700002
ACH-000012,-0.10531911138
ACH-000013,-0.0563706730884
ACH-000014,0.050875349233599994
ACH-000015,-0.0924967345298
ACH-000017,-0.0489643559564
ACH-000018,-0.09413314450009999
ACH-000019,-0.235727385293
ACH-000021,-0.0636881850354
ACH-000022,0.0454292849315
ACH-000025,-0.120443023354
ACH-000028,-0.153250141968
ACH-000030,-0.109988407585
ACH-000035,-0.040365270551999996
ACH-000036,-0.0174540677818
ACH-000037,0.079467451887
ACH-000039,-0.484946983221
ACH-000040,-0.107479878191
ACH-000041,-0.06861193861209999
ACH-000042,-0.0634274632889
ACH-000045,-0.177768973432
ACH-000047,0.0623992938608
ACH-000052,-0.17100968824700002
ACH-000053,-0.034901040210000005
ACH-000054,0.013306265494799997
ACH-000055,-0.10562949952400001
ACH-000060,-0.09840824863610001
ACH-000067,-0.08860357811990001
ACH-000070,-0.124907160451
ACH-000075,-0.0600847375994
ACH-000078,-0.237054795403
ACH-000082,-0.10626487768699999
ACH-000085,-0.12345837720999998
ACH-000086,-0.428906037122
ACH-000087,-0.15952548661399998
ACH-000092,-0.161487775822
ACH-000095,-0.12747065519
ACH-000097,-0.0308059855167
ACH-000098,-0.0397525020405
ACH-000099,-0.23681239738499998
ACH-000108,0.0155771213151
ACH-000113,-0.0261760190177
ACH-000115,-0.17915213359999999
ACH-000116,0.010434944118999999
ACH-000118,-0.13537904533700001
ACH-000120,-0.05417262034030001
ACH-000123,-0.103712017325
ACH-000127,-0.07083479639200001
ACH-000128,-0.109132981637
ACH-000132,-0.0826185594317
ACH-000133,-0.247760321336
ACH-000137,-0.167571139833
ACH-000138,-0.021263589543499998
ACH-000142,-0.0339951371922
ACH-000143,-0.34103937610699997
ACH-000146,-0.0678926860259
ACH-000148,-0.0326422706183
ACH-000150,-0.030456252900099998
ACH-000152,-0.22440772577100002
ACH-000153,-0.135375396865
ACH-000159,-0.168232034738
ACH-000160,-0.21004009795499998
ACH-000163,0.031663917173599995
ACH-000167,-0.147059817651
ACH-000168,0.012621225526100002
ACH-000169,-0.141652597908
ACH-000178,-0.101480025624
ACH-000182,-0.0367310136301
ACH-000183,-0.0483418206385
ACH-000188,-0.164426840463
ACH-000189,0.053516467815500006
ACH-000190,-0.08720900174630002
ACH-000198,-0.06259296513740001
ACH-000204,-0.0229657104439
ACH-000206,-0.703178204824
ACH-000207,-0.13567463007799999
ACH-000211,-0.0878866140639
ACH-000215,-0.0978839491168
ACH-000221,-0.19120475250500002
ACH-000222,-0.009649110358229998
ACH-000223,-0.0940546859843
