,GHDC (84514)
ACH-000004,-0.17347573535
ACH-000007,0.10295991490800001
ACH-000009,-0.161625323091
ACH-000011,0.0466993541486
ACH-000012,-0.0447793214661
ACH-000013,-0.051888138549499994
ACH-000014,0.145993534043
ACH-000015,0.072330585816
ACH-000017,0.043440186035199994
ACH-000018,0.191882427835
ACH-000019,0.174534754457
ACH-000021,0.153141158259
ACH-000022,0.0556813137451
ACH-000025,0.156981509859
ACH-000028,0.174059037406
ACH-000030,0.069155765504
ACH-000035,-0.131221135767
ACH-000036,0.0314692771897
ACH-000037,0.217184455651
ACH-000039,0.18433557774300002
ACH-000040,-0.0636163679418
ACH-000041,0.10954510645
ACH-000042,0.11947666770099999
ACH-000045,-0.0998489803803
ACH-000047,-0.0437129552084
ACH-000052,0.11047110060200001
ACH-000053,0.0975749574053
ACH-000054,-0.00342087115986
ACH-000055,0.166093325683
ACH-000060,0.00549595937285
ACH-000067,0.0586132046793
ACH-000070,-0.027212640197600002
ACH-000075,-0.0271628506239
ACH-000078,0.172581320436
ACH-000082,-0.023383364910300002
ACH-000085,0.142925870529
ACH-000086,0.16517878171800002
ACH-000087,-0.0707517167374
ACH-000092,-0.026646946206999998
ACH-000095,-0.0725816237212
ACH-000097,0.0023618643002800005
ACH-000098,0.16563904810900001
ACH-000099,0.047706722615199995
ACH-000108,0.10953598923499999
ACH-000113,0.10852582411499999
ACH-000115,0.026689014499599997
ACH-000116,0.00942365123151
ACH-000118,0.08354175533239999
ACH-000120,-0.0390118766222
ACH-000123,-0.0265642303101
ACH-000127,0.244916635273
ACH-000128,0.022671569868400004
ACH-000132,0.043735461415300006
ACH-000133,0.0258312839354
ACH-000137,-0.0114665895126
ACH-000138,0.139411343953
ACH-000142,-0.140772126875
ACH-000143,0.222766587241
ACH-000146,0.129542384817
ACH-000148,0.108699758112
ACH-000150,-0.133081777698
ACH-000152,-0.05034804043169999
ACH-000153,-0.0418328551473
ACH-000159,0.111272759256
ACH-000160,0.08666440186619999
ACH-000163,0.230521229565
ACH-000167,0.0972844688672
ACH-000168,0.26816651769
ACH-000169,0.0873231788047
ACH-000178,-0.015464737216600001
ACH-000182,-0.012796094027
ACH-000183,-0.168524995112
ACH-000188,-0.0622511456175
ACH-000189,-0.0262616561973
ACH-000190,0.032493740818500004
ACH-000198,-0.010797082012799998
ACH-000204,0.142331149696
ACH-000206,0.125650434371
ACH-000207,0.14931165875900002
ACH-000211,-0.00736713534995
ACH-000215,0.126522533322
ACH-000221,0.184225001622
ACH-000222,0.116574340111
ACH-000223,0.108367077525
ACH-000226,0.08373563454489999
ACH-000227,0.0975493359234
ACH-000228,-0.061034895425000006
ACH-000231,-0.0945791449942
ACH-000232,0.219576056199
ACH-000233,0.197222569065
ACH-000234,0.030067131908100002
ACH-000235,0.0622289273491
ACH-000237,0.13146199867
ACH-000238,0.0306916938315
ACH-000243,-0.0017209594586500001
ACH-000244,-0.0950698738934
ACH-000246,0.11509270034600001
ACH-000248,-0.30218661767
ACH-000250,-0.00222967971946
ACH-000251,-0.0959090822348
ACH-000253,0.058162555278
ACH-000255,0.0405182160621
ACH-000256,-0.231660338802
ACH-000257,-0.0734763028141
ACH-000258,-0.0606297916334
ACH-000259,0.0783742436604
ACH-000260,0.08644740994439999
ACH-000261,0.07217920928289999
ACH-000262,0.121639912634
ACH-000263,0.204529593008
ACH-000264,-0.0211168439228
ACH-000265,0.0676303997496
ACH-000266,0.09794376191279999
ACH-000272,0.128785110948
