,TFRC (7037)
ACH-000004,-1.45908219513
ACH-000007,-1.33689666119
ACH-000009,-1.3449477131999998
ACH-000011,-0.89325512393
ACH-000012,-1.1397516297799999
ACH-000013,-0.543651694235
ACH-000014,-1.0703434017
ACH-000015,-0.36900731531
ACH-000017,-1.52888201541
ACH-000018,-1.6995724640399998
ACH-000019,-0.94017403925
ACH-000021,-1.4064147588999998
ACH-000022,-0.91181628275
ACH-000025,-1.34034625146
ACH-000028,-1.05101471138
ACH-000030,-1.39149636536
ACH-000035,-1.1712778442799998
ACH-000036,-0.669999636641
ACH-000037,-0.641447449481
ACH-000039,-0.5505243085629999
ACH-000040,-0.609211463805
ACH-000041,-0.860216275793
ACH-000042,-0.7131484708210001
ACH-000045,-1.07783726938
ACH-000047,-1.0520704777
ACH-000052,-0.505261476991
ACH-000053,-1.38252075018
ACH-000054,-0.966958789255
ACH-000055,-0.818854972835
ACH-000060,-0.631890223705
ACH-000067,-0.495163753569
ACH-000070,-1.60885136192
ACH-000075,-0.577634062835
ACH-000078,-1.04586738827
ACH-000082,-0.512961957668
ACH-000085,-0.224757440274
ACH-000086,-0.341720704617
ACH-000087,-0.790426771458
ACH-000092,-0.836073369151
ACH-000095,-0.346674190947
ACH-000097,-1.25538399605
ACH-000098,-0.39080920312600004
ACH-000099,-1.1528760978
ACH-000108,-1.40659333259
ACH-000113,-1.12788322237
ACH-000115,-0.818655342047
ACH-000116,-0.66052816073
ACH-000118,-1.20459308586
ACH-000120,-0.431315002969
ACH-000123,-0.843341751223
ACH-000127,-1.43172786654
ACH-000128,-0.442955112848
ACH-000132,-0.432198781852
ACH-000133,-0.9004581981409999
ACH-000137,-0.449012606884
ACH-000138,-1.40199663606
ACH-000142,-1.41157612205
ACH-000143,-1.10406411765
ACH-000146,-2.06934569205
ACH-000148,-0.6398138481319999
ACH-000150,-0.7797128572579999
ACH-000152,-0.361635935122
ACH-000153,-0.7645106205419999
ACH-000159,-0.771422696585
ACH-000160,-0.771104165142
ACH-000163,-0.7253287941750001
ACH-000167,-1.18478829947
ACH-000168,-1.18731045448
ACH-000169,-0.622937757436
ACH-000178,-1.0624569630399998
ACH-000182,-0.8048221757100001
ACH-000183,-1.2692150192899998
ACH-000188,-1.03500526181
ACH-000189,-1.1070834676299999
ACH-000190,-0.815172843845
ACH-000198,-1.08285794315
ACH-000204,-1.0230259912100002
ACH-000206,-1.05009840175
ACH-000207,-1.30450519682
ACH-000211,-0.42662461666900003
ACH-000215,-0.758258877436
ACH-000221,-0.502943006505
ACH-000222,-1.42818973747
ACH-000223,-1.2894544137100001
ACH-000226,-1.18127808169
ACH-000227,-1.4604391610499998
ACH-000228,-0.637028258185
ACH-000231,-0.762244180421
ACH-000232,-0.351893848073
ACH-000233,-1.26527405613
ACH-000234,-1.32568120738
ACH-000235,-1.60748241092
ACH-000237,-0.881468328047
ACH-000238,-0.577416057577
ACH-000243,-1.1415846907
ACH-000244,-0.6895330817219999
ACH-000246,-0.8875844115970001
ACH-000248,-1.2333261807
ACH-000250,-1.2118676727200002
ACH-000251,-0.971197224357
ACH-000253,-1.3885271667899999
ACH-000255,-0.48442483771000006
ACH-000256,-1.18753374759
ACH-000257,-1.43548524752
ACH-000258,-2.4837284995099997
ACH-000259,-0.901867129452
ACH-000260,-0.8197609241760001
ACH-000261,-0.662707868122
ACH-000262,-1.06885578315
ACH-000263,-1.66283675628
ACH-000264,-0.58200931617
ACH-000265,-0.329584990431
ACH-000266,-1.27100787751
ACH-000272,-1.4041308295500001
ACH-000273,-0.980273997325
ACH-000274,-0.589987781103
ACH-000277,-1.61930216895
ACH-000278,-1.60780418305
ACH-000279,-1.5432286261800001
ACH-000280,-0.7081772543320001
ACH-000281,-1.34172358297
ACH-000288,-1.57757925732
ACH-000291,-0.497559746456
ACH-000293,-1.2263484341
ACH-000294,-1.8406093020200003
ACH-000295,-1.87899598367
ACH-000296,-1.6687743227200003
ACH-000302,-0.974956955604
ACH-000304,-0.8170084012569999
ACH-000307,-1.6176513293399999
ACH-000308,-0.7920604663680001
ACH-000310,-0.5916570724229999
ACH-000311,-1.38834710555
ACH-000312,-1.0582479052200002
ACH-000315,-1.11251236569
ACH-000316,-0.844149507819
ACH-000317,-1.26822720512
ACH-000318,-1.25855603466
ACH-000319,-0.8107738363629999
ACH-000320,-1.4698195267200003
ACH-000322,-0.832167800346
ACH-000323,-0.548860257037
ACH-000324,-0.6134755087780001
ACH-000329,-0.76343609981
ACH-000330,-1.114122644
ACH-000331,-0.599922178862
ACH-000332,-1.2867338204
ACH-000334,-1.92633215933
ACH-000335,-0.95381455221
ACH-000336,-1.1266291264
ACH-000337,-1.2200526552200002
ACH-000339,-1.72108583133
ACH-000341,-0.22132306894499998
ACH-000348,-0.7616908703899999
ACH-000350,-0.843618296954
ACH-000352,-1.68845574472
ACH-000356,-1.22774513154
ACH-000361,-0.9870628053820001
ACH-000362,-1.69275512104
ACH-000363,-1.4191368202799999
ACH-000364,-0.47519163637100004
ACH-000365,-0.9939612436599999
ACH-000366,-0.9511859515600001
ACH-000368,-0.8445429706290001
ACH-000374,-1.07745850778
ACH-000375,-1.0329275520399999
ACH-000376,-0.582293431828
ACH-000381,-0.744557000006
ACH-000383,-2.09363576328
ACH-000387,-1.09691311605
ACH-000389,-0.629719843756
ACH-000390,-1.12374396829
ACH-000393,-0.649310109476
ACH-000395,-1.49807742602
ACH-000397,-0.999222048417
ACH-000401,-0.864468939815
ACH-000402,-1.0343369282400001
ACH-000403,-0.907551768186
ACH-000404,-1.00996191242
ACH-000406,-1.46781012622
ACH-000407,-0.5580839162619999
ACH-000408,-1.0081410473399999
ACH-000410,-1.03373125339
ACH-000411,-1.36056641132
ACH-000414,-0.811815647449
ACH-000415,-1.0392840491
ACH-000416,-1.3983518529499999
ACH-000420,-0.756713331515
ACH-000421,-1.30596717059
ACH-000424,-0.758621964256
ACH-000425,-1.2033171115299999
ACH-000426,-1.22875092864
ACH-000427,-0.848850795273
ACH-000433,-0.7115797142579999
ACH-000436,-1.15647499471
ACH-000444,-0.847798501365
ACH-000445,-0.667605349889
ACH-000448,-0.23313434993700002
ACH-000450,-1.2832713439799999
ACH-000452,-0.911494658336
ACH-000454,-1.22185389787
ACH-000458,-0.47780004551399996
ACH-000459,-1.23692028944
ACH-000460,-1.30092599309
ACH-000461,-0.89905383991
ACH-000463,-0.534953876967
ACH-000464,-0.7444254630220001
ACH-000466,-1.0487835486100001
ACH-000467,-0.872566031263
ACH-000468,-1.0440411142100001
ACH-000469,-0.35561122712800003
ACH-000470,-1.69189645102
ACH-000471,-1.22675697394
ACH-000472,-0.36293506255099994
ACH-000473,-0.280110390824
ACH-000475,-0.44424444749200004
ACH-000476,-0.388963139272
ACH-000477,-1.1118491662
ACH-000480,-0.529349050717
ACH-000481,-1.36321017664
ACH-000483,-0.83777280022
ACH-000484,-0.730975279419
ACH-000485,-1.01899437607
ACH-000486,-0.739414982938
ACH-000487,-1.10330455163
ACH-000488,-0.691613626952
ACH-000490,-0.49273803993
ACH-000491,-1.3156225252200002
ACH-000495,-1.4421686921099999
ACH-000496,-1.3721927226700001
ACH-000499,-0.679842715135
ACH-000500,-0.856828723579
ACH-000502,-1.38482372877
ACH-000503,-1.09748469038
ACH-000505,-0.731501774643
ACH-000507,-1.29785975823
ACH-000510,-1.30556764299
ACH-000511,-0.7429408516410001
ACH-000512,-1.0676754665500001
ACH-000516,-0.557424727109
ACH-000517,-1.48238491715
ACH-000518,-1.20283174864
ACH-000520,-1.06249254071
ACH-000521,-1.03787656441
ACH-000522,-1.139877652
ACH-000524,-0.90071218644
ACH-000527,-0.6977532315999999
ACH-000528,-0.979043422118
ACH-000537,-0.770092079647
ACH-000541,-0.933989884718
ACH-000542,-0.869715806997
ACH-000544,-0.949666651833
ACH-000545,-0.695907797906
ACH-000547,-0.621000096234
ACH-000548,-1.5687287641999998
ACH-000549,-1.08078316591
ACH-000550,-0.875949086866
ACH-000552,-1.11000892561
ACH-000556,-1.14955865318
ACH-000557,-2.1556476079099998
ACH-000570,-0.48322121739699997
ACH-000571,-0.9927079221170001
ACH-000573,-1.53963146259
ACH-000576,-1.2964979473
ACH-000580,-1.1379374709
ACH-000584,-1.6256337971
ACH-000585,-0.71381128868
ACH-000588,-0.948807581016
ACH-000589,-0.828539989437
ACH-000591,-1.0053261416200001
ACH-000593,-1.4623935867200002
ACH-000600,-0.666779395003
ACH-000601,-1.2677386052700002
ACH-000604,-1.5043313215399998
ACH-000605,-0.9736039700660001
ACH-000606,-0.534895902329
ACH-000608,-1.6392530411200001
ACH-000614,-1.6087762199200002
ACH-000616,-1.297293604
ACH-000618,-1.3654756420700003
ACH-000619,-1.30096719846
ACH-000620,-1.06500500541
ACH-000621,-2.09941916982
