,NDUFAF1 (51103)
ACH-000004,-0.283115002695
ACH-000007,-0.501750035406
ACH-000009,-0.391605192525
ACH-000011,0.0472448376227
ACH-000012,-0.362404103578
ACH-000013,-0.551586184368
ACH-000014,-0.721419968712
ACH-000015,-0.818940624245
ACH-000017,-0.23249881894699997
ACH-000018,-0.119707080464
ACH-000019,-0.315373527778
ACH-000021,-0.487331696343
ACH-000022,-0.23509527277
ACH-000025,-0.509185164088
ACH-000028,-0.683718630298
ACH-000030,-0.292363714007
ACH-000035,-0.299509094599
ACH-000036,0.221592068651
ACH-000037,-0.214906395227
ACH-000039,-0.293279923336
ACH-000040,-0.09839451466320001
ACH-000041,-0.26030573774300003
ACH-000042,-0.241848707923
ACH-000045,-0.59775933334
ACH-000047,-0.7399334695919999
ACH-000052,-0.2738597548
ACH-000053,-0.291452278876
ACH-000054,-0.501772510433
ACH-000055,-0.18570583215300002
ACH-000060,-0.396680900053
ACH-000067,-0.32875335007
ACH-000070,-0.501131083545
ACH-000075,-0.191305065592
ACH-000078,-0.38182763801799996
ACH-000082,-0.258938883701
ACH-000085,-0.44125439862599997
ACH-000086,-0.58609095321
ACH-000087,-0.42973337999
ACH-000092,-0.270312831812
ACH-000095,-0.0768027237283
ACH-000097,-0.393384884912
ACH-000098,-0.175271954731
ACH-000099,-0.38384332088600004
ACH-000108,-0.308515939261
ACH-000113,-0.8114932548530001
ACH-000115,-0.13857972669399998
ACH-000116,-0.38335156091300004
ACH-000118,-0.8021175310079999
ACH-000120,-0.201636337313
ACH-000123,-0.593168874818
ACH-000127,-0.7187406766500001
ACH-000128,-0.643492599716
ACH-000132,-0.493009456337
ACH-000133,-0.221611438591
ACH-000137,-0.19399540129700002
ACH-000138,-0.592814870341
ACH-000142,-0.212058400756
ACH-000143,-0.305289555635
ACH-000146,-0.12310200523
ACH-000148,-0.39055114684000003
ACH-000150,-0.37976627549599995
ACH-000152,-0.273440831553
ACH-000153,-0.499412747913
ACH-000159,-0.22033419760499998
ACH-000160,-0.499370011075
ACH-000163,-0.330156290048
ACH-000167,0.00939422352526
ACH-000168,0.00582920685112
ACH-000169,-0.603149330879
ACH-000178,-0.329330687653
ACH-000182,-0.6457991372249999
ACH-000183,-0.400819166623
ACH-000188,-0.12772490055400001
ACH-000189,-0.575762746659
ACH-000190,-0.928207291806
ACH-000198,-0.7598400850300001
ACH-000204,-0.661248381136
ACH-000206,0.030047182958
ACH-000207,-0.821103159986
ACH-000211,-0.221991705639
ACH-000215,-0.269641814064
ACH-000221,-0.872315767047
ACH-000222,-0.45205296067
ACH-000223,-0.333417660366
ACH-000226,-0.350987551026
ACH-000227,-0.45860194257
ACH-000228,-0.234506768064
ACH-000231,-0.112914029304
ACH-000232,-0.305382865708
ACH-000233,-0.666279954001
ACH-000234,-0.382379397618
ACH-000235,-0.44268607111599995
ACH-000237,-0.235920563893
ACH-000238,-0.215487712885
ACH-000243,-0.482730234553
ACH-000244,-0.44891495002099996
ACH-000246,-0.487560462019
ACH-000248,-0.571716659128
ACH-000250,-0.023438046603
ACH-000251,-0.764284935415
ACH-000253,-0.174070428734
ACH-000255,-0.36723966958099996
ACH-000256,-0.35121150958499997
ACH-000257,-0.225710864396
ACH-000258,-0.18019324434700001
ACH-000259,-0.37921109791599994
ACH-000260,-0.334872012087
ACH-000261,-0.387375252949
ACH-000262,-0.195180905806
ACH-000263,-0.5740503395840001
ACH-000264,-0.349250076119
ACH-000265,-0.7460424493179999
ACH-000266,-0.361610330639
ACH-000272,-0.38715046863200003
ACH-000273,-0.34029522966
ACH-000274,-0.34662951153399996
ACH-000277,-0.30410166307799996
ACH-000278,-0.22665376353
ACH-000279,-0.621206606272
ACH-000280,-0.521691094322
ACH-000281,-0.353949567439
ACH-000288,-0.393607469761
ACH-000291,-0.38680816301700005
ACH-000293,-0.286568531421
ACH-000294,-0.100529381855
ACH-000295,-0.276881161112
ACH-000296,-0.026900232895299997
ACH-000302,-0.5655766477440001
ACH-000304,-0.562796719565
ACH-000307,-0.25043827401999996
ACH-000308,-0.34502747391599997
ACH-000310,-0.118732806082
ACH-000311,-0.536854004539
ACH-000312,-0.391008147556
ACH-000315,-0.0752343757123
ACH-000316,-0.24502874749
ACH-000317,-0.435428129422
ACH-000318,-0.14688108133199998
ACH-000319,-0.31752351178800003
ACH-000320,-0.212429358869
ACH-000322,-0.706659736202
ACH-000323,-0.18613841240499998
ACH-000324,-0.278247302997
ACH-000329,-0.508006064095
ACH-000330,-0.200339324357
ACH-000331,-0.10845304781199999
ACH-000332,-0.241019981538
ACH-000334,-0.31295464345199997
ACH-000335,-0.430979455219
ACH-000336,-0.7232310583329999
ACH-000337,-0.237258676677
ACH-000339,-0.41359175179499996
ACH-000341,-0.503210791929
ACH-000348,-0.429577466954
ACH-000350,-0.441221467767
ACH-000352,-0.600895542796
ACH-000356,-0.246618942305
ACH-000361,-0.330449175227
ACH-000362,-0.346303909542
ACH-000363,-0.445131983097
ACH-000364,-0.539140649479
ACH-000365,-0.448685412292
ACH-000366,-0.188091631819
ACH-000368,-0.6409630929119999
ACH-000374,-0.5062720322909999
ACH-000375,-0.483467756216
ACH-000376,-0.862578386339
ACH-000381,-0.22739422604200002
ACH-000383,-0.6419829762870001
ACH-000387,-0.168383541277
ACH-000389,0.21822509185
ACH-000390,-0.221179892474
ACH-000393,-0.09850347206430002
ACH-000395,-0.21602409456399999
ACH-000397,-0.241532524698
ACH-000401,-0.266080446591
ACH-000402,-0.07447175220800001
ACH-000403,-0.605666968587
ACH-000404,-0.275909867983
ACH-000406,-0.667713479839
ACH-000407,-0.376672232794
ACH-000408,-0.36195364613700004
ACH-000410,-0.509135392513
ACH-000411,-0.18942059323
