,HACE1 (57531)
ACH-000004,-0.194065394559
ACH-000007,0.0995392237132
ACH-000009,-0.0142800989191
ACH-000011,0.07489999418910001
ACH-000012,-0.0485488334259
ACH-000013,-0.00193135836616
ACH-000014,0.0140617498743
ACH-000015,0.020764919601700002
ACH-000017,-0.00328028455089
ACH-000018,-0.04543870701259999
ACH-000019,0.19034343924400002
ACH-000021,-0.271187932977
ACH-000022,-0.00854219594097
ACH-000025,-0.159113990948
ACH-000028,0.025201710369000003
ACH-000030,-0.102826555946
ACH-000035,-0.017822122405099998
ACH-000036,-0.0579068773472
ACH-000037,0.11890606444499999
ACH-000039,-0.0690594515982
ACH-000040,-0.15681867243699998
ACH-000041,0.0111522497321
ACH-000042,-0.013979204362000001
ACH-000045,0.0137362255297
ACH-000047,0.0134758617509
ACH-000052,-0.0027655368170800003
ACH-000053,-0.10491410023
ACH-000054,0.284451216347
ACH-000055,0.194907972308
ACH-000060,0.170141951439
ACH-000067,-0.11752749708799999
ACH-000070,-0.111410267171
ACH-000075,-0.347845547285
ACH-000078,-0.15827853927000002
ACH-000082,-0.128702327748
ACH-000085,0.14427951671599998
ACH-000086,-0.154310967661
ACH-000087,-0.00713050084129
ACH-000092,0.0012579849616300002
ACH-000095,-0.109075983889
ACH-000097,-0.017358890005000002
ACH-000098,-0.0732984825628
ACH-000099,-0.138409853466
ACH-000108,0.09836609867419999
ACH-000113,-0.151867634378
ACH-000115,0.09804593532960001
ACH-000116,-0.0466049598322
ACH-000118,0.0818460476446
ACH-000120,0.0486612882244
ACH-000123,-0.0738290053376
ACH-000127,-0.15186359756599999
ACH-000128,0.0057459431206
ACH-000132,-0.181634793905
ACH-000133,0.0777224878425
ACH-000137,0.046757195701199995
ACH-000138,-0.0418041007229
ACH-000142,-0.105815950382
ACH-000143,-0.10645568344900001
ACH-000146,-0.0746993112751
ACH-000148,-0.07409434674210001
ACH-000150,-0.046913421737400006
ACH-000152,-0.224460651065
ACH-000153,0.15557155122000002
ACH-000159,-0.19202529324999998
ACH-000160,0.08158361193369999
ACH-000163,-0.0655615775165
ACH-000167,-0.143035834524
ACH-000168,0.09858776071810002
ACH-000169,0.166720024379
ACH-000178,0.00956333109808
ACH-000182,-0.113311018601
ACH-000183,0.0176721204641
ACH-000188,-0.0645459631079
ACH-000189,-0.0116825474164
ACH-000190,-0.0627978025242
ACH-000198,0.00289680238388
ACH-000204,-0.009120104872379999
ACH-000206,0.11089416147600001
ACH-000207,0.029483402379700003
ACH-000211,0.014373828113
ACH-000215,-0.04785309634959999
ACH-000221,-0.00409741509846
ACH-000222,0.213226201548
ACH-000223,-0.101591734064
ACH-000226,-0.08039584740639999
ACH-000227,-0.40600163560900004
ACH-000228,-0.0495596803118
ACH-000231,-0.292367946959
ACH-000232,-0.149481169724
