,PRKACA (5566)
ACH-000004,-0.0290753565534
ACH-000007,-0.0966467514198
ACH-000009,-0.18529134484700002
ACH-000011,-0.09539350758479999
ACH-000012,-0.224361151426
ACH-000013,-0.139542230752
ACH-000014,0.10516196424100001
ACH-000015,-0.316377491015
ACH-000017,-0.24859235155499998
ACH-000018,-0.297428638333
ACH-000019,-0.699288725996
ACH-000021,-0.150648668461
ACH-000022,-0.0708129236066
ACH-000025,-0.00310859826349
ACH-000028,-0.45609051809600004
ACH-000030,-0.206055690384
ACH-000035,-0.316947207658
ACH-000036,-0.0728671716879
ACH-000037,-0.13855515385
ACH-000039,-0.0334603240565
ACH-000040,-0.0778550899503
ACH-000041,-0.0663992329962
ACH-000042,-0.0906498085276
ACH-000045,-0.255669835047
ACH-000047,-0.10238916201500001
ACH-000052,-0.0035554924779
ACH-000053,-0.140813933839
ACH-000054,-0.154349057639
ACH-000055,-0.365203806941
ACH-000060,0.492965527564
ACH-000067,0.25934450324
ACH-000070,-0.026482485723099997
ACH-000075,-0.24235261245200002
ACH-000078,0.0575207327066
ACH-000082,-0.0466118452369
ACH-000085,-0.234163020123
ACH-000086,-0.057592559249300006
ACH-000087,-0.0392416224014
ACH-000092,-0.163555444419
ACH-000095,-0.161324655384
ACH-000097,-0.462767484146
ACH-000098,0.00979866080485
ACH-000099,-0.1114101282
ACH-000108,-0.159737200448
ACH-000113,0.029956258317999997
ACH-000115,-0.243015456253
ACH-000116,-0.198648398011
ACH-000118,-0.0805182758952
ACH-000120,-0.17448305945999998
ACH-000123,-0.18863466610500002
ACH-000127,-0.230300972909
ACH-000128,-0.26174784871199996
ACH-000132,0.0150217454967
ACH-000133,-0.156253471355
ACH-000137,-0.164995052315
ACH-000138,-0.12866636068099999
ACH-000142,-0.322665626752
ACH-000143,-0.12455704842599999
ACH-000146,-0.20654252475999998
ACH-000148,-0.243089524212
ACH-000150,-0.137344607455
ACH-000152,-0.13106715576
ACH-000153,0.110282907512
ACH-000159,-0.223805172561
ACH-000160,-0.0618540088845
ACH-000163,-0.448029045787
ACH-000167,-0.13641050261600002
ACH-000168,-0.512027655345
ACH-000169,-0.00626903421591
ACH-000178,-0.0914239784354
ACH-000182,0.00298165818358
ACH-000183,-0.34184026077699997
ACH-000188,-0.10865851054000002
ACH-000189,0.230326710181
ACH-000190,-0.107987598019
ACH-000198,-0.167277146573
ACH-000204,0.134956617694
ACH-000206,-0.39105112802299996
ACH-000207,-0.0769627464155
ACH-000211,-0.172344132444
ACH-000215,-0.106535849398
ACH-000221,-0.286141709824
ACH-000222,-0.299551402925
ACH-000223,-0.286972753537
ACH-000226,-0.147383072453
ACH-000227,-0.204426506279
ACH-000228,-0.23172728304200002
ACH-000231,-0.143403059671
ACH-000232,0.015524798388300001
ACH-000233,-0.237892581396
ACH-000234,-0.39191749384
ACH-000235,-0.132451995667
ACH-000237,-0.0412681368045
ACH-000238,0.0291706718262
ACH-000243,-0.19574569856899998
ACH-000244,-0.19833013637000002
ACH-000246,-0.0788179442899
ACH-000248,-0.426833734826
ACH-000250,-0.04020657834019999
ACH-000251,-0.28759508031500003
ACH-000253,-0.145674996611
ACH-000255,-0.11205185041400001
ACH-000256,-0.158525484033
ACH-000257,0.058233861578800006
ACH-000258,-0.183634442305
ACH-000259,-0.218714090855
ACH-000260,-0.23689956353100003
ACH-000261,-0.10313777241599999
ACH-000262,-0.247918217695
ACH-000263,-0.140764775285
ACH-000264,-0.0321004178171
ACH-000265,-0.152071309675
ACH-000266,-0.0508698997878
ACH-000272,-0.16297720706
ACH-000273,-0.0830504573511
ACH-000274,-0.06008798183019999
ACH-000277,-0.121548133139
ACH-000278,-0.248805553301
ACH-000279,-0.01771416663
ACH-000280,-0.058870387534800006
ACH-000281,-0.162817829719
ACH-000288,0.08981076993960001
ACH-000291,-0.005727042649439999
ACH-000293,-0.0952246017948
ACH-000294,-0.23566218974800002
ACH-000295,0.10716059439200001
ACH-000296,-0.36668073467699996
ACH-000302,-0.35013027261999996
ACH-000304,-0.291903558861
ACH-000307,-0.0695756694413
ACH-000308,-0.13582480607300002
ACH-000310,-0.121880603358
ACH-000311,-0.28523909866999997
ACH-000312,-0.192949619357
ACH-000315,-0.00329606544896
ACH-000316,0.0368845409051
ACH-000317,0.105614389105
ACH-000318,-0.283968329821
ACH-000319,-0.303315823215
ACH-000320,0.235443098766
ACH-000322,-0.048650792506099994
ACH-000323,-0.389856446963
ACH-000324,-0.145246011548
ACH-000329,-0.058349942423
ACH-000330,-0.08576446599510001
ACH-000331,-0.125117072823
